,Amnion_corr,Amnion_pval,Amnion_qval,Amnion_ci_low,Amnion_ci_high,gene_annotation
ENSMUSG00000027832,0.334446741014295,0.0,0.0,0.32578548255720874,0.3430518673888065,Ptx3
ENSMUSG00000049491,0.3096635324514572,0.0,0.0,0.30084873092067593,0.31842542735376206,Slc36a3
ENSMUSG00000037335,0.30011180189336356,0.0,0.0,0.29124104012372043,0.30893095867534315,Hand1
ENSMUSG00000071014,0.2832411211547427,0.0,0.0,0.2742758903939292,0.2921571211619672,Ndufb6
ENSMUSG00000063694,0.2827638261993716,0.0,0.0,0.27379600393918524,0.29168248623146437,Cycs
ENSMUSG00000028044,0.2813090214483854,0.0,0.0,0.2723333277912524,0.29023576219456393,Cks1b
ENSMUSG00000028955,0.28075367064762285,0.0,0.0,0.2717749831376763,0.2896834853286331,Vamp3
ENSMUSG00000027907,0.27863673895992164,0.0,0.0,0.26964669467160013,0.287578216581165,S100a11
ENSMUSG00000040681,0.27646839881860186,0.0,0.0,0.26746681300935055,0.2854217330251824,Hmgn1
ENSMUSG00000022229,0.27307922152488745,0.0,0.0,0.26405978054182827,0.2820509063074931,Atp12a
ENSMUSG00000029844,0.2690145822054339,0.0,0.0,0.2599740243441974,0.2780079826881082,Hoxa1
ENSMUSG00000045680,0.2687083875536293,0.0,0.0,0.25966625204090454,0.2777034110028776,Tcf21
ENSMUSG00000055305,0.266097578717326,0.0,0.0,0.2570420657545587,0.27510636715837494,Zfp93
ENSMUSG00000026544,0.2647322171043971,0.0,0.0,0.25566976138187364,0.2737481517961664,Dusp23
ENSMUSG00000051748,0.2643190632303754,0.0,0.0,0.25525451384923054,0.273337153266857,Wfdc21
ENSMUSG00000024048,0.2631756943283409,0.0,0.0,0.2541053683529084,0.2721997319366371,Myl12a
ENSMUSG00000073535,0.26074890313443405,0.0,0.0,0.2516664012427862,0.26978548084781573,Gm5532
ENSMUSG00000021647,0.26011929820472335,0.0,0.0,0.25103365624891477,0.26915911075224946,Cartpt
ENSMUSG00000002831,0.26009593786147484,0.0,0.0,0.2510101795486962,0.2691358702844895,Plin4
ENSMUSG00000045532,0.2587828664992031,0.0,0.0,0.24969058501432698,0.2678295201265049,C1ql1
ENSMUSG00000028821,0.2576199070675183,0.0,0.0,0.24852187634728765,0.26667248574557934,Syf2
ENSMUSG00000101447,0.2573598682928616,0.0,0.0,0.24826055566215688,0.2664137682479814,Gm28826
ENSMUSG00000021400,0.2571601503974423,0.0,0.0,0.24805985411866957,0.2662150642487927,Wrnip1
ENSMUSG00000053317,0.25525648914678584,0.0,0.0,0.24614685619007473,0.2643210285764484,Sec61b
ENSMUSG00000049241,0.2551279098183582,0.0,0.0,0.24601764879153412,0.2641930968692805,Hcar1
ENSMUSG00000041324,0.25491114424353484,0.0,0.0,0.2457998251171807,0.2639774223651305,Inhba
ENSMUSG00000026258,0.2542866323460789,0.0,0.0,0.24517226992942484,0.26335604882528046,3110079O15Rik
ENSMUSG00000074807,0.25322852489829945,0.0,0.0,0.24410902368311613,0.26230324150459483,Gm10762
ENSMUSG00000044117,0.2511286610217519,0.0,0.0,0.24199902655010594,0.26021383199922155,2900011O08Rik
ENSMUSG00000029778,0.25078250135899943,0.0,0.0,0.24165120472431298,0.2598693875556437,Adcyap1r1
ENSMUSG00000011837,0.25065873958069823,0.0,0.0,0.2415268492455757,0.25974623845510336,Snapc2
ENSMUSG00000062456,0.24917508091410887,0.0,0.0,0.24003609663582978,0.25826990157047364,Rpl9-ps6
ENSMUSG00000042254,0.24845722439173012,0.0,0.0,0.23931482323772768,0.2575555723852794,Cilp
ENSMUSG00000046949,0.24780522093065632,0.0,0.0,0.2386597250945406,0.25690676406032764,Nqo2
ENSMUSG00000031776,0.2475413965354852,0.0,0.0,0.23839465084349903,0.2566442302023435,Arl2bp
ENSMUSG00000049511,0.2469700111659759,0.0,0.0,0.2378205632342391,0.25607563524627,Htr1b
ENSMUSG00000074947,0.24532387386798787,0.0,0.0,0.2361666766325468,0.25443750178698465,Olfr1312
ENSMUSG00000093812,0.24495094902603254,0.0,0.0,0.23579200359247968,0.2540663829117684,Gm5627
ENSMUSG00000026078,0.24395691961934604,0.0,0.0,0.23479332767340044,0.25307715418799437,Pdcl3
ENSMUSG00000028463,0.24290406813498625,0.0,0.0,0.23373557581318957,0.2520293666711098,Car9
ENSMUSG00000098659,0.24140695718467664,0.0,0.0,0.2322315341012229,0.25053941962827303,1110015O18Rik
ENSMUSG00000047669,0.24100844961547546,0.0,0.0,0.2318311890657,0.2501428116887041,Msl3l2
ENSMUSG00000052419,0.240920738358775,0.0,0.0,0.23174307380128986,0.2500555181276464,2610001J05Rik
ENSMUSG00000051498,0.24041041932050758,0.0,0.0,0.2312304071644889,0.2495476263682953,Tlr6
ENSMUSG00000094127,0.23862417517713083,0.0,0.0,0.22943598599135528,0.2477698387139921,G530012D18Rik
ENSMUSG00000038812,0.23720745464717605,0.0,0.0,0.22801282444133694,0.24635978146528179,Trmt112
