,Neural Crest/Mid-HindBrain_corr,Neural Crest/Mid-HindBrain_pval,Neural Crest/Mid-HindBrain_qval,Neural Crest/Mid-HindBrain_ci_low,Neural Crest/Mid-HindBrain_ci_high,gene_annotation
ENSMUSG00000052430,-0.02199950082354941,9.1459100569633e-06,9.567141737402026e-06,-0.03171308862112246,-0.012281757766544082,Bmpr1b
ENSMUSG00000017767,-0.022108313957657662,8.257762814731578e-06,8.63882537079934e-06,-0.0318218448403564,-0.012390607282982616,Spata25
ENSMUSG00000106795,-0.022130676401903155,8.085744661771747e-06,8.45922971432674e-06,-0.031844195559398866,-0.012412977232776219,Gm43050
ENSMUSG00000100120,-0.022156581853324458,7.89075457976191e-06,8.2555847122476e-06,-0.03187008741578223,-0.012438891391052684,Gm553
ENSMUSG00000006143,-0.022183221512225865,7.69493025092085e-06,8.05104949802304e-06,-0.031896713080741344,-0.012465540017191246,Upk3bl
ENSMUSG00000085579,-0.022192629779946443,7.626888301975804e-06,7.980198661415297e-06,-0.03190611640295895,-0.012474951455149035,Gm12066
ENSMUSG00000031559,-0.02223184134104885,7.349449478544016e-06,7.690563167421586e-06,-0.03194530733379045,-0.01251417624763468,4930555F03Rik
ENSMUSG00000032900,-0.02240501757095984,6.2354802137512386e-06,6.525168792431183e-06,-0.03211839209371312,-0.012687411271118587,Tex43
ENSMUSG00000020257,-0.02248897287563176,5.755447970304161e-06,6.023091878730991e-06,-0.032202302844333126,-0.012771395288690339,Wdr82
ENSMUSG00000004127,-0.022559560026032828,5.379417724760417e-06,5.630295164903988e-06,-0.03227285242904082,-0.012842006686149156,Trmt10a
ENSMUSG00000000142,-0.022563428391068178,5.35950519972458e-06,5.6096931263008006e-06,-0.032276718732577925,-0.012845876382789508,Axin2
ENSMUSG00000025739,-0.022595120076113927,5.199007498998157e-06,5.441935202737157e-06,-0.03230839351779736,-0.012877578988005825,Gng13
ENSMUSG00000025134,-0.022602822011939812,5.160703067094733e-06,5.402071272790872e-06,-0.032316091343561774,-0.012885283580679132,Alyref
ENSMUSG00000025427,-0.022619424391215472,5.0790505655446984e-06,5.31682653215884e-06,-0.032332684859223526,-0.012901891691009384,Rnf165
ENSMUSG00000096003,-0.02267013098961987,4.837257844672303e-06,5.063930183873891e-06,-0.032383364353434974,-0.012952615826261116,Gm3500
ENSMUSG00000053475,-0.022690901487942335,4.741431408165255e-06,4.964036669364775e-06,-0.032404123734884945,-0.012973393522487433,Tnfaip6
ENSMUSG00000092607,-0.022695261668669905,4.721547554310542e-06,4.943430087566415e-06,-0.03240848158087415,-0.012977755215277758,Scnm1
ENSMUSG00000018776,-0.022746591106944405,4.493392189442158e-06,4.704954155372904e-06,-0.032459783506099155,-0.013029102481838929,Slc35g3
ENSMUSG00000024012,-0.022747674870192025,4.488690714981613e-06,4.700231775247518e-06,-0.032460866687888,-0.013030186622063197,Mtch1
