,Endothelium_corr,Endothelium_pval,Endothelium_qval,Endothelium_ci_low,Endothelium_ci_high,gene_annotation
ENSMUSG00000084756,0.2634814886205607,0.0,0.0,0.25736633263095465,0.26957554174957465,Gm13881
ENSMUSG00000024065,0.260028050531906,0.0,0.0,0.2539011531792115,0.2661340811588582,Ehd3
ENSMUSG00000087187,0.256303747479235,0.0,0.0,0.250164364103144,0.26242252057939675,Gm13431
ENSMUSG00000110647,0.2546585315827836,0.0,0.0,0.2485136907317387,0.2607828760311286,RP23-381H23.1
ENSMUSG00000033016,0.2539840328134501,0.0,0.0,0.24783696484482598,0.26011065116765475,Nfatc1
ENSMUSG00000082101,0.25084769063659845,0.0,0.0,0.24469034562011255,0.25698480438006926,Slfn14
ENSMUSG00000022469,0.25007697812467705,0.0,0.0,0.24391712751733688,0.25621665130900917,Rapgef3
ENSMUSG00000042286,0.24585477740600706,0.0,0.0,0.23968133936515967,0.252008334385686,Stab1
ENSMUSG00000039109,0.24557763027116677,0.0,0.0,0.23940330856489658,0.25173209044917083,F13a1
ENSMUSG00000030159,0.24063260612157572,0.0,0.0,0.23444268774348517,0.24680301311608316,Clec1b
ENSMUSG00000030047,0.24062833484515236,0.0,0.0,0.2344384031347337,0.24679875547574864,Arhgap25
ENSMUSG00000040552,0.23890962463719417,0.0,0.0,0.23271434767584323,0.24508551293191638,C3ar1
ENSMUSG00000097252,0.23795466825271405,0.0,0.0,0.2317564381700295,0.24413357784212314,Gm6634
ENSMUSG00000028859,0.23647138747472612,0.0,0.0,0.23026859430765736,0.2426549662604393,Csf3r
ENSMUSG00000016087,0.2349055102397348,0.0,0.0,0.22869793135928598,0.24109398705106802,Fli1
ENSMUSG00000003518,0.23082528375040864,0.0,0.0,0.22460538649186915,0.23702637298553406,Dusp3
ENSMUSG00000027435,0.22993464666186036,0.0,0.0,0.22371208970624126,0.23613846004380623,Cd93
ENSMUSG00000031871,0.22970817295624155,0.0,0.0,0.22348494135248617,0.2359126773898193,Cdh5
ENSMUSG00000016494,0.22739087944547662,0.0,0.0,0.22116078364069017,0.2336024162702518,Cd34
ENSMUSG00000050919,0.22660151742243292,0.0,0.0,0.22036909955728717,0.2328154337441018,Zfp366
ENSMUSG00000038623,0.22652868111233831,0.0,0.0,0.22029604939895428,0.2327428165857291,Tm6sf1
ENSMUSG00000037922,0.22577012599993515,0.0,0.0,0.21953527131548187,0.2319865397144728,Bank1
ENSMUSG00000030798,0.225410112212755,0.0,0.0,0.2191742051492628,0.23162760456125583,Cd37
ENSMUSG00000027474,0.22513829161785606,0.0,0.0,0.2189015911100307,0.23135659724389732,Ccm2l
ENSMUSG00000040747,0.22475139602264,0.0,0.0,0.21851356784574869,0.2309708575621366,Cd53
ENSMUSG00000052921,0.22332291167839372,0.0,0.0,0.21708093704178175,0.22954662411095156,Arhgef15
ENSMUSG00000028978,0.2229688913499134,0.0,0.0,0.2167258932566739,0.22919365315718884,Nos3
ENSMUSG00000020573,0.22293115341627637,0.0,0.0,0.2166880463217982,0.22915602698846393,Pik3cg
ENSMUSG00000046280,0.2223599720459562,0.0,0.0,0.21611521745799994,0.22858653496112352,She
ENSMUSG00000026712,0.22157570933042753,0.0,0.0,0.21532869964912393,0.22780458486156743,Mrc1
ENSMUSG00000022912,0.22152903966125456,0.0,0.0,0.21528189604003126,0.2277580525575742,Pros1
ENSMUSG00000001029,0.22101197474379564,0.0,0.0,0.21476334908918782,0.22724250763947126,Icam2
ENSMUSG00000002699,0.22063234124939848,0.0,0.0,0.2143826297159565,0.22686398791827941,Lcp2
ENSMUSG00000020717,0.22033900169593618,0.0,0.0,0.21408845241379906,0.22657150767850118,Pecam1
ENSMUSG00000030123,0.2194371425956458,0.0,0.0,0.21318402479473478,0.2256722834588264,Plxnd1
ENSMUSG00000039167,0.2190162385360688,0.0,0.0,0.21276192565716134,0.2252526054803567,Adgrl4
ENSMUSG00000046768,0.21894537593918767,0.0,0.0,0.21269086208883095,0.22518194907652048,Rhoj
ENSMUSG00000001946,0.2183890879540024,0.0,0.0,0.2121329987291026,0.2246272774763348,Esam
ENSMUSG00000066189,0.21836610200333892,0.0,0.0,0.21210994777131217,0.22460435822811145,Cacng3
