,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000002881,0.16208466601542262,0.0,0.0,0.15569020979921447,0.16846553854343393,Nab1
ENSMUSG00000046718,0.1620333709713918,0.0,0.0,0.15563880772890668,0.16841435459267146,Bst2
ENSMUSG00000059482,0.16198670728973444,0.0,0.0,0.15559204671431576,0.16836779194392681,2610301B20Rik
ENSMUSG00000003184,0.16195835997800462,0.0,0.0,0.15556364028864655,0.16833950599389336,Irf3
ENSMUSG00000059434,0.16195799802344843,0.0,0.0,0.15556327757935845,0.16833914482277015,Gckr
ENSMUSG00000015335,0.1619489686173246,0.0,0.0,0.15555422934606697,0.1683301349598014,Zdhhc12
ENSMUSG00000032120,0.16192239891388327,0.0,0.0,0.15552760424849987,0.16830362275737193,C2cd2l
ENSMUSG00000085912,0.16190503077954324,0.0,0.0,0.15551019990904402,0.1682862922054129,Trp53cor1
ENSMUSG00000016024,0.16189982470165837,0.0,0.0,0.15550498297949156,0.16828109739203417,Lbp
ENSMUSG00000022807,0.16187472141947098,0.0,0.0,0.15547982737645671,0.1682560484213998,Osbpl11
ENSMUSG00000029436,0.16180475734042635,0.0,0.0,0.15540971752041322,0.168186235667826,Mmp17
ENSMUSG00000028859,0.16180123904877522,0.0,0.0,0.15540619189975874,0.16818272498420564,Csf3r
ENSMUSG00000043004,0.16173975646547117,0.0,0.0,0.1553445812675111,0.16812137532605145,Gng2
ENSMUSG00000043388,0.16167518809903833,0.0,0.0,0.15527987847897504,0.16805694650300243,Tmem130
ENSMUSG00000028917,0.16162779912224287,0.0,0.0,0.15523239088002216,0.16800965990727243,Plekhm2
ENSMUSG00000036295,0.16155522399105526,0.0,0.0,0.15515966476855578,0.16793724151340833,Lrrn3
ENSMUSG00000038225,0.16154712147185732,0.0,0.0,0.15515154539773948,0.16792915648859083,Primpol
ENSMUSG00000030337,0.16142273792228476,0.0,0.0,0.15502690326371987,0.16780504139133476,Vamp1
ENSMUSG00000024965,0.1613680278268558,0.0,0.0,0.15497207949441852,0.1677504493105683,Fermt3
ENSMUSG00000059439,0.16131574463506942,0.0,0.0,0.15491968770806905,0.1676982788618136,Bcas3
ENSMUSG00000074212,0.16123659785419703,0.0,0.0,0.15484037660419228,0.16761930268436903,Dnajb14
ENSMUSG00000005503,0.16122310331714496,0.0,0.0,0.154826854058272,0.16760583722705025,Evx1
ENSMUSG00000027660,0.16121605477394702,0.0,0.0,0.1548197908862759,0.16759880387199685,Skil
ENSMUSG00000053119,0.1612086219464861,0.0,0.0,0.15481234263316787,0.1675913870600293,Chmp3
ENSMUSG00000055435,0.16118171046340182,0.0,0.0,0.1547853753056776,0.16756453355700168,Maf
ENSMUSG00000032193,0.16108583638605853,0.0,0.0,0.15468930235612222,0.16746886596076807,Ldlr
ENSMUSG00000073678,0.16105993573452673,0.0,0.0,0.1546633479994586,0.1674430210700644,Pgap1
ENSMUSG00000030307,0.16103467322708265,0.0,0.0,0.15463803311858312,0.16741781294115315,Slc6a11
ENSMUSG00000038580,0.16099022687430922,0.0,0.0,0.15459349464142544,0.1673734622406284,Sct
ENSMUSG00000029657,0.16098164738725781,0.0,0.0,0.15458489737458217,0.16736490121437209,Hsph1
ENSMUSG00000066842,0.16089441151000441,0.0,0.0,0.15449748076812794,0.1672778529910797,Hmcn1
ENSMUSG00000026989,0.1608796631771629,0.0,0.0,0.15448270189061777,0.16726313637368803,Dapl1
ENSMUSG00000032776,0.16073944026897607,0.0,0.0,0.15434218871550148,0.16712321486478346,Mctp2
ENSMUSG00000022993,0.16069548880954643,0.0,0.0,0.1542981463280914,0.16707935782299418,4930415O20Rik
ENSMUSG00000097546,0.16064118876086453,0.0,0.0,0.15424373397709223,0.16702517438816866,Gm26749
ENSMUSG00000037325,0.16028242254548064,0.0,0.0,0.15388422674350533,0.16666717768392927,Bbs7
ENSMUSG00000053916,0.16028058836911838,0.0,0.0,0.15388238878307273,0.16666534743733366,Nanp
ENSMUSG00000030521,0.16019286480365222,0.0,0.0,0.15379448428772124,0.16657781177032718,Mphosph10
ENSMUSG00000025789,0.16006406534474202,0.0,0.0,0.15366541936339623,0.16644928800954148,St8sia2
ENSMUSG00000025076,0.16004249323224828,0.0,0.0,0.1536438028104948,0.16642776205142565,Casp7
ENSMUSG00000051076,0.16001909787001134,0.0,0.0,0.15362035925872167,0.16640441673760137,Vtcn1
ENSMUSG00000097736,0.15999100634615476,0.0,0.0,0.15359220988173908,0.1663763852989401,9530059O14Rik
ENSMUSG00000097125,0.15999049407546156,0.0,0.0,0.15359169655614574,0.16637587412385116,Gm26885
ENSMUSG00000023913,0.15987151052006113,0.0,0.0,0.15347246807586068,0.16625714494814411,Pla2g7
ENSMUSG00000054065,0.15986846291086634,0.0,0.0,0.15346941419568044,0.16625410385212275,Pkp3
ENSMUSG00000034586,0.159841262236941,0.0,0.0,0.15344215755705645,0.16622696130451847,Hid1
