,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iLISI_integrated,iso_labels_unintegrated
0,500000,0.6467958677240115,0.1069810143603363,0.07301999582770816,0.8475560434976261,0.7487667741393232,0.4741470501240035,0.35531310061863575,0.40433039516210556,0.6436766687252503,0.6802410168140134,0.47786418444334755,0.10371578322657433,0.000897305286961028
