[34mINFO    [0m File                                                                   
         [35m/home/icb/jonas.flor/gastrulation_atlas/scvi/training/10k/2k_genes/[0m[95mmode[0m
         [95ml.pt[0m already downloaded                                                
[34mINFO    [0m Found [1;36m98.55000000000001[0m% reference vars in query data.                 
[34mINFO    [0m File                                                                   
         [35m/home/icb/jonas.flor/gastrulation_atlas/scvi/training/10k/2k_genes/[0m[95mmode[0m
         [95ml.pt[0m already downloaded                                                

Training:   0%|          | 0/200 [00:00<?, ?it/s]
Epoch 1/200:   0%|          | 0/200 [00:00<?, ?it/s]
Epoch 1/200:   0%|          | 1/200 [00:02<09:51,  2.97s/it]
Epoch 1/200:   0%|          | 1/200 [00:02<09:51,  2.97s/it, v_num=1, train_loss_step=735, train_loss_epoch=788]
Epoch 2/200:   0%|          | 1/200 [00:02<09:51,  2.97s/it, v_num=1, train_loss_step=735, train_loss_epoch=788]
Epoch 2/200:   1%|          | 2/200 [00:04<07:46,  2.36s/it, v_num=1, train_loss_step=735, train_loss_epoch=788]
Epoch 2/200:   1%|          | 2/200 [00:04<07:46,  2.36s/it, v_num=1, train_loss_step=734, train_loss_epoch=747]
Epoch 3/200:   1%|          | 2/200 [00:04<07:46,  2.36s/it, v_num=1, train_loss_step=734, train_loss_epoch=747]
Epoch 12/200:   6%|▌         | 12/200 [00:24<06:03,  1.93s/it, v_num=1, train_loss_step=711, train_loss_epoch=715]
Epoch 12/200:   6%|▌         | 12/200 [00:24<06:03,  1.93s/it, v_num=1, train_loss_step=760, train_loss_epoch=714]
Epoch 13/200:   6%|▌         | 12/200 [00:24<06:03,  1.93s/it, v_num=1, train_loss_step=760, train_loss_epoch=714]
Epoch 13/200:   6%|▋         | 13/200 [00:26<06:00,  1.93s/it, v_num=1, train_loss_step=760, train_loss_epoch=714]
Epoch 13/200:   6%|▋         | 13/200 [00:26<06:00,  1.93s/it, v_num=1, train_loss_step=767, train_loss_epoch=714]
Epoch 14/200:   6%|▋         | 13/200 [00:26<06:00,  1.93s/it, v_num=1, train_loss_step=767, train_loss_epoch=714]
Epoch 14/200:   7%|▋         | 14/200 [00:27<05:58,  1.93s/it, v_num=1, train_loss_step=767, train_loss_epoch=714]
Epoch 14/200:   7%|▋         | 14/200 [00:27<05:58,  1.93s/it, v_num=1, train_loss_step=668, train_loss_epoch=713]
Epoch 15/200:   7%|▋         | 14/200 [00:27<05:58,  1.93s/it, v_num=1, train_loss_step=668, train_loss_epoch=713]
Epoch 15/200:   8%|▊         | 15/200 [00:29<05:56,  1.93s/it, v_num=1, train_loss_step=668, train_loss_epoch=713]
Epoch 15/200:   8%|▊         | 15/200 [00:29<05:56,  1.93s/it, v_num=1, train_loss_step=776, train_loss_epoch=712]
Epoch 16/200:   8%|▊         | 15/200 [00:29<05:56,  1.93s/it, v_num=1, train_loss_step=776, train_loss_epoch=712]
Epoch 16/200:   8%|▊         | 16/200 [00:31<05:54,  1.93s/it, v_num=1, train_loss_step=776, train_loss_epoch=712]
Epoch 16/200:   8%|▊         | 16/200 [00:31<05:54,  1.93s/it, v_num=1, train_loss_step=641, train_loss_epoch=711]
Epoch 17/200:   8%|▊         | 16/200 [00:31<05:54,  1.93s/it, v_num=1, train_loss_step=641, train_loss_epoch=711]
Epoch 17/200:   8%|▊         | 17/200 [00:33<05:52,  1.93s/it, v_num=1, train_loss_step=641, train_loss_epoch=711]
Epoch 17/200:   8%|▊         | 17/200 [00:33<05:52,  1.93s/it, v_num=1, train_loss_step=718, train_loss_epoch=711]
Epoch 18/200:   8%|▊         | 17/200 [00:33<05:52,  1.93s/it, v_num=1, train_loss_step=718, train_loss_epoch=711]
Epoch 18/200:   9%|▉         | 18/200 [00:35<05:50,  1.93s/it, v_num=1, train_loss_step=718, train_loss_epoch=711]
Epoch 18/200:   9%|▉         | 18/200 [00:35<05:50,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=710]
Epoch 19/200:   9%|▉         | 18/200 [00:35<05:50,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=710]
Epoch 19/200:  10%|▉         | 19/200 [00:37<05:48,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=710]
Epoch 19/200:  10%|▉         | 19/200 [00:37<05:48,  1.93s/it, v_num=1, train_loss_step=717, train_loss_epoch=710]
Epoch 20/200:  10%|▉         | 19/200 [00:37<05:48,  1.93s/it, v_num=1, train_loss_step=717, train_loss_epoch=710]
Epoch 20/200:  10%|█         | 20/200 [00:39<05:46,  1.93s/it, v_num=1, train_loss_step=717, train_loss_epoch=710]
Epoch 20/200:  10%|█         | 20/200 [00:39<05:46,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=709]
Epoch 21/200:  10%|█         | 20/200 [00:39<05:46,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=709]
Epoch 21/200:  10%|█         | 21/200 [00:41<05:44,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=709]
Epoch 21/200:  10%|█         | 21/200 [00:41<05:44,  1.93s/it, v_num=1, train_loss_step=667, train_loss_epoch=709]
Epoch 22/200:  10%|█         | 21/200 [00:41<05:44,  1.93s/it, v_num=1, train_loss_step=667, train_loss_epoch=709]
Epoch 22/200:  11%|█         | 22/200 [00:43<05:42,  1.93s/it, v_num=1, train_loss_step=667, train_loss_epoch=709]
Epoch 22/200:  11%|█         | 22/200 [00:43<05:42,  1.93s/it, v_num=1, train_loss_step=736, train_loss_epoch=709]
Epoch 23/200:  11%|█         | 22/200 [00:43<05:42,  1.93s/it, v_num=1, train_loss_step=736, train_loss_epoch=709]
Epoch 23/200:  12%|█▏        | 23/200 [00:45<05:40,  1.92s/it, v_num=1, train_loss_step=736, train_loss_epoch=709]
Epoch 23/200:  12%|█▏        | 23/200 [00:45<05:40,  1.92s/it, v_num=1, train_loss_step=742, train_loss_epoch=708]
Epoch 24/200:  12%|█▏        | 23/200 [00:45<05:40,  1.92s/it, v_num=1, train_loss_step=742, train_loss_epoch=708]
Epoch 24/200:  12%|█▏        | 24/200 [00:47<05:37,  1.92s/it, v_num=1, train_loss_step=742, train_loss_epoch=708]
Epoch 24/200:  12%|█▏        | 24/200 [00:47<05:37,  1.92s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 25/200:  12%|█▏        | 24/200 [00:47<05:37,  1.92s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 25/200:  12%|█▎        | 25/200 [00:49<05:34,  1.91s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 25/200:  12%|█▎        | 25/200 [00:49<05:34,  1.91s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 26/200:  12%|█▎        | 25/200 [00:49<05:34,  1.91s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 26/200:  13%|█▎        | 26/200 [00:51<05:33,  1.92s/it, v_num=1, train_loss_step=761, train_loss_epoch=708]
Epoch 26/200:  13%|█▎        | 26/200 [00:51<05:33,  1.92s/it, v_num=1, train_loss_step=678, train_loss_epoch=708]
Epoch 27/200:  13%|█▎        | 26/200 [00:51<05:33,  1.92s/it, v_num=1, train_loss_step=678, train_loss_epoch=708]
Epoch 27/200:  14%|█▎        | 27/200 [00:52<05:32,  1.92s/it, v_num=1, train_loss_step=678, train_loss_epoch=708]
Epoch 27/200:  14%|█▎        | 27/200 [00:52<05:32,  1.92s/it, v_num=1, train_loss_step=714, train_loss_epoch=707]
Epoch 28/200:  14%|█▎        | 27/200 [00:52<05:32,  1.92s/it, v_num=1, train_loss_step=714, train_loss_epoch=707]
Epoch 28/200:  14%|█▍        | 28/200 [00:54<05:31,  1.93s/it, v_num=1, train_loss_step=714, train_loss_epoch=707]
Epoch 28/200:  14%|█▍        | 28/200 [00:54<05:31,  1.93s/it, v_num=1, train_loss_step=671, train_loss_epoch=707]
Epoch 29/200:  14%|█▍        | 28/200 [00:54<05:31,  1.93s/it, v_num=1, train_loss_step=671, train_loss_epoch=707]
Epoch 29/200:  14%|█▍        | 29/200 [00:56<05:29,  1.93s/it, v_num=1, train_loss_step=671, train_loss_epoch=707]
Epoch 29/200:  14%|█▍        | 29/200 [00:56<05:29,  1.93s/it, v_num=1, train_loss_step=733, train_loss_epoch=707]
Epoch 30/200:  14%|█▍        | 29/200 [00:56<05:29,  1.93s/it, v_num=1, train_loss_step=733, train_loss_epoch=707]
Epoch 30/200:  15%|█▌        | 30/200 [00:58<05:27,  1.93s/it, v_num=1, train_loss_step=733, train_loss_epoch=707]
Epoch 30/200:  15%|█▌        | 30/200 [00:58<05:27,  1.93s/it, v_num=1, train_loss_step=768, train_loss_epoch=707]
Epoch 31/200:  15%|█▌        | 30/200 [00:58<05:27,  1.93s/it, v_num=1, train_loss_step=768, train_loss_epoch=707]
Epoch 31/200:  16%|█▌        | 31/200 [01:00<05:26,  1.93s/it, v_num=1, train_loss_step=768, train_loss_epoch=707]
Epoch 31/200:  16%|█▌        | 31/200 [01:00<05:26,  1.93s/it, v_num=1, train_loss_step=691, train_loss_epoch=707]
Epoch 32/200:  16%|█▌        | 31/200 [01:00<05:26,  1.93s/it, v_num=1, train_loss_step=691, train_loss_epoch=707]
Epoch 32/200:  16%|█▌        | 32/200 [01:02<05:24,  1.93s/it, v_num=1, train_loss_step=691, train_loss_epoch=707]
Epoch 32/200:  16%|█▌        | 32/200 [01:02<05:24,  1.93s/it, v_num=1, train_loss_step=690, train_loss_epoch=707]
Epoch 33/200:  16%|█▌        | 32/200 [01:02<05:24,  1.93s/it, v_num=1, train_loss_step=690, train_loss_epoch=707]
Epoch 33/200:  16%|█▋        | 33/200 [01:04<05:22,  1.93s/it, v_num=1, train_loss_step=690, train_loss_epoch=707]
Epoch 33/200:  16%|█▋        | 33/200 [01:04<05:22,  1.93s/it, v_num=1, train_loss_step=724, train_loss_epoch=707]
Epoch 34/200:  16%|█▋        | 33/200 [01:04<05:22,  1.93s/it, v_num=1, train_loss_step=724, train_loss_epoch=707]
Epoch 34/200:  17%|█▋        | 34/200 [01:06<05:21,  1.93s/it, v_num=1, train_loss_step=724, train_loss_epoch=707]
Epoch 34/200:  17%|█▋        | 34/200 [01:06<05:21,  1.93s/it, v_num=1, train_loss_step=692, train_loss_epoch=707]
Epoch 35/200:  17%|█▋        | 34/200 [01:06<05:21,  1.93s/it, v_num=1, train_loss_step=692, train_loss_epoch=707]
Epoch 35/200:  18%|█▊        | 35/200 [01:08<05:19,  1.93s/it, v_num=1, train_loss_step=692, train_loss_epoch=707]
Epoch 35/200:  18%|█▊        | 35/200 [01:08<05:19,  1.93s/it, v_num=1, train_loss_step=722, train_loss_epoch=707]
Epoch 36/200:  18%|█▊        | 35/200 [01:08<05:19,  1.93s/it, v_num=1, train_loss_step=722, train_loss_epoch=707]
Epoch 36/200:  18%|█▊        | 36/200 [01:10<05:17,  1.93s/it, v_num=1, train_loss_step=722, train_loss_epoch=707]
Epoch 36/200:  18%|█▊        | 36/200 [01:10<05:17,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=707]
Epoch 37/200:  18%|█▊        | 36/200 [01:10<05:17,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=707]
Epoch 37/200:  18%|█▊        | 37/200 [01:12<05:14,  1.93s/it, v_num=1, train_loss_step=710, train_loss_epoch=707]
Epoch 37/200:  18%|█▊        | 37/200 [01:12<05:14,  1.93s/it, v_num=1, train_loss_step=763, train_loss_epoch=707]
Epoch 38/200:  18%|█▊        | 37/200 [01:12<05:14,  1.93s/it, v_num=1, train_loss_step=763, train_loss_epoch=707]
Epoch 38/200:  19%|█▉        | 38/200 [01:14<05:12,  1.93s/it, v_num=1, train_loss_step=763, train_loss_epoch=707]
Epoch 38/200:  19%|█▉        | 38/200 [01:14<05:12,  1.93s/it, v_num=1, train_loss_step=716, train_loss_epoch=707]
Epoch 39/200:  19%|█▉        | 38/200 [01:14<05:12,  1.93s/it, v_num=1, train_loss_step=716, train_loss_epoch=707]
Epoch 39/200:  20%|█▉        | 39/200 [01:16<05:11,  1.93s/it, v_num=1, train_loss_step=716, train_loss_epoch=707]
Epoch 39/200:  20%|█▉        | 39/200 [01:16<05:11,  1.93s/it, v_num=1, train_loss_step=793, train_loss_epoch=706]
Epoch 40/200:  20%|█▉        | 39/200 [01:16<05:11,  1.93s/it, v_num=1, train_loss_step=793, train_loss_epoch=706]
Epoch 40/200:  20%|██        | 40/200 [01:18<05:08,  1.93s/it, v_num=1, train_loss_step=793, train_loss_epoch=706]
Epoch 40/200:  20%|██        | 40/200 [01:18<05:08,  1.93s/it, v_num=1, train_loss_step=647, train_loss_epoch=706]
Epoch 41/200:  20%|██        | 40/200 [01:18<05:08,  1.93s/it, v_num=1, train_loss_step=647, train_loss_epoch=706]
Epoch 41/200:  20%|██        | 41/200 [01:20<05:07,  1.93s/it, v_num=1, train_loss_step=647, train_loss_epoch=706]
Epoch 41/200:  20%|██        | 41/200 [01:20<05:07,  1.93s/it, v_num=1, train_loss_step=593, train_loss_epoch=706]
Epoch 42/200:  20%|██        | 41/200 [01:20<05:07,  1.93s/it, v_num=1, train_loss_step=593, train_loss_epoch=706]
Epoch 42/200:  21%|██        | 42/200 [01:21<05:05,  1.93s/it, v_num=1, train_loss_step=593, train_loss_epoch=706]
Epoch 42/200:  21%|██        | 42/200 [01:21<05:05,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 43/200:  21%|██        | 42/200 [01:21<05:05,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 43/200:  22%|██▏       | 43/200 [01:23<05:03,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 43/200:  22%|██▏       | 43/200 [01:23<05:03,  1.93s/it, v_num=1, train_loss_step=696, train_loss_epoch=706]
Epoch 44/200:  22%|██▏       | 43/200 [01:23<05:03,  1.93s/it, v_num=1, train_loss_step=696, train_loss_epoch=706]
Epoch 44/200:  22%|██▏       | 44/200 [01:25<05:01,  1.93s/it, v_num=1, train_loss_step=696, train_loss_epoch=706]
Epoch 44/200:  22%|██▏       | 44/200 [01:25<05:01,  1.93s/it, v_num=1, train_loss_step=706, train_loss_epoch=706]
Epoch 45/200:  22%|██▏       | 44/200 [01:25<05:01,  1.93s/it, v_num=1, train_loss_step=706, train_loss_epoch=706]
Epoch 45/200:  22%|██▎       | 45/200 [01:27<04:59,  1.93s/it, v_num=1, train_loss_step=706, train_loss_epoch=706]
Epoch 45/200:  22%|██▎       | 45/200 [01:27<04:59,  1.93s/it, v_num=1, train_loss_step=697, train_loss_epoch=706]
Epoch 46/200:  22%|██▎       | 45/200 [01:27<04:59,  1.93s/it, v_num=1, train_loss_step=697, train_loss_epoch=706]
Epoch 46/200:  23%|██▎       | 46/200 [01:29<04:57,  1.93s/it, v_num=1, train_loss_step=697, train_loss_epoch=706]
Epoch 46/200:  23%|██▎       | 46/200 [01:29<04:57,  1.93s/it, v_num=1, train_loss_step=751, train_loss_epoch=706]
Epoch 47/200:  23%|██▎       | 46/200 [01:29<04:57,  1.93s/it, v_num=1, train_loss_step=751, train_loss_epoch=706]
Epoch 47/200:  24%|██▎       | 47/200 [01:31<04:55,  1.93s/it, v_num=1, train_loss_step=751, train_loss_epoch=706]
Epoch 47/200:  24%|██▎       | 47/200 [01:31<04:55,  1.93s/it, v_num=1, train_loss_step=849, train_loss_epoch=706]
Epoch 48/200:  24%|██▎       | 47/200 [01:31<04:55,  1.93s/it, v_num=1, train_loss_step=849, train_loss_epoch=706]
Epoch 48/200:  24%|██▍       | 48/200 [01:33<04:54,  1.93s/it, v_num=1, train_loss_step=849, train_loss_epoch=706]
Epoch 48/200:  24%|██▍       | 48/200 [01:33<04:54,  1.93s/it, v_num=1, train_loss_step=695, train_loss_epoch=706]
Epoch 49/200:  24%|██▍       | 48/200 [01:33<04:54,  1.93s/it, v_num=1, train_loss_step=695, train_loss_epoch=706]
Epoch 49/200:  24%|██▍       | 49/200 [01:35<04:52,  1.93s/it, v_num=1, train_loss_step=695, train_loss_epoch=706]
Epoch 49/200:  24%|██▍       | 49/200 [01:35<04:52,  1.93s/it, v_num=1, train_loss_step=802, train_loss_epoch=706]
Epoch 50/200:  24%|██▍       | 49/200 [01:35<04:52,  1.93s/it, v_num=1, train_loss_step=802, train_loss_epoch=706]
Epoch 50/200:  25%|██▌       | 50/200 [01:37<04:50,  1.93s/it, v_num=1, train_loss_step=802, train_loss_epoch=706]
Epoch 50/200:  25%|██▌       | 50/200 [01:37<04:50,  1.93s/it, v_num=1, train_loss_step=708, train_loss_epoch=706]
Epoch 51/200:  25%|██▌       | 50/200 [01:37<04:50,  1.93s/it, v_num=1, train_loss_step=708, train_loss_epoch=706]
Epoch 51/200:  26%|██▌       | 51/200 [01:39<04:47,  1.93s/it, v_num=1, train_loss_step=708, train_loss_epoch=706]
Epoch 51/200:  26%|██▌       | 51/200 [01:39<04:47,  1.93s/it, v_num=1, train_loss_step=663, train_loss_epoch=706]
Epoch 52/200:  26%|██▌       | 51/200 [01:39<04:47,  1.93s/it, v_num=1, train_loss_step=663, train_loss_epoch=706]
Epoch 52/200:  26%|██▌       | 52/200 [01:41<04:45,  1.93s/it, v_num=1, train_loss_step=663, train_loss_epoch=706]
Epoch 52/200:  26%|██▌       | 52/200 [01:41<04:45,  1.93s/it, v_num=1, train_loss_step=728, train_loss_epoch=706]
Epoch 53/200:  26%|██▌       | 52/200 [01:41<04:45,  1.93s/it, v_num=1, train_loss_step=728, train_loss_epoch=706]
Epoch 53/200:  26%|██▋       | 53/200 [01:43<04:43,  1.93s/it, v_num=1, train_loss_step=728, train_loss_epoch=706]
Epoch 53/200:  26%|██▋       | 53/200 [01:43<04:43,  1.93s/it, v_num=1, train_loss_step=714, train_loss_epoch=706]
Epoch 54/200:  26%|██▋       | 53/200 [01:43<04:43,  1.93s/it, v_num=1, train_loss_step=714, train_loss_epoch=706]
Epoch 54/200:  27%|██▋       | 54/200 [01:45<04:42,  1.93s/it, v_num=1, train_loss_step=714, train_loss_epoch=706]
Epoch 54/200:  27%|██▋       | 54/200 [01:45<04:42,  1.93s/it, v_num=1, train_loss_step=735, train_loss_epoch=706]
Epoch 55/200:  27%|██▋       | 54/200 [01:45<04:42,  1.93s/it, v_num=1, train_loss_step=735, train_loss_epoch=706]
Epoch 55/200:  28%|██▊       | 55/200 [01:47<04:40,  1.93s/it, v_num=1, train_loss_step=735, train_loss_epoch=706]
Epoch 55/200:  28%|██▊       | 55/200 [01:47<04:40,  1.93s/it, v_num=1, train_loss_step=664, train_loss_epoch=706]
Epoch 56/200:  28%|██▊       | 55/200 [01:47<04:40,  1.93s/it, v_num=1, train_loss_step=664, train_loss_epoch=706]
Epoch 56/200:  28%|██▊       | 56/200 [01:49<04:38,  1.93s/it, v_num=1, train_loss_step=664, train_loss_epoch=706]
Epoch 56/200:  28%|██▊       | 56/200 [01:49<04:38,  1.93s/it, v_num=1, train_loss_step=729, train_loss_epoch=706]
Epoch 57/200:  28%|██▊       | 56/200 [01:49<04:38,  1.93s/it, v_num=1, train_loss_step=729, train_loss_epoch=706]
Epoch 57/200:  28%|██▊       | 57/200 [01:50<04:36,  1.93s/it, v_num=1, train_loss_step=729, train_loss_epoch=706]
Epoch 57/200:  28%|██▊       | 57/200 [01:50<04:36,  1.93s/it, v_num=1, train_loss_step=796, train_loss_epoch=706]
Epoch 58/200:  28%|██▊       | 57/200 [01:50<04:36,  1.93s/it, v_num=1, train_loss_step=796, train_loss_epoch=706]
Epoch 58/200:  29%|██▉       | 58/200 [01:52<04:34,  1.93s/it, v_num=1, train_loss_step=796, train_loss_epoch=706]
Epoch 58/200:  29%|██▉       | 58/200 [01:52<04:34,  1.93s/it, v_num=1, train_loss_step=707, train_loss_epoch=706]
Epoch 59/200:  29%|██▉       | 58/200 [01:52<04:34,  1.93s/it, v_num=1, train_loss_step=707, train_loss_epoch=706]
Epoch 59/200:  30%|██▉       | 59/200 [01:54<04:32,  1.93s/it, v_num=1, train_loss_step=707, train_loss_epoch=706]
Epoch 59/200:  30%|██▉       | 59/200 [01:54<04:32,  1.93s/it, v_num=1, train_loss_step=731, train_loss_epoch=706]
Epoch 60/200:  30%|██▉       | 59/200 [01:54<04:32,  1.93s/it, v_num=1, train_loss_step=731, train_loss_epoch=706]
Epoch 60/200:  30%|███       | 60/200 [01:56<04:30,  1.93s/it, v_num=1, train_loss_step=731, train_loss_epoch=706]
Epoch 60/200:  30%|███       | 60/200 [01:56<04:30,  1.93s/it, v_num=1, train_loss_step=689, train_loss_epoch=706]
Epoch 61/200:  30%|███       | 60/200 [01:56<04:30,  1.93s/it, v_num=1, train_loss_step=689, train_loss_epoch=706]
Epoch 61/200:  30%|███       | 61/200 [01:58<04:28,  1.93s/it, v_num=1, train_loss_step=689, train_loss_epoch=706]
Epoch 61/200:  30%|███       | 61/200 [01:58<04:28,  1.93s/it, v_num=1, train_loss_step=661, train_loss_epoch=706]
Epoch 62/200:  30%|███       | 61/200 [01:58<04:28,  1.93s/it, v_num=1, train_loss_step=661, train_loss_epoch=706]
Epoch 62/200:  31%|███       | 62/200 [02:00<04:26,  1.93s/it, v_num=1, train_loss_step=661, train_loss_epoch=706]
Epoch 62/200:  31%|███       | 62/200 [02:00<04:26,  1.93s/it, v_num=1, train_loss_step=704, train_loss_epoch=706]
Epoch 63/200:  31%|███       | 62/200 [02:00<04:26,  1.93s/it, v_num=1, train_loss_step=704, train_loss_epoch=706]
Epoch 63/200:  32%|███▏      | 63/200 [02:02<04:24,  1.93s/it, v_num=1, train_loss_step=704, train_loss_epoch=706]
Epoch 63/200:  32%|███▏      | 63/200 [02:02<04:24,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 64/200:  32%|███▏      | 63/200 [02:02<04:24,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 64/200:  32%|███▏      | 64/200 [02:04<04:22,  1.93s/it, v_num=1, train_loss_step=682, train_loss_epoch=706]
Epoch 64/200:  32%|███▏      | 64/200 [02:04<04:22,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=706]
Epoch 65/200:  32%|███▏      | 64/200 [02:04<04:22,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=706]
Epoch 65/200:  32%|███▎      | 65/200 [02:06<04:20,  1.93s/it, v_num=1, train_loss_step=669, train_loss_epoch=706]
Epoch 65/200:  32%|███▎      | 65/200 [02:06<04:20,  1.93s/it, v_num=1, train_loss_step=687, train_loss_epoch=706]
Epoch 66/200:  32%|███▎      | 65/200 [02:06<04:20,  1.93s/it, v_num=1, train_loss_step=687, train_loss_epoch=706]
Epoch 66/200:  33%|███▎      | 66/200 [02:08<04:19,  1.93s/it, v_num=1, train_loss_step=687, train_loss_epoch=706]
Epoch 66/200:  33%|███▎      | 66/200 [02:08<04:19,  1.93s/it, v_num=1, train_loss_step=693, train_loss_epoch=706]
