,Pharyngeal Mesoderm/Neural Crest_corr,Pharyngeal Mesoderm/Neural Crest_pval,Pharyngeal Mesoderm/Neural Crest_qval,Pharyngeal Mesoderm/Neural Crest_ci_low,Pharyngeal Mesoderm/Neural Crest_ci_high,gene_annotation
ENSMUSG00000036111,0.1256368156855822,1.7548100237583024e-95,4.308409570331384e-91,0.11386806228271867,0.13737031457189097,Lmo1
ENSMUSG00000041841,0.1157668052316078,3.139270108681718e-81,3.853767985417677e-77,0.10397095337549737,0.1275300935303102,Rpl37
ENSMUSG00000019689,0.1150619890589551,2.9415423095416854e-80,2.4073582261289155e-76,0.10326429146211102,0.1268273160168176,Fmc1
ENSMUSG00000075227,0.1115482974070127,1.6667221608797935e-75,1.0230340623480173e-71,0.09974157598795391,0.12332361138223158,Znhit2
ENSMUSG00000025362,0.10342230079961588,4.319510823648708e-65,2.1210525948444615e-61,0.09159584388241897,0.11521958672061798,Rps26
ENSMUSG00000037563,0.10301797663829088,1.3568716618808228e-64,5.5523188404163274e-61,0.09119057907503908,0.11481631479663042,Rps16
ENSMUSG00000012848,0.10131744474293748,1.5904494256304934e-62,5.578387756868553e-59,0.08948613383903,0.1131201658935662,Rps5
ENSMUSG00000059291,0.09862545039085416,2.5407403197467527e-59,7.797532041302784e-56,0.08678808622111016,0.11043496930154262,Rpl11
ENSMUSG00000060126,0.09750067337185572,5.2167267698529504e-58,1.423123062815885e-54,0.08566083144059308,0.10931298147484528,Tpt1
ENSMUSG00000062647,0.09632892666338096,1.1704353882226396e-56,2.873652965164225e-53,0.08448653573802255,0.10814410842066366,Rpl7a
ENSMUSG00000049517,0.09401103637861213,4.9182644398742773e-54,1.0977566229799387e-50,0.08216370005472333,0.10583180642456556,Rps23
ENSMUSG00000058546,0.0930737247146236,5.423296173711794e-53,1.0242520588997843e-49,0.08122442511126544,0.10489671825935339,Rpl23a
ENSMUSG00000025508,0.09235281566097822,3.379291161865804e-52,4.880491565066425e-49,0.08050202037048149,0.10417750512903022,Rplp2
ENSMUSG00000090862,0.09072940528338967,1.9731255548802585e-50,2.4222089311710054e-47,0.07887528744796382,0.10255786850652464,Rps13
ENSMUSG00000000552,0.08992869502153483,1.4277969497773132e-49,1.6692986052825044e-46,0.07807296166365575,0.10175899646733588,Zfp385a
ENSMUSG00000059689,0.08764157424465037,3.6920472167486735e-47,2.9241013956649493e-44,0.07578131094366335,0.09947704228679902,Zfp637
ENSMUSG00000074483,0.08738109056445026,6.887381323509301e-47,5.284343320462511e-44,0.07552031928850945,0.09921713914108465,Bglap
ENSMUSG00000024608,0.08724963285802466,9.427621187902395e-47,6.807851629569989e-44,0.07538860584053225,0.09908597379851677,Rps14
ENSMUSG00000109508,0.08633861542598172,8.196127532944996e-46,4.908081053386964e-43,0.07447582746227087,0.09817697118025184,Gm44956
ENSMUSG00000028998,0.08605178571170115,1.611580044097559e-45,9.164376991501028e-43,0.07418844743637402,0.09789077173206924,Tomm7
ENSMUSG00000044533,0.08586191347012383,2.518207223651042e-45,1.3154685905336251e-42,0.07399821198969396,0.09770131562960804,Rps2
ENSMUSG00000007892,0.08283317820740266,2.720753045250669e-42,9.542846966713489e-40,0.07096379981197508,0.09467910236343047,Rplp1
ENSMUSG00000028234,0.08204865132735688,1.594283152270173e-41,4.9547898676629484e-39,0.07017783827317128,0.0938962292556616,Rps20
ENSMUSG00000026258,0.08188622225032124,2.294179037963737e-41,6.953911572850083e-39,0.07001511400485176,0.0937341407461693,3110079O15Rik
ENSMUSG00000026895,0.08177481210106499,2.943469692103286e-41,8.502125633002338e-39,0.0699035017490879,0.09362296382914662,Ndufa8
ENSMUSG00000052926,0.0799688397731617,1.5945048533416104e-39,3.2897716940540517e-37,0.06809429470782266,0.09182073100697019,Rnaseh2a
ENSMUSG00000062328,0.07983458782542988,2.1377378993899017e-39,4.267133406977306e-37,0.06795980541727344,0.0916867539451304,Rpl17
ENSMUSG00000057841,0.07959007166444967,3.6417334873797104e-39,6.985300045480207e-37,0.06771485808714973,0.0914427373376796,Rpl32
ENSMUSG00000021520,0.07898769345334249,1.3434317670279146e-38,2.372945089501393e-36,0.06711142377602963,0.09084158372972895,Uqcrb
ENSMUSG00000008683,0.07896721856770102,1.4041346565197455e-38,2.462451006205199e-36,0.06709091314613491,0.0908211503166402,Rps15a
ENSMUSG00000068327,0.07879475943797284,2.0364481872770252e-38,3.4245805406866795e-36,0.06691815334235018,0.09064904011244791,Tlx2
ENSMUSG00000039182,0.07774869750367525,1.9082990648308024e-37,2.692675783892291e-35,0.06587028290968186,0.0896050794345448,AW209491
ENSMUSG00000033307,0.07632619458356525,3.81242241736557e-36,4.293697027117407e-34,0.06444536271314208,0.08818539213533648,Mif
ENSMUSG00000063457,0.07576217649751,1.2308223922614954e-35,1.2435864763293925e-33,0.0638803995966788,0.08762247709547166,Rps15
ENSMUSG00000047675,0.07505973919761053,5.233735720260755e-35,4.6056874338294645e-33,0.06317679598937434,0.08692140295600714,Rps8
ENSMUSG00000071451,0.07505051666393783,5.333669019522866e-35,4.661903751764463e-33,0.06316755822142611,0.0869121982415817,Psmg4
ENSMUSG00000030432,0.07410844003998103,3.637313378027899e-34,2.657836846944672e-32,0.06222393615215967,0.08597193117362237,Rpl28
ENSMUSG00000023723,0.0740130237750073,4.412018942752888e-34,3.1953949581849234e-32,0.06212836454491003,0.08587669700712228,Mrps23
ENSMUSG00000024844,0.07344796982176849,1.377266175470271e-33,9.163858845568046e-32,0.06156239512364618,0.08531271699535616,Banf1
ENSMUSG00000064264,0.07327058694695279,1.9653162712496655e-33,1.2698011866242576e-31,0.06138472643957853,0.08513566968638292,Zfp428
ENSMUSG00000030879,0.07325003628449553,2.0478491541852537e-33,1.31619875480514e-31,0.06136414271342651,0.08511515785241673,Mrpl17
ENSMUSG00000061477,0.0731275510008358,2.6162260853603954e-33,1.6414088282820503e-31,0.06124146057447801,0.08499290378426434,Rps7
ENSMUSG00000034892,0.07288498078179798,4.244429752272161e-33,2.5171313835214035e-31,0.06099850156253117,0.08475079041074919,Rps29
ENSMUSG00000076437,0.07273317474517682,5.740858997533167e-33,3.285537764742059e-31,0.06084645292691611,0.08459926956575008,Selenoh
ENSMUSG00000061518,0.07068591293694569,3.169983045133288e-31,1.351205272988064e-29,0.0587959733037947,0.08255580025576473,Cox5b
ENSMUSG00000024661,0.0703006450895677,6.657881005629436e-31,2.666627968192723e-29,0.058410111122282324,0.08217123494749537,Fth1
ENSMUSG00000045031,0.06924417670660742,4.9894689376543536e-30,1.7037752622710668e-28,0.05735203120533224,0.0811166749058057,Cetn4
ENSMUSG00000043716,0.06888977617438685,9.739220791340921e-30,3.1380229510367756e-28,0.05699709605546695,0.08076290858724922,Rpl7
ENSMUSG00000038374,0.0684436017053015,2.2495645851452795e-29,6.827108738502707e-28,0.05655025280129448,0.08031752831123354,Rbm8a
ENSMUSG00000030034,0.06828703060329673,3.0138739894254685e-29,8.91525713112941e-28,0.05639344813926691,0.08016123478282805,Ino80b
ENSMUSG00000042462,0.06823725007610733,3.3071310643430453e-29,9.724153519970113e-28,0.05634359347646969,0.0801115423856106,Dctpp1
ENSMUSG00000053565,0.06816026679636555,3.817301379850288e-29,1.1144159747691352e-27,0.05626649566622704,0.08003469527857512,Eif3k
ENSMUSG00000006333,0.06813504189482618,4.000889155573726e-29,1.1666250658865335e-27,0.056241233267643825,0.08000951496567237,Rps9
ENSMUSG00000059070,0.06787163438628134,6.527270879647664e-29,1.8420408578978096e-27,0.05597743511128688,0.07974657216233126,Rpl18
ENSMUSG00000045128,0.06756536837045882,1.1504359486804162e-28,3.110738261233654e-27,0.055670716974018895,0.07944084438520026,Rpl18a
ENSMUSG00000022193,0.06752801254690508,1.2325585350505378e-28,3.3181773193597375e-27,0.055633306157998906,0.07940355405873274,Psmb5
ENSMUSG00000037152,0.0673578976258065,1.6864212905437307e-28,4.4094798216645024e-27,0.055462941228713834,0.07923373698491287,Ndufc1
ENSMUSG00000000740,0.06699313514608081,3.29431647131547e-28,8.312647276848655e-27,0.05509764501313611,0.07886961082942971,Rpl13
ENSMUSG00000003970,0.06669426137462497,5.686744822196777e-28,1.3934227432592344e-26,0.05479833629045557,0.07857125607794811,Rpl8
ENSMUSG00000032532,0.06657162772684425,7.109585603728807e-28,1.7129984861898888e-26,0.05467552479239243,0.078448834778423,Cck
ENSMUSG00000064326,0.06652765518723949,7.701496934931724e-28,1.8429547051310302e-26,0.05463148856897969,0.07840493829292337,Siva1
ENSMUSG00000042275,0.0650546292193728,1.0884716045374519e-26,2.1379323867682813e-25,0.05315635601120047,0.07693443343092617,Pelo
ENSMUSG00000061787,0.06486373305509094,1.5275900908228857e-26,2.9278213825045658e-25,0.052965190645114214,0.07674386020525283,Rps17
ENSMUSG00000025499,0.06484674338101307,1.5742938870544966e-26,3.0149815534291734e-25,0.05294817705445665,0.07672689923050252,Hras
ENSMUSG00000024902,0.06476887559770529,1.8071172520414065e-26,3.4208436986985823e-25,0.05287019974406479,0.07664916289517792,Mrpl11
ENSMUSG00000028062,0.0646730939390591,2.1407656364909985e-26,3.993926892638829e-25,0.05277428356009468,0.0765535427266891,Lamtor2
ENSMUSG00000059355,0.06451896743451631,2.8102644051287536e-26,5.1414017641371945e-25,0.052619941045784074,0.07639967562435031,Wdr83os
ENSMUSG00000039001,0.06440799903100142,3.417116390943446e-26,6.141803926093959e-25,0.05250881747098295,0.07628889363554474,Rps21
ENSMUSG00000073940,0.06420877188591073,4.85001452267174e-26,8.500126140356422e-25,0.052309312478549044,0.07609000043408554,Hbb-bt
ENSMUSG00000032959,0.06417283528446206,5.165661883569726e-26,9.033285652806548e-25,0.05227332586010329,0.0760541239687494,Pebp1
ENSMUSG00000021606,0.06395872574597551,7.515488167674816e-26,1.2751918831565452e-24,0.052058918961958474,0.0758403720823401,Ndufs6
ENSMUSG00000001289,0.06394397972712554,7.711727999075275e-26,1.3048817769351905e-24,0.052044152503918556,0.0758256506552868,Pfdn5
ENSMUSG00000028964,0.06344672279551873,1.8329277781602294e-25,2.93555399930789e-24,0.05154620937977254,0.07532921996196891,Park7
ENSMUSG00000085301,0.062063612619036895,1.966239024530315e-24,2.6236467679493638e-23,0.05016122169029368,0.07394837697338559,Gm12132
ENSMUSG00000040048,0.06197248286370323,2.2947821328078895e-24,3.0307418464066324e-23,0.05006996983762144,0.07385739499729929,Ndufb10
ENSMUSG00000005779,0.06142791130149737,5.750545312172004e-24,7.041765012690625e-23,0.04952467279019411,0.07331370240810887,Psmb4
ENSMUSG00000046402,0.0612663069722462,7.54106865944208e-24,8.999743043910902e-23,0.04936285453495188,0.07315235755912532,Rbp1
ENSMUSG00000038812,0.061190175957205384,8.56614697026579e-24,1.0077433656634675e-22,0.04928662295695389,0.07307634856838896,Trmt112
ENSMUSG00000024570,0.06118121331896881,8.695558966242864e-24,1.0213405383928833e-22,0.049277648488916505,0.0730674002865625,Rbfa
ENSMUSG00000001056,0.06111335258616805,9.74030132210465e-24,1.1269739776640591e-22,0.049209698248996084,0.07299964819140957,Nhp2
ENSMUSG00000057278,0.060916794373554815,1.3520445331274668e-23,1.517157101341205e-22,0.04901288140135234,0.07280340402800338,Snrpg
ENSMUSG00000030792,0.060266845416522975,3.96901478387266e-23,3.9309096802598444e-22,0.04836208381149935,0.07215448696759849,Dkkl1
ENSMUSG00000022313,0.05923814858400822,2.1318731130366885e-22,1.573714632329428e-21,0.04733206447726195,0.07112740278362333,Utp23
ENSMUSG00000053317,0.059191624697787854,2.298719212197146e-22,1.6837158143754275e-21,0.04728548137797181,0.07108095123521309,Sec61b
ENSMUSG00000022890,0.05893793259147746,3.463248893291236e-22,2.4224982002303824e-21,0.047031467297303155,0.07082765267557478,Atp5j
ENSMUSG00000051518,0.058565170759827444,6.304528119406996e-22,4.148720835906743e-21,0.046658235167069254,0.07045546631886267,Rps19bp1
ENSMUSG00000031546,0.05832911776753635,9.195209866550139e-22,5.841158929975136e-21,0.04642188607545573,0.07021977603646441,Gins4
ENSMUSG00000090137,0.05808750758312852,1.3509891928572416e-21,8.315238571830282e-21,0.04617997420152461,0.06997853572606226,Uba52
ENSMUSG00000061983,0.05714379290434769,5.9804094821484765e-21,3.2477552224222384e-20,0.045235094523323714,0.06903625242648533,Rps12
ENSMUSG00000055839,0.05705712278789664,6.847663822252016e-21,3.6700249326333004e-20,0.045148318482405,0.06894971270302674,Tceb2
ENSMUSG00000105809,0.05667968377940144,1.2320628066959913e-20,6.334996027225126e-20,0.04477042027974023,0.06857283945502045,Gm42626
ENSMUSG00000047324,0.05665821948822469,1.2737646159149001e-20,6.53163509815009e-20,0.04474892997742267,0.06855140723563917,4931429P17Rik
ENSMUSG00000027673,0.05660970064967392,1.3732417845410037e-20,7.01098612893548e-20,0.04470035238274955,0.06850296085314861,Ndufb5
ENSMUSG00000047721,0.05650551933731257,1.6135326059930414e-20,8.139603974181458e-20,0.0445960450975283,0.06839893493139303,Bola2
ENSMUSG00000027133,0.05634876517099102,2.0554560157770393e-20,1.0186830056390366e-19,0.044439101878138314,0.06824241408289317,Nop10
ENSMUSG00000042842,0.05627804692623456,2.2921474391717243e-20,1.1275656967850966e-19,0.04436829853620142,0.06817180090574156,Serpinb6b
ENSMUSG00000055762,0.05604991882999386,3.2548996514142006e-20,1.5678692611638503e-19,0.044139896742747826,0.06794401093205045,Eef1d
ENSMUSG00000036992,0.055804821244413876,4.736761422400748e-20,2.222127117083636e-19,0.043894506488184146,0.06769927523867972,Nxt1
ENSMUSG00000078348,0.055804769643191095,4.7371347877222846e-20,2.222127117083636e-19,0.04389445482549609,0.06769922371349663,Sf3b5
ENSMUSG00000107047,0.055694194722769465,5.607855364512607e-20,2.591825630846117e-19,0.043783748339058355,0.0675888115907867,Gm43298
ENSMUSG00000036781,0.05555064913653749,6.977739070537864e-20,3.180791861489893e-19,0.04364003239346406,0.06744547690985746,Rps27l
ENSMUSG00000019158,0.05553092727858798,7.19012964018006e-20,3.2709294594348864e-19,0.04362028716820345,0.06742578399001556,Tmem160
ENSMUSG00000067274,0.05509295860946992,1.3955506497019e-19,6.095634148991469e-19,0.0431818019725926,0.0669884555690809,Rplp0
ENSMUSG00000078193,0.05434125489710231,4.3035892344924275e-19,1.7636742260934416e-18,0.04242922242133291,0.06623784008630636,Gm2000
ENSMUSG00000071711,0.0543279290975979,4.389766087701235e-19,1.796891246836291e-18,0.04241588121736756,0.06622453345688704,Mpst
ENSMUSG00000002477,0.0542282499756313,5.090774777765797e-19,2.0652462383295746e-18,0.042316087002290004,0.06612499759602823,Snrpd1
ENSMUSG00000023036,0.054173456151324614,5.522091073401666e-19,2.2310083928609136e-18,0.04226123001229721,0.06607028242180778,Pcdhgc4
ENSMUSG00000028133,0.05408348176621152,6.30992434020627e-19,2.528501100061112e-18,0.042171152061552725,0.06598043702914115,Rwdd3
ENSMUSG00000040289,0.05394589141565029,7.734176853924582e-19,3.064216719663649e-18,0.04203340371118507,0.06584304356294951,Hey1
ENSMUSG00000056313,0.053837420449382445,9.07697633043836e-19,3.567439136624342e-18,0.04192480850316123,0.06573472749477059,1810011O10Rik
ENSMUSG00000016252,0.053683732438302253,1.1381921527635773e-18,4.416070438472085e-18,0.04177094494100544,0.06558125847230654,Atp5e
ENSMUSG00000054000,0.053507637432756605,1.4739347371879235e-18,5.635889373530275e-18,0.04159464948446058,0.06540541369095702,Tusc1
ENSMUSG00000097434,0.052874698118125195,3.706725300259148e-18,1.3486591519259425e-17,0.0409609958123358,0.06477336765727905,Gm16630
ENSMUSG00000044709,0.05285699755522705,3.802976674078449e-18,1.3816318926009777e-17,0.04094327540970838,0.06475569193834481,Gemin7
ENSMUSG00000028398,0.05250639561685305,6.307972788354597e-18,2.2303189501682327e-17,0.040592282042517774,0.06440558055543552,Tmem261
ENSMUSG00000052146,0.05203048131069095,1.247115412899182e-17,4.241470787851602e-17,0.04011584110740555,0.06393032745242996,Rps10
ENSMUSG00000019874,0.05173979082274025,1.885442868018335e-17,6.266602585025878e-17,0.03982483161750488,0.063640038174856,Fabp7
ENSMUSG00000004885,0.05158715243426924,2.3403200384320117e-17,7.702350882517794e-17,0.0396720265339304,0.06348760965122903,Crabp2
ENSMUSG00000068101,0.051173657901603,4.1896592711035784e-17,1.3369445597106193e-16,0.039258083227083115,0.0630746808490717,Cenpm
ENSMUSG00000011837,0.051016833229003716,5.218846388585074e-17,1.6448410337938475e-16,0.039101089419104694,0.06291806967340315,Snapc2
ENSMUSG00000090733,0.05094665098167854,5.756693649003583e-17,1.8050873878714685e-16,0.039030831670779746,0.06284798278047457,Rps27
ENSMUSG00000013936,0.05050435755716706,1.0649030183362232e-16,3.249502722618811e-16,0.038588065144516355,0.06240628758506001,Myl2
ENSMUSG00000005732,0.050397575717809256,1.234418085163373e-16,3.7411964975843883e-16,0.038481169786540995,0.06229964947605215,Ranbp1
ENSMUSG00000086727,0.0497349407725241,3.066098098805382e-16,8.906720138129698e-16,0.037817836498605345,0.06163790037428443,4931428L18Rik
ENSMUSG00000034786,0.04943543282233989,4.607871539924055e-16,1.3136607297749118e-15,0.03751801634702912,0.06133878938730906,Gpsm3
ENSMUSG00000032518,0.049260044159463265,5.842707481908321e-16,1.6479052739323735e-15,0.03734244585843157,0.061163632189293986,Rpsa
ENSMUSG00000003429,0.04921884634852929,6.177076838451825e-16,1.7378204484664743e-15,0.03730120544436645,0.061122488641822494,Rps11
ENSMUSG00000029627,0.04913143675310215,6.950190380619438e-16,1.9452926838231694e-15,0.037213705592105635,0.0610351940434836,Zkscan14
ENSMUSG00000040952,0.048603886641361276,1.4099418530436988e-15,3.8200057797317245e-15,0.03668561462579671,0.060508334116735556,Rps19
ENSMUSG00000054161,0.04837223409486811,1.918994274044493e-15,5.13180997890648e-15,0.036453726687829556,0.06027698254152909,Fam83e
ENSMUSG00000021290,0.048365996373483135,1.934950378336998e-15,5.171100651891801e-15,0.03644748264579016,0.060270752906731374,2010107E04Rik
ENSMUSG00000027371,0.0482331262181694,2.3076192929007066e-15,6.125707522899573e-15,0.03631447807479182,0.060138054784129785,Fahd2a
ENSMUSG00000031839,0.04779064506687737,4.1344923365712084e-15,1.0677401477595068e-14,0.035871552339872936,0.05969614349830782,Hsbp1
ENSMUSG00000106438,0.047716366050279846,4.557357543376227e-15,1.1711315998464752e-14,0.03579719915033295,0.05962195968720529,Gm42749
ENSMUSG00000060938,0.04753203207160889,5.799448703683709e-15,1.4715591625965525e-14,0.035612681670986045,0.05943786140643434,Rpl26
ENSMUSG00000029844,0.04710425889917576,1.0110526844936214e-14,2.5081707092742645e-14,0.0351844857903416,0.05901063208390839,Hoxa1
ENSMUSG00000043162,0.046792675033500465,1.5109748128355463e-14,3.687253116463406e-14,0.03487259678484022,0.058699441605227075,Pyurf
ENSMUSG00000052217,0.046540762949575154,2.0868923908078682e-14,5.0262293485496154e-14,0.03462043969620607,0.058447845878545526,Hbb-bh1
ENSMUSG00000074342,0.046187002888961146,3.274899715675823e-14,7.755144465593442e-14,0.03426633813765861,0.058094527524729184,I830077J02Rik
ENSMUSG00000035745,0.04578877287248392,5.4169765225092816e-14,1.2546944111381876e-13,0.03386772727561184,0.057696791171420854,Grin3b
ENSMUSG00000000088,0.045550899473051236,7.30179095793815e-14,1.6706138439968078e-13,0.03362962819628466,0.057459210846772794,Cox5a
ENSMUSG00000027805,0.04531236248934516,9.835668425587388e-14,2.2256712551614887e-13,0.033390866261967446,0.057220966401003194,Pfn2
ENSMUSG00000023089,0.04512387874013706,1.24326594582541e-13,2.783827223155993e-13,0.03320220572689395,0.057032712845968676,Ndufa5
ENSMUSG00000107504,0.04511361014821585,1.259203977609846e-13,2.8174588588605616e-13,0.03319192752808489,0.057022456770698025,Gm35549
ENSMUSG00000030663,0.0451068696977236,1.2697748985818953e-13,2.8398172080508924e-13,0.03318518077286503,0.057015724534947645,1110004F10Rik
ENSMUSG00000062006,0.04506052842645666,1.3448490814598374e-13,3.0030681808096345e-13,0.03313879618537833,0.05696943971153436,Rpl34
ENSMUSG00000058558,0.04491787975807448,1.6043862653728976e-13,3.550968321232794e-13,0.032996014502458766,0.05682696448079725,Rpl5
ENSMUSG00000030647,0.044644884200310986,2.2454974268409664e-13,4.910613059926909e-13,0.032722765743325256,0.056554299488953484,Ndufc2
ENSMUSG00000025290,0.04417341267928838,3.99419904372475e-13,8.554965970647306e-13,0.03225086113276475,0.05608339468174908,Rps24
ENSMUSG00000035242,0.04414930936588956,4.1128922760737413e-13,8.798443074162455e-13,0.032226735821101325,0.05605932019841961,Oaz1
ENSMUSG00000030996,0.04394709807019149,5.255025487074271e-13,1.1135012147980278e-12,0.032024340521293264,0.05585735022300452,Art1
ENSMUSG00000012405,0.043854493450174774,5.877005541048861e-13,1.2391982140487087e-12,0.03193165196124672,0.05576485579254074,Rpl15
ENSMUSG00000063856,0.04340477850058466,1.0084811535141833e-12,2.0866534030912044e-12,0.031481532290556107,0.05531567304848656,Gpx1
ENSMUSG00000057863,0.04334455029224942,1.0836696774468828e-12,2.2356321250883006e-12,0.0314212502470465,0.055255515749860075,Rpl36
ENSMUSG00000022956,0.04288516980360937,1.86943188583517e-12,3.770189885085025e-12,0.030961461993664043,0.05479667326791109,Atp5o
ENSMUSG00000028044,0.04276669125026727,2.1497577191589746e-12,4.317098930213573e-12,0.030842879092528055,0.05467833265550532,Cks1b
ENSMUSG00000041453,0.04238306468871647,3.37095232830615e-12,6.665347633451929e-12,0.03045891696198005,0.054295150442594226,Rpl21
ENSMUSG00000095028,0.042301084584258346,3.709201236264081e-12,7.304163358418008e-12,0.030376865603575207,0.05421326483942636,Sirpb1b
ENSMUSG00000021024,0.04187992272454054,6.045026285627226e-12,1.1658875519616627e-11,0.029955340219712443,0.0537925859416277,Psma6
ENSMUSG00000031818,0.04143806348359128,1.0040038053017178e-11,1.9007094940063056e-11,0.029513104148902115,0.053351228851563195,Cox4i1
ENSMUSG00000024347,0.0411674588909142,1.3663456481030974e-11,2.5537848928309412e-11,0.02924227108209088,0.05308092948929124,Psd2
ENSMUSG00000099664,0.0410125015767482,1.628592478355785e-11,3.0255147191730654e-11,0.029087183724324228,0.05292614617427855,Gm28511
ENSMUSG00000033938,0.04097683856459245,1.695595734442427e-11,3.146418749303187e-11,0.029051490864255125,0.05289052312652792,Ndufb7
ENSMUSG00000049760,0.04089502480640225,1.8596699417858322e-11,3.4381488261088666e-11,0.028969608747507147,0.05280880093526092,2410015M20Rik
ENSMUSG00000069917,0.0407805007743208,2.115716755571786e-11,3.893641989565887e-11,0.0288549892949905,0.05269440481179225,Hba-a2
ENSMUSG00000038274,0.04067659030031736,2.3776957628866547e-11,4.3597599977888836e-11,0.028750992515034223,0.05259061012185674,Fau
ENSMUSG00000046818,0.03974175640248386,6.709104579856522e-11,1.1880413677939943e-10,0.027815393772029847,0.0516568063035474,Ddit4l
ENSMUSG00000037204,0.039726273374530975,6.824033348389026e-11,1.2077830649484383e-10,0.02779989825236177,0.05164134016071267,Atg101
ENSMUSG00000020803,0.039629589108166496,7.58650739398517e-11,1.3381029420770392e-10,0.027703136110727795,0.051544761204731955,Txndc17
ENSMUSG00000057322,0.039587672184484286,7.942399904002866e-11,1.39796259547694e-10,0.027661185494111836,0.05150288986852106,Rpl38
ENSMUSG00000034450,0.03916566884751648,1.2568049933823636e-10,2.178249060957489e-10,0.02723884529020098,0.05108134315469589,Gulo
ENSMUSG00000009927,0.03906737519851918,1.3976491011691156e-10,2.4131561696135107e-10,0.027140473789035318,0.05098315525337793,Rps25
ENSMUSG00000015745,0.03896603386260668,1.5589857259692714e-10,2.6802197005810205e-10,0.027039052428931235,0.05088192270277041,Plekho1
ENSMUSG00000057388,0.038957321108044125,1.5736769363824026e-10,2.704151465709739e-10,0.027030332805804465,0.05087321928952183,Mrpl18
ENSMUSG00000040797,0.03892836881446003,1.6234736842235324e-10,2.7877693310292464e-10,0.027001357701167412,0.050844298023920556,Iqsec3
ENSMUSG00000097446,0.038666638264668894,2.1493942816247884e-10,3.6591269173798233e-10,0.02673942184753119,0.05058284706206358,Gm26629
ENSMUSG00000044927,0.03855863617167406,2.4119906994284383e-10,4.0869010112054533e-10,0.026631335514066604,0.05047495986390102,H1fx
ENSMUSG00000020481,0.03846458540436914,2.6659943792035795e-10,4.5045416005922707e-10,0.026537211615347243,0.05038100892317841,Ankrd36
ENSMUSG00000002379,0.038209180311256453,3.494860455491853e-10,5.850662341690711e-10,0.02628160899287527,0.05012587385599016,Ndufa11
ENSMUSG00000096995,0.038165640351511806,3.659297043624803e-10,6.110941437564697e-10,0.02623803551508304,0.0500823797735077,2810029C07Rik
ENSMUSG00000022982,0.038127060050353344,3.811296280816667e-10,6.354403523469428e-10,0.026199425551808115,0.050043840085939394,Sod1
ENSMUSG00000015957,0.03806319044089897,4.0765808255678787e-10,6.781044202529984e-10,0.02613550691500214,0.049980037634192176,Wnt11
ENSMUSG00000029538,0.03794712464667845,4.605549299589953e-10,7.631466990857293e-10,0.026019352276443614,0.04986409363202199,Srsf9
ENSMUSG00000021811,0.03790726779240492,4.802206085538229e-10,7.942321577105732e-10,0.025979464987421017,0.04982427852690416,Dnajc9
ENSMUSG00000045008,0.03787572005707318,4.963653277762754e-10,8.198843869458499e-10,0.025947893189123335,0.04979276381025811,9030612E09Rik
ENSMUSG00000023192,0.037653803665436095,6.258856898706008e-10,1.0259544303447048e-09,0.02572580820363427,0.04957107901155584,Grm2
ENSMUSG00000043866,0.037201595880615175,9.998371804404352e-10,1.6157442542074351e-09,0.025273260512560597,0.04911933951850019,Taf10
ENSMUSG00000030744,0.0370999137726455,1.110066894794603e-09,1.7869369525961902e-09,0.025171502647522048,0.049017762037784324,Rps3
ENSMUSG00000015943,0.037050955893147164,1.1672812682406727e-09,1.876842915596217e-09,0.025122508380685502,0.04896885444626873,Bola1
ENSMUSG00000022205,0.03698196030929552,1.2528189429127495e-09,2.0106687597328946e-09,0.025053461614002317,0.04889992963547021,Sub1
ENSMUSG00000028416,0.03696162088355075,1.2791803891652974e-09,2.0515015294785017e-09,0.02503310712162936,0.04887961105147431,Bag1
ENSMUSG00000048100,0.036914807032725074,1.3419257500746458e-09,2.148761561066504e-09,0.024986258630565483,0.04883284513318245,Taf13
ENSMUSG00000002020,0.036757910186330046,1.5748713794367881e-09,2.5091656137528895e-09,0.024829246069302452,0.04867610855185611,Ltbp2
ENSMUSG00000059278,0.03663310576238044,1.7878887646570498e-09,2.83659094991017e-09,0.02470435001961011,0.04855143119244687,Naa38
ENSMUSG00000070520,0.035875907113557357,3.826261397604882e-09,5.921359586132685e-09,0.023946603453038704,0.04779499549225843,Ndnl2
ENSMUSG00000041736,0.03576209638218376,4.284219377438123e-09,6.604681285624814e-09,0.02383271155182993,0.04768129825399369,Tspo
ENSMUSG00000032398,0.03548326464417531,5.643255050950342e-09,8.615956595418991e-09,0.023553682259617056,0.04740274326426006,Snapc5
ENSMUSG00000071415,0.0351856429406312,7.555576824310257e-09,1.1430434542514352e-08,0.02325585173977295,0.04710541491303648,Rpl23
ENSMUSG00000026377,0.035121536153326874,8.043289250453007e-09,1.2136859300419288e-08,0.02319170025126842,0.04704137103642701,Nifk
ENSMUSG00000074862,0.03481601422042836,1.0820703401891561e-08,1.6165870142584986e-08,0.0228859666299628,0.0467361475786424,BC025920
ENSMUSG00000036114,0.03460273405242234,1.3290774781192756e-08,1.9727652646626234e-08,0.022672540008108266,0.04652307445224919,Rpp25l
ENSMUSG00000048015,0.034167550722798305,2.014349083803252e-08,2.9501490518693296e-08,0.02223706122264543,0.04608831021191063,Neurod4
ENSMUSG00000003423,0.03414583453615969,2.0563135909600614e-08,3.008557969444695e-08,0.02221533041098935,0.046066614820042553,Pih1d1
