,Extra-Embryonic ectoderm_corr,Extra-Embryonic ectoderm_pval,Extra-Embryonic ectoderm_qval,Extra-Embryonic ectoderm_ci_low,Extra-Embryonic ectoderm_ci_high,gene_annotation
ENSMUSG00000037070,0.47916640813679345,0.0,0.0,0.46991524945046814,0.48831231652968593,Rbmxl1
ENSMUSG00000029610,0.4618182862414751,0.0,0.0,0.45237306853358944,0.4711599150136927,Aimp2
ENSMUSG00000028410,0.4545711950383722,0.0,0.0,0.4450470738455363,0.46399249223655065,Dnaja1
ENSMUSG00000074797,0.4524041098335831,0.0,0.0,0.442856641839625,0.4618489905331783,Itpa
ENSMUSG00000022814,0.44932703115992917,0.0,0.0,0.43974660846374514,0.4588052088958777,Umps
ENSMUSG00000038845,0.4491091328112064,0.0,0.0,0.43952638519185483,0.45858965998866114,Phb
ENSMUSG00000020775,0.4468125925926214,0.0,0.0,0.4372054114938965,0.45631781387518816,Mrpl38
ENSMUSG00000010376,0.4427732172180492,0.0,0.0,0.43312337063369427,0.45232157216748486,Nedd8
ENSMUSG00000063524,0.4418484095724055,0.0,0.0,0.4321888504889469,0.4514065859528148,Eno1
ENSMUSG00000109511,0.44139924498049277,0.0,0.0,0.43173497617351647,0.4509621842242254,Nup62
ENSMUSG00000022557,0.43829155711435613,0.0,0.0,0.4285948366499439,0.44788731984469604,Bop1
ENSMUSG00000007050,0.4355638042155078,0.0,0.0,0.42583879255703405,0.44518819047916347,Lsm2
ENSMUSG00000030224,0.4326558947087471,0.0,0.0,0.4229009220632046,0.4423106023524543,Strap
ENSMUSG00000015804,0.43109398331838217,0.0,0.0,0.42132300252269805,0.4407648952744659,Med28
ENSMUSG00000032184,0.42962445383015385,0.0,0.0,0.4198384657239951,0.4393105592992097,Lysmd2
ENSMUSG00000026127,0.42751153442498263,0.0,0.0,0.4177040602693758,0.43721939644919117,Imp4
ENSMUSG00000018565,0.4265730494680844,0.0,0.0,0.4167560666759974,0.4362905413259895,Elp5
ENSMUSG00000040681,0.42584164847915384,0.0,0.0,0.4160172700102879,0.43556663091361675,Hmgn1
ENSMUSG00000061479,0.42532020800305886,0.0,0.0,0.4154905648253341,0.4350505230416102,Snrpa
ENSMUSG00000028955,0.4243724078928354,0.0,0.0,0.4145332121581829,0.4341123994049657,Vamp3
ENSMUSG00000028367,0.42398194855474974,0.0,0.0,0.41413882384620604,0.4337259202796851,Txn1
ENSMUSG00000022247,0.4220422011969228,0.0,0.0,0.41217961268190567,0.43180589291313176,Brix1
ENSMUSG00000011752,0.4187658744571783,0.0,0.0,0.40887061776018463,0.4285626732259638,Pgam1
ENSMUSG00000014226,0.4182245198555974,0.0,0.0,0.40832389037059136,0.4280267646697621,Cacybp
ENSMUSG00000063800,0.4165486321365558,0.0,0.0,0.4066314149800119,0.42636769273522646,Prpf38a
ENSMUSG00000030357,0.4164663188883163,0.0,0.0,0.4065482887620174,0.42628620371241066,Fkbp4
ENSMUSG00000029642,0.41288324352452815,0.0,0.0,0.4029299841654081,0.42273885220278495,Polr1d
ENSMUSG00000063229,0.4126217562520128,0.0,0.0,0.40266593809913637,0.4224799601766731,Ldha
ENSMUSG00000020737,0.4122917980921103,0.0,0.0,0.4023327534854491,0.4221532745372558,Hn1
ENSMUSG00000085372,0.4118784195359854,0.0,0.0,0.40191533648279903,0.42174399224933745,Gm16145
ENSMUSG00000028851,0.41100101553910856,0.0,0.0,0.40102937452634374,0.42087526933848224,Nudc
ENSMUSG00000063694,0.41067429841366493,0.0,0.0,0.40069947545734863,0.42055178014328126,Cycs
ENSMUSG00000046691,0.4095223919620795,0.0,0.0,0.39953637106336803,0.4194112343671877,Chtf8
ENSMUSG00000027404,0.4081717576584592,0.0,0.0,0.39817264788687307,0.4180738809280469,Snrpb
ENSMUSG00000001100,0.40705983734815604,0.0,0.0,0.39704998522957424,0.4169728619794031,Poldip2
ENSMUSG00000009013,0.4065259972600765,0.0,0.0,0.3965109983144276,0.41644424536836716,Dynll1
ENSMUSG00000008333,0.40619516808489664,0.0,0.0,0.39617698303396714,0.41611664989915004,Snrpb2
ENSMUSG00000040550,0.4053487282352032,0.0,0.0,0.3953224034754366,0.4152784718926048,Otud6b
ENSMUSG00000018446,0.404624562542321,0.0,0.0,0.39459128768854074,0.41456136117923814,C1qbp
ENSMUSG00000032112,0.4046054006903396,0.0,0.0,0.3945719421054936,0.4145423858385868,Trappc4
ENSMUSG00000029401,0.40242237422205546,0.0,0.0,0.3923680421846717,0.4123805512268825,Rilpl2
ENSMUSG00000001416,0.40099999676195064,0.0,0.0,0.39093212648438996,0.41097192123311815,Cct3
ENSMUSG00000071072,0.4009559504260041,0.0,0.0,0.3908876616960912,0.41092829985074514,Ptges3
ENSMUSG00000041346,0.40039239997403553,0.0,0.0,0.39031876150614386,0.41037018243394163,Wrap53
ENSMUSG00000028609,0.39962280199950445,0.0,0.0,0.3895418702269127,0.40960799186802,Magoh
ENSMUSG00000039771,0.3995986877133752,0.0,0.0,0.38951752764697917,0.40958410945752866,Polr2j
ENSMUSG00000022774,0.39928297917473843,0.0,0.0,0.3891988315443596,0.4092714354135365,Ncbp2
ENSMUSG00000028495,0.39853089869420016,0.0,0.0,0.3884396438179209,0.40852657425120104,Rps6
ENSMUSG00000030057,0.39845162217207175,0.0,0.0,0.38835961892179577,0.4084480579390458,Cnbp
ENSMUSG00000024767,0.39820193499684203,0.0,0.0,0.38810757568288434,0.40820076413375384,Otub1
ENSMUSG00000028138,0.39791104946169337,0.0,0.0,0.3878139472379688,0.4079126650237073,Adh5
ENSMUSG00000021807,0.39693664150234625,0.0,0.0,0.3868303660133078,0.40694757651662483,2700060E02Rik
ENSMUSG00000035478,0.3966374563568428,0.0,0.0,0.38652836889501196,0.4066512483590245,Mbd3
ENSMUSG00000028798,0.3966105972633445,0.0,0.0,0.3865012574650762,0.4066246456461286,Eif3i
ENSMUSG00000002984,0.39650411861259344,0.0,0.0,0.38639377863813557,0.40651918320883823,Tomm40
ENSMUSG00000030751,0.39503834659726295,0.0,0.0,0.38491426622586977,0.4050673731381624,Psma1
ENSMUSG00000068452,0.3948189222015805,0.0,0.0,0.3846927893858904,0.40485003447728046,Duox2
ENSMUSG00000035585,0.39463922883037145,0.0,0.0,0.3845114160734547,0.4046720483341314,Tsen34
ENSMUSG00000035754,0.3934471082962367,0.0,0.0,0.3833081702858562,0.40349123463107917,Wdr18
ENSMUSG00000020849,0.3932283784634744,0.0,0.0,0.38308740293213794,0.40327457573899456,Ywhae
ENSMUSG00000079478,0.39320214937353454,0.0,0.0,0.38306092958971416,0.4032485949112413,Sssca1
ENSMUSG00000009863,0.3922771424152631,0.0,0.0,0.38212731936613165,0.40233233292194737,Sdhb
ENSMUSG00000042487,0.3921689885419086,0.0,0.0,0.38201816093271307,0.40222520021447994,Leo1
ENSMUSG00000067148,0.39208181226455663,0.0,0.0,0.3819301751465861,0.4021388468365611,Polr1c
ENSMUSG00000039640,0.39167622412986575,0.0,0.0,0.38152082318734415,0.4017370848935368,Mrpl12
ENSMUSG00000030007,0.39050955800951265,0.0,0.0,0.38034335270875813,0.4005814031432343,Cct7
ENSMUSG00000022403,0.3900269602460644,0.0,0.0,0.379856295299919,0.4001033397540267,St13
ENSMUSG00000020328,0.3895443078746678,0.0,0.0,0.3793691884185433,0.3996252167853201,Nudcd2
ENSMUSG00000015656,0.3886875824813519,0.0,0.0,0.37850457000041643,0.3987765177362552,Hspa8
ENSMUSG00000033845,0.388541617480446,0.0,0.0,0.3783572619933777,0.39863191850452906,Mrpl15
ENSMUSG00000066148,0.38828748241575245,0.0,0.0,0.3781007898938997,0.3983801601404288,Prpf4
ENSMUSG00000060739,0.38717980820308867,0.0,0.0,0.37698294773128554,0.39728282726585035,Nsa2
ENSMUSG00000025580,0.3870421318608252,0.0,0.0,0.37684400965774606,0.39714643426264723,Eif4a3
ENSMUSG00000021039,0.3869563104549752,0.0,0.0,0.37675740197602575,0.397061412608364,Snw1
ENSMUSG00000074807,0.3865191973502959,0.0,0.0,0.37631628690912006,0.396628370177135,Gm10762
ENSMUSG00000025894,0.3863403167204241,0.0,0.0,0.37613576988242037,0.39645115409935033,Aasdhppt
ENSMUSG00000019505,0.3859624424054097,0.0,0.0,0.37575444132647656,0.39607679357101927,Ubb
ENSMUSG00000022428,0.3850360963924316,0.0,0.0,0.37481964198349244,0.3951590472610561,Cby1
ENSMUSG00000024217,0.3840099426376332,0.0,0.0,0.3737841483586794,0.3941423961797451,Snrpc
