,train_loss,val_loss
0,637.5565185546875,607.0426635742188
1,604.8642578125,599.5547485351562
2,597.9820556640625,595.625732421875
3,594.1800537109375,593.4408569335938
4,591.6320190429688,591.7132568359375
5,589.6798095703125,591.2362670898438
6,588.2125854492188,590.25439453125
7,587.0242309570312,590.1085815429688
8,586.0911254882812,590.0
9,585.52978515625,589.732177734375
10,584.73486328125,589.7424926757812
11,584.1692504882812,589.8590698242188
12,583.6904907226562,589.8809204101562
13,583.6519775390625,590.00634765625
14,583.291748046875,590.2763061523438
15,583.2822265625,590.5389404296875
16,582.575439453125,590.6463012695312
17,582.29150390625,590.8490600585938
18,582.1183471679688,591.3866577148438
19,582.1442260742188,591.4180297851562
20,582.5942993164062,591.9507446289062
21,581.8528442382812,592.213623046875
22,581.7310791015625,592.388427734375
23,581.6082153320312,592.6264038085938
24,581.639892578125,592.75048828125
25,581.8440551757812,593.1995239257812
26,581.5867919921875,593.5560302734375
27,581.5692138671875,596.4010620117188
28,581.8504028320312,594.1187744140625
29,582.0891723632812,594.3558959960938
30,581.649658203125,594.7679443359375
31,581.6090087890625,595.1109619140625
32,581.9562377929688,595.5242919921875
33,581.8248291015625,595.6567993164062
34,581.8564453125,596.152099609375
35,582.5917358398438,596.6747436523438
36,581.9760131835938,596.6012573242188
37,582.1709594726562,597.0910034179688
38,582.1399536132812,597.3932495117188
39,582.2149658203125,597.73291015625
40,582.3734741210938,598.0672607421875
41,582.4032592773438,599.8698120117188
42,582.6741333007812,598.5397338867188
43,583.118408203125,598.8950805664062
44,582.797119140625,599.3087158203125
45,582.781494140625,599.520263671875
46,583.938232421875,599.89208984375
47,583.226318359375,600.288330078125
48,583.3240356445312,600.39306640625
49,583.4419555664062,601.0443725585938
50,583.4995727539062,601.1428833007812
51,583.587890625,601.368896484375
52,583.6983032226562,601.671142578125
53,583.7255859375,601.90771484375
54,583.8546752929688,602.2067260742188
55,584.2514038085938,602.4739379882812
56,584.2369384765625,602.9632568359375
57,584.3571166992188,602.947509765625
58,584.450927734375,603.312255859375
59,584.671142578125,603.6343383789062
60,584.74609375,603.7932739257812
61,584.8241577148438,604.158447265625
62,585.1489868164062,604.4391479492188
63,585.7267456054688,604.746337890625
64,585.5308227539062,605.1513671875
65,585.5704345703125,605.11767578125
66,585.5963134765625,605.516845703125
67,586.0906982421875,605.89013671875
68,586.2264404296875,606.0601806640625
69,586.2072143554688,609.8373413085938
70,586.5769653320312,606.5762939453125
71,586.7334594726562,606.8131713867188
72,586.7198486328125,607.1201782226562
73,586.6886596679688,607.2781372070312
74,587.1157836914062,607.6021728515625
75,587.692138671875,608.0380249023438
76,587.66357421875,608.2891845703125
77,588.3684692382812,608.26318359375
78,587.715087890625,608.6255493164062
79,587.7650756835938,608.8929443359375
80,587.8603515625,609.0543212890625
81,588.0205688476562,614.9878540039062
82,588.8574829101562,609.5430908203125
83,588.4100341796875,609.860107421875
84,588.7329711914062,610.0626831054688
85,588.6826171875,610.1326293945312
86,589.4830932617188,610.5164794921875
87,589.4345703125,610.7322387695312
88,589.2755126953125,611.0797729492188
89,589.5968627929688,611.2306518554688
90,589.6644897460938,613.2421264648438
91,589.7078247070312,611.8475952148438
92,590.5074462890625,612.0913696289062
93,590.1340942382812,612.0165405273438
94,590.4447631835938,613.6505737304688
95,590.6666870117188,612.727783203125
96,591.0673217773438,612.6734619140625
97,590.78466796875,612.9893188476562
98,592.1712036132812,613.2889404296875
99,591.1781005859375,613.854248046875
100,591.85595703125,613.710205078125
101,591.9043579101562,614.0753173828125
102,592.0307006835938,614.0252075195312
103,591.9862060546875,614.345947265625
104,591.9288940429688,614.5917358398438
105,592.1388549804688,614.8042602539062
106,592.4966430664062,614.8179931640625
107,592.3990478515625,615.9484252929688
108,592.6654052734375,615.5771484375
109,593.181396484375,615.6551513671875
110,592.9564208984375,615.9571533203125
111,593.5284423828125,616.0890502929688
112,594.2664794921875,616.0790405273438
113,594.4825439453125,616.4556274414062
114,593.9326782226562,616.583251953125
115,593.8230590820312,616.8250732421875
116,593.9461669921875,617.0310668945312
117,594.1565551757812,617.2379760742188
118,594.5848999023438,617.69921875
