,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iLISI_integrated,iso_labels_unintegrated
0,1000000,0.6678378378378379,0.09874627534091993,0.029498769272466828,0.6799833515229274,0.7936146263353014,0.512461214928668,0.35401460788537026,0.4097200483083725,0.6524798184171695,0.6871628129615394,0.5,0.10799039219517587,4.451071595486613e-05
