,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,100000,0.0007495442354634917,0.2637733434118581,0.14755124133198427,0.5642306370278002,0.44944238806037906
