,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,500000,0.0004247867266604339,0.27726379058204126,0.21993617470249385,0.5939276396287375,0.4507392035898902
