,Neural Crest/Mid-HindBrain_corr,Neural Crest/Mid-HindBrain_pval,Neural Crest/Mid-HindBrain_qval,Neural Crest/Mid-HindBrain_ci_low,Neural Crest/Mid-HindBrain_ci_high,gene_annotation
ENSMUSG00000025362,0.48021129199932183,0.0,0.0,0.47269739419778606,0.4876553685022805,Rps26
ENSMUSG00000004885,0.45807564710768844,0.0,0.0,0.4503605822634259,0.46572231132604935,Crabp2
ENSMUSG00000059070,0.43924338009344155,0.0,0.0,0.43136476910118066,0.44705499995174214,Rpl18
ENSMUSG00000043716,0.4200115509038511,0.0,0.0,0.4119731307622218,0.4279846015351063,Rpl7
ENSMUSG00000035960,0.41576332557673,0.0,0.0,0.40769058592338064,0.42377107796180935,Apex1
ENSMUSG00000034892,0.41457008325191025,0.0,0.0,0.40648776780924384,0.42258752032463726,Rps29
ENSMUSG00000004032,0.3943762846483439,0.0,0.0,0.386136161701315,0.40255347211204345,Gstm5
ENSMUSG00000033307,0.39296789569235197,0.0,0.0,0.3847170658652232,0.4011559324500062,Mif
ENSMUSG00000030744,0.38396456932774353,0.0,0.0,0.3756462158040804,0.3922210609305175,Rps3
ENSMUSG00000020460,0.3833095104984577,0.0,0.0,0.3749863063164992,0.39157092189460085,Rps27a
ENSMUSG00000028234,0.37598927242141517,0.0,0.0,0.36761243624615864,0.3843051010028814,Rps20
ENSMUSG00000012848,0.3752689853777834,0.0,0.0,0.36688692890847824,0.3835901127552148,Rps5
ENSMUSG00000070493,0.37505419613430135,0.0,0.0,0.36667058494949417,0.38337690167921346,Chchd2
ENSMUSG00000047675,0.37227596010729247,0.0,0.0,0.36387232084112736,0.3806189988419621,Rps8
ENSMUSG00000059291,0.3704553137622565,0.0,0.0,0.36203863187320656,0.37881159683336285,Rpl11
ENSMUSG00000024608,0.369462583650453,0.0,0.0,0.36103881754999595,0.3778260615067606,Rps14
ENSMUSG00000061477,0.36546433289799896,0.0,0.0,0.3570122309729109,0.37385659608639266,Rps7
ENSMUSG00000042462,0.3611524812256027,0.0,0.0,0.35267017297251446,0.3695754429277426,Dctpp1
ENSMUSG00000030432,0.3606115689313526,0.0,0.0,0.35212549714526953,0.3690383564493788,Rpl28
ENSMUSG00000007892,0.36015226286754665,0.0,0.0,0.35166299985675825,0.3685822945906098,Rplp1
ENSMUSG00000041453,0.3582860354710401,0.0,0.0,0.3497838486774585,0.3667292071286098,Rpl21
ENSMUSG00000039001,0.35613418462117363,0.0,0.0,0.34761718099946864,0.3645924240959444,Rps21
ENSMUSG00000028081,0.3560375404467783,0.0,0.0,0.34751987350417896,0.36449645455884894,Rps3a1
ENSMUSG00000040952,0.3509008730679088,0.0,0.0,0.34234821441197766,0.3593953857637091,Rps19
ENSMUSG00000001056,0.35043025728536115,0.0,0.0,0.34187441864122303,0.3589280060974133,Nhp2
ENSMUSG00000036615,0.3490393519600061,0.0,0.0,0.34047414028245243,0.35754664020585647,Rfxap
ENSMUSG00000027133,0.3474248084122816,0.0,0.0,0.3388487642941127,0.35594312321391214,Nop10
ENSMUSG00000075227,0.3448351506470005,0.0,0.0,0.33624183866262997,0.35337104680939174,Znhit2
ENSMUSG00000039016,0.33994378862832414,0.0,0.0,0.33131822023897256,0.3485125404633905,Timm8b
ENSMUSG00000090733,0.3395051550458728,0.0,0.0,0.3308767170098349,0.34807683071954193,Rps27
ENSMUSG00000052146,0.3342211975035527,0.0,0.0,0.3255584873539073,0.34282780390044354,Rps10
ENSMUSG00000003970,0.3340961108772608,0.0,0.0,0.3254325960481345,0.34270353767368583,Rpl8
ENSMUSG00000073702,0.3258139866254767,0.0,0.0,0.31709787641877263,0.3344750627216174,Rpl31
ENSMUSG00000041841,0.3243692641888672,0.0,0.0,0.31564411721501817,0.3330395635105204,Rpl37
ENSMUSG00000090862,0.32409850100467025,0.0,0.0,0.3153716649594169,0.3327705244284035,Rps13
ENSMUSG00000028998,0.32397954483904745,0.0,0.0,0.31525196717785087,0.3326523252774992,Tomm7
ENSMUSG00000032518,0.31932633667310534,0.0,0.0,0.31056996709333184,0.3280285154432441,Rpsa
ENSMUSG00000058546,0.31892819053127797,0.0,0.0,0.3101693771372518,0.3276328653683542,Rpl23a
ENSMUSG00000063457,0.31709575655917616,0.0,0.0,0.3083257358149795,0.32581187997285393,Rps15
ENSMUSG00000063229,0.31379851464151903,0.0,0.0,0.30500849355451876,0.3225350754912529,Ldha
ENSMUSG00000057841,0.31377950789407993,0.0,0.0,0.30498937213462635,0.32251618594711556,Rpl32
ENSMUSG00000025508,0.3123500393810848,0.0,0.0,0.3035512995907518,0.3210955121739992,Rplp2
ENSMUSG00000045128,0.3121545027564188,0.0,0.0,0.3033545891396238,0.3209011755191653,Rpl18a
ENSMUSG00000020392,0.3116109136712167,0.0,0.0,0.30280774077409206,0.3203609184635665,Cdkn2aipnl
ENSMUSG00000044533,0.3106624031100647,0.0,0.0,0.30185355696427524,0.31941820834144297,Rps2
ENSMUSG00000016526,0.30796760681118474,0.0,0.0,0.2991427387939986,0.3167397969979917,Dyrk3
ENSMUSG00000047260,0.30748359374444545,0.0,0.0,0.2986558631243915,0.31625871201698663,Emc6
ENSMUSG00000067274,0.3061095722898217,0.0,0.0,0.2972737403193931,0.31489297825076523,Rplp0
ENSMUSG00000033751,0.2980565280588564,0.0,0.0,0.28917395908197985,0.306887776218186,Gadd45gip1
ENSMUSG00000071415,0.2918996762255784,0.0,0.0,0.2829822328562216,0.3007666585511803,Rpl23
ENSMUSG00000044018,0.28655821744355076,0.0,0.0,0.2776111203925441,0.295455609531303,Mrpl50
ENSMUSG00000028044,0.2852116745189591,0.0,0.0,0.2762571902596456,0.29411664588712,Cks1b
ENSMUSG00000015806,0.28353813723892696,0.0,0.0,0.2745745213972467,0.29245247972117666,Qdpr
ENSMUSG00000060938,0.28353041133160284,0.0,0.0,0.2745667534611504,0.29244479695051806,Rpl26
ENSMUSG00000005732,0.2834537230728026,0.0,0.0,0.27448964808328935,0.2923685368088971,Ranbp1
ENSMUSG00000062867,0.282197336738979,0.0,0.0,0.2732264444876061,0.29111914818822643,Impdh2
ENSMUSG00000021871,0.28002773121050734,0.0,0.0,0.2710451393325727,0.2889615550885416,Pnp
ENSMUSG00000079478,0.27504714288825116,0.0,0.0,0.2660380420849238,0.2840081994006773,Sssca1
ENSMUSG00000025794,0.2741949226082283,0.0,0.0,0.2651813346116211,0.283160590925507,Rpl14
ENSMUSG00000005917,0.27370304049395733,0.0,0.0,0.26468686906929634,0.2826713642650568,Otx1
ENSMUSG00000036781,0.27292265635944185,0.0,0.0,0.26390239598447923,0.2818951835056418,Rps27l
ENSMUSG00000051515,0.27120158536104483,0.0,0.0,0.262172349331529,0.28018334118128396,Fam181b
ENSMUSG00000015001,0.2695493002778635,0.0,0.0,0.2605115019275964,0.27853986218289195,Oc90
ENSMUSG00000022956,0.26878335296797495,0.0,0.0,0.2597416035407123,0.2777779792346599,Atp5o
ENSMUSG00000038462,0.2677269934778807,0.0,0.0,0.25867981376339216,0.2767272065620141,Uqcrfs1
ENSMUSG00000062006,0.26709727013286505,0.0,0.0,0.2580468636838504,0.2761008034244849,Rpl34
ENSMUSG00000016252,0.2651751160895153,0.0,0.0,0.25611490847273916,0.27418873660524173,Atp5e
ENSMUSG00000014704,0.2646912522498098,0.0,0.0,0.25562858878841194,0.2737074007944395,Hoxa2
ENSMUSG00000057863,0.26292915607469836,0.0,0.0,0.2538575878807258,0.2719544728196435,Rpl36
ENSMUSG00000047721,0.2617890463339989,0.0,0.0,0.2527117490167665,0.270820263164405,Bola2
ENSMUSG00000023004,0.26082565421392595,0.0,0.0,0.2517435356382142,0.26986183706658123,Tuba1b
ENSMUSG00000032959,0.2586083510010459,0.0,0.0,0.2495152050876974,0.2676558954146912,Pebp1
ENSMUSG00000032288,0.25490720373655407,0.0,0.0,0.24579586538388792,0.2639735016839586,Imp3
ENSMUSG00000034259,0.25276457145583775,0.0,0.0,0.24364282392155492,0.2618416052211892,Exosc4
ENSMUSG00000032291,0.25211485935894984,0.0,0.0,0.24298997320431,0.2611951310513158,Crabp1
ENSMUSG00000067367,0.25200649028615457,0.0,0.0,0.2428810814280537,0.26108730125763746,Lyar
ENSMUSG00000026974,0.2514690884847587,0.0,0.0,0.24234109094018969,0.26055257039086915,Zmynd19
ENSMUSG00000006057,0.25137223901626043,0.0,0.0,0.24224377554527649,0.26045620168014477,Atp5g1
ENSMUSG00000037716,0.2509518806784029,0.0,0.0,0.24182139706323177,0.2600379278903853,Ccdc33
ENSMUSG00000045948,0.25035472965545547,0.0,0.0,0.24122138222068545,0.2594437322641116,Mrps12
ENSMUSG00000003868,0.2485198089346036,0.0,0.0,0.23937770527094931,0.25761784980171376,Ruvbl2
ENSMUSG00000050856,0.24813971869841583,0.0,0.0,0.23899580948935653,0.2572396236501052,Atp5k
ENSMUSG00000076437,0.24569912510701727,0.0,0.0,0.23654368972376844,0.25481093308386343,Selenoh
ENSMUSG00000050321,0.2455623620613036,0.0,0.0,0.236406284238904,0.2546748336440691,Neto1
ENSMUSG00000026234,0.2403567114122122,0.0,0.0,0.23117645248253652,0.24949417362365314,Ncl
ENSMUSG00000021099,0.24035150016028048,0.0,0.0,0.2311712172892835,0.24948898712716172,Six6
ENSMUSG00000031948,0.24009280890995224,0.0,0.0,0.23091133823836418,0.2492315241003271,Kars
ENSMUSG00000038274,0.2388832459354044,0.0,0.0,0.22969623884571347,0.24802768679068338,Fau
ENSMUSG00000109739,0.2379784713812606,0.0,0.0,0.2287873416761317,0.24712717667110123,Gm17949
