,Mesenchyme_1_corr,Mesenchyme_1_pval,Mesenchyme_1_qval,Mesenchyme_1_ci_low,Mesenchyme_1_ci_high,gene_annotation
ENSMUSG00000018217,0.7496352960000143,0.0,0.0,0.7467475081771003,0.7524948208047837,Pmp22
ENSMUSG00000028031,0.7240221046790613,0.0,0.0,0.7208860151732523,0.7271285447701507,Dkk2
ENSMUSG00000075707,0.7172394486396108,0.0,0.0,0.714039068386262,0.7204098537796944,Dio3
ENSMUSG00000031825,0.6863945510236957,0.0,0.0,0.6829095218872123,0.6898483364358895,Crispld2
ENSMUSG00000024395,0.6754359158301995,0.0,0.0,0.6718528025149255,0.6789874166826768,Lims2
ENSMUSG00000027750,0.6691154095910231,0.0,0.0,0.6654764512465016,0.6727225618896002,Postn
ENSMUSG00000005124,0.6601522075447324,0.0,0.0,0.6564349650938158,0.663837393063415,Wisp1
ENSMUSG00000025105,0.6532762724413953,0.0,0.0,0.6494996997407284,0.6570206143312911,Bnc1
ENSMUSG00000036446,0.64167242489197,0.0,0.0,0.6377971511329847,0.6455152104861495,Lum
ENSMUSG00000018906,0.6327033147366607,0.0,0.0,0.6287529765495858,0.6366209964529213,P4ha2
ENSMUSG00000042985,0.6296529825768257,0.0,0.0,0.62567735902826,0.6335958984231307,Upk3b
ENSMUSG00000050069,0.6286817022788547,0.0,0.0,0.6246980533625967,0.6326326278155967,Grem2
ENSMUSG00000022639,0.6174479709241437,0.0,0.0,0.6133724119498952,0.6214906473327206,Dubr
ENSMUSG00000001506,0.6167760115889563,0.0,0.0,0.6126950080277744,0.6208241243452706,Col1a1
ENSMUSG00000058145,0.6145372798338401,0.0,0.0,0.6104381800946854,0.6186034623548917,Adamts17
ENSMUSG00000031654,0.6137243331851301,0.0,0.0,0.6096186786855595,0.6177970612691634,Cbln1
ENSMUSG00000004791,0.6121145795859093,0.0,0.0,0.6079959715932519,0.6162002435685038,Pgf
ENSMUSG00000022665,0.6110763914534584,0.0,0.0,0.606949447538219,0.6151703804459165,Ccdc80
ENSMUSG00000043110,0.6029481509839377,0.0,0.0,0.5987564376446459,0.607106835672403,Lrrn4
ENSMUSG00000019932,0.6017729309322997,0.0,0.0,0.5975719255010943,0.6059408987614504,Kera
ENSMUSG00000036098,0.5929787733011099,0.0,0.0,0.5887088171979641,0.5972156383852905,Myrf
ENSMUSG00000019929,0.592666292356451,0.0,0.0,0.5883939051309085,0.5969055871027489,Dcn
ENSMUSG00000039323,0.5893367233471434,0.0,0.0,0.5850385123342738,0.5936018281736412,Igfbp2
ENSMUSG00000042757,0.5735850124134025,0.0,0.0,0.5691666272741502,0.57797027193469,Tmem108
ENSMUSG00000038463,0.5724913094491385,0.0,0.0,0.5680647023915305,0.5768847922914118,Olfml2b
ENSMUSG00000036545,0.5693079826585948,0.0,0.0,0.5648575352477717,0.5737253119467015,Adamts2
ENSMUSG00000015652,0.5623307526753015,0.0,0.0,0.5578285221435798,0.5667998888359495,Steap1
ENSMUSG00000018593,0.5622584508441183,0.0,0.0,0.5577556870885647,0.5667281205490335,Sparc
ENSMUSG00000069833,0.5602751293686968,0.0,0.0,0.5557577657183636,0.564759408349504,Ahnak
ENSMUSG00000023886,0.5589954666024757,0.0,0.0,0.5544687106197884,0.5634891445727435,Smoc2
