,Cardiomyocytes_2_corr,Cardiomyocytes_2_pval,Cardiomyocytes_2_qval,Cardiomyocytes_2_ci_low,Cardiomyocytes_2_ci_high,gene_annotation
ENSMUSG00000018845,0.7662833156114373,0.0,0.0,0.7635616021792809,0.7689778027952837,Unc45b
ENSMUSG00000051747,0.7508746777202387,0.0,0.0,0.7479991263503317,0.7537220395296338,Ttn
ENSMUSG00000045776,0.7495111856425659,0.0,0.0,0.7466221736009645,0.752371927342826,Lrtm1
ENSMUSG00000062209,0.7461346759104355,0.0,0.0,0.7432124368251195,0.749028447705898,Erbb4
ENSMUSG00000024049,0.7453564835526012,0.0,0.0,0.7424266080736823,0.7482578469740909,Myom1
ENSMUSG00000015579,0.745182860968382,0.0,0.0,0.7422512828329286,0.7480859170901212,Nkx2-5
ENSMUSG00000028273,0.7415867291705182,0.0,0.0,0.7386199752583016,0.7445247574554317,Pdlim5
ENSMUSG00000044033,0.7357462542074462,0.0,0.0,0.7327227381991048,0.7387407244427482,Ccdc141
ENSMUSG00000068614,0.7341334935284866,0.0,0.0,0.7310943835124911,0.7371434716558941,Actc1
ENSMUSG00000019528,0.7308893156904954,0.0,0.0,0.7278189421337193,0.733930387116052,Gyg
ENSMUSG00000027861,0.728816381296711,0.0,0.0,0.7257261046071722,0.7318772491562078,Casq2
ENSMUSG00000034533,0.7253093945217308,0.0,0.0,0.722185575969898,0.7284036274108147,Scn10a
ENSMUSG00000055027,0.7249143222395572,0.0,0.0,0.7217867353575386,0.728012303827233,Smyd1
ENSMUSG00000039376,0.7220485213044314,0.0,0.0,0.718893661647124,0.7251736350096795,Synpo2l
ENSMUSG00000111765,0.7217671879918823,0.0,0.0,0.7186096568800834,0.7248949595086397,RP24-279F18.1
ENSMUSG00000020469,0.7180368563101123,0.0,0.0,0.7148440026880404,0.7211997722228896,Myl7
ENSMUSG00000049588,0.7153834952679611,0.0,0.0,0.7121656296663257,0.71857129961076,Ccdc69
ENSMUSG00000085515,0.7133194122447244,0.0,0.0,0.7100821542899437,0.7165265146290573,C630028M04Rik
ENSMUSG00000042717,0.7129689878991711,0.0,0.0,0.7097284432867985,0.7161793610855509,Ppp1r3a
ENSMUSG00000020067,0.7062151062039798,0.0,0.0,0.70291153559254,0.7094882086053145,Mypn
ENSMUSG00000022358,0.7050103223562987,0.0,0.0,0.701695572702809,0.708294552611219,Fbxo32
ENSMUSG00000025813,0.7042957208890644,0.0,0.0,0.7009743496592165,0.7075865426083313,Homer2
ENSMUSG00000052374,0.7030766184924867,0.0,0.0,0.6997439666048223,0.7063786699274025,Actn2
ENSMUSG00000038132,0.7027654295572976,0.0,0.0,0.6994299013284284,0.7060703444163731,Rbm24
ENSMUSG00000029651,0.7021980919535404,0.0,0.0,0.6988573230984497,0.7055082239798296,Mtus2
ENSMUSG00000002930,0.7008360836726316,0.0,0.0,0.6974827511157501,0.7041587235589074,Ppp1r17
ENSMUSG00000061816,0.6970991818871156,0.0,0.0,0.6937115054012437,0.7004560159350517,Myl1
ENSMUSG00000031972,0.6958103724055676,0.0,0.0,0.6924108942166667,0.6991789576709397,Acta1
ENSMUSG00000054640,0.6936824455046129,0.0,0.0,0.6902635301175618,0.697070385918141,Slc8a1
ENSMUSG00000108322,0.6909731113407288,0.0,0.0,0.6875295351406461,0.6943856104457885,Gm45123
ENSMUSG00000085162,0.6909053223977035,0.0,0.0,0.6874611304232037,0.6943184347556782,Gm12295
ENSMUSG00000021313,0.69089902025991,0.0,0.0,0.6874547710417865,0.6943121896271751,Ryr2
ENSMUSG00000039103,0.6879100431413875,0.0,0.0,0.6844387039572484,0.6913501929299536,Nexn
ENSMUSG00000015968,0.6846328191114194,0.0,0.0,0.6811319140446167,0.6881024183209368,Cacna1d
ENSMUSG00000032010,0.6838605501706291,0.0,0.0,0.6803526987773126,0.6873370688162841,Usp2
ENSMUSG00000074652,0.6836873890935933,0.0,0.0,0.6801779812570352,0.6871654581819439,Myh7b
ENSMUSG00000034898,0.6810913672525876,0.0,0.0,0.6775586730964169,0.6845926339682514,Filip1
ENSMUSG00000031698,0.6804650252765272,0.0,0.0,0.676926726250656,0.6839718758183944,Mylk3
ENSMUSG00000026564,0.6804616507923412,0.0,0.0,0.6769233215837644,0.6839685314039133,Dusp27
ENSMUSG00000059852,0.6798744774952188,0.0,0.0,0.6763308986844875,0.6833865881073095,Kcng2
ENSMUSG00000020475,0.6788694137287373,0.0,0.0,0.6753168598200483,0.6823904661675637,Pgam2
ENSMUSG00000038663,0.6778707893664616,0.0,0.0,0.6743093311653925,0.6814007133903561,Fsd2
