,Notochord_1_corr,Notochord_1_pval,Notochord_1_qval,Notochord_1_ci_low,Notochord_1_ci_high,gene_annotation
ENSMUSG00000037101,0.6631612973874551,0.0,0.0,0.6594702170828064,0.6668204019139735,Ttc29
ENSMUSG00000035576,0.6494121665668777,0.0,0.0,0.6456025274978627,0.6531894841207607,L3mbtl1
ENSMUSG00000038192,0.6018725690366685,0.0,0.0,0.5976723507009322,0.6060397505125942,Cer1
ENSMUSG00000040724,0.5971313593066647,0.0,0.0,0.5928938336580735,0.6013358161870784,Kcna2
ENSMUSG00000047021,0.5878521148080497,0.0,0.0,0.5835424367593344,0.5921286816472857,Ccdc108
ENSMUSG00000060985,0.5804755970670953,0.0,0.0,0.5761093769483842,0.5848086909063842,Tdrd5
ENSMUSG00000050931,0.5627929954911387,0.0,0.0,0.5582941756252016,0.5672587189732673,Sgms2
ENSMUSG00000040136,0.5591891786792299,0.0,0.0,0.5546638430885737,0.5636814352193419,Abcc8
ENSMUSG00000037143,0.5591652292077753,0.0,0.0,0.5546397179808732,0.5636576615118942,Cfap61
ENSMUSG00000056752,0.5495030866047269,0.0,0.0,0.5449073376060799,0.5540658216587193,Dnah9
ENSMUSG00000030713,0.5411114259261479,0.0,0.0,0.5364556794093516,0.5457342364443649,Klk7
ENSMUSG00000041323,0.5374316482225395,0.0,0.0,0.5327498870655997,0.5420805137847863,Ak7
ENSMUSG00000027344,0.5361985768562346,0.0,0.0,0.5315081385119006,0.5408561339868764,Fsip1
ENSMUSG00000002668,0.5327125885057511,0.0,0.0,0.5279977281362574,0.5373946105921011,Dennd1c
ENSMUSG00000018581,0.5281730221101063,0.0,0.0,0.5234266001007549,0.5328866667497343,Dnah11
ENSMUSG00000039543,0.5246749888090457,0.0,0.0,0.5199044328518313,0.5294128181711183,Cfap70
ENSMUSG00000028753,0.5245346283728761,0.0,0.0,0.5197631074131032,0.5292734248441952,Vwa5b1
ENSMUSG00000061039,0.5234527312832031,0.0,0.0,0.5186737808560251,0.5281989736392468,Olfr920
ENSMUSG00000023403,0.5224388488859208,0.0,0.0,0.5176529501364207,0.5271920552367142,Stk31
ENSMUSG00000038756,0.5214205084114525,0.0,0.0,0.5166276445034427,0.5261806959412568,Ttll6
ENSMUSG00000043020,0.5198047162192899,0.0,0.0,0.5150008289612498,0.5245759530915167,Wdr63
ENSMUSG00000031893,0.5134495306964384,0.0,0.0,0.508602622435688,0.5182638975820816,Tsnaxip1
ENSMUSG00000064280,0.5130016143054452,0.0,0.0,0.5081516940977253,0.5178190012267103,Ccdc146
ENSMUSG00000085576,0.5110513868673042,0.0,0.0,0.5061883836368581,0.5158818926481651,Dpy19l2
ENSMUSG00000053153,0.5067914371517268,0.0,0.0,0.50190003151109,0.5116504271080756,Spag16
ENSMUSG00000035032,0.501928617919791,0.0,0.0,0.4970050842755036,0.5068198350192082,Nek11
ENSMUSG00000042707,0.49946526718681145,0.0,0.0,0.4945255780716723,0.5043726923205493,Dnali1
ENSMUSG00000053161,0.49943527815124955,0.0,0.0,0.4944953928534217,0.5043429001172467,Daw1
ENSMUSG00000048416,0.49932465592666375,0.0,0.0,0.4943840470618769,0.5042330038577323,Mlf1
ENSMUSG00000039021,0.4934574874050128,0.0,0.0,0.4884787344149194,0.4984041111565885,Ttc16
ENSMUSG00000071550,0.4934240582195881,0.0,0.0,0.4884450892035022,0.4983708987727432,Cfap44
ENSMUSG00000052861,0.49270670138151035,0.0,0.0,0.4877231002314406,0.4976581907805476,Dnah6
ENSMUSG00000102476,0.49087867054460066,0.0,0.0,0.48588329620977333,0.49584197630660276,Gm37245
ENSMUSG00000026354,0.4895239267236673,0.0,0.0,0.4845198559045114,0.4944959615158133,Lct
ENSMUSG00000075302,0.4878868065654813,0.0,0.0,0.48287225904952763,0.49286935800290227,Erich2
ENSMUSG00000022783,0.4779138388701468,0.0,0.0,0.4728362365018269,0.4829597030199112,Spag6l
ENSMUSG00000097296,0.47549017624973894,0.0,0.0,0.47039744905234243,0.4805512316215488,Gm26532
ENSMUSG00000052273,0.4748105826078733,0.0,0.0,0.46971362838143144,0.4798758838845146,Dnah3
ENSMUSG00000079550,0.47178727515635965,0.0,0.0,0.46667159027610394,0.47687139242970106,Mpp4
ENSMUSG00000086080,0.46976186312010193,0.0,0.0,0.4646336976704344,0.47485851938335627,1700123O12Rik
ENSMUSG00000051354,0.4675617917714827,0.0,0.0,0.46242013105210567,0.47267200789021196,Samd3
ENSMUSG00000022375,0.46719706274799433,0.0,0.0,0.46205317096869253,0.4723095207467913,Lrrc6
ENSMUSG00000091415,0.4658381915789815,0.0,0.0,0.460686003044084,0.47095898692831994,Ak9
ENSMUSG00000008540,0.46423769409640736,0.0,0.0,0.45907576488302426,0.4693682785071237,Mgst1
ENSMUSG00000039131,0.46336802816119466,0.0,0.0,0.458200820354616,0.46850391771266026,Gipc2
ENSMUSG00000035984,0.4626931462962248,0.0,0.0,0.4575218490737687,0.4678331459898429,Nme5
ENSMUSG00000023931,0.4624172763228892,0.0,0.0,0.45724430921518733,0.4675589544053301,Efhb
ENSMUSG00000034151,0.46105959493320936,0.0,0.0,0.4558784242435621,0.46620951871215227,Zbbx
ENSMUSG00000048038,0.4608673113235499,0.0,0.0,0.45568498076250147,0.46601840097393876,Ccdc187
