,Mixed mesoderm_corr,Mixed mesoderm_pval,Mixed mesoderm_qval,Mixed mesoderm_ci_low,Mixed mesoderm_ci_high,gene_annotation
ENSMUSG00000030357,0.7775330391478814,0.0,0.0,0.7736599205186305,0.7813480515868801,Fkbp4
ENSMUSG00000005354,0.7754379801472111,0.0,0.0,0.7715330749376855,0.7792844589614201,Txn2
ENSMUSG00000008301,0.7743283020374263,0.0,0.0,0.7704065959672629,0.778191413675209,Phax
ENSMUSG00000032959,0.7677572660094396,0.0,0.0,0.7637365742374094,0.7717183904112049,Pebp1
ENSMUSG00000044627,0.7654878494955819,0.0,0.0,0.7614331708043617,0.7694826335456953,Swi5
ENSMUSG00000024181,0.7641070585588389,0.0,0.0,0.760031751157062,0.768122274384995,Mrpl28
ENSMUSG00000034259,0.7608218576246577,0.0,0.0,0.7566976224026509,0.7648855393563582,Exosc4
ENSMUSG00000044018,0.7531003873755122,0.0,0.0,0.7488619977863049,0.7572771743882625,Mrpl50
ENSMUSG00000022706,0.7511971099912248,0.0,0.0,0.7469307643367727,0.7554016023201058,Mrpl40
ENSMUSG00000062397,0.7396947895842882,0.0,0.0,0.7352610253207963,0.7440652505298299,Zfp706
ENSMUSG00000044502,0.7389954367717779,0.0,0.0,0.73455157804886,0.7433759076118048,Bod1
ENSMUSG00000025465,0.7357299095616432,0.0,0.0,0.7312390448045633,0.7401569969904401,Echs1
ENSMUSG00000016559,0.7340086376440065,0.0,0.0,0.7294930810713933,0.7384602151931488,H3f3b
ENSMUSG00000022205,0.7314151747626773,0.0,0.0,0.7268625258314119,0.7359035454286225,Sub1
ENSMUSG00000036781,0.7310111871775203,0.0,0.0,0.7264527723386716,0.7355052776403499,Rps27l
ENSMUSG00000073616,0.728018843709486,0.0,0.0,0.7234178215992715,0.7325552041079707,Myeov2
ENSMUSG00000031988,0.7278879365699378,0.0,0.0,0.7232850545634449,0.7324261422761307,Vps26b
ENSMUSG00000044221,0.7256896117813305,0.0,0.0,0.7210555473576902,0.7302587570297622,Grsf1
ENSMUSG00000020267,0.7238765877448667,0.0,0.0,0.7192168784553934,0.7284711805456924,Hint1
ENSMUSG00000055302,0.7236007778366078,0.0,0.0,0.7189371729901723,0.7281992364143041,Mrfap1
ENSMUSG00000063888,0.7206006612307602,0.0,0.0,0.7158947801096518,0.7252410761777168,Rpl7l1
ENSMUSG00000045948,0.7203731996869633,0.0,0.0,0.7156641205693387,0.7250167886763051,Mrps12
ENSMUSG00000019471,0.7164255154972327,0.0,0.0,0.7116610975018997,0.7211240343509631,Cdc37
ENSMUSG00000033307,0.7120681439830934,0.0,0.0,0.7072430032680753,0.7168269487922069,Mif
ENSMUSG00000028691,0.7103669455319157,0.0,0.0,0.7055181998324105,0.7151491889707713,Prdx1
ENSMUSG00000038374,0.7088940460060164,0.0,0.0,0.7040249094786959,0.7136965381256369,Rbm8a
ENSMUSG00000008683,0.7031256689367535,0.0,0.0,0.6981770894483945,0.7080070640749784,Rps15a
ENSMUSG00000024608,0.7022076577368771,0.0,0.0,0.6972464961622884,0.7071015514844543,Rps14
ENSMUSG00000006456,0.7019443011903002,0.0,0.0,0.6969795331878875,0.7068417775419832,Rbm14
ENSMUSG00000035960,0.7018986494280504,0.0,0.0,0.6969332564063266,0.7067967466749168,Apex1
ENSMUSG00000016344,0.6979895483844022,0.0,0.0,0.692970789142013,0.7029406648488988,Ppdpf
ENSMUSG00000020089,0.6973334066795268,0.0,0.0,0.6923057196451218,0.7022933938788695,Ppa1
ENSMUSG00000042462,0.6938357757833442,0.0,0.0,0.6887606423491788,0.6988429109693268,Dctpp1
ENSMUSG00000031948,0.6890752932022824,0.0,0.0,0.6839359723395207,0.6941462251138595,Kars
ENSMUSG00000031490,0.6871835930212103,0.0,0.0,0.6820188904364005,0.6922797563219097,Eif4ebp1
ENSMUSG00000032171,0.6867181337189091,0.0,0.0,0.6815471967550836,0.6918204948364379,Pin1
ENSMUSG00000040688,0.6835955582730069,0.0,0.0,0.6783829085218898,0.6887393912535222,Tbl3
ENSMUSG00000057130,0.6827864554958718,0.0,0.0,0.6775630289249538,0.6879410041036165,Txnl4a
ENSMUSG00000050856,0.6799144156330451,0.0,0.0,0.6746528398437827,0.6851069003347636,Atp5k
ENSMUSG00000061360,0.6797243614824691,0.0,0.0,0.6744602669798586,0.6849193510188853,Phf5a
ENSMUSG00000021266,0.6796678572517741,0.0,0.0,0.6744030140588144,0.6848635913577034,Wars
ENSMUSG00000109739,0.6794219758704354,0.0,0.0,0.6741538754458996,0.6846209493045341,Gm17949
ENSMUSG00000028964,0.6787730224097135,0.0,0.0,0.6734963309481317,0.6839805398521291,Park7
ENSMUSG00000023147,0.677486885068376,0.0,0.0,0.6721931920166071,0.6827113118538952,Wrb
ENSMUSG00000031818,0.6760136031692924,0.0,0.0,0.670700474947399,0.6812573610164315,Cox4i1
ENSMUSG00000031458,0.6747239637608415,0.0,0.0,0.6693938582590275,0.6799846091221193,Coprs
ENSMUSG00000007039,0.6745979994309024,0.0,0.0,0.6692662374567623,0.6798602925649669,Ddah2
ENSMUSG00000055762,0.6730825558252591,0.0,0.0,0.667730889928118,0.6783646491711592,Eef1d
ENSMUSG00000003037,0.6723692129769189,0.0,0.0,0.6670081937542931,0.6776606114367864,Rab8a
ENSMUSG00000004667,0.6722811583896835,0.0,0.0,0.6669189852980119,0.6775737047943057,Polr2e
ENSMUSG00000032803,0.6712152900689525,0.0,0.0,0.6658391620093879,0.6765217201986601,Cdv3
ENSMUSG00000051695,0.6704556497896659,0.0,0.0,0.665069589823398,0.6757719615793849,Pcbp1
ENSMUSG00000109324,0.6700131426515731,0.0,0.0,0.6646213024044109,0.6753352056546194,Prmt1
ENSMUSG00000047649,0.6693536771078815,0.0,0.0,0.6639532297483127,0.6746843041801435,Cd3eap
ENSMUSG00000041453,0.666304454849275,0.0,0.0,0.6608643221974296,0.6716745724779767,Rpl21
