,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000036622,0.6745721617109748,0.0,0.0,0.6692400600012101,0.6798347927977204,Atp13a2
ENSMUSG00000060216,0.604505724324358,0.0,0.0,0.5983009828160337,0.6106379734418316,Arrb2
ENSMUSG00000030047,0.5999392497174351,0.0,0.0,0.5936810089492053,0.6061249221737786,Arhgap25
ENSMUSG00000028581,0.5981875713830326,0.0,0.0,0.591908918024395,0.6043936310769528,Laptm5
ENSMUSG00000052384,0.5945971915044955,0.0,0.0,0.5882768885754176,0.6008448553014596,Nrros
ENSMUSG00000053158,0.5869448019368297,0.0,0.0,0.5805365796464067,0.5932803171230167,Fes
ENSMUSG00000030798,0.5859410541456285,0.0,0.0,0.5795213855739724,0.5922880095993459,Cd37
ENSMUSG00000062352,0.5788425045145874,0.0,0.0,0.5723424559635674,0.5852698164575622,Itgb1bp1
ENSMUSG00000026627,0.5776878702062501,0.0,0.0,0.5711748414336777,0.5841281616877794,Tmem206
ENSMUSG00000034786,0.5766189136890407,0.0,0.0,0.5700938913674753,0.5830711988657326,Gpsm3
ENSMUSG00000035199,0.5759634070447996,0.0,0.0,0.5694310412001726,0.5824230362037982,Arl6ip5
ENSMUSG00000040592,0.5733222076756682,0.0,0.0,0.5667603390150316,0.5798113443409564,Cd79b
ENSMUSG00000041354,0.5724877226858603,0.0,0.0,0.5659165612997704,0.5789861545021933,Rgl2
ENSMUSG00000040061,0.5717241996589862,0.0,0.0,0.5651445478304755,0.5782311245330765,Plcb2
ENSMUSG00000041836,0.5704313866179002,0.0,0.0,0.5638373848702436,0.5769526667008742,Ptpre
ENSMUSG00000000290,0.5703210733293491,0.0,0.0,0.56372584866,0.5768435768354686,Itgb2
ENSMUSG00000030336,0.570043305957782,0.0,0.0,0.5634450030534555,0.5765688889963807,Cd27
ENSMUSG00000002257,0.567777109571229,0.0,0.0,0.5611537495147116,0.5743277622087671,Def6
ENSMUSG00000030742,0.566658713654313,0.0,0.0,0.5600230249911279,0.5732217022603919,Lat
ENSMUSG00000071657,0.56288776680584,0.0,0.0,0.5562106914049697,0.5694921728857306,Bscl2
ENSMUSG00000031903,0.5619211597095336,0.0,0.0,0.5552335208916975,0.5685361385487301,Pla2g15
ENSMUSG00000037318,0.5569541080900774,0.0,0.0,0.5502124788063487,0.5636231347687776,Traf3ip3
ENSMUSG00000047250,0.5567949515678134,0.0,0.0,0.5500516003574537,0.5634657022698848,Ptgs1
ENSMUSG00000018341,0.5562533646231959,0.0,0.0,0.5495041576913053,0.5629299783014735,Il12rb2
ENSMUSG00000024858,0.5557177452363239,0.0,0.0,0.5489627528048715,0.5624001517708502,Grk2
ENSMUSG00000093938,0.5549764781086308,0.0,0.0,0.5482134882212363,0.561666892578498,Evi2b
