,Cardiac_corr,Cardiac_pval,Cardiac_qval,Cardiac_ci_low,Cardiac_ci_high,gene_annotation
ENSMUSG00000068614,0.7920468007151836,0.0,0.0,0.788396284431642,0.7956415358981958,Actc1
ENSMUSG00000026418,0.7752495519082656,0.0,0.0,0.7713417921125714,0.7790988566989328,Tnni1
ENSMUSG00000061086,0.7433663697051002,0.0,0.0,0.7389857604320914,0.7476841263626739,Myl4
ENSMUSG00000019528,0.7404888203716156,0.0,0.0,0.7360665289270494,0.7448479050088382,Gyg
ENSMUSG00000001349,0.7215716018832082,0.0,0.0,0.7168793832566556,0.7261984570615738,Cnn1
ENSMUSG00000030470,0.7146137742927915,0.0,0.0,0.7098240627680736,0.7193374032067835,Csrp3
ENSMUSG00000026208,0.7110690710707875,0.0,0.0,0.7062300607550972,0.7158416475016024,Des
ENSMUSG00000061816,0.7020192076974882,0.0,0.0,0.6970554653313564,0.7069156651834523,Myl1
ENSMUSG00000060600,0.6936358387252635,0.0,0.0,0.6885580004186528,0.6986456620166027,Eno3
ENSMUSG00000006356,0.6926301490253646,0.0,0.0,0.6875387171513841,0.6976534820217203,Crip2
ENSMUSG00000091898,0.6910352954514316,0.0,0.0,0.6859223476176932,0.6960800130442407,Tnnc1
ENSMUSG00000006221,0.6846517402352625,0.0,0.0,0.6794531778026078,0.6897815665401412,Hspb7
ENSMUSG00000026564,0.6788338350454919,0.0,0.0,0.6735579482848885,0.6840405521801654,Dusp27
ENSMUSG00000032532,0.6786279359164354,0.0,0.0,0.6733493248993132,0.6838373624445255,Cck
ENSMUSG00000097487,0.6754692043015702,0.0,0.0,0.6701489053939972,0.6807200947859728,Ptges3l
ENSMUSG00000020475,0.6753606421302146,0.0,0.0,0.6700389139716181,0.680612954305307,Pgam2
ENSMUSG00000052374,0.6749258288082317,0.0,0.0,0.6695983785541473,0.680183832888605,Actn2
ENSMUSG00000015579,0.6686564773541184,0.0,0.0,0.6632469397636078,0.6739961495101601,Nkx2-5
ENSMUSG00000031972,0.6680710489537046,0.0,0.0,0.6626538858720832,0.6734183089761162,Acta1
ENSMUSG00000020469,0.6672682292586658,0.0,0.0,0.6618406201042814,0.672625884179719,Myl7
ENSMUSG00000017817,0.6655302440244504,0.0,0.0,0.66008006444185,0.6709103602591082,Jph2
ENSMUSG00000040694,0.6536678706632881,0.0,0.0,0.6480652385383806,0.6591997552582768,Apobec2
ENSMUSG00000050503,0.6523344162127764,0.0,0.0,0.6467148211761773,0.6578831933661692,Fbxl22
ENSMUSG00000028949,0.6514308994066754,0.0,0.0,0.6457998307302382,0.65699110327785,Smarcd3
ENSMUSG00000018845,0.6422893024488019,0.0,0.0,0.6365430554674598,0.647964243648186,Unc45b
ENSMUSG00000013936,0.6381401031201127,0.0,0.0,0.6323421250501517,0.6438665953897782,Myl2
ENSMUSG00000038319,0.6374417319017286,0.0,0.0,0.631635080254763,0.6431768686756553,Kcnh2
ENSMUSG00000068699,0.634908083787725,0.0,0.0,0.6290700460204679,0.6406745041642858,Flnc
ENSMUSG00000036242,0.633569143298721,0.0,0.0,0.6277145704555213,0.6393520464419566,3632451O06Rik
ENSMUSG00000015605,0.631552558610018,0.0,0.0,0.6256731492080866,0.637360221958413,Srf
ENSMUSG00000040666,0.627197514561068,0.0,0.0,0.6212647425098019,0.6330583855876485,Sh3bgr
ENSMUSG00000027406,0.6256173230909098,0.0,0.0,0.6196652816938314,0.6314974105731211,Idh3b
ENSMUSG00000026414,0.6188135513593004,0.0,0.0,0.6127791072881678,0.6247758339638764,Tnnt2
ENSMUSG00000030772,0.6178857039465552,0.0,0.0,0.6118400934187361,0.6238591272281613,Dkk3
ENSMUSG00000067279,0.616129743856824,0.0,0.0,0.6100630473424927,0.6221242059867881,Ppp1r3c
ENSMUSG00000032366,0.6156493281447772,0.0,0.0,0.6095768733167862,0.6216495360673486,Tpm1
ENSMUSG00000035551,0.6138792336126869,0.0,0.0,0.6077856016655435,0.619900573909943,Igfbpl1
ENSMUSG00000003948,0.6132386678105329,0.0,0.0,0.6071373875204694,0.6192676407962254,Mmd
ENSMUSG00000014606,0.6128236659010381,0.0,0.0,0.6067174348312346,0.6188575796767518,Slc25a11
ENSMUSG00000007122,0.6088615411592853,0.0,0.0,0.6027082153886484,0.6149424602752342,Casq1
ENSMUSG00000022803,0.6084016436453684,0.0,0.0,0.6022428715520821,0.6144879994149033,Popdc2
ENSMUSG00000109324,0.6078928390706361,0.0,0.0,0.6017280463508133,0.6139852049394017,Prmt1
ENSMUSG00000039103,0.6076284563518063,0.0,0.0,0.6014605372438774,0.6137239432089854,Nexn
ENSMUSG00000046671,0.606795207657751,0.0,0.0,0.600617444235924,0.6129005221257086,Mtfr1l
ENSMUSG00000026207,0.6067195819737802,0.0,0.0,0.6005409257616661,0.6128257877397041,Speg
ENSMUSG00000008855,0.6061056082411005,0.0,0.0,0.5999197080217493,0.6122190460443148,Hdac5
ENSMUSG00000035458,0.6028761712149538,0.0,0.0,0.5966522910749956,0.6090275302369713,Tnni3
ENSMUSG00000046798,0.6025083883273157,0.0,0.0,0.5962801959502059,0.6086640533541543,Cldn12
ENSMUSG00000056749,0.6014347872885081,0.0,0.0,0.595194022297296,0.6076030072649254,Nfil3
ENSMUSG00000037568,0.6013400216822248,0.0,0.0,0.5950981480151745,0.6075093488130248,Vash2
ENSMUSG00000031633,0.6002219354677143,0.0,0.0,0.5939669945705427,0.6064043123398765,Slc25a4
ENSMUSG00000044938,0.5999679370513679,0.0,0.0,0.5937100310864606,0.6061532751369482,Klhl31
ENSMUSG00000015627,0.5999556445610573,0.0,0.0,0.5936975951313096,0.6061411259260584,Gata5
ENSMUSG00000032387,0.5994745863162094,0.0,0.0,0.5932109248350839,0.6056656725570145,Rbpms2
ENSMUSG00000039611,0.5993267537637929,0.0,0.0,0.5930613685797615,0.6055195615340024,Tmem246
ENSMUSG00000050315,0.5949414097030347,0.0,0.0,0.5886250887653109,0.601185095490219,Synpo2
ENSMUSG00000075307,0.5943558012318001,0.0,0.0,0.5880327072453344,0.6006062533416429,Klhl41
ENSMUSG00000013593,0.5942124225464879,0.0,0.0,0.5878876713000529,0.6004645303047327,Ndufs2
ENSMUSG00000044086,0.5912085949238426,0.0,0.0,0.5848492170631169,0.5974952987131177,Lmod3
ENSMUSG00000067818,0.5893408125263873,0.0,0.0,0.5829599937911656,0.5956489412251585,Myl9
ENSMUSG00000022223,0.5863555584898218,0.0,0.0,0.5799406143213546,0.59269779194255,Sdr39u1
ENSMUSG00000031880,0.5859666938534486,0.0,0.0,0.579547317417343,0.5923133573168939,Rrad
ENSMUSG00000032511,0.5858033814832537,0.0,0.0,0.5793821445092021,0.5921519045667614,Scn5a
ENSMUSG00000042451,0.5847370620487673,0.0,0.0,0.5783036899830518,0.591097714666002,Mybph
ENSMUSG00000059741,0.5846826244512294,0.0,0.0,0.5782486334696632,0.591043895720809,Myl3
ENSMUSG00000037916,0.5844255783459075,0.0,0.0,0.5779886657288785,0.5907897700332498,Ndufv1
