,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,10000,0.00644926756142812,0.22650304089675136,0.18684220529574833,0.5162588698133755,0.47851162405781494
