,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000096975,0.6956589747458256,0.0,0.0,0.6894458564070248,0.7017697326596595,Gm16386
ENSMUSG00000029640,0.6833322197925124,0.0,0.0,0.6769153994680914,0.6896451818106765,Usp12
ENSMUSG00000041471,0.6812754279996468,0.0,0.0,0.6748249807981559,0.687621784343434,Fam35a
ENSMUSG00000070871,0.6759150465385361,0.0,0.0,0.669377447839007,0.6823479714402353,Ccnyl1
ENSMUSG00000039531,0.6757093380269764,0.0,0.0,0.6691684088317041,0.6821455717173492,Zufsp
ENSMUSG00000010392,0.6753827409442715,0.0,0.0,0.668836526149688,0.6818242258707854,Gosr1
ENSMUSG00000078923,0.6705164057036117,0.0,0.0,0.6638917439294555,0.6770358401607236,Ube2v1
ENSMUSG00000031959,0.6703452148319201,0.0,0.0,0.6637178039494894,0.6768673813935155,Wdr59
ENSMUSG00000027087,0.6694548058687777,0.0,0.0,0.6628131077073227,0.675991171810004,Itgav
ENSMUSG00000039089,0.6693377230316933,0.0,0.0,0.6626941476309008,0.6758759547216476,L3mbtl3
ENSMUSG00000022863,0.6688992192384164,0.0,0.0,0.6622486160974845,0.6754444357728376,Btg3
ENSMUSG00000074158,0.6688614333644183,0.0,0.0,0.6622102248631622,0.6754072515731425,Zfp976
ENSMUSG00000047434,0.6684445894655817,0.0,0.0,0.6617867051046512,0.674997042979162,Xxylt1
ENSMUSG00000093594,0.6681643220056798,0.0,0.0,0.6615019514801691,0.6747212345282875,Gm20707
ENSMUSG00000049624,0.6676708516024122,0.0,0.0,0.6610005869000296,0.6742356107069702,Slc17a5
ENSMUSG00000031732,0.6673553315223492,0.0,0.0,0.6606800224828225,0.673925104678121,Phlpp2
ENSMUSG00000020715,0.66634786275572,0.0,0.0,0.659656463235411,0.6729336304486304,Ern1
ENSMUSG00000109008,0.666198926949256,0.0,0.0,0.6595051508519874,0.6727870571338251,Gm44899
ENSMUSG00000034893,0.665178784478279,0.0,0.0,0.6584687444932457,0.671783082752037,Cog3
ENSMUSG00000053347,0.6647092351858648,0.0,0.0,0.6579917178411601,0.6713209671234035,Zfp943
ENSMUSG00000021754,0.6644356684457356,0.0,0.0,0.6577137971602668,0.6710517289817295,Map3k1
ENSMUSG00000079286,0.6643021584597893,0.0,0.0,0.6575781629658545,0.670920330867221,Gm11084
ENSMUSG00000044244,0.6637906934193973,0.0,0.0,0.6570585643025119,0.67041695237512,Il20rb
ENSMUSG00000064090,0.6633657181706063,0.0,0.0,0.6566268357087742,0.6699986915830077,Vrk2
ENSMUSG00000032688,0.6628932868336305,0.0,0.0,0.6561469020784862,0.6695337195490678,Malt1
ENSMUSG00000071350,0.6626905845019473,0.0,0.0,0.6559409824709999,0.6693342161253023,Setdb2
ENSMUSG00000050567,0.662622487337997,0.0,0.0,0.6558718046995579,0.6692671934086686,Maml1
ENSMUSG00000058979,0.6623932301666904,0.0,0.0,0.6556389103685227,0.6690415526967658,Cecr5
ENSMUSG00000022674,0.6619810666757803,0.0,0.0,0.6552202111454342,0.6686358878723203,Ube2v2
ENSMUSG00000039480,0.66089461053584,0.0,0.0,0.6541165468287857,0.6675665431261137,Nt5dc1
ENSMUSG00000054099,0.6604073990657594,0.0,0.0,0.6536216278799224,0.6670869961669237,Slc25a40
ENSMUSG00000039879,0.6602705935759472,0.0,0.0,0.6534826592289132,0.6669523418214653,Heca
ENSMUSG00000033147,0.659266232962886,0.0,0.0,0.6524624317298553,0.665963760519506,Slc22a15
ENSMUSG00000006526,0.6585620179362042,0.0,0.0,0.6517471062245991,0.6652705952462126,Tmem110
ENSMUSG00000034998,0.6585129474628543,0.0,0.0,0.6516972620127996,0.6652222943007442,Foxn2
ENSMUSG00000017132,0.6583676545074258,0.0,0.0,0.6515496784373846,0.6650792795141209,Cyth1
ENSMUSG00000052783,0.6581316379288183,0.0,0.0,0.6513099420331654,0.6648469625858733,Grk4
ENSMUSG00000041231,0.6578266285809723,0.0,0.0,0.6510001274910711,0.6645467324522528,Ublcp1
ENSMUSG00000024077,0.6576831594257132,0.0,0.0,0.6508543988730333,0.6644055105755944,Strn
ENSMUSG00000020056,0.6563390488310376,0.0,0.0,0.6494891446295816,0.6630824306046867,Ccdc53
ENSMUSG00000031668,0.6553221636670992,0.0,0.0,0.6484562926107682,0.6620814281347983,Eif2ak3
ENSMUSG00000018809,0.6550797337637813,0.0,0.0,0.6482100598704164,0.661842781175402,Smyd4
ENSMUSG00000036009,0.6547284564461041,0.0,0.0,0.6478532748475916,0.6614969828549037,Mettl25
ENSMUSG00000100580,0.6546141672991413,0.0,0.0,0.6477371944022947,0.6613844756958527,4933436I20Rik
ENSMUSG00000037029,0.653887293868404,0.0,0.0,0.6469989358738739,0.660668928491213,Zfp146
ENSMUSG00000042050,0.653726788692982,0.0,0.0,0.646835918429175,0.6605109226649739,Wdr60
ENSMUSG00000038302,0.6535605452040396,0.0,0.0,0.6466670735172483,0.660347267247383,Lace1
ENSMUSG00000102049,0.6528562853686491,0.0,0.0,0.6459518007264898,0.6596539641482625,Zbed6
ENSMUSG00000058240,0.6523246937498928,0.0,0.0,0.6454119043033141,0.6591306352653552,Cryzl1
ENSMUSG00000045248,0.6518258100460851,0.0,0.0,0.6449052330581351,0.6586394999096096,Med26
ENSMUSG00000071573,0.6515380391894502,0.0,0.0,0.6446129728841503,0.6583561958886963,Rnls
