,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
B_cells,0.992432770489328,9.845572295833889e-07,3.3981459547444337e-06,0.0003750267777921047,7.374989198579599e-05,1.8930028605667352e-09,2.668301924352965e-05,7.484873643298883e-07,3.168779230626463e-09,0.00030161140523269394,1.7524042004021843e-05,2.095856138027811e-05,2.5645556366223493e-07,2.008251789595259e-05,0.00014379790771452,0.0030622775585451216,0.00013057337457250383,6.054076204600831e-05,1.711437103062779e-05,8.931328897266524e-06,2.9037182608215506e-05,1.2612467765698199e-05,7.4116557139953615e-09,4.05217678073331e-06,8.323280931342273e-10,2.9858951086861527e-05,0.0008231525404035615,1.2667306885464983e-06,6.255371756028977e-06,0.002396721619363829
CNS_neurons,0.00012437776749409313,0.5579032963082915,0.00014976262347993536,0.00027175038438901884,0.00024417139059942753,0.0007507597998820785,0.0020188142315551057,0.003038951231255394,0.1491298692947617,0.003573264269896942,0.0002912721281417495,0.0027187890690581625,0.14490923454661914,0.0015504089132280787,0.0003641687550722529,0.003780700077669241,0.0006978392566068702,0.004064584664024588,0.00034565147183180224,0.0007536878780908541,0.02572864324089617,0.05912570351844542,0.0033970612963515824,0.009444755612310115,0.006527543609800717,0.003724574154885428,6.72799659365767e-05,3.890799734967232e-06,0.009285457540675248,0.006013736199015807
Cardiocytes,9.617724638448578e-10,2.9086932711373165e-08,0.6814776235696292,1.9607126020152518e-07,0.002965611713669239,5.957788191698367e-09,1.6934067022641207e-07,1.5757120452582993e-08,9.7523751548233e-09,5.472798673072546e-07,3.9625686848076213e-08,5.822593754845636e-07,1.6209457298703558e-08,4.281736318559388e-07,1.560864046495596e-07,1.2020752669744929e-05,2.109611099324255e-07,4.174595282021035e-07,0.31553525532361953,5.915102158129953e-08,2.7641161172210534e-08,8.357734698547602e-07,9.637271847240476e-08,4.152488236377268e-09,1.014227838552699e-08,7.532272738822391e-07,2.2532191961591347e-10,8.716555698340418e-09,1.3193366946946567e-06,3.548918447362754e-06
Definitive_erythroid,4.320980535822818e-05,0.000672330664254334,0.0014359303576403602,0.6183389350481704,0.0012140708130144579,0.00012450909557085564,0.0024587094952031874,0.0002043471443195658,0.00015168374919322209,0.007892720305814527,0.0007810235743930993,0.003776880633965891,0.00037795301884509616,0.0042231254700095,0.0015052996859408396,0.04433140850086808,0.00645588144301362,0.005548624254700642,0.001110004131293813,0.0006418314801191093,0.0003677075684295135,0.00543589836861661,0.004716904311194569,8.305553537444337e-05,6.311233224606074e-05,0.1536675076970115,0.030848618223638713,7.979300329566563e-05,0.023795051212369633,0.07965387307613445
Endothelium,0.0006571111369559925,0.0014865757456366648,0.007530650837935606,0.0031257673266080204,0.5351961431552549,0.002188114055872814,0.008789222045981692,0.0005455943353636651,0.0053072638697086935,0.04488394929950343,0.003322649391035135,0.02704745434005645,0.0014805136503832754,0.022988629354109204,0.01466688282722544,0.055641459273226015,0.01259385090870879,0.031073640193977462,0.005027977449839773,0.004388770698932849,0.003234965833405041,0.01089256385868866,0.010204871521625884,0.0002973362086597459,0.0016825117027120945,0.012165668821652152,0.007592743047355263,7.42992003268153e-05,0.054353656176905275,0.11155916373235326
Ependymal_cells,1.1426283164395683e-06,0.002185509981986003,0.0004105289510049036,0.0007803173667099498,0.0006791260160866926,0.7736563230361811,0.0024107466429073247,0.0031196685231809265,0.06307061619745491,0.006374149727220767,0.00019117599377098835,0.010436375692208386,0.0036499045088934554,0.0022881796909225254,0.0008975648364704521,0.006444128846508652,0.0004038119609160821,0.007312290138464272,0.0005407372890298974,0.0005653045913675513,0.0005386173658166866,0.053757668957413955,0.009983478137472171,0.00121098931353101,0.0027400467371313728,0.007253484562833936,6.107025869528508e-08,9.231115628321778e-06,0.027327739453183977,0.011761080667128542
Epithelial_cells,0.0003542721574231256,0.0053608671787199825,0.0022785087382939085,0.0019512114675481343,0.002789119870855676,0.010422042187749394,0.31284724330983193,0.0025165515412545665,0.048185701221970925,0.11648094521563349,0.002109535382235968,0.04695757352882256,0.0025970071057226513,0.11094572978516416,0.014631338255625431,0.07131086664884997,0.010633175820485327,0.021386848024656093,0.0034614153629618487,0.009073496342015968,0.003844258810454489,0.041910501538282185,0.017834746285375357,0.0029555802856445117,0.0046026089786417755,0.01437051576695305,0.011126257132964553,5.98591063508625e-05,0.05454254437213414,0.052459678577377974
Eye_and_other,4.861716774802413e-06,0.013350577405474566,0.00043659212971004844,0.0009802673240967715,0.0008956457813839585,0.0012377986275047704,0.005731441680094051,0.4734841099698969,0.06472022982599401,0.012401626735003241,0.0005286430947085634,0.013898198817428917,0.008167135719970289,0.007698644598077583,0.0028844623103150228,0.044776224645696354,0.0014279748180982944,0.01414853367471946,0.0012353511117215172,0.0035706410087132656,0.003869398121756734,0.22169951122236256,0.02209904282745212,0.0006218080670514893,0.00897319356448098,0.014443986455191017,6.869283403287407e-05,1.722019664358836e-05,0.03634542311679112,0.0202827625988551
Glands,2.3642114338949493e-13,1.515985445157253e-06,7.74007479376347e-05,3.222513136848723e-05,2.796075402427871e-07,0.11141119239333025,0.004034173510515709,2.7340387997138223e-08,0.6129996638358159,9.2446658155975e-05,5.1075822944304004e-08,5.313062898765281e-06,4.702091369950698e-07,3.7425077674260703e-06,1.079328067596342e-07,3.4745233287554917e-08,0.1382896556424923,5.216244633945436e-05,1.4341879866811156e-07,6.634028933169859e-08,0.011854439927867113,0.00012043331106700251,1.8189755228318406e-10,0.10795246870914747,0.0014019198598568857,0.011633976300216056,1.8894333378737272e-14,5.087909363009359e-10,4.779413773099376e-07,3.561066744102757e-05
Gut,2.956837483001012e-05,0.002697798418493098,0.001431151406993763,0.0031571900413811986,0.0036969634170441698,0.0004472518331503791,0.018055045943933114,0.001080431740600838,0.0034839820518159145,0.2869165832472692,0.021467924078445368,0.04221009082757331,0.0020241900309837936,0.1862402107856768,0.07598459706596554,0.054565675456015754,0.022170953411693797,0.023301487745579455,0.0037454559864310935,0.0031390925811446506,0.0014186813469886277,0.02221313487366548,0.01762858588722268,0.0004919763878226803,0.00039438556923431504,0.008316710575976423,0.04950357591915849,7.935999732495286e-05,0.060423120744837355,0.08368482425274776
