,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.6284046651801332,0.01442512464620071,0.033520644675709435,0.00015626381844876825,0.07235883668812178,0.014420401908617111,0.00040375029122918457,0.009647414806911055,0.007180498278356336,0.00017169157243757292,0.0008369611144997759,0.008011705681006088,0.0044598959563468404,0.019051389301762953,0.006578975550986065,0.004097610947199013,0.0010521484708573695,0.00024756112411830535,0.08054079002752995,0.021800922233178265,0.0033016715723285742,0.0010215911898814557,0.01453928339295377,0.0019058800302417947,0.001024750236594839,0.00039873575859152146,0.01050094787813782,0.00026142275706663587,0.03967846491055386
B_cells,0.022540436899067002,0.3570167987229167,0.07524318693605041,0.00026655137332970674,0.1388484459288593,0.023268548728406297,0.00048761368528810585,0.011446344614779102,0.013729520451958603,0.00030771656523735045,0.0008882059724179525,0.010809620690180096,0.005845902947015546,0.03087922301755565,0.00719827434330415,0.006514768681395721,0.0030063667900865035,0.00048603599549322703,0.12333273604046803,0.021947607145677905,0.004783185955782597,0.0031212047024743506,0.019205167203282882,0.004345834011569955,0.001461781327022038,0.000571642277879264,0.021781634260747394,0.00022266747577357648,0.09044297725598058
CNS_neurons,0.0004648096199409308,0.0005799010590323397,0.9174742085190666,1.393905492950642e-05,0.004775149894095175,0.00071907655650056,3.218138011472996e-05,0.0005591700527382434,0.0016376085182883086,0.000698840082460517,3.7032242541854e-05,0.0006064105722695738,0.000455224739682196,0.05701589203107835,0.00018985210230500655,0.0002985980627700614,7.818989456743926e-05,9.239827086901562e-06,0.005572483967908719,0.0008747426324488712,0.0003053070191106853,0.0008158164601092484,0.0033174329547385507,0.00027445987127222023,0.0005384603504466168,1.954719715548896e-05,0.00041183276491397477,7.986552566607002e-06,0.002216606019860706
Cardiocytes,0.013661823919062843,0.003465614684418602,0.022661234772591,0.20480548964132847,0.04061376974852818,0.037544022564836604,0.005967391546650181,0.04190486593559817,0.005973672851640784,0.0011625357227091516,0.0021262180140290345,0.003043483421902342,0.0635239172384783,0.012061169152319537,0.005585906460182167,0.00520813036580031,0.004714781798617069,0.0006290062333029089,0.12298572585510244,0.3059084359969433,0.005828308301540206,0.0015027232894151061,0.0213534120323842,0.0011653911576711487,0.0010447763881269,0.000298738270470816,0.008758986209960178,0.0016825507322725285,0.05481791769411756
Definitive_erythroid,0.005581800105548838,0.0072273771706176755,0.02470077834078561,0.00013016722502449797,0.8093164193907922,0.007748134080694954,0.00019554237059313015,0.005033449040167333,0.005552950061810044,0.00011238889634266693,0.00035801385642040336,0.005077502924243011,0.002542871167342345,0.011326375831939347,0.0033404008358218296,0.0028239212573039534,0.0010554519931702856,0.00024663667466186896,0.039187992066232996,0.009445339010331948,0.0018129968421322468,0.0007247436693806409,0.0084105055667003,0.0006256872735416626,0.0007321409314226491,0.00027888505611271694,0.01051622394918202,9.412633815179094e-05,0.03580117807353099
Endothelium,0.017922749808465227,0.013252138248149947,0.04498136987708011,0.00022261527012251505,0.08618606357249017,0.2871313700885019,0.0035482346751257287,0.05134002188565228,0.01263604427645662,0.0004944552938367025,0.00574713129544767,0.008684631526371965,0.01638783924930379,0.025057500699668164,0.021609037427435203,0.011551339614548524,0.0073335174397810374,0.0014795784844108086,0.173568675243359,0.034853391683095945,0.009055968387498456,0.0018859387715420913,0.023026817432949577,0.0033159870868267782,0.0013510268915326838,0.0006948439731779125,0.020336636846132922,0.001365496032512742,0.11497957891852345
Ependymal_cells,0.010097166207958372,0.0062637817210310165,0.058664057257115605,0.00010854972722940812,0.06069451568228265,0.05476792863318634,0.22054816637738134,0.08642300745538155,0.014939613620326567,0.0010165669411282378,0.014645328707312262,0.006051085327142932,0.028515597682233572,0.020965964881024042,0.041236656439491544,0.02455793843469114,0.017032555412158725,0.0027091891294828505,0.1527497712570336,0.014976102841025903,0.007431373453470842,0.0017260744823681922,0.04103445884562754,0.008234606626785112,0.001678514745964404,0.0005680354425742491,0.012742709214470772,0.0014371111468698644,0.08818357230725138
Epithelial_cells,0.0215998511906517,0.008615087763383125,0.059565098420317805,0.00021759128813162606,0.10198976541057793,0.05300140953542783,0.008038277842709315,0.1688744699189828,0.01633641142082711,0.0011301640190561186,0.007225140186410638,0.007844776039952664,0.041538979312857716,0.03564890480106242,0.028276570959511825,0.014312670025988863,0.01638709212748209,0.0029295635657418957,0.19844017372845224,0.030554315659301355,0.012841019390590343,0.0030717380912126157,0.03362680253378698,0.006305390320666154,0.0014541543456492879,0.0009864542084789866,0.017672903881480073,0.003915221027840212,0.09760000298346828
Eye_and_other,0.005690920252010886,0.006274055317996157,0.13810096888210754,0.00012030916148765523,0.05203227776829244,0.010914505623039411,0.000574573417428443,0.008387686810507312,0.5084769206003034,0.00033565797415060724,0.0006976624240479014,0.005625045942675349,0.0060766386779429185,0.08223541949327919,0.0036483472760246057,0.00393589964450722,0.001368483083354976,0.00016711917374365016,0.06979293480867083,0.011713035580327897,0.005398336878904755,0.0019519999916015657,0.032255415357055686,0.0026570985026503333,0.0037052909002275886,0.0003198357055893676,0.006311895886092806,0.00015407269760576186,0.031077592168373795
Glands,0.002110653402887978,0.0017383590524249753,0.33306197576001906,3.21688688210189e-05,0.012871086146869644,0.0048982726376946275,0.021638882223365376,0.01751537127649614,0.00560221609163983,0.20370019243051457,0.0005647309218987807,0.0024203440147163636,0.00662487676897439,0.15547811075628037,0.0020122854790684324,0.0020046509619778643,0.0009497622149909463,6.912513603204487e-05,0.05627894239229463,0.006640814958450382,0.0033027307432680992,0.0030684928624549364,0.10957319698714132,0.03381364546354124,0.001531201937617335,0.00011969696508068861,0.0016234738892970432,0.00024249623853287222,0.010512243417649017
