,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.4177755532964421,0.02202886620356434,0.0050393978750511844,4.747086290530581e-05,0.007708003877122777,0.013505827052012311,0.0007519870089505358,0.043561166132958865,0.014299189985405318,0.002470072252128091,0.029948533150059013,0.002976690523242081,0.02007197129432923,0.002528598888494742,0.027297164065453686,0.005557679331093824,0.011852260166933987,0.0009684590204363509,0.11050769954312477,0.04014587973952996,0.025827503578593924,0.0017143696737189958,0.010692513085871595,0.004717453179093449,0.0006120956704062403,0.009228178832585938,0.07127705653515905,0.0535986884623052,0.0042142195669000225,0.039075451146127094
B_cells,0.014319832919054025,0.521815879672318,0.0051107470206278646,4.177806345947782e-05,0.0102995295573359,0.01069706272320042,0.0006987078012674373,0.022478758583949748,0.01330051436293749,0.002543569928373366,0.013851297584972293,0.002140542425152179,0.010933383025131376,0.0024210481610970817,0.024193526418370297,0.004301497112193452,0.02606356807285231,0.001550436204113031,0.05037546372409953,0.015596835384970748,0.01749478784481625,0.0017033988308627357,0.008859848325799129,0.006117910886204212,0.0005892464939144137,0.014524339242833667,0.0325973060936806,0.08222435156970574,0.0030204277935515452,0.08013440417315568
CNS_neurons,0.0018887169269645725,0.0016690798663857927,0.47104879823021745,8.567204278612823e-05,0.0018724039972982387,0.003361086333231372,0.0009422095530745071,0.020804405039838297,0.05839503880582674,0.09033121093687382,0.012276360663272127,0.0009823548526045887,0.021434536025951304,0.04292912745630598,0.007276973161091523,0.002039650438199158,0.004970298107465061,0.0004039038288432467,0.057813703534283396,0.0060186865240298894,0.03378543229689681,0.019471010031724644,0.029901878660252686,0.042066439637305005,0.01466359092798307,0.009854838170325708,0.017306947937104845,0.012479311683081211,0.002990189682104274,0.010936144648678566
Cardiocytes,0.0017178560051329264,0.0006015813447121312,0.0015045121262107616,0.6075645570967257,0.0023124606379468,0.006384710661236806,0.0006278292157926575,0.02054232692839743,0.005465242443299311,0.0019755530730993696,0.008283566527790857,0.0007041637304096433,0.007009156382179498,0.0008581266577137337,0.011095268443240103,0.0025429108167672417,0.010037209649918442,0.00795339219220066,0.02899772433061939,0.1826422031157748,0.016502841996819596,0.0006076759195258304,0.003124703361578333,0.001355575954200989,0.000521815954210088,0.011487100988723476,0.011284107130209066,0.022048078062855102,0.0027763256281175897,0.021471423624591562
Definitive_erythroid,0.009588519873835105,0.004893487233222218,0.004499711017089424,6.329375062263292e-05,0.3586243625940381,0.00798886627799171,0.001111731030037646,0.03182799685606788,0.014236591505772122,0.0025620681248427514,0.020583694438450352,0.0023835713089948767,0.012223873072292562,0.00224037697320839,0.048547050992526666,0.004561335699444527,0.0369359881635453,0.004230459611910324,0.03613782610469642,0.016018587813967578,0.01706086069119758,0.001346721290190771,0.009191647010196218,0.003196869222060001,0.0008171828087014349,0.029951178872929436,0.0903116150696311,0.15384749797407787,0.00471239621838841,0.07030463840007053
Endothelium,0.010807956066309828,0.002214213222555485,0.0029189347981739594,0.00010239455556624392,0.0038574651482551417,0.37645561996349747,0.005126082076075541,0.06262804816250077,0.010734648869586132,0.00255637812324402,0.04578134226612658,0.001472578325981864,0.02972447803809958,0.00173916022673003,0.05674160124439521,0.007717457906078056,0.02630185812739168,0.0011040912214921653,0.05495099941321568,0.020127468609534543,0.026986782578256232,0.0010476658769175582,0.006993735952199847,0.004660850110019636,0.00046945012989048053,0.013161761276990891,0.09241523215203666,0.04837848065478812,0.01758041302563224,0.06524285187845838
Ependymal_cells,0.0009363203834961634,0.00020648065747549388,0.0014250145496129375,4.90546763134309e-05,0.0006760802809956231,0.004359943711663967,0.5673887028760247,0.029964750078976192,0.009114815685118996,0.07029545177272449,0.04026457220423704,0.00024568108620655316,0.022090008074173415,0.0008286991934839053,0.024386003162884626,0.0034713420841182728,0.0065216197358556865,0.00023720222378051367,0.12546114391728352,0.002799462009648896,0.024320335609361848,0.00032538233189328145,0.016498440571756583,0.0025030772204877243,0.0003423831886213003,0.002750711697550779,0.025854385911536423,0.00599700387662312,0.0031457840815076,0.007540147146586942
Epithelial_cells,0.009479726036368053,0.0018761475723898591,0.005046383143253112,0.00016591584781786242,0.006418757180836998,0.016604901122113738,0.014860180152927633,0.20949639481468943,0.023638630581641885,0.009450401484404883,0.0675191760012262,0.0019921812771006705,0.05409271284017731,0.00285834544018488,0.08278431939714101,0.018089444108810596,0.019542217821947965,0.0024777716711651015,0.0782131575359245,0.02001763002509972,0.04705549837180595,0.0015544988115908623,0.015332336452574345,0.006838001323236734,0.0007224190734178573,0.019073250370585368,0.1570992961702389,0.0494591523705976,0.01859324115951002,0.03964791184122094
Eye_and_other,0.004091761248230253,0.0014981335896237396,0.011041746011054506,0.00014118178530536527,0.0049141684765378925,0.0077737312330509,0.0023503942479095315,0.039119979160592476,0.504910609645447,0.02260566039742075,0.018502077871250317,0.0016821539741805182,0.02475969411972197,0.005337875562446685,0.02138939031637166,0.005432375471110756,0.013947965236563742,0.0010085939856800323,0.06586095224564445,0.014252273038060441,0.05875060956116466,0.0021369239288971387,0.031625626085305295,0.008241854025746509,0.001919360097750001,0.020985850090347577,0.03175020352345152,0.03466039297726447,0.008546373237476599,0.030762088856393217
Glands,0.0012795214011394156,0.00012830414806959877,0.002441551324978709,9.750123278228893e-05,0.0002878874083500424,0.0032585513446932676,0.02030415671960733,0.032587095764151766,0.021219712098401202,0.4696794939513466,0.13008713587134435,0.0006077014892060435,0.01099601036853626,0.000542870953880924,0.029815401262292904,0.00354784135409061,0.008258277479220854,0.0004796578932057484,0.04824932049623219,0.0027059268230954212,0.03544357043145395,0.001031356389029665,0.008137408560252087,0.03240274602923973,0.0002813361354318339,0.008457050608348338,0.05801189922566372,0.004738975344248836,0.05483713572210716,0.010084602169599126
