,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.7239601650861982,0.008748347197592817,0.00572629601388072,0.0002647017041424138,0.024949889572181878,0.01953004895317897,0.0006240985923603071,0.013808917122576977,0.003986842157764501,0.00011034230434331105,0.0004156553157559726,0.010828506299293205,0.0036209055229310615,0.0029914304639690192,0.0043606740791164965,0.00624382540949918,0.0010421059922012476,0.00010313951431333777,0.10490973976344255,0.019407939534530332,0.003017368959828637,0.0004540557507157587,0.0056447494155245186,0.0016468734144066018,0.0004622754867112707,5.141346596116809e-05,0.007144011007184858,0.00012265140468960064,0.02582303049570509
B_cells,0.045934753061038315,0.2864336228370638,0.02004867878266573,0.0005438084209694279,0.08919328750764016,0.05476816842617185,0.0012287966060506013,0.018751692952998417,0.01291021081403824,0.0003169969264427571,0.0009388626899137052,0.01747831428677346,0.008290857593904027,0.00943668512064755,0.009999564349440264,0.013868865795696222,0.005329050323208493,0.00047068557446774663,0.1984026630973976,0.037594357490541956,0.007309921186422441,0.0016557399986413704,0.014433277981370193,0.007134235573398524,0.0012544460433817756,0.00013198603915260047,0.030037887756916015,0.0001636319129962834,0.10593895085065044
CNS_neurons,0.0036700862857147382,0.002760740387492284,0.8598781589894398,8.582509820337158e-05,0.008789336069428985,0.004768456202500152,0.00022096718874513833,0.0034464356947707503,0.006310310042874812,0.0007294763146573258,0.00014140567124290243,0.0034370949952630707,0.002219153507702296,0.01798293876839031,0.0008917439602493324,0.0026865468094371043,0.000451703339851462,2.1636394514654622e-05,0.03807143018257078,0.0053580322706077745,0.0019170517976692424,0.00755443869070597,0.009977673839947462,0.005010428236294215,0.002778198028677932,1.10894331263649e-05,0.0020319090137003123,3.936598552266159e-05,0.008758366800698853
Cardiocytes,0.007804178702409889,0.003491082076078484,0.0024337225700367935,0.18291273183573384,0.019318008525002817,0.01884743735704043,0.0008229089108641043,0.010577272387196739,0.0017226605403831124,7.414605988594462e-05,0.00034550166133587144,0.009412889260818331,0.003360581911703697,0.0010235422557688034,0.0029237870158254384,0.004225811920122878,0.001164908392252493,9.756780869327281e-05,0.10791363865687582,0.5828103971693841,0.0021825712092569346,0.00032471087668345784,0.0024071144541873554,0.00043845535653396465,0.00037079020965810324,2.6577222136819657e-05,0.006499186371886733,5.563319177409356e-05,0.026412186090469695
Definitive_erythroid,0.018738614863048043,0.012777477821797412,0.011516711030809059,0.0004006024491861681,0.6269147552589458,0.026323075132055024,0.0009344794904332894,0.014569791397581534,0.008050224944747764,0.00018894838757319607,0.000663476663440731,0.013798175724088948,0.005232781768090166,0.005747168002697678,0.007785221290477015,0.009787182567959997,0.003019099897636128,0.001110467854669079,0.10103149964298845,0.025477106387639302,0.004600245620411026,0.0008958564363542495,0.009325934806818858,0.00200546002365251,0.000897680140623856,0.00010391743385509992,0.02225609551795543,8.644869592248488e-05,0.06576150074854165
Endothelium,0.024618461638767405,0.012627045602186637,0.009785881039571703,0.0019113098018130915,0.03977241281061206,0.31126012660006563,0.007639581422204036,0.04704454880077562,0.008815697098000974,0.0003912089732546071,0.0035011721968592957,0.016710647654220607,0.01657217487856201,0.004819995139535981,0.01722397406787308,0.03678417470774242,0.00760655858397462,0.0010243746957080257,0.27099769279358704,0.04110566822743651,0.009072973115125452,0.0010960574352864103,0.012338467831074605,0.003577240534757448,0.0008289259873444627,0.00015055854957994337,0.01514303048254807,0.0007130717790235257,0.07686696755250871
Ependymal_cells,0.012920356867762925,0.00312637270713806,0.004099968052008087,0.0005019079743534868,0.011462722428033244,0.09075767906650316,0.19450788970919516,0.07910338357727767,0.004452035007523131,0.000904976367967256,0.005817215654622057,0.009286297853335786,0.021892535436713174,0.0017714355610280541,0.031223071114096758,0.09152876948536677,0.012077590929393157,0.0007573056218519998,0.32874451390671394,0.012889850464299564,0.0056105970766405,0.00040169786507940423,0.01689229600036363,0.002377421223734497,0.0003792008651790552,9.175701779817051e-05,0.004849666456146099,0.0007783909986077499,0.05079309471126748
Epithelial_cells,0.021766490062603304,0.007628259678298921,0.00957860723753011,0.00101265311479815,0.03277930256833115,0.08987439733125781,0.012097200866666876,0.17050506684771752,0.008224202353500286,0.0023340087328219436,0.006484348621988008,0.017918819801147404,0.04869770829974622,0.004428422132360563,0.029938509474803334,0.039071668797926305,0.012357323017564169,0.003788039066991346,0.32613460075367984,0.03966304752631534,0.011373201788093907,0.0011566393270161098,0.01619878042539593,0.004758931789059833,0.000904678182174619,0.000135796946339469,0.011857494240322827,0.0032479224345988867,0.06608387858094981
Eye_and_other,0.019741336619876895,0.011497229766415713,0.04242855841182144,0.0005181673525338388,0.04544553330130554,0.03456033150084622,0.0019033955887054791,0.02291620608190392,0.3993190079819027,0.0009973508212091325,0.0010148903034955788,0.014138179427086794,0.01330178559999077,0.017151823906919873,0.0072042968016614115,0.01593128464917997,0.0041578110926550425,0.000213243788260111,0.19053526933198195,0.0251508606663131,0.01337472678675458,0.00206980931840206,0.04009496570133123,0.006914140914413817,0.0038271682832727487,0.00010735531068491377,0.012138765757926554,0.00026802661431164884,0.05307847831883702
Glands,0.004584885975230165,0.002394108950314545,0.16842832579313594,0.0001380433629991825,0.007836281051143182,0.006782878887204546,0.04843609240162753,0.014213862337719626,0.0033566743372464786,0.451219870948489,0.0005552146275513815,0.006289047903047809,0.0026133231846908276,0.01623680013932839,0.0036863671738799828,0.012921748236317629,0.0014665468554786328,4.1676763809345794e-05,0.17751299721495903,0.011756010878633434,0.0019702589389799336,0.0016018461348141994,0.03855120629960617,0.003739429275735024,0.0004066353872526468,1.6361550822990936e-05,0.0018514983181835032,0.00016442674109606883,0.01122758033070282
Gut,0.026864653819680912,0.008998541908072161,0.012083657157214666,0.0011612223260641578,0.03570626599826397,0.11686904208017626,0.024630595179677094,0.08266258180580977,0.010658718598657484,0.0010750120000698141,0.02512898132096527,0.020955188075989752,0.03205193845147955,0.005297016326273837,0.07497279968076187,0.1279006408482303,0.013896879961830703,0.0010748810328218919,0.22343957788038057,0.03172192613242693,0.009473297599713885,0.0012026795718364726,0.014628871626538253,0.0030996774101274874,0.0008792575246992987,0.00020161892679798068,0.012780891860553608,0.0016112461626082313,0.0789723387322778
Hepatocytes,0.0077911878579945614,0.003228111140551199,0.005023605212572584,0.00013209616298194096,0.014443266793594008,0.008377184352134746,0.00033129024073444554,0.004976361085176531,0.002839756646126054,0.0001334044819089256,0.00043388408621646034,0.8474035707366249,0.0020333526724352156,0.002105856361301613,0.0032831215662116366,0.005280955228599885,0.00071563227772009,3.9656111905356815e-05,0.055177601773119034,0.010552098043419514,0.0016821965953415139,0.00043051633677234524,0.003464524794118022,0.0006867346795560306,0.00030659014214760177,2.129485795544052e-05,0.003686742997424584,9.431075054581481e-05,0.01532509601481
Intermediate_mesoderm_and_kidney,0.012979663551634392,0.005237075731981398,0.008796012418360213,0.0006978920154890303,0.0211270106993878,0.045020977165132384,0.004025676465885699,0.05920436495318537,0.007568399291184126,0.0005822824571952819,0.005999623132052566,0.00806792581772019,0.4253714570916387,0.0037975094099256222,0.016910117867986605,0.021315631468772963,0.007607628928069657,0.0007138201933570107,0.2516330591947473,0.022798777635652835,0.007512599096656343,0.0008167566627404506,0.011391293761649577,0.003523064700354026,0.0005911882297092089,8.53523198689666e-05,0.007363868271891338,0.0012471017514044066,0.038013869716366534
Intermediate_neuronal_progenitors,0.0035796869676656545,0.002042240390942249,0.05678308181730366,8.326030798442912e-05,0.007514002467085256,0.004476921940152588,0.00015310818893698373,0.0034067252376871523,0.005288234724759951,0.0007516793291496674,0.00011031099321261722,0.0024786318241046897,0.0017775469994845883,0.8333527150950849,0.0007995503555291103,0.002043836444948027,0.00037315931829992165,1.7991543518392942e-05,0.03127261885625908,0.004660321700347436,0.0019404242525666233,0.0017347498183121364,0.02074258142337643,0.003570998426843826,0.001438990999324061,9.946485636711952e-06,0.0017965996467960187,4.173786726492401e-05,0.007758346577422854
Intestine,0.03320858150260458,0.011833328380385415,0.009040115115946252,0.0007731689594768933,0.055398592840295906,0.12168606731843619,0.015911608432414258,0.07931290316700508,0.009011837369505324,0.0005668641936941775,0.013333336029512102,0.033774248190128565,0.024922854412103356,0.004414326372057846,0.11095390118792336,0.047286169974301934,0.016362815579129032,0.0018902649739452396,0.19649595892401356,0.04791285318969944,0.009965467883664906,0.0009492182571862187,0.011132390818456432,0.0028458448626073126,0.0006975889917175965,0.0002965649379918936,0.026746732270302664,0.0015036460934802784,0.1117727497720142
Lung_and_airways,0.015015426825208462,0.006929915306995052,0.00926586414578381,0.0004944221517078918,0.02984934074566259,0.049296564703942745,0.005857963037745292,0.028122787924377977,0.007368937037590412,0.00047671546880295187,0.0034697022762913508,0.013316646974055298,0.012248139666963623,0.004241917692078606,0.01388358585858763,0.5782599968966161,0.004120788948298508,0.00024180637819406432,0.12762017379829374,0.021184626687415994,0.004999146265192735,0.0007813639719400706,0.01006742087889749,0.0018766884211759358,0.000641896206339036,8.139887251676731e-05,0.00872008397854521,0.0007446689316614348,0.04082200994911922
Mast_cells,0.013569204024462062,0.00967908802193207,0.006114655543403805,0.0009311356096055607,0.030157729941045746,0.052242800021531505,0.006112480439399498,0.0501860969259277,0.007562952572641767,0.0009634007582817335,0.0031511189455463518,0.008079971674534645,0.0334902388701086,0.0027331469367650207,0.04000401738356834,0.020882181221085015,0.33522989389215363,0.01780293244295992,0.10886660130314212,0.01569971723252714,0.005350894152005042,0.0006664824143018494,0.008914959223755445,0.0019680614374158736,0.0005648013661673186,0.00018129976163663977,0.016599494103206984,0.0008380103314421555,0.20145663344944645
Megakaryocytes,0.015127205665771961,0.009962062598936927,0.008124403857399296,0.0003614819814862928,0.05587282915662008,0.15625462324249048,0.0038630586146052893,0.07864269064568208,0.006590893655869162,0.00014326551528394147,0.0020627519628345758,0.013354423787716639,0.018282454915130683,0.004218851786626174,0.03197395508462109,0.026688531704285822,0.007024849939551951,0.14847635101648293,0.216611897367181,0.037660867911558774,0.005641048448627265,0.0029335194996235737,0.006980001634195691,0.0016139018517531427,0.0005701293262754309,9.204627214303778e-05,0.026597580602034123,0.0002740880950005583,0.11400023386021202
Mesoderm,0.01576219630556226,0.00764348098501913,0.010256961562639654,0.0005881103948110272,0.02364664815081794,0.03500270721769673,0.0019751774857188257,0.023827350801040762,0.007093832581387544,0.0007138075640832529,0.0008159001306921518,0.013928676470975381,0.011979184628140483,0.004576460764834465,0.005057552653487789,0.011407463414596895,0.0020393179020324927,0.0001693832250773862,0.7286303982047444,0.032592753677502605,0.008868400630374126,0.0012569413083243165,0.009905574498780725,0.00293935871704791,0.0007138078551215473,5.8843737633483644e-05,0.006981464325716664,0.0004307384802164602,0.031137506325923603
