,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Gut,0.005575695835765768,0.0016637682638346364,0.13531948211878334,0.00014429706347447355,0.04765819239783606,0.025823340892195967,0.002629099798946785,0.14932254989889548,0.009526078297702419,0.002359413702471111,0.09566287403572729,0.004487205625079292,0.019646643990973767,0.02568589072290561,0.06126567533855222,0.025377237392608738,0.004808585477968774,0.0010199939985570036,0.20858075576401497,0.04017311584183909,0.010002768292349029,0.008909675951300947,0.057957729413471035,0.00952767272190136,0.0013394709266541435,4.0850429855073645e-05,0.0040257772129958045,0.003381408647518434,0.0013619568946227688,0.03672279305119861
Hepatocytes,0.002267912495202428,0.0012965540099022781,0.054332444418029466,5.180219689494812e-05,0.02060981492071248,0.004928082266502005,0.00017715445204770147,0.01624301055940199,0.0022786376070695613,0.001478240976553954,0.0068067705707126405,0.7289689333387773,0.0017369691663551563,0.006036712009001291,0.005857746716437207,0.0021202869089741324,0.0018555327122523585,0.00012207095072798029,0.09308546989338505,0.016401393155298864,0.0015362402599783684,0.008815937646644472,0.01153790882616853,0.0006635293345245614,0.0001652961242180743,8.910969884645657e-06,0.00018176570707303683,0.0006432688755011549,6.728295518105061e-05,0.009724319976587334
Intermediate_mesoderm_and_kidney,0.002427951836264725,0.0007759453530135382,0.07480636047530512,9.729642375632982e-05,0.02637061409192685,0.012336449381772537,0.0007320291873778646,0.07526267127228112,0.01133464992829395,0.0010433918529347641,0.007038995443374259,0.0016323924810859823,0.48058490714859986,0.020450347510925636,0.015524029334300006,0.007281102053672818,0.0015548350822713404,0.0002767248590409465,0.15060914667297085,0.02050648577164104,0.009724336427334428,0.005722296743367539,0.04873521128693374,0.006622584832779682,0.0006364869605776149,1.6538249414632698e-05,0.0009101286763142323,0.001101293223654098,0.0002912085545199072,0.015593588884294579
Intermediate_neuronal_progenitors,0.00016276626970593313,9.992357144043246e-05,0.08676697254830862,2.0826308000962852e-05,0.004412506124605712,0.0008334615344790093,6.258982233862374e-05,0.0022102733493447285,0.0011945587828982743,0.00013393716257715558,0.00016348605114579,0.0003326798877644326,0.0005167355820290813,0.8562066039969288,0.00041613309092998436,0.00042737424260597026,0.00014308390058445414,2.8804519847065575e-05,0.011363837835239667,0.0021952774248931222,0.0005487358864309304,0.0008049128864346052,0.028171237923100945,0.0005705720264880068,0.00027234400447780153,1.0030490440914544e-06,2.1952468076610606e-05,0.00010700630200831766,1.4470147114551677e-07,0.001810258746799663
Intestine,0.004899973119933552,0.0023777923024546907,0.06732814215595805,0.00014181538737351298,0.07239004385320909,0.03274115655805763,0.003169711190555199,0.1466900885917628,0.011172192200806398,0.0006254405675425935,0.031921771572464695,0.0038281769195894115,0.038006891222827514,0.020445021081856838,0.1941857181220099,0.02516598237586555,0.010928850670216048,0.0022000715223447083,0.13975350920892612,0.03647286895579938,0.011389750999322075,0.0043496243870294465,0.045574646489989004,0.005125583201456943,0.0006760411815825149,5.9034474144068216e-05,0.013127730099761465,0.008558788577337387,0.002174190302915718,0.06451939270690765
Lung_and_airways,0.0025165945618754165,0.0011216372139240378,0.05346115474458322,0.0001268219824790932,0.04063286387791201,0.01583329265531295,0.00115781525538208,0.07935614388866774,0.005761303654783734,0.0002479637701889814,0.010329981659971258,0.0024727390461163176,0.01076665088928923,0.016558804139667784,0.01909131058106248,0.5371493866404572,0.0018979077592551409,0.00038956860725687485,0.1115232294172417,0.021889964808280784,0.005410617853553616,0.002432310564709135,0.034123891177041364,0.0023069228772478003,0.000586362399474425,2.1707920270278714e-05,0.0010611653895110898,0.00149760702686772,0.0003623155176240599,0.0199119641199925
Mast_cells,0.0020835984432299105,0.003009705629193114,0.05445037514115694,0.00016785397341698263,0.07631645498046662,0.024544768506255657,0.001242737891708955,0.045986820894499056,0.014760785087978073,0.000385554980432176,0.004791874064785777,0.0031246175657583387,0.006800538059394011,0.01670777270956054,0.02467033873139988,0.005777736770927753,0.1495547770340721,0.032575961827289744,0.08924000136380537,0.019153369958060357,0.006117652287715393,0.0028113341498252884,0.029908497460228344,0.0027508072617092936,0.0008963130120764927,5.7109468984483936e-05,0.0009466700321055798,0.014085235344360429,0.00062526478467415,0.36645547258492916
Megakaryocytes,0.002358650882100299,0.0020447830548278676,0.050580324746148674,0.00016285574301341035,0.09162896489487247,0.016749889322052857,0.0007791996194453701,0.034315140414610375,0.0053894861873636365,0.0003825156169667482,0.00424592539724065,0.004107958799910424,0.005265605378871176,0.015630242102625584,0.012372930093002053,0.006770352169850829,0.01315883040401424,0.401513055971284,0.09706190612962781,0.023003795164143685,0.005399511409615224,0.002935685333674619,0.03308685254990537,0.0037367194042931717,0.000848326691038635,4.4738944733262063e-05,0.000715870089316411,0.010701667941358982,0.0007480061909338089,0.15426020935315835
Mesoderm,0.00387052307479561,0.0008674038061014387,0.09826544532883942,0.00012381895102540324,0.02170128509054802,0.009755870928688532,0.0006850603808087836,0.028243990493275962,0.005778025726238738,0.0011054932355559573,0.002517368566811549,0.0023939773984644817,0.013039653993222083,0.022727163046752406,0.00426984185594458,0.0042325218954342506,0.0010038593937074973,0.000314259135209768,0.6912892290875366,0.025235660067001984,0.008181646970557793,0.005697936170836811,0.03131134256003162,0.004274653068661599,0.0008592382603022046,8.492239954226611e-06,0.0002888070481031093,0.000679014816358351,0.0001621271903674678,0.01111629021886367
Muscle_cells,0.010491558617646456,0.0013532180217848263,0.06401627673715801,0.004247079245806404,0.04446949922970313,0.01655225125359557,0.00039121029380806145,0.033797671015958285,0.004528296295320473,0.00044483966162114767,0.004503657690320648,0.003377192739669555,0.009805416006561029,0.023895379764042726,0.010661769929683006,0.005701013985833174,0.0014636223576944831,0.0006034776023513743,0.1796413258735655,0.49502895542254033,0.008416917389276038,0.003751852412271399,0.04472359756213805,0.0023662953774131984,0.0004588844720650951,2.5799796932898533e-05,0.0007704686336735851,0.002056652266722592,3.636151906679584e-05,0.02241945882577614
Neural_crest_PNS_glia,0.00280452923723676,0.0009338233003169095,0.13922391085911018,0.00014669300376956177,0.03384046075224503,0.014461665570738075,0.0008052496273750275,0.04710488141514109,0.016135393708674825,0.0007067699537972371,0.0031378700579278293,0.00238244455581064,0.01139602749084336,0.035399513285068566,0.008925364805862871,0.005189915840902975,0.002212048389704983,0.0004830753928591207,0.22557258887451795,0.029285654719136356,0.22055577050070355,0.013060261726963163,0.1530306704304686,0.004875707178837127,0.004159935527177257,1.5940851027055565e-05,0.0006872969893356274,0.0013763646556213692,0.00045153504961414654,0.021638636249212743
Neural_crest_PNS_neurons,0.00046787247528221683,0.0002881546359752127,0.24868662408283906,4.187652261185264e-05,0.010910392630484204,0.002016717315173206,0.00016857893038696328,0.004841901779499386,0.0019013690573321195,0.00029869135754525595,0.00047476053697564013,0.0008365891907136878,0.0012653794712400388,0.02166029975650509,0.0010572693904130443,0.0009653078645490849,0.0003557498531462643,7.542934251981764e-05,0.029007943058903137,0.004930231671227373,0.001395441810706613,0.6473917300755925,0.011483015378474962,0.004125331953161022,0.0004830203203925222,3.2874217723378364e-06,6.118739777922366e-05,0.00025657267287651514,1.3195541310648747e-06,0.004547954491790598
Neuroectoderm_and_glia,0.0009979569966393823,0.0005229268743685147,0.14034976453027181,8.757055223959036e-05,0.02256147386269201,0.004561065803634307,0.0005862407391555516,0.014385013642676938,0.011546639750064161,0.0010285390664508877,0.0010488214078879742,0.0014900556992253771,0.003131884137072732,0.062185789231257255,0.002598772319828105,0.0025325205982101705,0.0007393505076437071,0.00014210377751550977,0.0568008899783184,0.012602687754902317,0.007725335516542648,0.00316837474966421,0.6306721072804365,0.002606861088584026,0.006422987168997347,7.496677747125777e-06,0.0001468772709968114,0.0005926652928089964,2.8799665881815646e-05,0.00872842805828578
Olfactory_sensory_neurons,0.0011599867664750677,0.0009675620096609397,0.35740457604928655,7.95943669494828e-05,0.01711246262563268,0.00496071599555522,0.0007096106158878919,0.01282772479975757,0.006634152795049646,0.0003445029007412932,0.0010336372538488332,0.0011654496721147129,0.003995571466576905,0.04204607572981521,0.0027376647416768236,0.0020414833904699135,0.0007084004203549904,0.00011578565842678173,0.05815698097479693,0.008060475245363399,0.0026384798143075064,0.0206389660056644,0.030120539912783774,0.4146307000685662,0.000772591307850728,8.0120929844876e-06,0.00019600751126530878,0.0005065149973608294,1.1016660709168038e-05,0.00821475815006674
Olidendrocytes,8.781054349512461e-05,4.93770607219531e-05,0.28984339108313767,2.0184611032281893e-05,0.0027124661089541055,0.0006833282662290285,0.00013995923456773158,0.0016613814579437552,0.0025644780303131372,8.325890843955208e-05,0.00012472701830990498,0.0001999731916453125,0.00037517870506795627,0.023564093119026557,0.0002996100031047594,0.00029071066352013663,0.00015890589970149943,1.5203135166660835e-05,0.010074523542569278,0.0011022016841210768,0.0018649067427575442,0.0019683643339304733,0.04185281044589779,0.0007113988506402847,0.6180588790278922,1.0002196879775272e-06,1.761132691105075e-05,7.092009295095637e-05,3.4793154072543576e-06,0.0013998673768569412
Primitive_erythroid,0.0006375651544131806,0.0007504710400394898,0.06349997607323202,0.00025277976370247443,0.1671764105019179,0.009922212824057522,0.0010604266567284725,0.14003036427810311,0.006009793978445923,0.0003856411016860656,0.0018991724242191086,0.0016019096887428877,0.0036438293254189625,0.01945030849085763,0.0048306765248895146,0.003665663721404882,0.003418067379932952,0.3335853216588119,0.16160836711360685,0.007543108836979148,0.005013241859033038,0.0031334009009351834,0.02835251150397993,0.0027893397798335507,0.0012154170379299588,1.1891078726453662e-05,0.00016824677087982554,0.000949160481201876,1.8623991212603913e-06,0.027392861651168943
Primordial_germ_cells,0.0026886871421087115,0.0007480972269785623,0.08496248966251005,1.737415388943594e-05,0.013289866653705894,0.019871173877498167,0.0015801878856041118,0.21010237398230466,0.020701017778358522,0.00021749456558902176,0.025175181354712882,0.000684897204045383,0.04081974281294773,0.016942449024043925,0.145501734866085,0.010733495784807623,0.0045442507305287014,0.001506467641643189,0.09604179487276132,0.0168992170250967,0.024707664818402766,0.005382668853670568,0.054412274437482255,0.019793000514128235,0.00035712080509064546,1.795970301751846e-05,0.15230703637102322,0.007115870145716566,0.0008673584516486647,0.02201105165459995
T_cells,0.0059046544680140525,0.005925766619320068,0.076712801551271,0.00024104835599092313,0.20525731012224377,0.026739952911066373,0.0011893100958841353,0.05123353716038607,0.00823921704869414,0.0003171571276848619,0.00793805247574076,0.004703048120257611,0.010789554495648045,0.023771703087935827,0.04335814313573346,0.00952610460405091,0.03178394192551801,0.01160784616932618,0.12324678817330557,0.042609385867666945,0.008025555818989602,0.0039614760058073045,0.043877511929880667,0.003758089592340079,0.0008591343592597502,0.0001395418066727249,0.0026914237356912164,0.03254310392932015,8.235388614445553e-05,0.21296648542015534
Testis_and_adrenal,0.0026576825981083347,0.0006744295148902948,0.1150240137155193,6.916929755557321e-05,0.01562327497436911,0.0374892609593425,0.0015547387086749414,0.20922450431701756,0.029824053455893024,0.00427751237194488,0.015555021137787884,0.00532428400672904,0.02844510746867927,0.022322814602661063,0.031047381030977705,0.011850589722298152,0.01206327585571956,0.017329843474992022,0.2427762862222819,0.024415576492600097,0.01609132230363534,0.009401874486622252,0.06809831316399866,0.02382984910707927,0.002571802085062598,1.1153243422341889e-05,0.0007448935545334778,0.0011678921129970928,0.011236399256645848,0.03929768075796091
White_blood_cells,0.0037050594115746525,0.005480003422750958,0.06657748343734311,0.00022265141835462403,0.11558259261593111,0.029731718833625357,0.0010382764229827245,0.03747817737520425,0.007226806589239942,0.00033303433798872935,0.005103668053834976,0.004050459967903461,0.008004081008398013,0.020814841061764264,0.021753243609706867,0.006684794046137153,0.03897343448939497,0.01274276698187806,0.10877624094271374,0.030721280796459534,0.00735461152854424,0.003486058428696516,0.03488699566552247,0.003217687567366658,0.000886161983889109,7.575015956423072e-05,0.0012236153313574436,0.017481490208263437,0.0003878348751304609,0.4059991794284789
