,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.4230488874687306,0.029393712322148012,0.005051795438512723,0.0010637251057087948,0.019659735438623423,0.01934076490453897,0.010941769094499319,0.030095549570088895,0.013432935931991793,0.0013227779536803604,0.020397942696074207,0.12669971698847113,0.03215487702702236,0.004340477326677268,0.06788355172926484,0.035994075561354845,0.03797373582189643,0.006622211135680584,0.02731734352459147,0.006323818639728012,0.012906074639615574,0.003511099874781758,0.005150541243677921,0.006037358248708372,0.0018759899708036365,0.0007152996322929477,0.028769398366013037,0.003251059475626282,0.01872377486919643
B_cells,0.05433188781067714,0.39707431414426453,0.009701302328142479,0.00039324898022258443,0.0659135807186759,0.019438939275409812,0.00402966050773324,0.02850788847308964,0.027851559374134905,0.0006348149070791319,0.01248547907299566,0.07146838346484746,0.024261089174574146,0.008975264665418937,0.042264539979681534,0.008892780218501654,0.010609836375650753,0.012566677363430364,0.02755770288584894,0.011332823956925739,0.014835912815445091,0.0045589693140089,0.004919066586438116,0.014231145459793489,0.002764639459776,0.0008003481241893445,0.09179396977581976,0.0005279380740613082,0.027276236713163454
CNS_neurons,0.018836589855202993,0.014140285795589137,0.44625870163527465,0.00023539268701534786,0.014561207284999426,0.007807700098200182,0.0033584940826865786,0.019679257985838923,0.030151723473099176,0.012229757594533913,0.007584252059967882,0.04290887787486906,0.016609013367244768,0.08371488149402793,0.01627007154887986,0.02527973285733261,0.004878767384597713,0.0028574143563876485,0.023600764979935882,0.010800049826631717,0.012844565546164154,0.10721459424758371,0.008466655534596844,0.017674140937182982,0.026103692579766784,0.0004919774449588331,0.017480856109356614,0.000922925786211126,0.0070376555718635716
Cardiocytes,0.04676699382888481,0.005193279306759788,0.0018392957440706054,0.32173414260920297,0.005789377410353004,0.010970299464206558,0.011354312611742504,0.04870854797115478,0.00490188013061331,0.0009436033499909248,0.010919637381560187,0.022772152595474313,0.09987545212887275,0.001617861590443464,0.037681976137418846,0.04253316810835512,0.020331014699730015,0.021429792738527728,0.01567707683932172,0.19439842235047142,0.004640766165955048,0.0015331369685679065,0.002227760962515973,0.0027760596360701622,0.0006508145824313696,0.0003619916481123561,0.007283402674629271,0.04700891416765133,0.008078866196911786
Definitive_erythroid,0.046980948454560925,0.03461728058834751,0.005648378444655002,0.000632718986329137,0.49840385021378997,0.012737095602259718,0.005056221231821202,0.0251255021886921,0.016711962441805908,0.001300050341451627,0.01194944354698028,0.05993400564306525,0.02433545197791201,0.005207457299595085,0.049161073901642094,0.01340385826856567,0.026916863811715614,0.020132749189933515,0.0173003068202243,0.006615876795661743,0.01036073118603581,0.003038972452747953,0.0038870363733951464,0.004330338211658381,0.0020649704437218203,0.0012123481649783379,0.06857221204783279,0.0015651982134299383,0.022797097157191148
Endothelium,0.08532682364219374,0.03025318711732185,0.006063517334607288,0.0012513950284488047,0.02617667479805878,0.1417307333240546,0.028264819111460296,0.07087637116899886,0.019497037786503576,0.001801806059456,0.05184204980385115,0.08228415569564686,0.05680686686198975,0.005538046073118399,0.0850557938858601,0.06728666672220376,0.04537756133440244,0.018208972166409643,0.0392766723551183,0.009118034031995905,0.02241496811915878,0.003922909760650382,0.006284981640426345,0.007396141149652795,0.0023080717042214343,0.0010911812440520556,0.040924938138155564,0.012833532212427603,0.03078609172955495
Ependymal_cells,0.10413686888702325,0.017012199317637484,0.0064013320691829285,0.0011843927156350406,0.016469854794390858,0.029953697574280735,0.12436781027902927,0.048537790577530084,0.020899066616377405,0.003035400981754177,0.040367714896231185,0.10705266849291006,0.0616698970368078,0.005229909417330423,0.13899163845173232,0.05674665025596824,0.05220675074643964,0.011041548989427484,0.042348407036369405,0.005325786747689995,0.019343960951427156,0.005284554769173332,0.008750640751529435,0.009951574687344823,0.0024076271704087326,0.0010337884262922924,0.029368882879159543,0.00771091083648127,0.02316867364443564
Epithelial_cells,0.06879769741392604,0.026338288519175652,0.007206507525484249,0.000914565816434577,0.028510980416965016,0.031910842628572196,0.05965988378016871,0.14242329688270558,0.021265059317397562,0.003199486516008036,0.04634790070478956,0.09203321378069569,0.07895912776022705,0.006618585429554775,0.08551764334522655,0.06185693721554949,0.039552564673850245,0.011910479408086367,0.04210656799973238,0.01045204864448366,0.029691515680956692,0.004871746396391811,0.007438247140766913,0.00940080424585353,0.0023345851091136635,0.002151706404764392,0.04226883793106416,0.01266042603183224,0.023600453280223213
Eye_and_other,0.03276785825107916,0.03142172072772088,0.015560285976006578,0.0003795413486874592,0.03300520397279628,0.0148169153906932,0.008171943919171438,0.029289226489546235,0.5066852533310076,0.0012891014599424422,0.015279587183651543,0.06599799527694675,0.02828820362285539,0.014415388656803854,0.031129069340122724,0.013053208169002848,0.009890511793328413,0.0063413276823610035,0.024074449069641086,0.008031420365653226,0.021855354860975847,0.004989108621918606,0.00851709676006865,0.011591905145989496,0.005412909800285869,0.0006682321701841812,0.04064519779899771,0.0013672955447765385,0.015064687269785002
Glands,0.022665208890291597,0.00236194471513441,0.04192704834044783,0.00026311234318158273,0.0018711520225699002,0.006537010625046009,0.004753740647993481,0.02514375449679842,0.01576432819604445,0.4641929707091856,0.02329247701498654,0.04950979129036316,0.013156473102758729,0.051624683360173985,0.055014272951079045,0.06717924976640094,0.007643781833299597,0.0012457709902987783,0.03268648782769958,0.008574955424433683,0.007351249212823945,0.055289255262767165,0.013026627174160647,0.008086504658969115,0.0022494185929796805,0.00046003759715004783,0.003966746040313807,0.010546061528928457,0.003615885383719841
