,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.2772824789247258,0.003822109518480952,0.029600477656762346,5.163698225221538e-05,0.09162252984295122,0.024236216617364557,0.00041532751041357404,0.04219395624378514,0.003830300965379407,9.205603967861399e-05,0.004421090737519109,0.010546849002053877,0.005141505930951099,0.008415153352818231,0.008736617934245074,0.0068289551679026755,0.001900870165813278,0.0005996988030112413,0.30674394925033366,0.10439083442382134,0.0065215651974988445,0.0023061535378716084,0.023540405101286143,0.002603778126380862,0.0003296599573420229,1.929109740692059e-05,0.001437070521585153,0.0027702538828464035,0.00016580724154577619,0.029433400265972843
B_cells,0.008052035942385643,0.43170017817048356,0.034396569472957134,5.137916101725159e-05,0.11277407653626968,0.02237159210323103,0.00044405970666184326,0.025542095685225783,0.003951616932475749,9.102695984829247e-05,0.00203647738521627,0.006524987160803047,0.0032850583642139632,0.008403421186695894,0.03188993689486832,0.005956821667041781,0.004251098633819439,0.0011033891738412738,0.15619228662585483,0.03386457189455907,0.004347091457003626,0.002471071419436295,0.02149013991238953,0.003881658302829939,0.0003399740679429439,3.599442013864329e-05,0.0008574267438577522,0.005352407232846206,0.00014689322978633638,0.06819466355629887
CNS_neurons,0.00016687383473612245,0.0001915055821582226,0.8662504691350248,1.925100097946917e-05,0.007607007404478335,0.0019781922376014053,0.0001345133769022,0.004576628936245667,0.0026691643531488365,0.0003535580332720722,0.00037320442611106736,0.001120468348767928,0.0007343429294525767,0.05198048912499101,0.0006552429770597223,0.0007386959888440669,0.00028704452559312834,9.831782776032811e-05,0.02718793828616477,0.003943718489729945,0.001404436832686888,0.004114727920062858,0.015914766043177736,0.002887755979348969,0.0006891211703633702,8.875099240020033e-06,3.5186359391723993e-05,0.0002537738746763051,3.4009866292562396e-05,0.0035907200357379434
Cardiocytes,0.00029791459632487775,0.00034047839367248563,0.009761051811122084,0.40558503416857744,0.018514213334269274,0.0072088043081954545,0.00022695544421452417,0.013011989588442236,0.0014128444610207655,5.180057787127033e-05,0.000751080252101411,0.001633770581338901,0.0013364214142092532,0.0034448714929659293,0.0018285279353532713,0.0019665492368335365,0.0009510908473006198,0.00034696627750299247,0.07008188679310133,0.42938615134078195,0.003408029770389013,0.0007825469630717864,0.013920559915789386,0.0006634556070617258,0.00023512445253566703,2.801982623457095e-05,5.171684251645633e-05,0.0007312606607778099,8.458020987413858e-05,0.011956302896549854
Definitive_erythroid,0.001032207169976942,0.001154233841532786,0.01013367094083826,2.194284109143412e-05,0.8798317784361686,0.004924307708956867,0.00019187996221321264,0.010009379408921553,0.0014305333013793328,3.193831458661329e-05,0.000928661665833487,0.0027991830041368656,0.00118276514489755,0.002820563611906371,0.004277919006688082,0.002021610050740573,0.0015460949636686501,0.0006467619880435021,0.02967383327408224,0.012364156181304481,0.0014755469208382617,0.0006542931871643066,0.007856729462070047,0.000561984906153887,0.000152204771711009,1.7550341308973583e-05,0.0003495238912503758,0.0026194139767048937,5.3383154517727735e-05,0.01923594857131319
Endothelium,0.003407471590682613,0.0015445288782842013,0.02052208601152148,0.0009143591187464153,0.047112170748593654,0.5435072199961013,0.0011297831112982045,0.054638348684187495,0.0035561963557155627,0.0001222072900457185,0.004547448376836618,0.00578738191974904,0.0058947322136189305,0.007095291766264586,0.01410887767148976,0.00952991566693978,0.0033635043174640236,0.0006100629125449706,0.15111190126106355,0.04321086792237252,0.007894165837673337,0.0017255485342576454,0.01836825912756667,0.002877561384156227,0.00029448783695822,3.864200346272605e-05,0.0008390087775982839,0.002604939051359123,0.00032621645466781414,0.04331681517877953
Ependymal_cells,0.0003355739527846827,0.00018594940973636317,0.014905180706123658,0.0001615487453784972,0.007269978497617119,0.015723853240756223,0.3544620035955225,0.06718862347735605,0.004446667318547799,0.005333977390968488,0.0024958016061209106,0.0012157513171267185,0.004533880083831331,0.004698409847050566,0.01202803303228305,0.02537475541117071,0.0012116982015558976,0.00014733964512931834,0.3901703094022972,0.007243887963113729,0.004798933073670994,0.0008312350857849271,0.06159780130750457,0.003310869456972028,0.0003378321770448728,1.4968317271081245e-05,0.00038847356621305167,0.0004913599946030327,0.00023715676650527131,0.008858147409959397
Epithelial_cells,0.004926447165879393,0.0013504762670556428,0.04159067486191189,0.000451544592875889,0.06530550573781925,0.0390165959452512,0.006990697718204356,0.28815310205518363,0.009576719916387672,0.0005125112720280475,0.012635594176170224,0.00861974306396666,0.017822464297627207,0.014086717782331367,0.03291077021811066,0.02859473426157974,0.003247786072185315,0.0008082909020652318,0.24784171804724556,0.05503026403985193,0.017928534495628985,0.0039701338808386735,0.049362104073686304,0.004624910506741523,0.000595590431909645,5.484149748467702e-05,0.003508145232162133,0.0029338253362124326,0.001184283022693485,0.03636527312891127
Eye_and_other,0.001242935248735169,0.001045927122440703,0.11993054471296724,0.00020304910622968096,0.047652503056270154,0.014435373486729727,0.003260505695223268,0.04563775440063269,0.34454496045056543,0.000838741096084599,0.003630615829789181,0.00516002600517305,0.0072427924048065456,0.029599125010960844,0.006743079659794029,0.006937307439090445,0.002256519518768741,0.000626971740519988,0.16385164072279024,0.03046532760703446,0.016752793582720107,0.004071391923965232,0.10499948505418352,0.006915689114862413,0.0020851554747536227,5.742583832799461e-05,0.00039422728445346825,0.0018928696193476107,0.00033469144398425314,0.0271905703487956
Glands,0.0006890563347139957,0.000113661774029177,0.21421106770861495,0.00012360575871711238,0.004237720274152902,0.00533978535411925,0.020292836791114537,0.04034060166175808,0.009647303125246198,0.17183844334835638,0.02571201226366548,0.009409203084797722,0.0026116596440462557,0.00759907960669072,0.011533605521902763,0.003136027024683348,0.0008183271534029865,0.00016136048032291508,0.30668997352995503,0.018043504895021947,0.019714411030443097,0.048197804276375794,0.05113245353849711,0.018838392349836332,0.00046357740177790035,2.6661470435979205e-05,0.0017681863764560481,0.00028655715610025235,0.0003842521557771196,0.0066388689089886075
Gut,0.027400902183029947,0.0014048467230031638,0.03674574777691877,0.00030400500791858456,0.05238968273055778,0.031892622331517295,0.0034517071534733777,0.1522962234120512,0.007461443676682978,0.0015369402724122825,0.09372821777725857,0.060216696112861755,0.011216544046482164,0.008607172955076967,0.06259947736328031,0.051213880581907935,0.004011493928829606,0.0009109084088595977,0.2164063357263804,0.055223916990973204,0.012580422124083819,0.0023894562718440957,0.056749549960095506,0.003054504612353545,0.00037126785702077113,3.7794196167568854e-05,0.0017080509972700656,0.0033615406967676706,0.0012322541475798634,0.03949639397734121
Hepatocytes,0.0004239160566135338,0.0003028401654946716,0.009809357907558255,1.429816964354649e-05,0.018943989383099283,0.0034016319072370385,0.00011548720632610116,0.006380980278999402,0.0010398876474268552,5.737200182302419e-05,0.0007422533713242862,0.8883265728046682,0.000738469000303198,0.003323683002805257,0.001575311158058335,0.001315416284039757,0.00048399779963696895,0.00016541947610959246,0.037627651758511446,0.009834074277018512,0.0010806011116957495,0.0007342045325016448,0.0054935719045587205,0.0003884647394402241,8.717553887666117e-05,9.572763567151736e-06,4.9286197498243605e-05,0.0005308582256425547,5.387259003991073e-05,0.006949782739481824
Intermediate_mesoderm_and_kidney,0.0031761973578494002,0.000705005777232641,0.026305712199260242,0.0004025114975779893,0.029177802518056798,0.01894295093267179,0.0013752805622555067,0.10577942197811974,0.008840006267330607,0.0002904362445186945,0.0046259622935205065,0.003665109266413281,0.3910862762377854,0.010335881441820287,0.020744912672024166,0.012074052251816706,0.001643975928822743,0.00047496064046131345,0.24630897204783805,0.034454507728124334,0.01612378766716816,0.0019399900088512638,0.03171495204068463,0.006799075110504846,0.0021788246174039333,2.355924496439348e-05,0.0011544588935145886,0.0014153345277733188,0.0002653469423148584,0.01797473510331979
Intermediate_neuronal_progenitors,0.0001671146938474864,0.0001538290993116483,0.06246973172491584,1.6254090995172298e-05,0.007148680165100966,0.002055387713873835,0.00010047688980261338,0.0043064127954821774,0.00165037573602428,7.320355618878594e-05,0.0002912695387766281,0.0007956625524990644,0.0007286391008285708,0.8508166453761329,0.0006089319474352883,0.000719783677320649,0.0002611895915029766,9.391766419342835e-05,0.02495894122056491,0.004444303966021096,0.0011040807104303403,0.0010499951934491213,0.030746396429318156,0.0012437543161660217,0.00028586207556189003,6.823113253409811e-06,2.8028467142366066e-05,0.0003380135554761228,3.313749418843114e-05,0.0033031575441958205
