,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
B_cells,0.06739992223053448,1.8959736725233068e-05,5.245297755756655e-05,0.8230373057765382,0.0063500216449262434,8.991784410632561e-10,0.0057438870822887934,2.1468043650931656e-06,7.383435186024066e-11,0.0005479672368735096,0.002488122672533638,4.024243671583439e-06,1.7445258581545384e-06,5.688357575047482e-06,9.391893845435188e-05,0.0006092643887132468,0.0012554970467030379,0.02471102705108976,0.004559709441164695,0.00043155068716283987,0.0008106850821481443,0.0003432790271343917,4.0265539342298695e-11,6.074823265290404e-06,1.941585439468945e-12,0.0001379990346306073,0.0018641065991999424,3.6182192968510156e-05,6.519420335336464e-08,0.05948839618849426
CNS_neurons,2.8977655659130213e-05,0.7137671561855459,0.0005919040873577459,0.008372139944325094,0.0027544970521730873,0.000228842759325527,0.01315506427426568,0.0025225362685877984,0.0006949898527094866,0.0006101091150095869,0.002515166946037493,0.0005140532633443656,0.05709469573168524,0.00039792182267476596,9.784753436289002e-05,9.820607171884977e-05,0.0006083142236146766,0.10842579379581066,0.011686901320888706,0.0030883778181013846,0.013947640258014243,0.0478861471075413,1.594314529799998e-05,0.0051989703298278515,0.00022443540629929224,0.0010233880973770752,3.506095090866245e-05,6.768660247429452e-05,0.00010159594757734366,0.004245636431483898
Cardiocytes,8.26962775108995e-12,3.078555227037519e-08,0.3241848577156512,3.05527122312113e-06,0.004634972055796834,5.378673440090297e-10,3.1287049105224494e-07,7.1149735546543635e-09,1.0257776251883105e-11,4.301567848585189e-09,7.300190476134081e-08,1.1467467781043468e-08,4.3665287786732546e-09,9.93009833017555e-09,9.781326658074824e-09,1.2389693697026776e-08,9.507996835651081e-08,2.0256253777502096e-06,0.6711733216349822,8.421357358683928e-08,2.7084880241554774e-08,1.6194051681841983e-07,6.628278946955709e-11,1.160679855996922e-09,2.971348202636283e-12,8.120597387291874e-08,1.1930142434362345e-10,2.414938285680724e-08,1.649702823586277e-09,8.144577353655943e-07
Definitive_erythroid,1.32666447823648e-07,0.0005778845099970755,0.00024093889526444347,0.9668770928437261,0.000740461987682864,1.3160029046251863e-05,0.001913419088422992,8.93864861827512e-05,1.5970778393438078e-07,5.0846523640648184e-05,0.0007778127350563162,4.219504686238855e-05,9.555739273807511e-05,5.479546203994096e-05,2.4620771046981523e-05,6.411546466959595e-05,0.001372714428119231,0.00838824859962935,0.0035229299475006853,0.0005162793887668289,0.00022871608770796511,0.002729540727090072,4.204529129456606e-06,3.0092605464055576e-05,1.1618999325460255e-07,0.0017214191536629746,3.3312540256618145e-05,0.00026335381985731677,2.520086309691172e-05,0.009601291509117016
Endothelium,6.4114218351649265e-06,0.002407483646090139,0.004051271566304075,0.047175599797530096,0.6198033409468086,6.817067679560505e-05,0.022213795420203714,0.0004999142510684646,8.924500888314723e-06,0.0010329033773177822,0.006002985711814176,0.0005248471546421864,0.0005282598699750201,0.0028426909401613005,0.0009864445811521127,0.0005126054426455365,0.004436520153796253,0.18231763872419393,0.03253980891411853,0.008376595989990462,0.0014057663052605535,0.011382156630279602,2.6375091214622648e-05,0.0002027818221301266,1.7707339784174954e-06,0.0009842770441648356,0.00018160005324699213,0.000510243841306909,0.00017495313093450517,0.04879386226015209
Ependymal_cells,6.068703803349068e-08,0.00369317799710347,0.0004774773165069267,0.022259298772631782,0.017508563099475016,0.6288386670290728,0.015789395782621445,0.0015347020156629228,8.386754101116598e-05,0.0005327121621867872,0.001021596986052196,0.0004928732706759711,0.0015232632798968886,0.000246276768010229,0.00035798523470922375,0.00010724637691396644,0.00034377587271566877,0.11676721074607702,0.008429030205400215,0.0024595144541972053,0.00101265035287876,0.1664781435660171,3.697593702662463e-05,0.0007837104442297762,1.0703257473577166e-05,0.0012284979626643459,1.854470347033689e-07,0.00018851667047756397,0.00036662895523978894,0.007427291808998868
Epithelial_cells,2.6347023486555586e-06,0.00530403782534509,0.002418596677127461,0.049077459659900576,0.015599486224082445,0.002418774094054535,0.4948446396262554,0.0011738341616745677,6.715755286212835e-05,0.006598313866118925,0.007724224037067212,0.0026229402317590497,0.0008481519808379061,0.009139778750163283,0.0020630592088677845,0.0021164265464943995,0.006907568799473672,0.23933738294893597,0.06881704764267159,0.012855700384941259,0.00238735732812572,0.029027024182382177,4.2411460392092076e-05,0.0008316033121913347,1.361972229069149e-05,0.0012684351023641274,0.002467193548325189,0.0005817357847918329,0.0004119416446749239,0.03303146299348
Eye_and_other,1.374323434523592e-07,0.01998516051927464,0.0010469406213280729,0.0242203012437522,0.006251853514566578,0.0003457249341673527,0.03952471674101879,0.4392446611295254,0.00018856383715123965,0.0012895964707138048,0.004135085021016296,0.0011313343904096706,0.004140170973290268,0.0012726971579528875,0.0004740357695853977,0.0008905308833057398,0.0011714315501246705,0.2592172168696215,0.029121453053007704,0.014035631058044892,0.004332316313050113,0.13015814832541492,8.378167918413174e-05,0.0006733185905046773,8.347119226354252e-05,0.0026800845068493014,8.61429401096263e-06,0.00019439778692677652,0.0003333671865644685,0.013765256955030513
Glands,6.1814980802684615e-12,0.0017257251427787615,0.006471608372617666,0.00630003920701312,0.07094174937954037,0.22615246592186913,0.13205326292080763,7.1856866456531406e-06,0.08717271901548218,0.0009102060605580578,0.00010214876345609771,3.469129086153285e-05,3.5727453101266763e-06,0.00018695679639049904,9.597692368953025e-06,8.891063913905734e-07,0.030753940339837558,0.20437856268147794,0.06693850796431339,0.0002601232396411527,0.0032059348105087397,0.11339305398042755,3.1689557386535304e-10,0.012026961162845724,0.0007822713339862488,0.02612192397710413,6.99082676364878e-12,2.6466426091897774e-06,1.2301858695549033e-06,0.010062025249219685
Gut,6.330467872701084e-07,0.00452859874252064,0.0009488390207777777,0.0956464483385899,0.052649040098861954,9.657342904223743e-05,0.17495146249138893,0.0010273102296816407,2.1504352679024913e-05,0.03497180984156957,0.019555151103815276,0.011352317349464269,0.000990672695270558,0.04705507297596708,0.043292626342714156,0.001468378697758863,0.025988536091573564,0.26127656323410725,0.09727990630370136,0.009877606123372299,0.0021962813859455156,0.022357322132402265,4.469558896690498e-05,0.0004239688022156087,3.0903074833194514e-07,0.0007252794433305224,0.006979055308093908,0.0005718904870795233,0.000613238942473613,0.0831089083691002
