,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.31393354613477686,0.03348925227363091,0.05527918474373939,0.00011523405731960063,0.15827218939617504,0.02809044939089752,0.0008544565150215617,0.02131885084846385,0.011867655440766199,0.0005761264343980226,0.002326144320818726,0.01438742802646347,0.007528258146792003,0.026254369142758905,0.01313752784070448,0.00817323633320965,0.0035937619886269967,0.0003553999109977044,0.14771705534467455,0.034243947718525306,0.007050017913616052,0.0015755619459824326,0.027084537112375216,0.005001187251166264,0.001959565482146539,0.00038959397497974454,0.011002117699636662,6.593217193450798e-05,0.06435741243940184
B_cells,0.07345587472019763,0.21572077220173502,0.07024450357128906,0.00012430411586603936,0.20121629686026385,0.02918823025333796,0.0007531553378767016,0.018765582857408803,0.01290277675839802,0.00044523996906644823,0.0022316974708207174,0.011675088886777988,0.006325918756950527,0.02495945266470794,0.012723978681705791,0.009285090116434696,0.005006965011146159,0.0009047445965481535,0.13716016270592193,0.028647649728877234,0.0061658835678685565,0.0022332667491382057,0.021634596150755313,0.007368914677793924,0.001733230881598967,0.0002165821192678863,0.01472744045372934,3.8004784184686354e-05,0.08414459535033246
CNS_neurons,0.0019014474267297589,0.0013264796262945136,0.8793484813127314,1.274700442965316e-05,0.014005234782501935,0.001980902377942633,5.169464036027078e-05,0.0015581891340190096,0.0024987280808090617,0.0005031404374601671,0.0001914611900949377,0.0013961542958698281,0.0005977882829666115,0.05754701883060404,0.0006323762561955908,0.000786284317328446,0.0002805440062223567,2.0313388236386185e-05,0.015413151097550582,0.0024578276629129607,0.0008528934811876598,0.002093437316880129,0.006548287616257318,0.000868215421834075,0.0015803858052001539,2.251124349407214e-05,0.0006781948709962055,1.0992924498164555e-06,0.004845010800440455
Cardiocytes,0.025424602542584645,0.008368939819339708,0.03617618859892002,0.09491409051425262,0.08365417743742037,0.03860727944069753,0.0063087379362433,0.055489672398561014,0.009118300564856815,0.0008801702937474745,0.004285746114078003,0.007320781930643212,0.022157765201379877,0.024294852417113013,0.015703720459144845,0.009242349002454558,0.008309934016906599,0.005042536019530222,0.2002274924698505,0.17177576755835874,0.011861512981453631,0.001885720117838996,0.04697720180532137,0.003039582533226011,0.0017118168202968527,0.002505435992174922,0.007722010583846833,0.0013414545245144988,0.0956521599052438
Definitive_erythroid,0.012460836171493017,0.007704508001788089,0.02097986073377459,6.290736181638431e-05,0.786515769952758,0.010085076994351546,0.00032701081264118045,0.00837874596255152,0.005261762517348371,0.00015888217555509496,0.0009453349601623231,0.00502615373917035,0.002436742411972631,0.009052731069236711,0.006762878483100597,0.0034768092340382102,0.002393983995718099,0.0003759063827093057,0.04410604746648614,0.011613814124937788,0.0023978464232539366,0.0005550386832925286,0.009042782681524898,0.0009736712643161485,0.0008092190230821864,9.32006875597076e-05,0.007836841022996954,1.1303626672301637e-05,0.04015433403569147
Endothelium,0.02724358735783346,0.011783238045116893,0.046161578970606555,0.00011309401909246727,0.10408759537675663,0.28914697146416535,0.003433774596980586,0.040791293391623566,0.011943671403592506,0.0007581896804202355,0.0038450031232154457,0.009962282546043243,0.013082009337408801,0.021714751554696817,0.01692936079059102,0.01018959324998149,0.006853430808820858,0.0006892966035787251,0.22745210851310954,0.03052562971067398,0.009463842409260665,0.0020499595803516097,0.02597067051258006,0.004079112482223075,0.0015128983097465558,0.0005373747188717375,0.008638656115875764,0.0003427388576036092,0.07069828646917875
Ependymal_cells,0.016404861444533944,0.006732748298352466,0.04768549982807802,8.391072989427293e-05,0.07824480466934135,0.034566137645182994,0.26315197124385337,0.09186396669558086,0.010744245631347354,0.002095205691486729,0.01403011090275497,0.006879333348073856,0.01747609473776169,0.014095424554356271,0.05668825235347363,0.03143157783192599,0.012338097102125817,0.0018840064134116145,0.13369677846961037,0.015927260605888862,0.0068844518969003315,0.0014716131720105548,0.046701632042185436,0.005302265706930825,0.0011485541374352986,0.0006447752766323403,0.0076729337962387545,0.0011362021226487364,0.07301728365198332
Epithelial_cells,0.02771630319560865,0.01138241061554849,0.07900429931406355,0.0001324652077240615,0.12381897670894737,0.04058749421125418,0.0057840060017632765,0.14674949137937815,0.018222731850836105,0.001631345727007982,0.006778788761161174,0.014137854737231002,0.028407852953936087,0.03691733125836663,0.025122341073150957,0.015285669607284792,0.010792189670864627,0.0010587437732222972,0.2103758018858734,0.030648907198602325,0.012363433085780076,0.003571633461691464,0.05025835768512548,0.007154204839871167,0.0021318080260632603,0.003024031694864031,0.009428635818421821,0.0011424378799013903,0.07637045237645619
Eye_and_other,0.01659511223389274,0.010024507380927186,0.147338970516778,0.00010899018805887568,0.11179343896222263,0.02021015217634715,0.0007221936634024697,0.017000947177911944,0.2994336163136893,0.0009243769622640979,0.0019568570643101434,0.008716922245193787,0.00788182307767096,0.06863243883233869,0.0068249550742762255,0.007064591797477636,0.0033513001279584656,0.0002264193800951014,0.12079245785354085,0.01886820403528177,0.009166984762192113,0.002378915412999966,0.057304305367516094,0.00475637796294012,0.007027711893159021,0.00021773671887542864,0.006228356882197473,4.728107378196331e-05,0.04440405486269981
Glands,0.005285539211358092,0.002944032409313617,0.25490535101269285,3.936900638140038e-05,0.03391152702223247,0.006515375711450522,0.00028181908914552955,0.006361508662455673,0.008396018508265086,0.33648407555827226,0.0009018893279215012,0.005423882045687099,0.002064209254507378,0.08706963061158862,0.0022791002786515845,0.0025538208568455668,0.0011994388323539875,7.104551451040903e-05,0.10539548685919187,0.008359338371807338,0.002512312278913522,0.027425391111828727,0.07798801439216312,0.004059952801470688,0.0017409929677794159,9.612525804396608e-05,0.0017243120505750305,3.653741856137651e-05,0.013973903576031274
Gut,0.02616008606599193,0.010799781784892338,0.0826026605010036,0.0001625279461571975,0.11426114437432087,0.04701382048006411,0.008496805580383805,0.0786591131011256,0.016927019737525972,0.010478783781238284,0.018593440720922276,0.03290910846447819,0.0377470458640984,0.02663042443062982,0.0309662560542562,0.040000101318577584,0.01563848845691888,0.0008310005215520232,0.2080784927081175,0.02668364765033575,0.010471568825630707,0.007502038570130551,0.0448564155742774,0.006881705590434429,0.002190527391417729,0.0019862804452625334,0.008602805916305786,0.0017802184679198182,0.08208868967603072
Hepatocytes,0.008602310339138422,0.0038836593068674982,0.022893185772907852,4.129963593893892e-05,0.04835962710515897,0.007669249411120457,0.00021144392114451764,0.005962773480653897,0.0037842008037429894,0.0002771741828883138,0.000966256874868825,0.7769405577328607,0.0017952107193480397,0.00782130971399588,0.004468749002329517,0.0032595728052357627,0.0010374215641384761,7.536903607280253e-05,0.06042373810767621,0.010415400822867566,0.0020281489406995647,0.0008239532241167447,0.007141480527096306,0.0006748662851029859,0.0005367141213197343,5.427594309969868e-05,0.0025591995727860593,5.280099365101944e-05,0.01724005005317226
Intermediate_mesoderm_and_kidney,0.017078872097175245,0.008413406688788401,0.08620664137700104,0.00011263920452663084,0.08484045081851188,0.03111609321426917,0.0030428454012362063,0.052406633070627005,0.015918054922103565,0.0011078882525964954,0.005707985962299106,0.008058112728506381,0.26801611917248164,0.038960879996206746,0.012207452658161084,0.013607609480930804,0.011232890677448428,0.0005577754708039416,0.19421125183250168,0.01928983366484718,0.009859406932164794,0.002393784139986811,0.0455703121350726,0.007183997143137498,0.002369744842637968,0.0006445083746074462,0.005893937079849498,0.0014540667771232867,0.05253680588439744
Intermediate_neuronal_progenitors,0.0024405085159613176,0.0015306808140401517,0.059735375905414494,1.4971902456132562e-05,0.017386068296647707,0.0025690505799779244,6.0240839351923624e-05,0.0019578599388899577,0.002825673936199803,0.0004556198516300724,0.00021813271369492906,0.0013485769955463927,0.0007914096374464518,0.8626695263695887,0.0008078608092839573,0.0009136592791385629,0.0003346938811577258,2.481163035406261e-05,0.017029815085209676,0.0031236456835156256,0.0010298606214188535,0.0005303428833264113,0.013371747907854729,0.0009054696946555492,0.0009602610276752272,3.166691162499706e-05,0.0008701435841508296,9.187902981838281e-07,0.006061405913489641
Intestine,0.039645409238412796,0.01463435708768485,0.055467308724517696,0.0001307010764737668,0.17400035946529324,0.04813960716739195,0.006933122086612355,0.055616890298945586,0.016077364981783096,0.0011530223467137387,0.01159961095385425,0.02327809375025544,0.017331882508732813,0.025354304108224524,0.10855226461115954,0.020135062745688343,0.014882847908924711,0.0014912175721102639,0.1570238398322565,0.03474784109031854,0.00999670056903413,0.0019182676026840999,0.03007403435628545,0.004178080979987082,0.0017221401579467059,0.0012827846791795914,0.016619238232925767,0.0011511728565815134,0.10686247301002165
Lung_and_airways,0.020056530941816593,0.010116619112717778,0.05549507990718368,0.00011988496472763955,0.11529716166682984,0.030418444589532176,0.003131030144355365,0.029887842176224182,0.01232233650202265,0.0007430285372015586,0.006036922368304442,0.013471393918900263,0.009865370632468225,0.02148061629837014,0.014515152279631535,0.3907845935518252,0.004752579170860692,0.000352495904824587,0.14021693245974454,0.0231089164822554,0.006643229665806305,0.0014991695142480756,0.026139339573620735,0.0028326001637284538,0.00158626726755889,0.00028904315124271746,0.007395830976765852,0.00029622420130465474,0.0511453638759278
Mast_cells,0.021143940767886674,0.014108632708608519,0.04813940401730631,0.00018496956697700617,0.13903624754292104,0.04879021227621082,0.005161719743807145,0.0575406739065577,0.015307816774837866,0.0011608111288530668,0.00779408594850205,0.009683321881262679,0.018542909378983084,0.019989948201306843,0.024798301784801188,0.011026029285149435,0.12824235228774938,0.006379758436827451,0.13386926955150402,0.020207738000025816,0.007841871647357604,0.0015039912970670234,0.02742220086973961,0.003637361351986282,0.0017932738452031982,0.00041182830905103204,0.014006976980108311,0.001732970820857127,0.2105413816885517
Megakaryocytes,0.018760310602006666,0.009713498037358423,0.020184275029105272,6.328160028591866e-05,0.2020791535130368,0.028257127106301155,0.0029689712321720944,0.08333203330389483,0.007179908746038252,0.0004579863644828608,0.006164797300624935,0.004533172131871566,0.029963356809085382,0.00884350389384368,0.02024053995706248,0.00865072661982364,0.045580231735446716,0.1170226533457781,0.12287118091728653,0.019201576872336288,0.005193696439439544,0.0007526444599376853,0.01958612931718039,0.0015786439681252738,0.0006768970765719134,0.0003463047397965675,0.014590575967340477,0.0017396197160817056,0.19946720319768485
Mesoderm,0.018940551582689008,0.008695081125296237,0.064511562291433,8.816329536108748e-05,0.07807956023195485,0.023773003366545788,0.0009021625029656225,0.024387128599922515,0.010684613231247652,0.0013149373831189979,0.0019155462166157559,0.012388006743152505,0.010358524627175599,0.025722607814211748,0.006969793618364245,0.006370704586774666,0.00271520416364225,0.0002746186876754133,0.5862255232421122,0.029692165086018994,0.010358053377989828,0.0027075491583409515,0.024736504923145244,0.0036871290666067643,0.0014937726074143478,0.0002812463860498718,0.0052606463960449615,0.0001411283772743578,0.0373245113108556
Muscle_cells,0.027036640349683966,0.009256514568811807,0.06280167297842147,0.010991074895909093,0.10310510376876551,0.022864585367374998,0.0008621981691729548,0.02417589870679894,0.00869865514973376,0.001668289043589004,0.0017619130378345145,0.022070569555602097,0.0055508738404629575,0.02274348176969355,0.010663154360119734,0.006354954920795947,0.0026339939363459247,0.000488904471407363,0.22216182582813232,0.3397170547561673,0.006556077752776042,0.004570558126564443,0.021864533065798913,0.0020287169276509086,0.0011990138831419078,0.0008322440416968452,0.008483820455712474,5.126306412023444e-05,0.04880641320771498
Neural_crest_PNS_glia,0.02536982490216398,0.012079768842975057,0.10287620896810692,0.0001332459654346507,0.1323819163620739,0.032095607446734786,0.0011001896372244096,0.02823076403917869,0.022674638832084613,0.00116485310996411,0.0026333178456387266,0.01190682596574653,0.011690803831403782,0.05300368753804075,0.010837909791406378,0.009034852518841447,0.004312169282743646,0.00038202089581538786,0.2352478807818356,0.032087829040573036,0.04353420074242762,0.004784907691424085,0.1413017067705147,0.004915901005824093,0.007670691255159812,0.00046731397853930673,0.008545708862970005,7.573531201954161e-05,0.05945951878313442
Neural_crest_PNS_neurons,0.005727834350845686,0.0039367022597327555,0.3545553868946429,3.757592156000073e-05,0.03744903459671912,0.006507101260783173,0.0002105837271304139,0.007346012860460591,0.005449191492990267,0.0007441002288515502,0.0006472276666109492,0.004157020577555571,0.0019070619573428756,0.036471842553888495,0.0020757398370374884,0.002241060066127275,0.0009513689133835648,7.13449385266451e-05,0.05066928478075352,0.007518638150761557,0.005692694154244619,0.4294628363687529,0.011383773395196464,0.004892099492368757,0.00164458685886608,9.497497800355109e-05,0.002048725429640251,1.0282854999487206e-05,0.01609591343222355
Neuroectoderm_and_glia,0.009987197804956589,0.0049855001221339205,0.10345355934874713,6.0093685317948795e-05,0.0589222554377347,0.011080443744488461,0.0005108407449196063,0.011618676429971685,0.013431073761253826,0.0029339703755695908,0.0010704943132582559,0.004792640464603602,0.004679307365535394,0.08912017100228303,0.0034739839824780125,0.003995198844992321,0.0017036303899509303,0.00011847196920282955,0.06943165600553337,0.01147925745371215,0.00943168443073258,0.0016606775640335373,0.532324085054959,0.003537301804381532,0.020319446865946927,0.00014174883953107514,0.003166274567209889,5.01566089900242e-05,0.02252020101757205
