,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
B_cells,0.04173040289415431,0.029466552717367058,0.0029661100893607507,0.025041805349424313,0.13435084503177616,0.0011816643715645923,0.08023668603418453,0.013127648195740893,0.00021666315981154374,0.008038438449091734,0.0010558700411374745,0.0051010817819426915,0.017920623769875285,0.010225037779131077,0.020393778967603318,0.009351945160277106,0.01425257697443943,0.09028798185040916,0.05643512303819415,0.0350994155331163,0.11294192066640128,0.07046585989222688,0.00046664997483688913,0.012240318447761035,0.0006038354288317358,0.00418166610653135,0.005550407234909996,0.028479259454326878,0.0013777516748752095,0.16721207993069684
CNS_neurons,0.000117866335056487,0.7772010556216411,0.0002351578695061709,0.00017444208886315446,0.0010725478971438842,0.00020596668617328906,0.0027740006505314633,0.005532078014582212,0.0017170173642896485,0.00019396463122452895,2.338285776193253e-05,0.0003133888869282067,0.15077072699148045,0.00016344025972980222,0.00031872871180583704,8.203530249635541e-05,0.0004525411580202985,0.005115064394401654,0.001948355079859178,0.0024123921044963974,0.014203882602513013,0.02237911348287106,1.7112243345994036e-05,0.009312687648536051,0.0017678499941954644,0.0003384094480253522,2.069441164152651e-05,0.00014604692433516737,6.178106079039173e-05,0.0009282692777539546
Cardiocytes,0.0002788211166634125,0.008478488390509695,0.6208373709985493,0.0026433111016540517,0.015950904328807476,0.0003706747905900721,0.012149178277955367,0.03782779595696953,4.5104850150583965e-05,0.0009038310966540128,0.00032844652684821526,0.0012405555101194568,0.007404649643753936,0.0011972395779553775,0.002577957398395891,0.001071762130110613,0.0015033872141257544,0.02271310014499632,0.20727600008627647,0.010048551203958507,0.0017164486872775237,0.026809660590311476,9.699991542448877e-05,0.000729963754514957,0.0014621671071361664,0.0004443429057750483,0.00031942946109720695,0.0019828226769256266,0.00032973830044664054,0.011261296256046846
Definitive_erythroid,0.0014173216738165252,0.01071796333669056,0.0008689784069366378,0.566271101800637,0.02441875531059495,0.0005302241541430612,0.028189808774773888,0.0057458446672202885,4.8888823291412546e-05,0.003156147528029686,0.0016257514241781775,0.0019328175441550891,0.007959005078966358,0.004367343892680544,0.0055966044220387,0.01191075467258654,0.024095949606956532,0.02617601564663814,0.025874265282856784,0.01495779241061006,0.0026988358001953324,0.03953167252782002,0.0001997917193034444,0.0012508974801379363,0.0002963634778272339,0.03559958408422295,0.007943857117944809,0.018281874388223134,0.0004386958127330986,0.12789709313379108
Endothelium,0.0008327295717160604,0.018298371485044186,0.005153097356579743,0.0058587106015993975,0.4304658800104988,0.0024688111941020938,0.07393779144480687,0.010569157350991613,0.0003409024289997206,0.01235691474049619,0.004189089145010278,0.009061749459380252,0.019268196737051893,0.009622926223617661,0.01676214195551379,0.008807626003552504,0.026062175868683177,0.09059415192624823,0.03791486607947276,0.0463425525431495,0.006195286833783039,0.049062867382840346,0.0005660646358424415,0.0033365795636115946,0.0004995372416885713,0.0032241542675368663,0.002353326736391196,0.011727205677557452,0.0030994716029914666,0.09102766393124231
Ependymal_cells,3.314731107344708e-05,0.013981584278119033,0.0037268434787432977,0.0005548763153657692,0.00866272905737647,0.5149997152935277,0.022317656581541855,0.02888364872280957,0.03705665295392913,0.0010013168749079876,5.608843212725971e-05,0.0013118881737361056,0.011039468120561209,0.0006817003961270855,0.0018068355080256002,0.001251338000469245,0.008972025026285572,0.07770278721572028,0.0032071177239505655,0.046996450709661707,0.0024894577389280147,0.1667731046717959,0.00028530329366267853,0.030679160511873717,0.0002870239995230616,0.005102359963435785,0.00013670580670970125,0.0017199957268818143,0.0005654022400839502,0.007717615873046492
Epithelial_cells,0.00047162456460344985,0.03394036293747337,0.008892486609905973,0.004852556052359887,0.08457816208305631,0.009480251724548056,0.29663767765775717,0.03456655814599889,0.0030678111858533533,0.022106293108273504,0.0007697659726541262,0.017579903443920547,0.032708539847712985,0.01669243873128284,0.026873165157325147,0.008370206509351722,0.02172663574369517,0.09934122644458268,0.03349842803368445,0.06253220750043521,0.011157137099234929,0.10595251389469114,0.0003930771405101805,0.011385820558492328,0.0013093875902090068,0.003955490335509202,0.0030660356194034508,0.006752023326589219,0.0029543756330700534,0.03438783734781567
Eye_and_other,0.00014732137077036814,0.05801534773751995,0.003752381169698178,0.0014036212582104852,0.010140992352337933,0.002001260706033406,0.016912483341077554,0.5887205287535312,0.0007862141947519765,0.001955963031886855,0.00021267222737958045,0.0041605417308600975,0.025031561043561447,0.0022280913378634293,0.003586650197327899,0.0009724266416178568,0.0017889563802295525,0.030426544023007082,0.007700375033864802,0.045835933971551224,0.008135716714085979,0.16253889543421288,0.00018910909333601285,0.01111307719851988,0.0014535680953435817,0.0015385533884403298,0.00021771730438284903,0.0014994894064622613,0.0006538868577368743,0.006880120004398502
Glands,1.2025714361518925e-12,0.0037108542514367768,3.6244541775177354e-05,2.90188875620653e-06,0.01077760825490006,0.0010823346436857999,0.03704964660736449,0.1385638236385559,0.4493558904237749,0.00961036120866019,1.234683550497383e-09,0.03360911012425995,0.003888308218078058,0.00028915554232398003,0.0003619366537027273,0.00013459575416297092,8.199897094611082e-05,0.003961811686512885,0.0010469431060587545,0.15635501995193052,0.00017789513704557518,0.005983596070639596,1.0495635241450395e-09,0.14279552980730018,0.0003110860929989821,0.0002668382599583581,1.7471783358482106e-10,9.6999517753711e-06,0.00020583759308648067,0.00033096916014246696
Gut,0.0008230467255077875,0.024590270726877216,0.0048993882057049255,0.008519757585154,0.11307248534377089,0.0064776628628851985,0.14629612942258477,0.020022371892239932,0.0033255801716166873,0.033932846223222714,0.0007997611580869293,0.015186955303209067,0.024021415169932392,0.10080764497252594,0.04495673650997787,0.011917513859710236,0.014242151829211513,0.08315380707693426,0.0685430098310171,0.07156674602626051,0.013494310973617883,0.07453201751524335,0.0005994013077430615,0.0038801289839234666,0.0009910729767387842,0.0039960169449698634,0.003362159728577876,0.012159464946647072,0.004739694322971137,0.08509045140313753
