,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.22085120021894872,0.01562941172026057,0.07270836417924458,0.0005213904364596653,0.1148570785374151,0.04373626535530654,0.001801126301620562,0.030017754223820952,0.009052984834555116,0.00041309625362303626,0.0040904053030503705,0.012393317414034905,0.012558799456323575,0.03239198217926369,0.021351148095213678,0.012748686805296401,0.003397820324783854,0.0006512051544691308,0.21180071226007458,0.07671189618312131,0.009288266705886242,0.002858281206341583,0.03238760496341116,0.005769058734931563,0.0017016395194574207,0.00033059737633437357,0.006409892448967134,0.0006219602303003622,0.04294805357748385
B_cells,0.07791120342816814,0.1017417529747076,0.09087687602645932,0.0005285441070105046,0.14705954000285062,0.037577322441185376,0.0018898318640431628,0.0275125242820057,0.011354522619059542,0.00047230825589675827,0.00388545546048626,0.011962317742352202,0.01161170829682115,0.036681099490922194,0.022057845823289984,0.013936421848679426,0.007681306973002167,0.001083988304261663,0.20127169664094202,0.051429986719753476,0.008937657486155107,0.004311850587179404,0.030699802783995693,0.008998717792259681,0.0017300543851263312,0.00022436995709265248,0.008556550018202772,0.0006024535223033407,0.07741229016578777
CNS_neurons,0.0025584747740399496,0.0007335914737183461,0.867722430155057,6.1645640902471e-05,0.011027309596093344,0.002845216434490591,0.0002221364072434214,0.002985262442978652,0.003163030277022762,0.00047536897812572136,0.0004285132351221946,0.0018446106341703406,0.0015438224167870656,0.04480627003212147,0.0014407317553425147,0.0017514354153668125,0.0003960330969728827,5.9802389737384775e-05,0.026295819542237243,0.005044439097545251,0.001208647789379752,0.005692107387043813,0.009090330850581113,0.0020251444963824234,0.0017071864152601794,1.4883140209355891e-05,0.0005181751557741555,6.781555864256552e-05,0.0042697654116512175
Cardiocytes,0.005257753387279451,0.0011030529296219148,0.018590114063033004,0.25040193115680354,0.022246516106896052,0.024076918775281727,0.0005947202140894138,0.016518208287490222,0.002927878722299776,0.0002135357681535362,0.0014643780140601698,0.002393924974799772,0.004426211358715592,0.007918316467259979,0.004278639113339268,0.003996341751187221,0.0014210943339501869,0.00034281461265396075,0.07640302536806996,0.525940749059345,0.0028843126186334387,0.0011287159875184548,0.009968992745796658,0.0012300434128097609,0.000684892199943008,4.027388217088479e-05,0.0010739181341748378,0.00039703475499246264,0.01207569179963077
Definitive_erythroid,0.01759670562682476,0.004670229442874557,0.04619823101851282,0.00031881658075234154,0.6436290330874949,0.016399861199798874,0.0011775257712608933,0.015513352992635685,0.00672085028160301,0.0002705218912963741,0.0021551080071928966,0.007489697996153806,0.006132517084898048,0.020276005019281177,0.01188281568423687,0.0085911074767331,0.0030371116401803257,0.0006299334526096409,0.09449372583562539,0.028010131869197905,0.004636874126989957,0.0016668163109257116,0.01786548716737837,0.002303126121343845,0.0011619582497568017,7.511952093175464e-05,0.004635310436486809,0.0003074643413677023,0.03215456176565569
Endothelium,0.02154483184426207,0.004090132841710166,0.05197144533891107,0.00072659211945617,0.055896206483225325,0.346249506575819,0.0026761038503204694,0.03269694520320252,0.008220530485425296,0.0004945151963477699,0.004748463378946219,0.0072657133932028765,0.013992788900529187,0.023884215536898866,0.01918159325412435,0.015952654901621566,0.0047355338270603205,0.0008310242930434646,0.2511663848070184,0.04730668132050029,0.00998605925876239,0.003998010133769121,0.024142897844233256,0.004135449137587428,0.0013544592685270748,0.00029153535291834054,0.003195693394720245,0.0015518326080123917,0.03771219944984433
Ependymal_cells,0.0093265889425215,0.002368735296825975,0.04551239222229872,0.0005179042667954176,0.04233292753533071,0.035798488548647436,0.4253083732003577,0.0558167395438176,0.007571233441695974,0.0005509532399413605,0.007188768107513822,0.005666942688120079,0.012755282085215376,0.018685284301477152,0.01805274673326406,0.04618389819210251,0.004126725043717638,0.00339770221794285,0.15123773561776152,0.02039937988137462,0.005372266153587633,0.0026845812604573485,0.03822459518228308,0.00392681850328841,0.0012978452366513454,0.00018217383736353048,0.0021555823217634875,0.008263323038662822,0.025094013359220308
Epithelial_cells,0.022436505371638153,0.004235717969128361,0.08622607661041867,0.0010219586633123717,0.07460145714824377,0.04409791938670098,0.006600549965542694,0.17591081707104794,0.012885047230837332,0.0009926729918774747,0.009212530295283322,0.01045712371739942,0.02691238768604723,0.03556797683249394,0.028678938986836423,0.026073826695479863,0.005739860750416989,0.0015772157480893115,0.25648460007120055,0.047454566161233086,0.011571967139977686,0.005120330998751315,0.04405546225281354,0.008634178040276842,0.002126465103717694,0.0005522954789648384,0.0045809322420772075,0.004341110157845534,0.04184950923234744
Eye_and_other,0.01433881094523847,0.003907202705752455,0.19005427298499789,0.0005516945256424067,0.06839872761357771,0.022786083492349885,0.0019416605184380418,0.02627901767208952,0.17498446238841905,0.000966823593603408,0.0035225781734741185,0.00873551591553204,0.01373702390259166,0.08635614445927643,0.012001823020456874,0.012452804743296905,0.0035082444224037767,0.0005854106686026009,0.1785052188951717,0.02983769762919931,0.011541097802095317,0.006028380866031093,0.07720707853300542,0.009039420402351629,0.007619413497832831,0.00021771695281922515,0.00320905568683378,0.0007664554464383629,0.030920162542478098
Glands,0.006414334763121932,0.001403590098401575,0.4008484196592712,0.000438717890176486,0.02321654392434918,0.012545758893982666,0.0011090567940695818,0.021815335683262136,0.0077685000416784725,0.13459824554827365,0.0057102656571869255,0.007253376249208466,0.006464631766495827,0.05319420613565635,0.006732380002663466,0.006691543838988377,0.0019727606314938217,0.0003213852821977897,0.17811295608666605,0.021169610672832496,0.005106532581664959,0.025361778266598644,0.04426124748503673,0.007954865126134707,0.0035195147899977812,0.00014181786252071566,0.0011266824217818217,0.0012090378741917113,0.013536903972096467
