,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
CNS_neurons,0.00038773286356476094,0.4338630681695596,0.00030338052851921305,0.0024385947242039035,0.0036241796041938893,0.0018648762372703385,0.004914626755366294,0.000381742480012834,0.0443943279600643,0.006915958055632058,0.007148300699315214,0.0045244542630763825,0.23937471066201363,0.013100242978491784,0.002715772636132793,0.0002742699734415394,0.006598963307432802,0.010198124326237385,0.0007748687493256413,0.002646778626113093,0.023043287350431443,0.0773909507974633,0.0029650334538266244,0.07688797697425746,0.018254711387333505,0.005268886050176736,4.6371735939453896e-05,0.0021729039783865796,3.483324885797214e-05,0.0074900714233594535
Cardiocytes,6.262949626375245e-05,4.390995524988204e-05,0.4708917670371761,0.003566827334642507,0.05709739682502989,3.82469789350667e-05,0.002162548121157898,6.573251407771691e-06,2.2868513540780552e-07,0.0010641561179857277,0.0069515750434038836,0.12379817527887428,0.00017043630324073145,0.06759738509222615,0.0005442466039354086,0.0017314471456727075,0.002468590047440647,0.023875327091388763,0.09744896473510128,0.01896110083947064,0.00047344579941577817,0.0019389493179529788,0.00014676861604095545,8.884434355430709e-05,0.00012899065674820418,0.001259762506435898,5.278797002759431e-05,8.050890423850328e-05,5.450984730947365e-05,0.11729390005453781
Definitive_erythroid,0.0001258324342063964,0.00022396251824740183,3.194455725178405e-05,0.8344131145950126,0.0029734182292152625,0.0001544718840605503,0.0009299919512598951,2.9642111378254735e-05,1.1823096369382502e-11,0.0023350941577664165,0.007182374160072759,0.0003109152325004073,0.0003557599280492575,0.00029637711242869706,0.0021668416535844414,0.0008889914642763487,0.015959899937289388,0.003116329911700432,0.0005625307117127147,0.0011247905249704392,0.000302571891870375,0.004840756786136628,0.00019122874150798432,0.0003144907836056751,3.5571943188800206e-06,0.08196642283075699,0.004027214383280711,0.004541922379084839,2.671184813075483e-07,0.030629284804150086
Endothelium,0.0022461075563310956,0.0006370417869578439,0.00014820861579925606,0.010162910039563404,0.7119135627897986,0.001568212836868625,0.004595014969413554,0.00011896190585385134,1.628341634501107e-07,0.021388330669068634,0.021484785890453075,0.031270844612657625,0.0009871274742178642,0.01635532910571515,0.02547069025326988,0.0023720910599591793,0.015254394938329923,0.042296650207833394,0.0022907493420953897,0.007108537847004317,0.0014719947535069818,0.013304211885722285,0.000919623871750645,0.0015845117976726034,3.1918478098972414e-05,0.007021448937236045,0.000657438916547543,0.003788353837911141,0.0002524296126651462,0.05329835317353452
Ependymal_cells,9.693682648502526e-05,0.0011078056733854736,7.538244397939179e-05,0.004425932781721089,0.0034101721560941944,0.8512699551543128,0.003497434746381151,0.0020999345725584866,0.0018492663267301002,0.005559647032251275,0.0013899868459396766,0.004794947437718686,0.0013141031540024734,0.0010019673901017082,0.004432203841799503,0.0005441245906884975,0.0026305194802734196,0.009109167619464157,0.0008157342050883094,0.002476272450233011,0.0009568040694397044,0.0755703317170406,0.001314349838050631,0.003433042177155393,3.750901383502419e-05,0.0027179483116272804,3.205379954577568e-05,0.00188836836770764,1.9484079864829768e-05,0.012128613896524738
Epithelial_cells,0.000977481981212014,0.0015858285431622386,0.00025611552110331844,0.014263676961006867,0.037305460639598734,0.017669501379616023,0.3266658893242837,0.001128923186029741,0.0012357612557675182,0.11719531216503128,0.020425238404809396,0.028432405582326188,0.002597297862313732,0.09301214979187626,0.06242126064633084,0.01990504816319607,0.0243661542267288,0.03676571076061299,0.005526665319075452,0.0265322299318326,0.005328505945539419,0.05663423803913512,0.007556138349613189,0.009243598519899367,0.001050559024403584,0.012423867779192707,0.004789146290725612,0.010726438266069989,0.0009348144255457659,0.053044581713961515
Eye_and_other,0.00040434954592565074,0.014025232358144128,9.27685733735249e-05,0.007842640170765093,0.008645226003201783,0.023720528259828916,0.011259046996223135,0.2091243356949955,5.116972389208995e-05,0.023446222104391956,0.005280672423264676,0.014127867828255472,0.009023690341116535,0.021365397937077407,0.01330313142033034,0.05998429113919728,0.009174762965641702,0.022619693831883923,0.0035838057670853065,0.023163792953688846,0.003328024082795036,0.438770967238491,0.016387734098865323,0.014239505462118551,0.0005838447085368635,0.005084191305252714,0.0011018911297913437,0.010059985979110384,0.0007334459598510564,0.02947178399690444
Glands,5.460149705246997e-07,3.112967879338816e-05,0.09645216856309118,1.4320530598556664e-06,0.00014936408756623635,0.028364119887400424,0.10575204281508932,3.2891586935029853e-06,0.1359943888675432,0.18456776333515654,0.0010677446782370824,0.010367063745568643,0.0002679591109862542,0.09186053222992623,0.0016431611634857588,0.00021457401329554325,0.17459824580413671,0.003269357587880974,1.7830932744561093e-05,0.0004755347008352805,0.14755050752751186,0.015288393856178228,2.6515922246807463e-06,0.0005110279860254347,0.00013083584705684382,0.0005009912973197702,1.4392301489594191e-08,0.00047504336997234846,3.483498929083532e-05,0.0004074507136573142
Gut,0.0006496125754555822,0.000750017406089591,0.00011941660069959492,0.012629276947915923,0.033664816037572425,0.0011523189223544765,0.021968651588219233,0.00015962719164326947,5.489423979455341e-06,0.20062519422109143,0.20187726418568722,0.013807600140608616,0.001199234991618822,0.1927094596383754,0.17119391320861735,0.004003777299495275,0.010017380211885894,0.016128806911026163,0.0038963895291961414,0.022950451764265706,0.001667051436653568,0.01938633272336266,0.0010721138945978515,0.00350272207096776,0.0006498604236550229,0.01036959520427696,0.0020514561941601564,0.00583232285104828,0.0002553252638979751,0.045704521141582195
Hepatocytes,9.805624687733171e-07,4.6625638876964456e-05,8.290505073649298e-06,0.0011645230464131867,0.00041566926350352143,2.5242790996771555e-05,0.0002460314914265341,3.9440932110917126e-05,3.868474995847927e-14,0.0005179676059212633,0.9894077376615059,5.585647605490686e-05,6.406629620913383e-05,0.00014965599725888623,0.0002798662977476186,3.865544149197753e-05,0.00047546561998972466,0.002636556724350626,0.0002216513125675981,0.000407703137017145,6.34261792349455e-05,0.0010126349161470889,4.312558648062265e-05,0.00010592051085846225,1.6405660364799576e-08,0.0003444520973719296,2.3713993945521816e-06,0.00021140526458058047,3.1774993356115426e-07,0.002014343089314114
Intermediate_mesoderm_and_kidney,0.00029742133533177214,0.001242655007451241,9.865331978325822e-05,0.00832119617535419,0.019671103437554963,0.0027230710632139216,0.022116262742161556,0.00043107833881188013,1.94942717486999e-06,0.23875537292426888,0.0030715300361273735,0.04309805173522712,0.0019220107719175527,0.28251380682334115,0.024853555565731145,0.0022035514286766022,0.03014551818231187,0.1770845226596691,0.0049759145982619215,0.019023532546127417,0.0027104090352282257,0.03196434819924928,0.001942308945975493,0.01723224546103628,0.0037433164769113767,0.02715887307049851,0.0006240165810516377,0.004260154135456801,0.0010517345918399893,0.02676183538425465
Intermediate_neuronal_progenitors,1.0163397537776507e-05,0.01959996443966102,4.037015886604537e-05,0.00315021530774485,0.0018406341172846812,0.0013168534226346987,0.0018244214214081036,0.00018569592412560041,0.0031671036781354346,0.005948107567458291,0.0022085494839553937,0.0018058084744753942,0.8565861406832483,0.005853241654972429,0.0018611132017879502,0.00015757904879285772,0.004663110614910663,0.007381006458059167,0.0008604228901916581,0.0018875518193237882,0.0020036331432083518,0.04907611656725537,0.0021984031903746278,0.006772233034164692,0.004623603912106854,0.005462884325097436,6.4375117787052e-05,0.0017230582535291978,6.0750493165108075e-06,0.007721563642585816
Intestine,4.1842429437795855e-23,7.589135655512756e-09,3.0884828489439895e-10,1.719467971473367e-06,0.02039871022755033,6.703448534636233e-06,0.001280622575923337,0.0002471033113178767,3.8603702316302297e-32,0.5973285525802219,0.27379331401429996,2.3982865782085333e-25,1.3441554129239409e-16,0.07271820415335054,2.621266940446297e-07,0.01941272459102112,9.345310016573502e-07,0.00011123706083330684,3.891565542177184e-06,0.006866658208954916,4.160562701410119e-06,5.727425190352789e-06,2.9599240047330716e-18,2.711385645402273e-07,6.783766061252118e-34,3.235812803825584e-07,0.004244304325462588,3.774766580013505e-12,1.7349201210773677e-25,0.003574567201824731
Lung_and_airways,0.0002728568913297697,0.00037514293718627045,6.766585577014582e-05,0.007744906438527313,0.02872453631789963,0.0018745401136172006,0.012186490148101727,8.62558899008989e-05,7.162082505916471e-06,0.10436010435661965,0.017250266681099035,0.007585636784317707,0.00046636452232084156,0.018993549691937825,0.6480730355879782,0.004167187225712342,0.012040639454346814,0.02924308924356777,0.0011430122388461509,0.007820750084504937,0.0009045842454133848,0.008975235168995763,0.0011127304036922983,0.0009453747163707948,0.001319727426403246,0.016951002954768923,0.00024306187591670729,0.009184823713019494,7.555949802316363e-05,0.05780470745130601
Mast_cells,0.0036323797847590874,0.0008586775139785245,0.0001248771617280616,0.048579694030680486,0.07090405548466,0.0008357853717030212,0.01442634163375736,0.00012592882866737938,6.508709748520582e-07,0.021037158140327798,0.0046431800556709524,0.051863865334776486,0.0013584618323796106,0.010161157946367025,0.005110582927643648,0.21649367147568496,0.15852739305234004,0.012288578155678657,0.001932538394662053,0.005618811256997329,0.0012531897825789975,0.016536994311024844,0.0009476996724761744,0.0014776590176570118,0.0007680978348519959,0.06807968187220607,0.0009543386056119614,0.04702237363616026,2.5780013579065427e-05,0.2344103960004163
