,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.44702107729681156,0.01865155664731108,0.00422039591049598,0.00022174256950005877,0.012056511169360804,0.03435462046221892,0.0013766498617616952,0.02897423199070583,0.003349881462478733,0.0010509969672509217,0.050847665630473146,0.0018604497149377422,0.007675538013885886,0.0011328284420356095,0.015598639268857017,0.0034427867121731115,0.005714079029271341,0.0002549903350597002,0.07399334181541936,0.0680070534895496,0.020538643469056442,0.0022522965957735867,0.010276695946841535,0.004366757447373069,0.000699242651048084,0.0100245282468428,0.12243097553604097,0.03428277451189076,0.0038560639080142682,0.011466984897560373
B_cells,0.06455969340691665,0.531948767931461,0.0059537093830930605,0.00026008793446901323,0.020107970499031267,0.023054369776936125,0.001251102944162727,0.01600851745613845,0.003778611703766107,0.0006048499748024977,0.014958610464654756,0.001797740424333889,0.004056394738803451,0.0016104093042449568,0.011565084130935379,0.0029863162308161055,0.013124275580836219,0.0004686183146703357,0.0322529538316471,0.022921522193938434,0.014580532598788857,0.0030537872945947567,0.010904603171373125,0.00432784734120058,0.00048495336407960505,0.01919192343822703,0.058411894994014474,0.06661509261440691,0.002018029887590493,0.04714172907006674
CNS_neurons,0.006728449456783895,0.0037277828233499345,0.5762254472215194,0.0001353735244313402,0.004889030876070159,0.009508687851215015,0.002538340607185809,0.014771418925912376,0.01938664885883578,0.054489088056230844,0.014120651635601418,0.001194988009720072,0.006688516204155004,0.018240112444371823,0.003340606851624319,0.001734462359653777,0.003085960654271014,0.00013517880523770243,0.04147927803184912,0.011233238493140363,0.03103843958381341,0.04122330213858088,0.04044614318865958,0.03632801323995743,0.012142743979702388,0.006902353938418156,0.02085159889973525,0.010834860572568713,0.001841521041598332,0.004737761725806738
Cardiocytes,0.009352007188457714,0.0034132540166854457,0.005010497418675128,0.5345986026041668,0.008266238706936059,0.07399417649043279,0.0017033572511150172,0.012665908176005684,0.003872675687313582,0.0013152478831700179,0.010314275774171522,0.0012871174005002562,0.0038197926290385056,0.0018170058493074941,0.00533415157939846,0.002795593651667331,0.005599085850291809,0.00022672262854939523,0.033317950474248514,0.18870684986714664,0.01740366451210626,0.002189460732111082,0.011087792277542223,0.002192267039930752,0.0006994224565014277,0.009817208414300956,0.014746405561086258,0.02256031578313435,0.0023373428863760507,0.009555609209632526
Definitive_erythroid,0.03581646744888215,0.011288189061455367,0.005238356410139809,0.00029469376778650853,0.5223937506743559,0.017588143751073596,0.002212484081881862,0.020399204902777215,0.003829846067781195,0.0009815033758080898,0.019638712983416885,0.001992558314699708,0.004170470772109295,0.0014422970947497486,0.018355816167313892,0.0030893382349223056,0.014421892010320386,0.0011891345211437253,0.026746793946989433,0.02047865975502332,0.014681949863274665,0.0025356965469373193,0.01075335566524926,0.002139573167551072,0.0006194714659106323,0.044151066686518047,0.08563081717033882,0.08358518581016902,0.0022743814085371314,0.02206018887288362
Endothelium,0.03452535994846199,0.00890080792201116,0.005756814337778343,0.00042182901511742893,0.011959349402779013,0.48145933595603846,0.008372164097704651,0.05050140105796618,0.005102643135078404,0.002366987223796874,0.036445679988496495,0.0018030490688652483,0.008832907057636247,0.0018807954095629161,0.02363711715827244,0.006075110116914421,0.018394151189131923,0.0005574840314620178,0.058250082893593076,0.03427626096902723,0.029783011514172307,0.002940812298904668,0.014526905086493878,0.004001862723444753,0.0007391912307100024,0.012827124088618089,0.04376413923543268,0.05216549936371408,0.014270896625070894,0.02546122785374413
Ependymal_cells,0.00992397646377443,0.003938125664321033,0.00738503312572569,0.00025541677272259507,0.011480952316932682,0.026111676871028545,0.4498946021558263,0.029742115891415226,0.007521582252186719,0.09559565566385111,0.05066134688407242,0.001790978346388142,0.005101463574039583,0.0023099420473212326,0.019259520940609197,0.0369385017029735,0.011487944687209758,0.0005426988073063092,0.03921817087550132,0.014213556278845367,0.022564846408081155,0.0031785959739503143,0.021214752700448876,0.005635649743296968,0.0009525263394098895,0.014659301257556412,0.019593360986530875,0.024420327926725247,0.05182443473366585,0.012582942608283305
Epithelial_cells,0.038792121781321645,0.006447209295298178,0.006777506071110124,0.00033749563661850243,0.012081199911573293,0.10276256160778979,0.03903490264970659,0.16357728600417248,0.007871516148400402,0.009556990969535132,0.08598862424770211,0.0020816635934600924,0.024862642566549617,0.0023061090505949117,0.0485449233014772,0.009942363828283179,0.01820104004326345,0.0006371109538784404,0.06658546667977266,0.030305980296077485,0.04522889747091899,0.0035262113435987445,0.02234605091104427,0.007518622695348487,0.0008662444555278164,0.013275177677797324,0.1143046198692151,0.04832273583568592,0.049941467431563996,0.017975257672714053
Eye_and_other,0.014307092024844044,0.004856546753035659,0.016873237939401337,0.00025397997865876323,0.010849162772481642,0.024444782973304026,0.007015527722389317,0.02827627970661374,0.5241217984043787,0.005480901260280253,0.022591797370715632,0.0016398103903740137,0.01162618946584601,0.0038575895997288263,0.012395077330654982,0.0040666403332143865,0.008032311322358111,0.0003561815498943134,0.0490493809117192,0.02096713855196471,0.0612489512683882,0.005019308422981377,0.04713676458310437,0.011616026873192789,0.0023693159967604787,0.01367213953161179,0.04206068366328027,0.03008251105000336,0.0037176600028071397,0.012015212246012553
Glands,0.006326584068553381,0.0013013080302830755,0.008731923891301901,0.000168152311519848,0.002570620241073369,0.01868681214395491,0.009707591378452507,0.09984775511296357,0.0066134290897431015,0.34630381640216096,0.1001432376852666,0.001611211783232839,0.004613724481133104,0.004306081630121071,0.009983948310595634,0.0027305115613856885,0.011067267372837985,0.0011114602540609586,0.06515747974617267,0.014367136929699927,0.03623786897138604,0.026218125278070006,0.044358603117297266,0.009839629634864238,0.0006865194216771675,0.002643712764147492,0.009539219434878786,0.014230101196413531,0.1317500158036817,0.009146151953070702
