,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.25248742156898135,0.022606251809058193,0.005581699789182227,4.6334422320422645e-05,0.26348421033236297,0.021080423191004904,0.0002007066945825872,0.027298139465880267,0.0014046450408037215,1.7258102198023437e-05,0.00669881376921207,0.004769576723515417,0.006825592848917064,0.0015218759686229497,0.01318773536933979,0.006636949735740015,0.002231145980823131,0.00087517016984943,0.2036361549624809,0.0880406426262474,0.0030873778807007433,0.0008076106913679469,0.0065375175465124955,0.0014782097454666683,0.00011697207835059923,2.5035011329356436e-05,0.003798276426841401,0.00612760150236526,0.00020101954620874258,0.049189630999734
B_cells,0.011541219245507965,0.4012407298952963,0.006833345055455808,6.253928487388187e-05,0.3016812753611164,0.0087396240341189,0.00014523269553366427,0.009515324456883544,0.0012905363487705436,7.074609017654966e-06,0.0012092897477075262,0.0028952720582434087,0.0022415730281772125,0.0017011430776574408,0.004679681193519635,0.003784848084371596,0.0035606624460649905,0.0011480122157273794,0.043467964289017814,0.016713555637701567,0.0016225611068535445,0.000909942071452204,0.005663026034604952,0.001169236241959681,0.00012374641468926816,4.16537107185836e-05,0.0004503631427381426,0.008548531545993597,6.725388705452188e-05,0.15894478307917229
CNS_neurons,0.0012500123686771524,0.0018814847835494863,0.7378117089031984,3.866044604882275e-05,0.07549266155872478,0.004011223366368928,0.00022469181947300644,0.008454477941200248,0.005863263922469789,0.000578815962892535,0.0011026565389131182,0.0023539470313474406,0.00275700153627129,0.040770264253904946,0.001606696208414765,0.0024725015954545288,0.0008339709785254373,0.00023384804416756735,0.05594138533375763,0.009516959554473568,0.0028049490469162094,0.007009917069024744,0.015214996615565614,0.006347565607930935,0.0020515952674441513,1.79193803497421e-05,0.00022457489483974227,0.0009997605333343024,6.306819403230441e-05,0.012069421242728872
Cardiocytes,0.001686224940597803,0.0017702191770659834,0.0062579018766764785,0.3298020350816882,0.13465231607882766,0.018959581782760505,0.00020664968103184476,0.013652018221559457,0.0013332711484050222,1.4362481071987861e-05,0.0009424735291921513,0.0022875924976869023,0.002321228609330237,0.002172282423346251,0.002556335870159659,0.0038109286549176825,0.001472098048991457,0.0006813367920274645,0.10780874600401466,0.32592543840661276,0.0036775476630664353,0.0007164234385754687,0.0055968705360462615,0.0006330385198995067,0.00018396324527362185,2.4476548698453925e-05,0.0001265521418573792,0.0022053297062939346,9.368464782168622e-05,0.028429072246503106
Definitive_erythroid,0.0007222643069668647,0.000804808541414838,0.001357128521276736,1.4536595415258186e-05,0.9695437978051696,0.0010756623204167353,3.0357724903121444e-05,0.0017637657699479824,0.0002619040882571532,1.6587801542707644e-06,0.00023236880494775547,0.0006607399088317181,0.00040531104518498574,0.0003598088021728577,0.0007399261429670873,0.0007157627433870999,0.0003757734481208224,0.00023926900373537026,0.007097734887681837,0.0029800486171666267,0.000318617797332917,0.00015866651885280104,0.001167503192408955,0.0001037184302178807,2.986914793572846e-05,1.6098345321218896e-05,6.634469145959401e-05,0.0008738593655236482,1.4383385559601865e-05,0.007868311267268911
Endothelium,0.009307388230716394,0.006944294800495792,0.007771386930713142,9.061085273584224e-05,0.22051554236124554,0.35369914266096975,0.0013428889056276757,0.048055617992758835,0.0021252208624110407,2.56306932204901e-05,0.004828651891329225,0.003734767767564184,0.007911946776440547,0.0024829201748343167,0.016719108663091814,0.012323576674324398,0.009018080351992176,0.0016241709964404355,0.11585981002553332,0.03709483898836315,0.004379993804463185,0.0010012386078904856,0.008858054935050272,0.001331382299936486,0.00019980164721262916,3.194669674466184e-05,0.0005684177762609886,0.00854997718300626,0.0005877636143287849,0.11301582683429821
Ependymal_cells,0.0026980768348744784,0.0028532253938106478,0.012889131645469901,9.583402233088372e-05,0.22875825602552882,0.03334413402047066,0.18037342663906716,0.07794962667252314,0.00543910440338474,0.01908078751490824,0.01771787891064508,0.004114313900014486,0.019727885327950438,0.003639395741489305,0.022971914620999588,0.06022820128558496,0.010625802698975641,0.0017568297565117804,0.1212043886940542,0.021353199650290783,0.005416456967130172,0.0014104344599550963,0.029571364972726093,0.04338875698559242,0.000446210868333448,3.9399287863734646e-05,0.00033567559931460035,0.004234224473062059,0.009169632385281162,0.05916643024185627
Epithelial_cells,0.014071651889012679,0.00505498429726159,0.01001103885294774,8.197073565516483e-05,0.24649566682789342,0.0641698322789776,0.005952203711697276,0.19019161373718332,0.0037597949098365667,0.00017302333625604833,0.013778011465945728,0.0050387536729141575,0.027867071636714376,0.0035358793490681112,0.041631088118177596,0.0286546557564618,0.010434613677762293,0.0022320519446686264,0.1717608142888554,0.035602055881165905,0.009351268513422223,0.0012176192965024175,0.014532377171736804,0.0034070378543738272,0.00023889220291113618,3.2908152568352745e-05,0.0033712243100348037,0.008423487748364761,0.0036593343067622833,0.07526907407486798
Eye_and_other,0.003629936252095118,0.0033556869085637846,0.0416457229622098,9.820454257630007e-05,0.21853297233002783,0.01683182772993395,0.0012515380102964691,0.03384344913965318,0.3811701709344335,7.45477639748858e-05,0.002482735936229603,0.00373153190012558,0.013855197944386591,0.007030880779689867,0.00792986501109952,0.008441758065565992,0.0038711809216470535,0.0008845473931998105,0.11319880561771407,0.024322535045939345,0.01331447021263197,0.0021806984891190617,0.040681468852941376,0.008481261973919452,0.0008257546890123368,3.973920553903806e-05,0.0006204162870336286,0.00481534314401015,0.0002288243338249802,0.042628927622605756
Glands,0.0015381342425129173,0.0010628139926132229,0.05047039138205223,4.144923005026573e-05,0.09454242553740551,0.012464733357441315,0.0030744528717302592,0.10419329635678763,0.004390896609751168,0.1354279172636588,0.03450811533377987,0.005243304001790921,0.02459177847438881,0.007824053713626761,0.006899652295124906,0.005596883864479687,0.0046964179009677965,0.0018679139248109398,0.3861245675648492,0.015553438490862015,0.006984156311632054,0.003378575782150116,0.02150688245016478,0.013260024134965706,0.0003571730505748428,1.0586570708269153e-05,0.0001150782514424594,0.0021871572059456736,0.014565992589865143,0.037521737243866746
