,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.5219558857129543,0.060571284317018324,0.004067239183008537,0.0013349521351928172,0.03702251459704535,0.055548818342459935,0.008729494746343684,0.017376064534080336,0.024262216799269758,0.0010068263674119736,0.013433657961154562,0.01365265100491888,0.04074664617588208,0.00396030333243916,0.026124660705637744,0.012201506138809935,0.007790281580139389,0.0026099862380471197,0.028010128767741165,0.026033769214057614,0.016921834318878476,0.0013541253886571341,0.004794047481068305,0.014479372050303913,0.0019478294191151771,0.0007298325351648519,0.024860984546771447,0.004349204531368239,0.024123881875059806
B_cells,0.04894522961567677,0.32252507952296916,0.007960784873642145,0.0014186169668272879,0.07207425504201649,0.08132152897430474,0.009390175148027256,0.01926800201025714,0.04905837414149942,0.0015309476330711861,0.01454010999296258,0.01527290259184506,0.05035917856056317,0.00685181475921105,0.03122922836901852,0.016212311914085672,0.011142683158415422,0.0059864558320109765,0.04025530013396315,0.03370681669544364,0.026752066103612603,0.0025666902924363104,0.006512098990980852,0.02572649919191148,0.0034438153171366457,0.0005070161239394066,0.049537666303616376,0.0016392754745753098,0.04426507626598019
CNS_neurons,0.005235927420224917,0.009800458777600576,0.5869295866970423,0.00043368181461751423,0.008883026836998249,0.013041926216282982,0.003498713646781618,0.006915025265355941,0.040186440557432826,0.023661538183957755,0.0033180489333613458,0.004127062115607497,0.032921461039685775,0.041014706739318695,0.00491614289836451,0.005576607561991549,0.0021584824254504125,0.0005404988435908504,0.01743246322565514,0.007552013148442515,0.013146852747654406,0.04561417759601029,0.009995378082172752,0.05757457282649776,0.04223701924593451,0.0003058911965725737,0.005913689073164387,0.0009989985724217765,0.006069608311808585
Cardiocytes,0.013315456206509212,0.02194283412641836,0.0026134898418236244,0.3971220340316073,0.08530785431725095,0.0419187560587437,0.011736367200820023,0.02373366862133601,0.016481286895073506,0.0005962397234752142,0.00917605168420859,0.006149409475275353,0.09552561725375205,0.002256605187692178,0.017556822850142616,0.012305238556713846,0.016763196360672018,0.00612772456160894,0.020025954441000266,0.11609941844464977,0.012398397817542638,0.001014526879117411,0.0029072634250649986,0.0055909149149523584,0.0013925956282275827,0.00020493349069219675,0.019895792804940405,0.016257486367084604,0.0235840628336043
Definitive_erythroid,0.019391747543717808,0.04504831217084274,0.00491391270963596,0.0009134198355597321,0.562455425940343,0.04448154276925147,0.006376462173034448,0.01329313708396272,0.03166016248741482,0.0009073558195433006,0.009595519106008692,0.011429613663700844,0.033062920574775854,0.0044920710731254756,0.027183974655426577,0.010674430251262515,0.007807154350205799,0.006156246289654451,0.022859359575209685,0.024708265887397513,0.017081415590911735,0.0014415043667977071,0.004545574159024931,0.008702733711994539,0.0024186061203133494,0.0003868831042612163,0.04299708161358078,0.0009905705408343353,0.034024596832208
Endothelium,0.028026306262710323,0.045560612073228854,0.004583204509912079,0.0024872263237651483,0.04804031051682188,0.21094130913515033,0.03937259957684509,0.04050117251771554,0.0399575148417641,0.001334995694647482,0.0355037031646831,0.011436663266457125,0.08641116838295367,0.004089212868571431,0.05850542182434839,0.037268324703760965,0.03783155132913422,0.016909690127935632,0.0461317139620854,0.04063521590970033,0.030171300420328097,0.001830210162496357,0.005859842369419721,0.016481443805032525,0.002313045956671132,0.0008549592814352041,0.0431460577793673,0.014124385640121374,0.0496908375929372
Ependymal_cells,0.010589280911216734,0.01427795526660027,0.0023363304380092523,0.0009930208151114769,0.015539526666679461,0.06339333095162354,0.4009638656343679,0.037175405118126385,0.019464067773170744,0.0007912423322815703,0.04390890819261923,0.005510914042735206,0.08493944108432383,0.0019366171569627434,0.050545866645431446,0.03878092697749092,0.048418532207248066,0.011655276436704104,0.029069778930597336,0.009602395649119147,0.01166642343640405,0.0007523684630380541,0.004198538531441046,0.0137200297242619,0.0012021140217293648,0.00013525233715897312,0.014945663249462525,0.04064408618408535,0.02284284082199933
Epithelial_cells,0.023879183906535737,0.03151998974203964,0.005566430817273264,0.0024318029199796765,0.047219996257573005,0.10328883188035201,0.03538088098132203,0.07950077975921435,0.041274369035413844,0.00461931105741146,0.0365724748033447,0.01291863372878908,0.16640466573283563,0.004288114091347777,0.056495515513730804,0.04076632879646327,0.03787663200792831,0.01928267255928176,0.04693919502354812,0.03576770026221948,0.03117155213080479,0.002311870446833341,0.007636148756518467,0.020108988593644288,0.003592505467702233,0.0034646232242889845,0.03241612331129315,0.03032780546144747,0.03697687373086332
Eye_and_other,0.017930579907511724,0.03655622818886707,0.013219247280498109,0.0013565781692658127,0.037383998850795,0.055824017783318254,0.010760124535411177,0.020336722506465284,0.4762587740259434,0.001797462773902901,0.013403013984222063,0.01246142453031615,0.061924612646140846,0.01064886129252156,0.02144552906230933,0.01700361594299492,0.011965927403939045,0.002483254942277352,0.03219540346169041,0.02126503316339527,0.027103321028864088,0.0025060863146903743,0.011532892218618297,0.020492838243558905,0.006365192913659376,0.0003586941668795719,0.02483172473665189,0.0041298767572022456,0.026458963168089565
Glands,0.009831435270454882,0.012535554897832679,0.007874470197637113,0.000927271663153218,0.01247764152805095,0.03095078273041534,0.020590136383296206,0.08147520783803197,0.02620416442359872,0.290766183909347,0.01288289914341118,0.008354649928956927,0.0746420635032132,0.036827102903502926,0.0227832411166097,0.04211051511627691,0.046590452897821454,0.006900578150737656,0.03015208784720018,0.011531105688009906,0.06768877854215871,0.006405610877841324,0.03188533710412675,0.0492522699862467,0.00218834637289028,0.00011965716789932051,0.008149184312381354,0.033618215694625087,0.01428505480427233
