,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
B_cells,0.1496888693956219,0.1302316931093964,5.195961410045735e-06,0.01881997096996746,0.030679000476164606,0.0014191253546173995,0.04833403591938351,0.0031455941431220045,0.00014898809572584643,0.0007670914039426296,0.0002684511122158716,0.0001532900784156373,0.01649129387200847,6.76951966318688e-05,0.0009812791810871946,0.001312196484763455,0.001136071977577601,0.17079703473396127,0.014945395258990168,0.010362497508786242,0.010597809195277237,0.33371192145730605,1.4907764950643457e-17,0.00531097500384119,1.3004293550255111e-05,0.00025722826776205414,0.0001307942727120628,0.0008871459266815964,0.0,0.04933635134907999
CNS_neurons,1.5658033052461638e-06,0.9429942223152645,1.3961107597302277e-07,3.423247487642683e-05,3.9003495436137786e-05,1.6245192437853387e-05,0.0003048875998291475,0.00038969416302085083,3.876632465746472e-06,3.7015888222940875e-06,1.7384920392808223e-06,2.897039033318106e-06,0.028588955667174808,1.104940261923111e-09,5.249713594940308e-06,4.257499785256861e-06,1.552438392808274e-06,0.0015472053170565057,9.886182311206015e-05,9.262943357943163e-05,0.0014670251865787694,0.024026411456080993,9.022682395146017e-19,0.0002248923951106417,5.524354377138746e-05,2.2124925360759683e-06,8.58113604304155e-08,1.0320682129955203e-06,5.0313767071246506e-40,9.217964110579826e-05
Cardiocytes,1.1928622753205208e-05,0.22405303242905353,0.0026341686869805377,0.006254910226284942,0.002753324662134194,0.0006055935712976084,0.03429335838235981,0.0019751873966273935,6.442368091578361e-05,0.00013319164708738075,1.589689833089357e-05,4.9295043698045346e-05,0.0052870769817470135,9.221236905489541e-07,0.0001516866808262341,0.00013655184449240979,0.22736782564522326,0.06335678154703146,0.11979518469794713,0.003370432058375598,0.002527825149727291,0.300642798049126,7.736364660355212e-15,0.0006899794901281432,8.99148173354088e-05,0.00035825503858090706,1.9884208269058253e-06,6.128717555881683e-05,1.2598115735881037e-36,0.003317179031851734
Definitive_erythroid,0.00024428700862888595,0.04529458663840403,4.263291332523043e-06,0.5799573549718577,0.005379373192692289,0.0006368588607648732,0.02705060544732972,0.0016554803810247159,7.593878307940934e-05,0.00033561309002327157,0.00017424029651905964,0.00013654945048803435,0.006419053373319932,0.0001654469954154269,0.0005378021610692648,0.001399131608994679,0.0039963068994556235,0.06674250774437579,0.007579056249716528,0.004973505108979079,0.0036592530823925536,0.16180404886135938,6.60289424070962e-13,0.0009229348697904721,2.474963392139199e-05,0.025697186879417147,0.0005007947166903623,0.000716645097793413,8.440120675649137e-33,0.053916425304504134
Endothelium,9.22152422366165e-05,0.08296709851585689,5.552726092707537e-05,0.001697715639002381,0.4631258621391055,0.0012493621885161406,0.04193178361554621,0.0015324041437717194,8.925764564499526e-05,0.0014535285760963062,5.0352778383034746e-05,0.00017125406056512518,0.00785738936816306,2.675565390520672e-05,0.0006340344246303269,0.00025278020126355945,0.003826793796676613,0.22652073599323186,0.00939406502271671,0.009825783306594862,0.005280107935760483,0.12722731511522373,9.298121822529714e-09,0.0014412706253772558,3.9848675334205376e-05,0.0007703515794164151,1.6716413584859123e-05,0.00014597869470797854,2.0368573827949796e-17,0.012323702089639054
Ependymal_cells,1.275466561352419e-05,0.04561044371992217,4.462398194644393e-06,0.0002660657176224637,0.0006508449047486618,0.36218739342093426,0.017791793535218245,0.0022851793108144844,0.00022200646454900285,6.080252201190511e-05,1.6637603850393245e-05,1.229719981068634e-05,0.012704510403459776,1.3243789262342993e-08,8.424829355914892e-05,5.853419506936891e-05,0.01184025614508717,0.03239536089156827,0.000834289363803183,0.0013194014683177858,0.0010870971524063512,0.47837174021118684,2.917308083864362e-16,0.03081091865516312,2.0271426046569355e-05,6.738846014880782e-05,1.9986613818923105e-07,1.2286480506780595e-05,4.6813832966743306e-35,0.0012728022804584837
Epithelial_cells,4.0632241830523387e-05,0.10402974103365495,8.206721820719412e-05,0.0015838252728727562,0.004681765860813385,0.004714168900297776,0.42140893576833016,0.002790994606607146,0.00010574610834696949,0.001612282065923139,4.097993436625326e-05,0.00048294949779203073,0.01035680490601574,0.0001975976701956261,0.0015486698260357408,0.00020217132243160758,0.002130467599055753,0.08727816171004532,0.005184804364150091,0.006945181382315525,0.005495954568261254,0.3234351754325159,0.00029051436671616776,0.007756293000090147,0.00012194481956962932,0.0013967222252747402,1.472950625954703e-05,8.560614927299818e-05,2.2948983447886387e-12,0.005985112640456898
Eye_and_other,9.399974015180533e-06,0.13995083937597053,1.770821550818329e-06,0.00022913659727589894,0.0003202906707365695,0.0033018286940845257,0.004160283088032452,0.3627206535644622,2.1687547879065006e-05,3.481826142670582e-05,1.3303696690186035e-05,2.9217882960409667e-05,0.011366468389403663,1.817678584200429e-08,4.4510796204648605e-05,3.3659881823089556e-05,1.7228637873977585e-05,0.014004338675148742,0.0009888452427286782,0.001119696746881316,0.00113164410064693,0.45914551936397646,6.245766923021175e-15,0.0005345600000553658,8.156312559045891e-05,2.5695530466401783e-05,7.653511799028193e-07,1.0656196137300628e-05,0.0,0.0007015996100064708
Gut,5.6434852942905536e-05,0.16559224526237606,6.477289260387494e-05,0.0018723303485037029,0.006788738677489977,0.0015206572568528232,0.2420407566516317,0.00314295020705783,0.00010351344329931964,0.01889198741562497,6.44959260146234e-05,0.000620667501838579,0.009572794201584559,0.002667324489516078,0.0058617779966320255,0.0002739968345342271,0.014049361717088359,0.11325322293202818,0.007230172983821157,0.013481259630445622,0.005239243367743918,0.3719934940654575,9.096670462688567e-13,0.0030405571156581833,0.004074575183976288,0.0011678878821689033,2.4898727757652404e-05,0.00016160296897759323,5.4530822327649885e-15,0.007148279465458363
Hepatocytes,6.018273962003787e-05,0.10957212332864752,5.044389279593299e-06,0.0032698871626629924,0.01087560723870277,0.0003150212964900814,0.06595847955389862,0.00280897327822309,3.0591644661834845e-05,0.005377067881470072,0.3977064908765262,0.00018669431139238545,0.0038303494216258924,0.0017094549774923538,0.0006227359597074365,0.00019785560160667123,0.0005048107275856832,0.1964031964405843,0.007744484815552781,0.009183133299058201,0.01934952533720052,0.1560139256272375,2.560819743669255e-13,0.0007214276338511692,4.197542366225749e-06,0.00015476167495984271,8.734893609297027e-05,0.00010060068902864297,4.0112848706522354e-20,0.007206027614218555
