,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.5672964142087642,0.033587308618276863,0.0011887988586773304,0.0035062928620733583,0.0042704951466327615,0.027386203766592943,0.00010348802038592755,0.0587522429738435,0.007894828481941929,0.0006307736856837984,0.05240507508551542,0.0026902161457879204,0.010169809125541154,0.0004788506513067141,0.011593261096846323,0.01734461353814648,0.003026966072126526,0.00046876303139386816,0.07065409033825777,0.02156125076890887,0.015070382609178637,0.005344083704807761,0.0036730626908734795,0.001204919702312459,8.355925361087773e-05,4.3294620619666536e-08,0.04949380558066378,0.018697469399528408,0.00796226461454307,0.0034606666731572104
B_cells,0.013661662246109294,0.6101502833965838,0.0017953546655066178,0.007450473565430953,0.01681390979428207,0.025904260821248862,0.00011069304414681835,0.023857522981943234,0.00832082339065666,0.00027307440436312035,0.01432663122729909,0.0019220803115120502,0.005830568782358296,0.0006184398138827756,0.010323600010056123,0.014042210898251709,0.02275737024057604,0.0024721531897359582,0.018535474490934102,0.009256108751690207,0.009538245477762991,0.0037743782516613867,0.004703375089780895,0.001230123930160593,6.887609262561789e-05,2.2930604121867732e-07,0.03352791475239325,0.11104893044562866,0.002479199110740981,0.025206031516636637
CNS_neurons,0.0022888775168930734,0.0030381178432898177,0.4775492399860521,0.005451871503078041,0.0028764353700305684,0.011716245507986455,0.00042237436402506583,0.03256250613045207,0.05607754584641998,0.03686796901160737,0.01949497688579266,0.0011722898410175344,0.013241113786477271,0.01912792034176056,0.004571466744351084,0.006757570729281714,0.002155490716277254,0.0005015469035878549,0.030709945515504957,0.0036653407211665497,0.018373102092156035,0.17254379266345835,0.024728470960697864,0.01656333202021594,0.007620382806221298,1.8653487673330106e-08,0.011306138581973347,0.00796532928874079,0.008465723273296874,0.0021848643946998734
Cardiocytes,0.004026277229009502,0.0026331149668366366,0.0028173168459869826,0.5238967847874075,0.009909987104705689,0.01870557776507366,0.0001659905054104282,0.02323211494463867,0.01203292400064159,0.0005171216049742986,0.007693382435285437,0.001978138345926488,0.005147471397221564,0.0013141238209715244,0.005403156711985612,0.010505852911138001,0.006233848534582759,0.2510343640570241,0.024443955675724265,0.010275361736153208,0.014094424336662576,0.004265788263663158,0.007636077688217289,0.0008659310336375991,0.00020594314027990585,3.4485287778651835e-08,0.016836439324253993,0.023988391760814406,0.002139658560921912,0.008000446025563393
Definitive_erythroid,0.01754995946359524,0.007837001020347614,0.0018873067523150898,0.013020693900371819,0.5176583387201092,0.031280837099142804,0.0002873799452336276,0.0416242915949672,0.009543133639047756,0.00032666804890571423,0.023320545737088194,0.0028828903245695656,0.006953318413515439,0.0006364316040134044,0.014208500816964842,0.021780436263942125,0.016912254974487728,0.003308203912366436,0.034215982069302375,0.013322577448079315,0.013915232002837362,0.003908538152865112,0.005223996329001717,0.000837308215402442,0.00044108614634784154,0.013954738705374042,0.05197875432332304,0.11035687920187039,0.0025550850435198,0.018271630131092707
Endothelium,0.008429244170953342,0.003380458107624035,0.0015785138840519988,0.007619171878320946,0.0068645542571392215,0.6075754173074451,0.004272446041560063,0.05337415642108516,0.00909578335651703,0.0007776042339581701,0.037104088858410524,0.001627553256354916,0.010759011855458765,0.000719753385935404,0.021047560523840134,0.042359862528354296,0.014799466374721177,0.00275558606126892,0.029300034081979984,0.011307676336577045,0.015384306218649453,0.0029878115783637305,0.004882039973890584,0.0009013168757620298,8.939520932482922e-05,7.704950926702664e-07,0.021290967266948797,0.04363613208500585,0.022353794453043987,0.013725522922361792
Ependymal_cells,0.0024333457150029205,0.0010405496260294093,0.004178064981563599,0.004420837965537115,0.00420017085475688,0.01584340672255666,0.531858696158976,0.09807503472849137,0.016015524451948742,0.1413930094439175,0.016184132957790424,0.0010679326058953165,0.0050785943294747605,0.000811602242443002,0.006634517741552976,0.012082479270127061,0.0028485435319953083,0.0007493840139025668,0.03807132787970087,0.004639685737621567,0.009994908490163296,0.0025306503000734506,0.04608970252668288,0.001764531175779019,0.00016119759357719206,4.706508014223763e-08,0.011698333844037888,0.012430048863813143,0.004622242996677981,0.0030814961848310354
Epithelial_cells,0.014519941422890906,0.0033107389327209115,0.0038757753433507273,0.011729656258072988,0.009970049913625715,0.07203399852178288,0.0027311301183383144,0.23960654986774774,0.024420163566581662,0.004679713214455898,0.10813340865142079,0.0024804329922573577,0.030409772617571697,0.001250975017672851,0.04464587021393011,0.09611155460364905,0.013715480847011258,0.004281491804381086,0.04875152739180586,0.015057779257289038,0.035974087643628506,0.006836299050373501,0.01138266224420331,0.0018875875234721693,0.0002243029360357642,1.7179213110266291e-07,0.05928302696013675,0.04765564388657911,0.0748778701227948,0.010162337284088137
Eye_and_other,0.005917079494554348,0.0024416196516454576,0.007656966475414998,0.011966763485598952,0.009125294706252016,0.027998606412476038,0.0010189478782687113,0.06297835439268945,0.5381982693189469,0.0036321495043054805,0.032315465175781065,0.0020166255139928996,0.022884170480841348,0.003630959972597747,0.014412085842812639,0.023430951803741006,0.007105588144482949,0.001407801812122863,0.04067355593553493,0.010682632691380707,0.03595774095000879,0.010936866979609659,0.031243317360349823,0.00249651995092613,0.0007386931369058504,7.684321118338649e-08,0.0263692017582723,0.027659139348495804,0.027659100232949336,0.007445454745830669
Glands,0.002026104211319837,0.0006240104791648826,0.030888990724601714,0.006060035660578823,0.002899061531369826,0.01937449796042911,0.002182591322594816,0.07107607541439524,0.0165876566125517,0.38947348265170395,0.08107439732205247,0.00443490983763992,0.011179207311528279,0.0011398827618347668,0.047244070004529425,0.014417557585779346,0.0060084268838349565,0.0028260626025923817,0.0610649422329218,0.003313934088931165,0.026467843972484913,0.03437243530734838,0.009738899200814543,0.0029999535723016476,0.00023734263393037624,3.3488892913987787e-08,0.006072943791946424,0.013869751764229115,0.1273558932556026,0.00498900581209468
