,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Hepatocytes,3.180867379125401e-10,0.0004813016363090001,6.34340440650232e-05,0.0006294263027414642,0.0020179212170118367,4.181513036472121e-05,0.000739220905943492,0.0002192683075830292,7.008137321175261e-05,0.0011741127321604828,0.9860966384047158,8.631838498403754e-05,0.00017630431811159602,0.0009695909273917632,9.059633501383561e-05,0.00012791349767578086,0.0018839281185860034,0.0009567310512030852,0.00016142222055693064,0.0005624293460749384,8.66069421748385e-05,0.0010044333332471134,3.90252482092222e-05,2.2879716707085839e-07,5.254469902264101e-06,3.1055061348521734e-06,0.00021972440824271676,3.8118015158280377e-13,0.002093166722749436
Intermediate_mesoderm_and_kidney,2.3390083930155035e-06,0.006717696125889721,0.0011961299114282373,0.0014588137433647124,0.01947264130694068,0.007797872422012494,0.03656775771071281,0.005073539300237055,0.004434940742526748,0.027881068302108108,0.002026382775086087,0.7178198487482403,0.023756000457270294,0.01856534874364784,0.001968421916331984,0.00045357456981024846,0.00020021716193718126,0.04512652996739534,0.0027483386589334867,0.02289120600447263,0.006110861720651444,0.03492497179185031,0.004347075116767032,0.00015832785990179936,7.363588307028258e-05,0.0003894680590832339,0.00042921201597431865,3.3741008725478527e-06,0.007404405875089997
Intermediate_neuronal_progenitors,2.2803681375675932e-05,0.037663305281392084,0.0001064550183689592,0.00029125892709912324,0.0016510188972396807,0.00020748192522876679,0.0014721026422041539,0.0017413932715050783,0.0008262691167669322,0.0010877046225945565,0.0002063248442953544,0.00018510305971349562,0.9160223175305324,0.0012440537685482124,0.00011222191300071527,0.00014196294860799772,4.872767158033644e-05,0.0019743760591001886,0.00024247990545032367,0.001502845948201924,0.00030977687864637663,0.03100545186985842,0.0005911666972986821,1.4821350522360352e-05,4.077262738578869e-06,2.3281755424339015e-05,0.00014889708140952105,2.82010328659559e-06,0.0011494999680091585
Intestine,0.013113799807545847,0.014536958523269014,0.001555929462007991,0.003718962280215702,0.10430385413055536,0.003089046642685654,0.07146062121782859,0.014759776523064875,0.039279223394798876,0.1554451769697653,0.10517531876076482,0.028376548274509136,0.026991222676607595,0.18471615442705866,0.004608250329438786,0.0012523195762458748,0.0005288144579181611,0.0449282425578707,0.00836166758758939,0.08209306191098692,0.003602127394872856,0.02467720081232068,0.006511094664528622,4.038341742180643e-05,0.00010605894448501889,0.005066387006576744,0.001613685782051503,0.026710572337561318,0.0233775401294542
Lung_and_airways,3.4488547674409713e-06,0.023731780366730612,0.00320134628888017,0.0016561548266548624,0.028833967989634734,0.011465907608805722,0.03382733242748132,0.0073939574458436325,0.0016556016210208405,0.0408613141243894,0.002849408319783711,0.0025259718495414213,0.007916421982949912,0.013684122502840512,0.7059666829604729,0.0008267944000082911,0.0003373223740344786,0.0447563288227583,0.001689759624199816,0.023720652924112278,0.0021345215871301365,0.023514215953005776,0.001320055395630779,0.00017873287358670397,6.070364086561159e-05,0.00571450290639205,0.0009827024043652928,0.0001403382838266426,0.009049949640286641
Mast_cells,0.029843477560278615,0.01236767416118113,0.002067637166086389,0.04644199092574866,0.12694180023664006,0.0027541371553909534,0.057429026866217786,0.10984341810522748,0.011464993480178121,0.18643273430679855,0.010317068556694007,0.0047867950096951726,0.0060003609452836575,0.08200166382141626,0.005793020600302404,0.018865142035309715,0.007075372158671402,0.026180984476940262,0.007194341167109597,0.047519087836044215,0.003039824779204627,0.03088044378079632,0.002256802052515031,2.1937034055225938e-05,0.0003378099357620339,0.006158380309312132,0.015071113608022086,0.00014944060253967354,0.14076352132657843
Megakaryocytes,0.00019386650178219121,0.006501367588497584,0.016667124583443906,0.030840251026431856,0.0708835750764153,0.0018778072759683155,0.037916401129782035,0.005855542853349261,0.005095255775009248,0.037965887888183655,0.004148869018031666,0.001170470894076251,0.0018883247022448404,0.026586923001402262,0.0023673736552519494,0.012781649433051307,0.4733830889052017,0.01898702872507552,0.008173351519100045,0.019473322553109934,0.004078484311501216,0.012972954273776852,0.0010279614211269762,0.0007816456819166509,0.07975405044287154,0.0017241197197634213,0.007688860731645754,0.0043007477128901,0.10491369359909866
Mesoderm,0.0014512434905153886,0.039650324197163446,0.008742241180904416,0.002525911162228075,0.09550347643162359,0.02073255703611598,0.06479005564502767,0.014646143010180138,0.03546951702607943,0.03750203146924833,0.021766950831569827,0.03129767290249048,0.02028178391991894,0.014902396389052682,0.016112089288601254,0.0008362810160225362,0.0008071331837059135,0.4206560994219863,0.010771093664103391,0.05689801409452794,0.012300991994206933,0.03969167864032338,0.008382644534965861,0.0010118149297961567,0.00012011241943619027,0.002208075947370835,0.0013588812139161827,0.0019677516752723825,0.017615033283646362
Muscle_cells,0.00222352500429291,0.01351261815642341,0.038487476071784175,0.004932511222739846,0.0637056764731647,0.003440402045659824,0.04599689031621642,0.010930536515459813,0.004888455007539071,0.09789034158841523,0.010044180972446677,0.008865564292961687,0.014547786011075297,0.03280969024317487,0.005092145968555547,0.0016660839625015564,0.0014707102943056576,0.0957068222445411,0.37864611247739827,0.08503670401482002,0.008817286392452698,0.03758605638585015,0.003241947911576525,2.348312816492537e-05,9.542317450326633e-05,0.0020335251838664936,0.0020646679128412857,0.0021054977937537346,0.024137879233514833
Neural_crest_PNS_glia,0.00048632864319111306,0.04482375069503656,0.006779965920613442,0.004409828673355683,0.04227878510902891,0.023013718344848406,0.04370169326110755,0.029139650882557395,0.004894567170567755,0.03521769853893928,0.005375009476758317,0.004085508626408721,0.0238288770518496,0.025743789879841775,0.0036125278438289493,0.0018807816019830363,0.0011286062614198988,0.057520575618000294,0.0060785417230059735,0.4751963300590766,0.010186908730605227,0.10709900371111787,0.006125652675276308,0.0006151839603336746,0.00013578917375712233,0.002598257260522565,0.0024463042996001323,0.005929669809980118,0.02566669499738772
Neural_crest_PNS_neurons,5.209379868487482e-06,0.0798712629611394,0.0005268256865387518,0.0013398241112052866,0.009596542855525698,0.0023403084881715233,0.008197274400963767,0.003577791070782856,0.0011831038193646267,0.007306326019780468,0.007230182479887838,0.0012792869771770716,0.014313486070406781,0.004425349829896979,0.0005146627296222813,0.0003863375911510892,0.0019792980408705092,0.010966848108131614,0.0010975236530911057,0.008540336398858166,0.7988235687611095,0.015791550937325788,0.014385807927955076,0.00015747090876327765,2.382724696210685e-05,0.0002707381612855514,0.0006072081995142118,2.122543438500244e-07,0.0052618349303064
Neuroectoderm_and_glia,1.1412931621526932e-05,0.05006817764671937,0.0035665087055099156,0.0022500527066356274,0.011872463897950419,0.021458487847641854,0.017593554726682864,0.05009508542074279,0.003935862654034705,0.009784884618677677,0.002377015965481436,0.001901855149104988,0.06838306598074208,0.007819589866084397,0.0010307755697464437,0.0007035076843521802,0.0008941740527887577,0.017514278680011763,0.001810737218515171,0.03330481696936891,0.003018853035512623,0.6756433800335576,0.0024851630143235878,0.002395432638067951,3.5520587689233045e-05,0.0003921739437075486,0.0011370362245596453,2.1918312966831313e-05,0.008494213917202077
Olfactory_sensory_neurons,1.3673190546191582e-07,0.02499725979649949,0.0002083869725029845,0.0006975461492153766,0.005215402950774276,0.016267201737306135,0.004312527579498498,0.0031276642496434496,0.015127086829562379,0.0034506089831143794,0.0006014323741878653,0.0009274039643838183,0.011346527937054623,0.002616688040185177,0.0002514756467368983,0.000208345004777388,0.005390809184484404,0.005107260562023453,0.0004445349260998927,0.002672901043757603,0.06797169485454123,0.010498480459783598,0.8149157569950958,0.00011900840625323503,0.0002089939765729585,0.00010398182863401635,0.00034075395028576025,1.565635583954993e-13,0.002870128864963303
Olidendrocytes,5.774476857696365e-11,0.04550571194276479,0.0003956694122039022,0.00026406061530959645,0.0021519913917605357,0.1116666602391452,0.003865728007926349,0.0027017368840029365,0.023389062887030496,0.0015492525992977393,0.00015821473188371726,0.00023504475228267922,0.005879825223390592,0.0008171223142835822,0.00020079685019756517,0.00012905118147475773,4.056606695086574e-05,0.0037467061515651374,0.0005209912580894354,0.0055120636477744645,0.00235385601780125,0.1466155145500044,0.0005966502131548812,0.6403758878627426,8.574360110162084e-06,0.00022122392580041413,7.028401620513495e-05,5.0486407595191126e-17,0.001027752839101881
Primitive_erythroid,7.280787730299287e-08,0.023233473216162,0.0023430368793341187,0.10684651208951812,0.02893083950234641,0.013258577407701143,0.01843304141848324,0.008597296389188935,0.016201255220151655,0.022823562729448695,0.002761947202435905,0.00046445456162270266,0.0038321652122490332,0.012290258901033907,0.001200862087932193,0.002133773104586954,0.024097144585047324,0.019479341432935483,0.003733638494065201,0.00807628469875776,0.0017532553934083543,0.017961551878424204,0.003542558328317564,0.0031596375718819267,0.6029648050130968,0.00018893385995061998,0.0033442483048699433,1.7201982197840543e-05,0.048330269726974615
Primordial_germ_cells,0.08677307425081589,0.0005825575065150462,8.825749074423359e-06,0.03664985947782657,0.20810845572174896,0.0007394260585507522,0.1709875891295477,0.0018510008461313254,7.723687158306676e-05,0.040315586385905426,0.03502490635365474,0.0016730050652756256,0.004238900116586694,0.209246204168108,0.005181887111838547,0.0020271245520556724,0.0015214589639472133,0.013682128029799404,0.009519196832670648,0.04036924547140748,0.003585998239103906,0.025254819582382213,0.005297862858148609,9.592297457439425e-09,9.039726818526613e-06,0.014226225345336992,0.01173436730107258,0.01305586943053869,0.05825813926125784
T_cells,1.450116769238981e-09,0.042691743371673585,0.008440882409042,0.028945922502923847,0.15205269357146428,0.0132036253265459,0.07212822516527348,0.030105784247435534,0.007576811989328461,0.12148979941669215,0.013252325117842342,0.00557956734053601,0.015893735822866815,0.059660639009105655,0.007633236170462787,0.030394322897304517,0.010049640726675154,0.052200938511354135,0.006401609032904002,0.04737519348102734,0.006375194860661174,0.0762081186100628,0.004507135835595794,0.00048383551968543163,0.001840441467577884,0.0023956295424537896,0.012774664645499392,2.9586898394025487e-15,0.17033828195788597
Testis_and_adrenal,4.857713886684787e-08,0.01758713523113972,0.0016118171646979985,0.0015409037077540905,0.22891765701078598,0.0015487062113160703,0.034059183121537835,0.005801509189081352,0.0023008019895863225,0.20004279984281237,0.09174387251993259,0.008054871472723133,0.006104314267263176,0.03386532275343167,0.002322435912969892,0.0004593045998433197,0.00020824946093554408,0.04712902420624356,0.04057002897704264,0.052871733883081376,0.004548975875532531,0.012150250445717962,0.00293294133326952,1.5257838468975555e-05,6.87619127740905e-05,0.0019527887706059456,0.0005340831907171799,0.005627745363727631,0.19542947516986864
White_blood_cells,0.003203831053691565,0.019045696489518135,0.007912359543995712,0.06160056485992515,0.17072131481010588,0.008055319428052071,0.055264862791378266,0.013528617686379514,0.01338194927567,0.09344000775054132,0.012249991829652217,0.003049079461175324,0.006749685215488145,0.06880695671599764,0.005206195863651933,0.03203836967590171,0.026801890926098606,0.03318449998947542,0.008729193738660457,0.03460772113277111,0.004126866527288362,0.034670421496507155,0.0031011369028971607,0.0006524058109320895,0.006667005653352606,0.006518958419511501,0.02063955828763489,0.006722612598391075,0.23932292606535502
