,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Notochord,Olfactory_sensory_neurons,Olidendrocytes,Primitive_erythroid,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Muscle_cells,5.272673207980699e-06,0.027225016178058916,0.007258044252488907,0.0032859612771277487,0.007738521060888602,0.00017877055598372195,0.05366398113396528,0.0013873516618254946,6.122953341248567e-08,0.002528707482796686,0.00019939910541385484,2.7836688467104512e-05,0.003246495781121594,0.0019719204243364187,0.00027409108049759965,2.2483058400229817e-05,0.00042905906668267953,0.1728213728002468,0.5634581934199977,0.022150343338003333,0.003633992828085928,0.1176377115115924,3.70458506263381e-05,0.0013503850209185772,1.1155019420838753e-06,5.2335265517407444e-05,0.0006398458471034283,3.778000936505014e-05,6.2449476846624305e-06,0.00873066094812007
Neural_crest_PNS_glia,6.556969978473757e-06,0.06741303424584755,7.320044334463205e-05,0.002335447195451741,0.011198483771451918,0.0005175664141415627,0.05193627421969431,0.0024408717501713285,5.578859326631345e-06,0.0019397336921569274,0.0002156325133050996,0.000443942102596383,0.003689540902854696,0.0014097097322294508,0.00026153401390346264,7.898754376818068e-05,0.0005964623608763615,0.09185879976078311,0.012544049357761952,0.4307665666867505,0.004798949386429792,0.30488107599264624,4.258311812162577e-05,0.001990656665962088,3.274123552727513e-05,6.200113622578974e-05,1.7359274916384502e-05,8.595348760673451e-05,5.650058212178924e-06,0.00835105710795765
Neural_crest_PNS_neurons,1.0993133790872064e-06,0.18962094154651996,1.9582259168981347e-05,0.0006826081022796002,0.001151476143862155,8.250462903602056e-05,0.006949073237680169,0.0004208726782577878,0.0001497494346510077,0.0002883508499157722,5.855119611326767e-05,1.4681162829534787e-05,0.0029309100860878856,9.881256150787053e-05,7.902800887379798e-05,4.967103377247006e-06,0.00013737573645472947,0.02203341370250687,0.0019721755876347413,0.004058749726851378,0.6520501876228326,0.07106406787705759,4.82827991429071e-06,0.044669408058252945,4.520006206689929e-06,2.9616034682592135e-05,8.320932991408612e-07,1.2874505125828188e-05,2.8033534698287394e-06,0.0014059391021706287
Neuroectoderm_and_glia,1.7995842906148082e-07,0.10361311304264083,3.0904927444010426e-05,0.0009518336479898038,0.0011466879785751488,0.002113745024957569,0.007300673320724381,0.002369044750136479,1.1790475263399513e-05,0.0002716414091227275,0.00010046821717882763,1.5397219196325413e-05,0.011508254954162108,3.760390871402709e-05,6.154396230016498e-05,2.8510423045667286e-06,0.0001876626578588195,0.02663227657414431,0.002231514719450996,0.002643450091755211,0.0009724170404848986,0.835444427765655,1.8892199875849014e-05,0.0008054611753589704,1.0592472503745617e-05,2.3394520488886264e-05,3.0266439556966914e-07,2.643326953451881e-05,4.7085679146876484e-07,0.0014669701525623806
Notochord,2.3049213958754907e-28,8.252941557581678e-08,9.205901040420935e-13,5.399730126518538e-16,1.0491953875304301e-09,7.735193816965708e-10,0.44937727645182185,5.284035946679149e-13,1.5665096710408457e-30,4.771074363961214e-08,3.3539256874428645e-23,1.6568188403997673e-28,2.709707214397006e-15,2.439789200832909e-10,3.56792299844998e-13,2.2114743923964182e-16,5.727378049987112e-17,0.5222935671667228,1.2829538176696021e-09,3.984409499076398e-08,3.7240262141267274e-09,0.028256742757755426,7.223646285759435e-05,1.682273240490982e-13,4.8355084912679183e-29,2.6499204330155665e-17,4.0305067129023825e-15,4.4486921107390325e-19,2.0162251322825068e-28,9.326632359446644e-13
Olfactory_sensory_neurons,1.4410024385438751e-05,0.19415962451331328,2.2100772151843097e-05,0.0005356434541467848,0.0008990250315153648,0.0001902912165382893,0.012493932407103532,0.0005578179499269081,0.0027786488686077316,0.00036721361988065795,6.0640185370541374e-05,2.326500885024619e-05,0.006821087825554204,0.0001137925894165923,5.9242317711952775e-05,2.828691306969336e-06,8.508668584980667e-05,0.02455230394485722,0.0016023468591507006,0.001977831960896258,0.0033672711806883794,0.06346298445158036,9.021749385625e-06,0.6847139651727381,1.0502695733442448e-05,3.478814109867951e-05,3.736540411503466e-07,1.6204086060206158e-05,9.890221184621966e-07,0.001066765920021353
Olidendrocytes,2.5563661582888014e-15,0.98785963298062,2.029621722227701e-12,1.1059960065775898e-11,2.354958894966806e-09,2.747827040422932e-09,1.788903292558717e-07,1.6864655639076696e-08,1.508490839934927e-06,9.140449203259831e-10,8.405415155531452e-11,5.845247624253994e-10,0.00844036894577072,1.9878403717420132e-09,2.638844569220285e-13,2.852972716305162e-14,4.9181138973444885e-09,3.5027109220582386e-06,3.7975029677327963e-07,1.8230389924990925e-09,0.0002849443431060406,1.253966156800869e-05,1.9566121879778235e-10,2.0813880925005684e-07,0.0033966967898880493,3.905515099020504e-09,1.5095927143609685e-19,4.6110427799559613e-10,4.814301715632646e-13,2.4426445232438513e-09
Primitive_erythroid,1.4420994588216714e-05,0.1500134192178801,0.00015337791636470754,0.17386536556592408,0.01160909252598098,0.001735126276012477,0.03923759294797919,0.002280684221642977,6.339715221474429e-06,0.0025586353526602917,0.0005897727765507377,0.0014281298710169588,0.006398418546952161,0.00016238607589286376,0.00018549419747416514,0.00014760099510874802,0.02682926545370848,0.12005907474192982,0.006920471423851906,0.0071161767586000665,0.004410839704653487,0.11225298957670259,5.063337159393024e-05,0.0031678383705794426,0.00204953950127097,0.26325732857800666,1.155505219673366e-07,0.0004656379529027654,1.680944297453895e-08,0.0630342150089848
Primordial_germ_cells,0.0002241392201702585,0.038589114780849226,4.8007036797339674e-05,0.011290164411905413,0.04316072052948157,0.00015064015493300835,0.25679434889814257,0.0022237153198237346,2.2521565967389967e-09,0.04695193006772767,0.0003590901831007182,2.9220236621540502e-05,0.003992798046932771,0.00618744073385798,0.0031172895815725667,0.00023644466967321701,0.001621750397329307,0.09664059266370689,0.022504133594109868,0.05531499867436163,0.07988235089671647,0.24153548441237147,1.3039699171763033e-06,0.00686276605638111,2.3316956435408224e-09,3.781389250423353e-05,0.008235242712937095,0.000529876942009801,3.867955688938815e-05,0.07343993777532377
T_cells,1.3128942730692315e-05,0.0513964749286683,2.228804289853067e-05,0.04158037583930936,0.1379949617935255,0.00024734551300964344,0.14862175484317314,0.001409098408378593,1.3546012637187166e-13,0.017085001100801463,0.0002779207171273141,1.546838959907898e-05,0.0014489999932983492,0.008880545503791607,0.0019754085487959905,5.107236643198926e-05,0.004732338309163807,0.16131581581517637,0.025456861001511753,0.036843937382456046,0.006880801728626534,0.1633532814147462,2.9510192461902867e-09,0.0021611575791549245,2.667945327406697e-12,0.0004375430639133041,7.321953405630197e-05,0.003729313894624091,5.190124310814197e-08,0.18399583048996548
Testis_and_adrenal,1.4120718517356961e-05,0.034977680137919805,0.00019903082716852462,0.011547733436347603,0.02080177222615385,0.00045463370617639397,0.25317232500261994,0.002147565485478434,1.59853927431794e-10,0.027486043501485622,0.0009753980638418127,0.00011648384081160299,0.0034470339863155253,0.14719077188590146,0.0005862951210318876,0.00028837217515609905,0.0019009584981391871,0.18905647617891483,0.0252547549148181,0.031299056740009205,0.04000338706500179,0.1840414161309589,7.971305921944587e-06,0.00168411925630779,7.678516094837146e-09,0.0001264275423261027,3.6123607023495745e-05,5.789481722766985e-05,0.000169462937654154,0.02295668305240092
White_blood_cells,0.0001831471825136291,0.07448254104914881,0.00018204021827400782,0.05377399783030653,0.06904085281105127,0.0011196728351971588,0.06888593288195391,0.001927498695548601,0.00013174076439742988,0.0065036288500418035,0.0005684914314919808,0.0009011351313726952,0.0037305913161631843,0.0011272985047701468,0.0015144731810371142,0.007212069665253633,0.02289827640220403,0.11751308803825342,0.016084990233200095,0.017735625458127152,0.0036512947834173985,0.12724477606737106,2.90912370407926e-05,0.001962804088151643,0.0006553345295961287,0.008043580107446716,0.0023816599150647297,0.0020468038001040223,1.3071013996316797e-06,0.3884662558901013
