,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.6270194327197425,0.08299184952643648,0.003970562187951079,0.002111826416967314,0.030566147930764585,0.025888442259944713,0.0019496546278979015,0.006587103762258442,0.006483462922004719,0.0003388543120801511,0.004162584613069028,0.003302135881673943,0.004088009420314516,0.003109216127216204,0.010804808238649495,0.004412180936600176,0.0022489885849422396,0.0010300865846249447,0.04284960963505916,0.04629844629093338,0.011276714995730313,0.0026109508446480415,0.007143219313225876,0.004095447428381178,0.0009157124840611654,0.0015323960192344859,0.03521744688015178,0.001005952173958134,0.025988756881478083
B_cells,0.011324483188125534,0.6748181711512626,0.006425159175806195,0.0017181533952656187,0.04283878662272114,0.026420245456107733,0.0015624991220647474,0.004920941406676523,0.0092633675705976,0.0004676837797045784,0.002625398155593243,0.003745082837973164,0.003840032340437797,0.004729541109728051,0.0071380810324745735,0.004951204734321728,0.004087062631315652,0.0012369936104773592,0.04254388518643251,0.03072578891705699,0.011666332596305064,0.004245521582504015,0.007725676670507468,0.00495277773818056,0.001094498809094023,0.0015089497028071405,0.04486797463913097,0.0006223788488427758,0.037933327988484616
CNS_neurons,0.0024905005415641252,0.018533005100469343,0.5649193724254274,0.000590403934311726,0.010253455850955844,0.00883837075363928,0.004773090761604248,0.0050037933412994595,0.022786830423052445,0.01154295209466282,0.0017499457496868668,0.0014749168704918532,0.0068710779396934756,0.07230318592299169,0.0020343946078098807,0.00228544565515445,0.00114007938477141,0.00025107584380899123,0.03566449633665734,0.013695793708667345,0.0190303350981181,0.0598000048298274,0.03262444700450814,0.053395992162670894,0.031565201649031774,0.0006127473531938244,0.007554871761862736,0.0005044938475602992,0.0077097190465068
Cardiocytes,0.0015492462617211415,0.005806462368273912,0.0004006183325352152,0.5771316747465992,0.006401165430363465,0.008236838226386373,0.0005739716453119911,0.0018870811077255298,0.0009049370554613897,5.419198780511939e-05,0.0012699038331448328,0.0004247348743092411,0.00110966348505061,0.00023020478335403037,0.0019000892404024664,0.0012314244916940295,0.0013140331598578074,0.00013964321640103523,0.011639492577740246,0.35603856882934826,0.0029398456683995635,0.0008402803880461961,0.00089925255305356,0.0004520140422782498,0.00015536420464141743,0.00029583306767413904,0.007254703545556383,0.00046909493620837,0.00844966594065616
Definitive_erythroid,0.008296052857380274,0.057398064447784516,0.005438265025360618,0.0019441645986031683,0.6439004614538295,0.023131130807943517,0.001568631199462839,0.0059428384193332805,0.008468777822690012,0.0003822843825633449,0.0026887681339586517,0.003839399832350138,0.004037324293675823,0.003952768111342412,0.009341015521305134,0.0049933745134711285,0.003950608839728439,0.002283283746947496,0.037555054013409916,0.03429711594498037,0.010957990050833102,0.0036158160344394313,0.007566452348186681,0.002848613838043619,0.001234228501957874,0.0020092457761366066,0.06681118110767519,0.0007312725244273474,0.04081581585217958
Endothelium,0.012694991870836983,0.062248265986947604,0.0047563173787101886,0.007043670256213368,0.03371606699666433,0.41563611390425226,0.013636930572619655,0.02435491185297202,0.010245567913838,0.000499428589141262,0.02122222775940048,0.0046534961089024635,0.012227740825250346,0.0036815548509793084,0.027629218442339266,0.012409520087014249,0.016570454131565278,0.003804940886975984,0.0756542518487513,0.06645575777739399,0.024209800622881656,0.003846483926568735,0.009831982467893862,0.0056986979930456665,0.0011445873886266455,0.0023513489397671053,0.05586488060551236,0.0034736999546321583,0.06443709006030351
Ependymal_cells,0.007483386437866458,0.026442063766582966,0.0029539025376944385,0.010690770781867599,0.022946478374179218,0.08022917564764546,0.38663347997999176,0.03629332263195898,0.008205743089404565,0.00041237752558223476,0.04872754148994563,0.0021026284820097243,0.02305417093552038,0.0022400439723515497,0.05424074050913082,0.02328566793975313,0.03889355307147546,0.004060929429926358,0.0563978103869736,0.03856529909625792,0.02037756086422854,0.0024117076883676536,0.009646106184462162,0.004872002944158808,0.0008682346049844376,0.0017393109081527331,0.033543432370614315,0.003633244889275411,0.049049313459637686
Epithelial_cells,0.01743386315704789,0.044552738735827,0.004671715638533425,0.019654614640506815,0.03849301081212845,0.11031459598510712,0.04507900299020383,0.10840393204545108,0.014188458577876041,0.0016046009895195606,0.03529663011679113,0.00330243434384401,0.04212288859261467,0.0036562598179360624,0.047251320116955785,0.017209045636538026,0.03808313206498073,0.012242415559987015,0.10473705468562297,0.0810266200674095,0.03698143345476376,0.005764943870827655,0.015499727097019467,0.009284763548989342,0.0011002589020837838,0.0041330266109991225,0.056881134918156516,0.016632370759159337,0.06439800626311991
Eye_and_other,0.0076462914247063946,0.04241460252404813,0.012003665845806635,0.0016831036128028747,0.032780916833173905,0.03058720529511523,0.006844035781944587,0.00887259683121439,0.584004180752833,0.0009611924059936961,0.0058445334828458465,0.0035506274755499195,0.010231679490517452,0.008580572277339113,0.009377744296198151,0.006681374718216101,0.005376990958037223,0.0010933323431559009,0.05689492779263851,0.035301254350198916,0.02673203675686137,0.004484032419365096,0.020805616276953532,0.009086797282463114,0.002464778541565901,0.001993021083922625,0.03207353268586236,0.0010774240741731852,0.030551932386496845
Glands,0.004308629029505363,0.014636904612105608,0.0042528330260702225,0.001930816994537354,0.009450629747944275,0.02539548570107222,0.056310052539589095,0.032598094512524184,0.010451006207927797,0.465404857747215,0.01036083182719981,0.0017033786990983952,0.018347638493593364,0.007174117790060261,0.02189355248688238,0.006029387721970619,0.01311424056783496,0.000859562867338919,0.09122040503454805,0.05022325576341678,0.02567548411952577,0.0031247943546900965,0.05506457990741496,0.03626999410367488,0.0010146497939424533,0.0011278468189217482,0.011087757066702576,0.00464215847479806,0.01632705398989479
