,Aidpocytes,B_cells,CNS_neurons,Cardiocytes,Definitive_erythroid,Endothelium,Ependymal_cells,Epithelial_cells,Eye_and_other,Glands,Gut,Hepatocytes,Intermediate_mesoderm_and_kidney,Intermediate_neuronal_progenitors,Intestine,Lung_and_airways,Mast_cells,Megakaryocytes,Mesoderm,Muscle_cells,Neural_crest_PNS_glia,Neural_crest_PNS_neurons,Neuroectoderm_and_glia,Olfactory_sensory_neurons,Olidendrocytes,Primordial_germ_cells,T_cells,Testis_and_adrenal,White_blood_cells
Aidpocytes,0.3489290525808783,0.09885524354865716,0.011577717194340566,0.002245166836790219,0.0523748107303518,0.019975351455734137,0.0019949309347868554,0.025401214501395517,0.026383469259036556,0.0009828052857058414,0.01442280152975635,0.0036794296992674765,0.027160993234813465,0.017099835223434463,0.01961672334150143,0.020614229437842756,0.00948465256563065,0.0020011097944966174,0.030033115727602647,0.02703790591629949,0.03922437187570586,0.001879309796629835,0.023302480912092742,0.017955018464530268,0.005565795195823629,0.024887891842658945,0.07861329727683165,0.016893379632137447,0.03180789620526731
B_cells,0.10201411280570755,0.33349392901230673,0.012521506693854505,0.0021262339541245337,0.05913855327522107,0.018167157316188898,0.00167682749077618,0.022767479339629266,0.029819450378374506,0.0010474945060269635,0.01313033463239709,0.0035054032898051103,0.02460068357917372,0.018331975340217018,0.017908743233017083,0.0204966317068972,0.017930340604223896,0.0021941185244544257,0.028000271857259312,0.019534005486637765,0.035877128365649706,0.0023826722363901273,0.020868767730703834,0.021363063477945365,0.005479113376777693,0.013914923635574953,0.090135696477706,0.014703018137037529,0.04687036353592195
CNS_neurons,0.013659360043872958,0.011311220134859344,0.45081320921949825,0.0008991590687734038,0.012467771911536755,0.004812568481317488,0.0007096917333436007,0.01006006088467734,0.034600038478163044,0.010455587067393973,0.005607408070043858,0.0016615044050452047,0.016882572516674802,0.14805819263958045,0.00409049033221245,0.008459518760589719,0.0030754187962655855,0.0004977116534747879,0.01590869593981264,0.006754834282369257,0.01992666744193723,0.024451744091754872,0.031745292610362096,0.0482551051249178,0.06964379628886398,0.010751593049968583,0.018014582080584523,0.008086466323178837,0.008339738568927191
Cardiocytes,0.01546715142962414,0.00875566361445229,0.003071552214284207,0.6640341437078144,0.015065059417894888,0.008956840471141706,0.0017551909378211224,0.01647559591888868,0.009780376446830408,0.00039204603860890986,0.006184167373165442,0.0009105659768446488,0.02674999523093709,0.004657361765271678,0.006579269808808855,0.008416126678876746,0.005706983286151301,0.0022134022373171175,0.010730904777793811,0.0588489710136702,0.014579177243491849,0.0006930321267720078,0.007469103846166119,0.004369677146572234,0.002238009642958692,0.004760772101083421,0.02035825933410327,0.0586917153306261,0.012088884882028639
Definitive_erythroid,0.05303017449368516,0.04013468808547765,0.010317640637760195,0.0021065085684362802,0.4636316891254687,0.013962213902403625,0.0016410074989585905,0.02171530060463488,0.027420353219448846,0.0009493282377226496,0.012283824514720853,0.003343998934999178,0.021517962677164573,0.0154978715955736,0.0178070354773733,0.01987515819141541,0.013136474490581812,0.0028927727113532927,0.022246115322012386,0.01784621621553308,0.031124975365821015,0.001734173277959107,0.01875857141511515,0.011546393103667053,0.005675919915256655,0.010997453918846534,0.0901817695119196,0.013221181998511087,0.035403226988179715
Endothelium,0.06518431836393138,0.030401321517320508,0.008202740096289364,0.005206031325816113,0.03071920613049444,0.24785204549130577,0.004859141602006924,0.043889411355815276,0.027091035966297375,0.0010395876730739423,0.026276454665978673,0.0024334285719875646,0.04618173896800625,0.013463890352406067,0.02922496609561451,0.035796106320057496,0.021196168187490955,0.0057313498843517725,0.039902508769798554,0.02515161814711499,0.04750786410014437,0.002091518164387322,0.019653324289464588,0.01548727062805553,0.0047548497704595185,0.034225833109212296,0.057124119983479986,0.07121847661142615,0.03813367385821232
Ependymal_cells,0.021406858429477683,0.015485137589042429,0.006011687537225893,0.002262410594647007,0.021232637768871368,0.019988945811634868,0.46807360145489824,0.05274635832444996,0.02128284723417066,0.0009265083262112497,0.01974809274257954,0.0017156862630252035,0.03229174933822361,0.009462023654543999,0.01725307384523587,0.057723379954145775,0.011689541548594907,0.002333839314609064,0.016249167661327717,0.008916385943593622,0.022903011460953707,0.0011408348240085676,0.01776127424935102,0.011242390273798534,0.003897761200965902,0.015582262431520302,0.031087407624491813,0.06950705121166012,0.020078073386741377
Epithelial_cells,0.054013884872254746,0.028975667064270506,0.011386521947438492,0.0035786209173885083,0.039614393804458796,0.02235786960960741,0.004618735459698112,0.1569702307333058,0.038361150284604476,0.001580486868942032,0.032279293574574056,0.0033303971445405285,0.05955370812544667,0.01864128908702399,0.03238822106151887,0.04684026852417862,0.020438806825802902,0.006388524931814845,0.035286530404557495,0.02108325409958201,0.04899085995973976,0.0021934597474654307,0.029779310891643995,0.02596367303863629,0.0067554753347827574,0.04789591519852928,0.06665907715612097,0.09693996485247554,0.03713440847959713
Eye_and_other,0.03453387791067363,0.027116549043398643,0.019748353031271426,0.002657991211303492,0.03701953695502441,0.015214547017538457,0.0021664188861349395,0.027319866080461906,0.37060974105254124,0.0017217635668153029,0.015431115843893888,0.0030781399405263696,0.04146467640051219,0.034996875628623476,0.013868691795252902,0.023394397195850885,0.011701390480953346,0.0018906706784868514,0.031461567583969334,0.015459667400878216,0.05390396867954083,0.002800993235577287,0.04980322115609762,0.02263038856261936,0.016870949898541758,0.020348581134504915,0.04938209942758716,0.026840456595634096,0.026563503605786055
Glands,0.02141945974943278,0.013589217197811719,0.023762449395316555,0.0033668770599081274,0.017213489695975307,0.011978053373494143,0.0025925547568372577,0.03470143270148925,0.03651497850727427,0.26417973385393406,0.06223985865902291,0.00279289853886961,0.030486935458619996,0.037381488473005355,0.01422208999676963,0.020666396048077792,0.013557472136836416,0.0020038797328809583,0.03960506952744726,0.014233979260643676,0.03984590954294375,0.003993818963936861,0.057755439922219834,0.034463494687107556,0.013329587749551727,0.026207275438472094,0.024594619635404227,0.11457902083691679,0.01872251909980008
