,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000030707,0.22215585090681825,4.890762704912678e-301,6.003145581088349e-301,0.21077535959424418,0.23347612971297488,Coro1a
ENSMUSG00000053182,0.22214294216166186,5.312523687518222e-301,6.520033980753832e-301,0.21076238394822214,0.23346329100423735,Gm609
ENSMUSG00000052212,0.22213160009798869,5.712986862097259e-301,7.010660034479395e-301,0.21075098310647697,0.2334520104736924,Cd177
ENSMUSG00000048915,0.22208504373245241,7.698385520867363e-301,9.445871804745231e-301,0.2107041855039323,0.233405706654501,Efna5
ENSMUSG00000086644,0.2219363236551909,1.9951946442759627e-300,2.447791245584545e-300,0.21055469516644407,0.23325779296962823,Gm13470
ENSMUSG00000039395,0.22147996990592259,3.6908385113407803e-299,4.527525161114794e-299,0.21009598116430456,0.23280391039866086,Mreg
ENSMUSG00000086308,0.22136255622284495,7.810231119794761e-299,9.579579442898025e-299,0.20997796103055028,0.23268713171864827,G630016G05Rik
ENSMUSG00000049001,0.2212316207569549,1.8007845470658855e-298,2.2084676809736147e-298,0.20984634966422452,0.2325569039999341,Ndnf
ENSMUSG00000049985,0.2212032440079086,2.1580242570265925e-298,2.6462590521478754e-298,0.20981782648629238,0.23252868058255555,Ankrd55
ENSMUSG00000019810,0.22119417661433757,2.2864815644076332e-298,2.803434973525789e-298,0.20980871230750275,0.23251966217995482,Fuca2
ENSMUSG00000022269,0.22094288321831299,1.1340667022382618e-297,1.3901283430231207e-297,0.20955612309500976,0.23226972574288904,March11
ENSMUSG00000002699,0.22084419027506072,2.1258486508443284e-297,2.605206679956285e-297,0.2094569216485562,0.2321715653224618,Lcp2
ENSMUSG00000033174,0.22084197296375432,2.15606471556255e-297,2.6419124072571372e-297,0.2094546929155195,0.2321693599725713,Mgll
ENSMUSG00000005370,0.22074403967702663,4.0208248371911806e-297,4.9262739980288905e-297,0.20935625527655918,0.23207195487653567,Msh6
ENSMUSG00000037627,0.22073905059714988,4.150491981572231e-297,5.0845179242585215e-297,0.20935124050931342,0.23206699269854325,Rgs22
ENSMUSG00000036040,0.22064918688005877,7.350641556576127e-297,9.00372557150432e-297,0.20926091421178356,0.231977613439449,Adamtsl2
ENSMUSG00000021703,0.22058921758879427,1.0762455185055851e-296,1.3179592438226612e-296,0.2092006363320694,0.23191796733801137,Serinc5
ENSMUSG00000030895,0.22058181950034247,1.1280680105919051e-296,1.3812513904639466e-296,0.20919320018071969,0.23191060911384478,Hpx
ENSMUSG00000070469,0.22053280020404736,1.5404350266336217e-296,1.8859390629696643e-296,0.20914392871519222,0.2318618539231893,Adamtsl3
ENSMUSG00000019892,0.22035389960334756,4.7992541937672534e-296,5.874959228506859e-296,0.20896410828944031,0.23168391671828795,Lrriq1
ENSMUSG00000021604,0.22031708179359716,6.062979663575308e-296,7.421027739994257e-296,0.20892710127492048,0.23164729708167975,Irx4
ENSMUSG00000036330,0.22021900853932228,1.1297835832406977e-295,1.3826748050920299e-295,0.2088285241865803,0.23154975155342006,Slc18a1
ENSMUSG00000023067,0.22019848879604975,1.286869280771372e-295,1.5747299079434312e-295,0.208807899056023,0.2315293421967732,Cdkn1a
ENSMUSG00000048138,0.22017858673397292,1.4600440841650852e-295,1.7864236928485073e-295,0.20878789478868823,0.23150954718895758,Dmrt2
ENSMUSG00000053141,0.22017583740536417,1.4857307584509838e-295,1.8176299956581646e-295,0.2087851313418979,0.23150681264839754,Ptprt
ENSMUSG00000005483,0.22016262813305953,1.615581754341636e-295,1.9762467943016954e-295,0.20877185424069467,0.23149367442343766,Dnajb1
ENSMUSG00000054169,0.22005766888031555,3.1432728147706325e-295,3.8445117597488167e-295,0.2086663561771041,0.2313892795572526,Ceacam10
ENSMUSG00000029730,0.22003143173256748,3.7120481521698568e-295,4.539621073951152e-295,0.20863998438174586,0.2313631834510412,Mcm7
ENSMUSG00000025927,0.21996826539213474,5.539519060078551e-295,6.7728561683317655e-295,0.20857649394305242,0.23130035660340906,Tfap2b
ENSMUSG00000027889,0.2197439352754386,2.2932893173653363e-294,2.8035321728182598e-294,0.20835101359378128,0.23107723140387296,Ampd2
ENSMUSG00000030781,0.2197292929182184,2.5159712481272995e-294,3.0753835082841945e-294,0.20833629620128893,0.23106266765192615,Slc5a2
ENSMUSG00000034037,0.21971428302166182,2.7666841620010645e-294,3.381427721829705e-294,0.2083212093913473,0.23104773832845046,Fgd5
ENSMUSG00000085772,0.2196514519203074,4.117303534307021e-294,5.03091829705159e-294,0.20825805639107964,0.23098524444633564,D630024D03Rik
ENSMUSG00000026343,0.2196369547843362,4.512752890958203e-294,5.513442750101653e-294,0.20824348499626674,0.23097082510430386,Gpr39
ENSMUSG00000044026,0.2196309645049097,4.6870335416147046e-294,5.725670097257152e-294,0.20823746403424162,0.23096486696821678,Slc35g1
ENSMUSG00000016496,0.2195256676562469,9.121929896852913e-294,1.1141968849215724e-293,0.20813162798930646,0.23086013499485933,Cd274
ENSMUSG00000042451,0.21945283433726306,1.445523583124124e-293,1.7654171752859355e-293,0.20805842186698278,0.23078769224371365,Mybph
ENSMUSG00000030525,0.219409786775299,1.8974130622278313e-293,2.3170265749515585e-293,0.2080151540225498,0.23074487546472214,Chrna7
ENSMUSG00000019966,0.21940950556476374,1.9007873548853958e-293,2.3208636811787497e-293,0.20801487137315397,0.23074459576164486,Kitl
ENSMUSG00000061878,0.21940329600864844,1.9768440580843346e-293,2.4134343280238488e-293,0.20800863004529468,0.2307384194920159,Sphk1
ENSMUSG00000015652,0.21910920906385012,1.265652584895927e-292,1.5449860655467858e-292,0.20771303944118544,0.2304459079618679,Steap1
ENSMUSG00000010803,0.2190605492455141,1.7203399482922294e-292,2.0997680316028677e-292,0.20766413102706677,0.2303975086151263,Gabra1
ENSMUSG00000022206,0.21904532278607747,1.8937344497801647e-292,2.3111233216745968e-292,0.2076488267896153,0.23038236365002404,Npr3
ENSMUSG00000021108,0.21897293582275235,2.9890958757180327e-292,3.6474629355924744e-292,0.2075760701439992,0.23031036403765268,Prkch
ENSMUSG00000029217,0.21888867941204027,5.083582259895611e-292,6.202516178496353e-292,0.2074913835921896,0.23022655833634137,Tec
ENSMUSG00000031558,0.21884517904812809,6.6865399697996264e-292,8.157301414907438e-292,0.207447661219529,0.23018329060133494,Slit2
ENSMUSG00000034738,0.2188141645139881,8.129264540402442e-292,9.916155818983218e-292,0.20741648842721136,0.2301524418976782,Nostrin
ENSMUSG00000032087,0.2187760254556407,1.0336505266148773e-291,1.2607031669897272e-291,0.20737815478803798,0.23011450673243306,Dscaml1
ENSMUSG00000027978,0.21877093151534036,1.067347214183899e-291,1.3016429441267061e-291,0.20737303486172498,0.23010944002195557,Prss12
ENSMUSG00000015001,0.21867051333484622,2.0085179600851856e-291,2.4491134740704616e-291,0.20727210453963332,0.23000955850459823,Oc90
ENSMUSG00000044938,0.2186373605937452,2.4745303751595645e-291,3.016984119921439e-291,0.20723878276990199,0.2299765828886635,Klhl31
ENSMUSG00000020811,0.21858807276749273,3.374298256988441e-291,4.113492937935439e-291,0.20718924369947853,0.22992755834437534,Wscd1
ENSMUSG00000068587,0.21851665795041064,5.2878656130814634e-291,6.44547246840744e-291,0.20711746494983838,0.22985652490343314,Mgam
ENSMUSG00000000938,0.21839363722637486,1.1460127508735852e-290,1.3965546561949613e-290,0.20699381759542293,0.22973416086294185,Hoxa10
ENSMUSG00000035910,0.2182465113697031,2.8882622698239715e-290,3.519266808607252e-290,0.20684594280232038,0.2295878198920164,Dcdc2a
ENSMUSG00000022438,0.2182404889140529,2.9995973357773067e-290,3.6544801849138725e-290,0.2068398897007738,0.22958182955398546,Parvb
ENSMUSG00000061048,0.2182219641668102,3.3696613111831704e-290,4.1048377526899383e-290,0.20682127069388562,0.22956340359341296,Cdh3
ENSMUSG00000024376,0.21818503028343578,4.249159588412476e-290,5.175590241671713e-290,0.2067841489041298,0.229526666642599,Epb41l4a
ENSMUSG00000066392,0.21815446575690073,5.147973940797734e-290,6.269606553157635e-290,0.20675342890104356,0.22949626506258797,Nrxn3
ENSMUSG00000021384,0.21812419857558168,6.225094042805183e-290,7.58048470872526e-290,0.20672300777787062,0.22946615922076802,Susd3
ENSMUSG00000045201,0.21811859520399224,6.447918157099089e-290,7.850868327163142e-290,0.20671737590940178,0.22946058571562353,Lrrc3b
ENSMUSG00000029074,0.2180885325891348,7.78675002630191e-290,9.479851505115545e-290,0.20668716041901045,0.22943068332434802,Ttll10
ENSMUSG00000020151,0.21807918856099098,8.256977632075811e-290,1.0051098760895692e-289,0.2066777688786953,0.22942138909235618,Ptprr
ENSMUSG00000086328,0.21805492288456368,9.614917000871016e-290,1.1702674051693057e-289,0.20665337982685977,0.22939725272280015,2700033N17Rik
ENSMUSG00000037280,0.21770502895841926,8.619616147003136e-289,1.0489979490085355e-288,0.2063017084895363,0.22904922175974668,Galnt6
ENSMUSG00000024451,0.2176898205885367,9.48094384297725e-289,1.1535398275918299e-288,0.20628642293011265,0.2290340942990097,Arap3
ENSMUSG00000071178,0.2176782107525751,1.0195904249615431e-288,1.240377645938617e-288,0.20627475417258714,0.229022546224159,Serpina1b
ENSMUSG00000028226,0.21753004064963352,2.5776429104489345e-288,3.1354371858033505e-288,0.20612583237019938,0.2288751640646828,Mmp16
ENSMUSG00000039717,0.2175077777188581,2.9629015252466293e-288,3.603626277361505e-288,0.20610345654034196,0.22885301947945047,Ralyl
ENSMUSG00000031561,0.2174936714999275,3.2362647646515258e-288,3.9356253978493566e-288,0.20608927879256517,0.22883898824044344,Tenm3
ENSMUSG00000021620,0.21748490270821566,3.418751849396506e-288,4.157042618429604e-288,0.20608046553907985,0.22883026605582166,Acot12
ENSMUSG00000068264,0.2174177904269103,5.20194721090268e-288,6.324555879516936e-288,0.20601301302916822,0.2287635104233318,Ap5s1
ENSMUSG00000086254,0.21741298685595986,5.360576920557122e-288,6.516626453388186e-288,0.2060081851104638,0.22875873237547834,3100003L05Rik
