,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000029103,-0.1793012253515937,1.5482766985229743e-194,8.3285459845238e-194,-0.19083225688023409,-0.16772071714901485,Lrpap1
ENSMUSG00000016257,-0.179311644906888,1.468881723790947e-194,7.905714336872697e-194,-0.19084263048618036,-0.16773117996946751,Slmo2
ENSMUSG00000025515,-0.17936843213707016,1.102461643654082e-194,5.93678860341455e-194,-0.19089916724426334,-0.1677882030433323,Muc2
ENSMUSG00000006342,-0.17938069025744116,1.0362310615136933e-194,5.583141495224641e-194,-0.19091137128756056,-0.16780051208320954,Susd2
ENSMUSG00000002017,-0.1794792901624691,6.294405018030493e-195,3.393210252307543e-194,-0.19100953608643184,-0.1678995216977347,Fam98a
ENSMUSG00000003868,-0.1794865728249428,6.066784458655529e-195,3.2722677770526046e-194,-0.19101678660249405,-0.16790683463092201,Ruvbl2
ENSMUSG00000037060,-0.17950029100876932,5.6601133583053454e-195,3.054567381708227e-194,-0.19103044422944732,-0.16792060983845708,Prkcdbp
ENSMUSG00000043998,-0.1796697040991766,2.4015142511011887e-195,1.297414506267525e-194,-0.19119910910307605,-0.16809072751749185,Mgat2
ENSMUSG00000006517,-0.1797478999134622,1.6162029128808779e-195,8.736231961518258e-195,-0.19127695933410435,-0.16816924878061157,Mvd
ENSMUSG00000039611,-0.1799114734818049,7.054364039706655e-196,3.8152320387813166e-195,-0.19143980952655787,-0.16833350361281935,Tmem246
ENSMUSG00000024269,-0.17996586619431845,5.353730000078097e-196,2.8970400433323036e-195,-0.1914939615560586,-0.16838812300676276,Tpgs2
ENSMUSG00000031790,-0.18011301383350886,2.53724599330462e-196,1.373711961724212e-195,-0.19164045772801014,-0.1685358842395234,Mmp15
ENSMUSG00000097457,-0.1801541702030849,2.0587700032813896e-196,1.1152600234460398e-195,-0.19168143179392932,-0.16857721232089704,2310031A07Rik
ENSMUSG00000055612,-0.18015430225814452,2.0573898753818936e-196,1.1151164636216226e-195,-0.1916815632639815,-0.16857734492697968,Cdca7
ENSMUSG00000017344,-0.18015673599720922,2.0321193014729637e-196,1.1020169747684185e-195,-0.19168398622144334,-0.16857978882132515,Vtn
ENSMUSG00000024640,-0.1801718094406549,1.8823669603171232e-196,1.0219147450147249e-195,-0.19169899288554465,-0.168594925165009,Psat1
ENSMUSG00000027574,-0.1802882376005276,1.0418777959240536e-196,5.662379325674204e-196,-0.1918149050562512,-0.1687118393539643,Nkain4
ENSMUSG00000034460,-0.18032052536947038,8.841887379122787e-197,4.8079866118122815e-196,-0.19184704967451643,-0.16874426196581724,Six4
ENSMUSG00000063229,-0.18037475127110025,6.711442379330584e-197,3.651492045337641e-196,-0.19190103510517467,-0.16879871438660873,Ldha
ENSMUSG00000063160,-0.18040731976676222,5.687047040748112e-197,3.095833990608662e-196,-0.19193345913858392,-0.1688314189653945,Numbl
ENSMUSG00000031734,-0.18041908141331905,5.356821853503096e-197,2.9176589616029933e-196,-0.19194516860847938,-0.16884322976269056,Irx3
ENSMUSG00000022114,-0.1804778177212255,3.973199999786589e-197,2.1652316075131277e-196,-0.1920036443030357,-0.1689022115734794,Spry2
ENSMUSG00000023963,-0.18053016321677853,3.044067194565416e-197,1.659796725499136e-196,-0.1920557574723439,-0.16895477592980362,Cyp39a1
ENSMUSG00000036372,-0.180553788985121,2.6991569772819023e-197,1.4725351758220963e-196,-0.19207927836059363,-0.16897850050096985,Tmem258
ENSMUSG00000021591,-0.18060212556842953,2.1103488111016152e-197,1.1519371239637637e-196,-0.1921274003256936,-0.16902703926937898,Glrx
ENSMUSG00000006205,-0.18071468727668963,1.1894761204408953e-197,6.496319609180204e-197,-0.19223946203635595,-0.16914007202497702,Htra1
ENSMUSG00000032374,-0.18073234600170812,1.087119861195308e-197,5.940545689591847e-197,-0.19225704229428034,-0.16915780467571687,Plod2
ENSMUSG00000001229,-0.18078563435496522,8.28564874060176e-198,4.5301524005477087e-197,-0.19231009381423958,-0.16921131615845358,Dpp9
ENSMUSG00000033446,-0.1808187524183844,6.998458677950667e-198,3.828478489032094e-197,-0.19234306465470338,-0.16924457292851416,Lpar6
ENSMUSG00000020100,-0.18083173068139927,6.550346299505617e-198,3.585301751234602e-197,-0.19235598521708486,-0.169257605554893,Slc29a3
ENSMUSG00000030339,-0.18089464896823204,4.752374725921685e-198,2.6026148553787975e-197,-0.1924186237160854,-0.1693207874513001,Ltbr
ENSMUSG00000022898,-0.1809027206050097,4.560679174648135e-198,2.4990022874784302e-197,-0.19242665945275383,-0.16932889291280556,Dscr3
ENSMUSG00000020260,-0.1809180256708264,4.218147059228825e-198,2.3125806245772065e-197,-0.19244189644219367,-0.16934426211981182,Pofut2
ENSMUSG00000000303,-0.18092231631856245,4.1268186606141044e-198,2.2637513223335735e-197,-0.19244616800428718,-0.16934857075000642,Cdh1
ENSMUSG00000066720,-0.18093225601074747,3.922763507998546e-198,2.1529986322714303e-197,-0.19245606348109448,-0.1693585521019607,Cldn9
ENSMUSG00000035615,-0.18097246101606632,3.1951918449528804e-198,1.7546358291888413e-197,-0.19249608961596723,-0.1693989256408716,Frmpd1
ENSMUSG00000057322,-0.18098304797691786,3.0271393656774725e-198,1.663263387734875e-197,-0.19250662946947927,-0.16940955698719948,Rpl38
ENSMUSG00000020473,-0.18100007376233376,2.775198187776925e-198,1.5256724506745052e-197,-0.19252357949202994,-0.16942665415829544,Aebp1
ENSMUSG00000001211,-0.18124144828913347,8.088370523994659e-199,4.44904869306637e-198,-0.19276387918906562,-0.16966904146917203,Agpat3
ENSMUSG00000044548,-0.1812448625436398,7.948437123466602e-199,4.3744838323976894e-198,-0.19276727823013948,-0.1696724700596011,Dact1
ENSMUSG00000026604,-0.18124744453542638,7.844222123117657e-199,4.3195055744039954e-198,-0.1927698487167542,-0.16967506289295495,Ptpn14
ENSMUSG00000079478,-0.18137138531925737,4.162024101946408e-199,2.293126226967718e-198,-0.19289323704327288,-0.1697995242821793,Sssca1
ENSMUSG00000021876,-0.1813798674689736,3.9852916607330356e-199,2.1969634292905376e-198,-0.19290168137108207,-0.16980804207412334,Rnase4
ENSMUSG00000078201,-0.18138895301601013,3.8042935454181212e-199,2.098341723893062e-198,-0.1929107264037697,-0.16981716580079773,Tmem203
ENSMUSG00000022754,-0.18138963554456944,3.791032847760715e-199,2.092181483311653e-198,-0.19291140588871275,-0.16981785119758513,Tmem45a
ENSMUSG00000026102,-0.1814145510641129,3.337297027360256e-199,1.842792395008424e-198,-0.19293621029430755,-0.16984287142867832,Inpp1
ENSMUSG00000029446,-0.18147245822186991,2.4813741474569806e-199,1.3716827791359759e-198,-0.19299385915079853,-0.16990102200837362,Psph
ENSMUSG00000015474,-0.18148602795704355,2.314867433144186e-199,1.2803470316062977e-198,-0.1930073683451674,-0.1699146487977395,Ppt2
ENSMUSG00000033831,-0.18150171471114102,2.1362432802599735e-199,1.1822043609629073e-198,-0.19302298510802565,-0.16993040151258731,Fgb
ENSMUSG00000032763,-0.18150256336512416,2.1269821967279927e-199,1.1777310059401951e-198,-0.19302382997531367,-0.1699312537352181,Ilvbl
ENSMUSG00000022706,-0.18151746910873118,1.9707049348601982e-199,1.0918032880111902e-198,-0.1930386692066895,-0.16994622216131175,Mrpl40
ENSMUSG00000028896,-0.1815426379382567,1.7324197205123176e-199,9.603213528338789e-199,-0.1930637257162014,-0.16997149684436003,Rcc1
ENSMUSG00000051790,-0.18159690796641778,1.312027407816817e-199,7.284993935684713e-199,-0.19311775350436297,-0.1700259951698859,Nlgn2
ENSMUSG00000006457,-0.18164030291906258,1.0504934379319714e-199,5.842566395617194e-199,-0.19316095470878886,-0.1700695727227132,Actn3
ENSMUSG00000046157,-0.18165425128396318,9.78034670498123e-200,5.442596942115321e-199,-0.1931748407880465,-0.17008357979008684,Tmem229b
ENSMUSG00000051316,-0.1816720302180559,8.928680561482281e-200,4.971425702384343e-199,-0.19319254032461364,-0.17010143355459495,Taf7
ENSMUSG00000050931,-0.18171450795910957,7.181846702001324e-200,4.0032590312158995e-199,-0.19323482833734934,-0.1701440901125446,Sgms2
ENSMUSG00000057969,-0.18179305543386287,4.801025354196073e-200,2.6776493888433205e-199,-0.19331302486430743,-0.17022296835977616,Sema3b
ENSMUSG00000018906,-0.1818330605586711,3.9104138016762483e-200,2.182150558971121e-199,-0.19335285119114987,-0.17026314200776838,P4ha2
ENSMUSG00000037493,-0.18183383538381895,3.894902457768449e-200,2.1747082399600494e-199,-0.19335362255293764,-0.17026392009727778,Cib2
ENSMUSG00000028070,-0.18187648958784394,3.129396050122548e-200,1.7492431806162928e-199,-0.19339608607666323,-0.17030675402699835,Apoa1bp
ENSMUSG00000038702,-0.1820253854629926,1.4572080790508082e-200,8.149933328024655e-200,-0.1935443159931009,-0.170456277625329,Dsel
ENSMUSG00000020566,-0.18205215992095583,1.269991818502999e-200,7.106837260789026e-200,-0.19357097064257608,-0.17048316501699898,Atp6v1c2
ENSMUSG00000031665,-0.1820694758470023,1.1619100673001935e-200,6.509300096919852e-200,-0.19358820907546234,-0.1705005539901765,Sall1
ENSMUSG00000052397,-0.18222911418822552,5.115197744436376e-201,2.868871421444967e-200,-0.19374713265958735,-0.17066086610423092,Ezr
