,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000050856,0.40019297591791225,0.0,0.0,0.39199748594874845,0.4083249516606422,Atp5k
ENSMUSG00000104736,0.3998567848109543,0.0,0.0,0.39165869704281703,0.4079913913867963,Gm43146
ENSMUSG00000019853,0.3998499453549287,0.0,0.0,0.3916518047603629,0.40798460542977616,Hebp2
ENSMUSG00000046364,0.3982944062525084,0.0,0.0,0.3900842749206491,0.40644121058308397,Rpl27a
ENSMUSG00000106438,0.39778818719022746,0.0,0.0,0.389574163975994,0.40593893359854133,Gm42749
ENSMUSG00000030611,0.3972748779610633,0.0,0.0,0.3890569135002434,0.40542961663238186,Mrps11
ENSMUSG00000031948,0.3964979813170216,0.0,0.0,0.3882740616115665,0.40465875267232615,Kars
ENSMUSG00000026815,0.3946073283572632,0.0,0.0,0.38636896557907713,0.4027827323739783,Gfi1b
ENSMUSG00000052962,0.3928104627233436,0.0,0.0,0.38455843848009674,0.40099970987143874,Mrpl35
ENSMUSG00000106718,0.3923521142631049,0.0,0.0,0.3840966153859771,0.40054488261536686,Gm20052
ENSMUSG00000093674,0.3916709851604545,0.0,0.0,0.3834103304313435,0.39986897874310495,Rpl41
ENSMUSG00000057388,0.39046456944297436,0.0,0.0,0.38219480505735415,0.3986717960705303,Mrpl18
ENSMUSG00000058755,0.38965700874871245,0.0,0.0,0.38138116245386655,0.39787040024038295,Osm
ENSMUSG00000028332,0.38785007767936647,0.0,0.0,0.3795606694490319,0.3960772177621742,Hemgn
ENSMUSG00000059895,0.3878028850995937,0.0,0.0,0.379513123525144,0.39603038342076907,Ptp4a3
ENSMUSG00000058558,0.38741380630902766,0.0,0.0,0.37912113326087676,0.3956442564918297,Rpl5
ENSMUSG00000024661,0.3848130998635314,0.0,0.0,0.3765010421810845,0.3930632063487144,Fth1
ENSMUSG00000029536,0.38478779279390674,0.0,0.0,0.37647554713584264,0.3930380899127964,Gatc
ENSMUSG00000042535,0.3831450748768385,0.0,0.0,0.3748206543867312,0.3914077199650012,Gtpbp1
ENSMUSG00000025503,0.38310258274100556,0.0,0.0,0.3747778480287151,0.3913655465454619,Taldo1
ENSMUSG00000085640,0.38277970487961116,0.0,0.0,0.3744525836994564,0.39104508932618914,Gm14064
ENSMUSG00000032330,0.3810534153936042,0.0,0.0,0.3727135695613254,0.3893317079740711,Cox7a2
ENSMUSG00000096537,0.37876242369789054,0.0,0.0,0.37040578119157236,0.38705775844165896,1190003K10Rik
ENSMUSG00000036114,0.3787542114580381,0.0,0.0,0.37039750892828627,0.38704960710927794,Rpp25l
ENSMUSG00000023216,0.3772628701244475,0.0,0.0,0.36889528932715077,0.38556930506389603,Epb42
ENSMUSG00000020224,0.3763190853952352,0.0,0.0,0.3679446429491476,0.3846324843760029,Llph
ENSMUSG00000030725,0.3755878163319746,0.0,0.0,0.3672080693382904,0.3839065994581047,Lipt2
ENSMUSG00000028261,0.37522197176132505,0.0,0.0,0.3668395749144231,0.38354344464790435,Ndufaf4
