,Cardiac_2_corr,Cardiac_2_pval,Cardiac_2_qval,Cardiac_2_ci_low,Cardiac_2_ci_high,gene_annotation
ENSMUSG00000071392,0.6627836324534427,0.0,0.0,0.6572979059399985,0.6681991278257187,Ect2l
ENSMUSG00000111375,0.6484387271520959,0.0,0.0,0.6427697767507605,0.654036661657017,Btbd8
ENSMUSG00000107539,0.6478555394084355,0.0,0.0,0.6421792263443048,0.6534608078952929,Gm44790
ENSMUSG00000028182,0.6424005922657959,0.0,0.0,0.6366557375113087,0.6480741462390691,Lrriq3
ENSMUSG00000091844,0.6336241377936618,0.0,0.0,0.6277702433988731,0.6394063646116112,Gm8251
ENSMUSG00000060961,0.6331657811824999,0.0,0.0,0.6273062340284052,0.6389536431307732,Slc4a4
ENSMUSG00000090165,0.6309568028286756,0.0,0.0,0.625070071418207,0.6367717661862692,Ugt1a10
ENSMUSG00000097546,0.6278994718262894,0.0,0.0,0.6219752755184661,0.633751791173816,Gm26749
ENSMUSG00000095295,0.6274425009230019,0.0,0.0,0.6215127207379594,0.6333003884421154,Gm3488
ENSMUSG00000007908,0.6257377638055536,0.0,0.0,0.6197871893595781,0.6316163883054879,Hmgcll1
ENSMUSG00000035875,0.6254540722699835,0.0,0.0,0.6195000429591283,0.6313361423028706,AI182371
ENSMUSG00000094678,0.6245549650881018,0.0,0.0,0.6185899967572134,0.6304479449421954,Olfr857
ENSMUSG00000019726,0.6232648592378925,0.0,0.0,0.6172842227443225,0.6291734663578411,Lyst
ENSMUSG00000074220,0.6226485813391116,0.0,0.0,0.6166604718622136,0.6285646423214374,Zfp382
ENSMUSG00000098164,0.6220682814751366,0.0,0.0,0.6160731421573917,0.6279913545387485,Gm5493
ENSMUSG00000098061,0.6199605450067872,0.0,0.0,0.6139399283262846,0.6259090329242271,Gm26945
ENSMUSG00000074519,0.6184380190691019,0.0,0.0,0.612399053489786,0.6244048126752191,Zfp971
ENSMUSG00000053004,0.6145569847066715,0.0,0.0,0.6084714539356686,0.6205702407019881,Hrh1
ENSMUSG00000070709,0.6135497550312239,0.0,0.0,0.6074521881021304,0.6195750222228068,Zfp974
ENSMUSG00000106631,0.6125012981667375,0.0,0.0,0.6063912237519555,0.6185390476101436,Gm42669
ENSMUSG00000084902,0.6124874356029435,0.0,0.0,0.6063771959614926,0.6185253499444958,Gm281
ENSMUSG00000108847,0.6114706446079039,0.0,0.0,0.6053482962943325,0.6175206438888124,B830042I05Rik
ENSMUSG00000079244,0.6113027017363473,0.0,0.0,0.6051783554080906,0.6173546951810178,Gm5622
ENSMUSG00000068959,0.6095361564627204,0.0,0.0,0.6033908273763272,0.6156090933420171,Zfp619
ENSMUSG00000018800,0.6088340341350634,0.0,0.0,0.6026803824956317,0.6149152785373845,Abca5
ENSMUSG00000110008,0.6080106332343935,0.0,0.0,0.6018472339037848,0.6141016081352599,Olfr560
ENSMUSG00000033618,0.6079785307254972,0.0,0.0,0.6018147516265347,0.614069884733887,Map3k13
ENSMUSG00000040328,0.6078033477650326,0.0,0.0,0.6016374966345304,0.6138967702113348,Olfr56
ENSMUSG00000078879,0.6070666698775956,0.0,0.0,0.6008921121038645,0.6131687840866349,Gm14306
ENSMUSG00000035517,0.6061328581897143,0.0,0.0,0.5999472793223984,0.6122459751666587,Tdrd7
ENSMUSG00000046169,0.6057755155913588,0.0,0.0,0.5995857238364142,0.6118928386018238,Adamts6
ENSMUSG00000071362,0.6054997610223775,0.0,0.0,0.5993067199883549,0.6116203280826922,Gm10330
ENSMUSG00000070690,0.6052353152866297,0.0,0.0,0.5990391596413615,0.6113589919924534,5830473C10Rik
ENSMUSG00000097422,0.603661109463006,0.0,0.0,0.5974464416380636,0.6098032697806424,Gm26521
ENSMUSG00000000948,0.603144616652264,0.0,0.0,0.5969238857120375,0.609292831081911,Gm38393
ENSMUSG00000078435,0.6031183340384901,0.0,0.0,0.5968972947074677,0.6092668564056654,AU041133
ENSMUSG00000072919,0.6027003834261334,0.0,0.0,0.5964744418487063,0.6088538008952445,Noxred1
ENSMUSG00000051246,0.6024296237561375,0.0,0.0,0.5962005082160475,0.6085862106232531,Msantd1
ENSMUSG00000046388,0.6023786574050393,0.0,0.0,0.5961489445774105,0.6085358407060676,Gm9806
ENSMUSG00000033882,0.6022900833079493,0.0,0.0,0.5960593325803741,0.6084483030296337,Rbm46
ENSMUSG00000058152,0.6022576122268484,0.0,0.0,0.5960264810461767,0.6084162118606664,Chsy3
ENSMUSG00000063568,0.6015994426777962,0.0,0.0,0.5953606044351236,0.6077657385637706,Jazf1
ENSMUSG00000072647,0.6014439500295755,0.0,0.0,0.5952032922439489,0.6076120629478392,Adam1a
ENSMUSG00000053819,0.6013264047441733,0.0,0.0,0.595084371785294,0.6074958909486863,Camk2d
ENSMUSG00000078504,0.600687930010666,0.0,0.0,0.5944384322511458,0.606864870930627,Gm438
ENSMUSG00000108504,0.5993450002514649,0.0,0.0,0.5930798277950488,0.6055375955615239,Gm4265
ENSMUSG00000105730,0.598879271184737,0.0,0.0,0.5926086710634361,0.6050772874036221,Gm43838
ENSMUSG00000109667,0.5984512600816715,0.0,0.0,0.5921756756490433,0.6046542545328566,Gm45622
ENSMUSG00000097859,0.5980417756490145,0.0,0.0,0.5917614260454735,0.6042495295715719,Gm26601
ENSMUSG00000039782,0.5977517418726873,0.0,0.0,0.5914680191524033,0.6039628649438508,Cpeb2
ENSMUSG00000033671,0.5974364100487914,0.0,0.0,0.5911490218814603,0.6036511943174343,Cep350
ENSMUSG00000073647,0.5973735745781582,0.0,0.0,0.5910854562403813,0.6035890881784944,Gm10557
ENSMUSG00000093846,0.5971300962113013,0.0,0.0,0.59083914930624,0.603348435154133,Gm4425
ENSMUSG00000039428,0.5964893968131902,0.0,0.0,0.5901910122980536,0.60271516507198,Tmem135
ENSMUSG00000109781,0.5964810220315583,0.0,0.0,0.5901825403508645,0.6027068873493289,Gm45509
ENSMUSG00000079625,0.5959623629656535,0.0,0.0,0.5896578664230151,0.602194236637406,Tm4sf19
ENSMUSG00000046523,0.5958310538440149,0.0,0.0,0.5895250353605016,0.6020644478378607,Kctd4
ENSMUSG00000111253,0.5948633314950964,0.0,0.0,0.5885461071260866,0.6011079198034286,RP24-397P9.4
ENSMUSG00000016493,0.5946061976392752,0.0,0.0,0.5882859988652753,0.6008537573843175,Cd46
ENSMUSG00000111699,0.5941477305821964,0.0,0.0,0.5878222317189478,0.600400585234656,RP24-538A12.2
ENSMUSG00000044244,0.5938415424591522,0.0,0.0,0.5875125062363954,0.6000979310892933,Il20rb
ENSMUSG00000086105,0.593703772060916,0.0,0.0,0.5873731447959911,0.5999617502321543,Gm11636
ENSMUSG00000040407,0.5934037925521187,0.0,0.0,0.5870697022709322,0.599665230515401,Akap9
ENSMUSG00000091586,0.5933723556686006,0.0,0.0,0.5870379025775333,0.5996341561073817,Cyp4f17
ENSMUSG00000098145,0.5931907400744781,0.0,0.0,0.5868541913589425,0.5994546342189675,Gm26936
ENSMUSG00000032017,0.5930306744724002,0.0,0.0,0.5866922793341334,0.5992964133669278,Grik4
ENSMUSG00000022637,0.5929162404271082,0.0,0.0,0.586576525555586,0.5991832978696112,Cblb
ENSMUSG00000036251,0.592878594834529,0.0,0.0,0.5865384458643849,0.5991460859876546,Trpm8
ENSMUSG00000029238,0.5926596490560366,0.0,0.0,0.5863169759352836,0.5989296621220581,Clock
ENSMUSG00000044162,0.5924545115469827,0.0,0.0,0.5861094743267429,0.598726886645134,Tnip3
ENSMUSG00000084894,0.5921739490015409,0.0,0.0,0.5858256797964364,0.5984495533028407,Gm13834
ENSMUSG00000020213,0.5918886034782203,0.0,0.0,0.5855370487868848,0.5981674904908238,Glipr1l1
ENSMUSG00000087179,0.5913775982872479,0.0,0.0,0.5850201638744109,0.597662360188465,Gm14230
ENSMUSG00000039286,0.5910301940665074,0.0,0.0,0.5846687653046515,0.5973189471311198,Fndc3b
ENSMUSG00000085806,0.5909740487202118,0.0,0.0,0.5846119746401448,0.5972634465957872,Gm12023
ENSMUSG00000050201,0.5909022425243761,0.0,0.0,0.5845393432157241,0.5971924649828779,Otop2
ENSMUSG00000105078,0.5900770214370287,0.0,0.0,0.5837046456425294,0.5963767132091256,Gm35911
ENSMUSG00000111439,0.5893704550132999,0.0,0.0,0.5829899760149126,0.5956782442103837,RP23-356D13.5
ENSMUSG00000015882,0.5893016319244175,0.0,0.0,0.5829203641613081,0.5956102093411668,Lcorl
ENSMUSG00000042167,0.5888440818872128,0.0,0.0,0.5824575726356842,0.5951578972491769,Papd4
ENSMUSG00000034573,0.588731963695378,0.0,0.0,0.5823441706995978,0.5950470619546917,Ptpn13
ENSMUSG00000019699,0.5881888317443765,0.0,0.0,0.5817948234506585,0.5945101413177514,Akt3
ENSMUSG00000040270,0.588186024801408,0.0,0.0,0.581791984401759,0.594507366460636,Bach2
ENSMUSG00000026368,0.588040620026745,0.0,0.0,0.5816449166943056,0.5943636235858825,F13b
ENSMUSG00000042302,0.5873611069662011,0.0,0.0,0.5809576378734813,0.5936918716455206,Ehbp1
ENSMUSG00000030465,0.5871972941788453,0.0,0.0,0.5807919543308683,0.5935299285408308,Psd3
ENSMUSG00000103912,0.587101057572007,0.0,0.0,0.5806946189416651,0.5934347900945638,Gm33819
ENSMUSG00000029089,0.586816189332828,0.0,0.0,0.5804064992901428,0.5931531714632989,5730480H06Rik
ENSMUSG00000085017,0.5864124263234064,0.0,0.0,0.5799981305834537,0.5927540116860981,Gm13412
ENSMUSG00000078779,0.5862103603224056,0.0,0.0,0.5797937608396961,0.5925542482349068,Zfp59
ENSMUSG00000098183,0.5859445680110856,0.0,0.0,0.5795249394751942,0.5922914834489226,Gm27010
ENSMUSG00000091477,0.5856701363960103,0.0,0.0,0.5792473818165579,0.5920201763491487,Gm5799
ENSMUSG00000063810,0.5856326224379594,0.0,0.0,0.5792094406536683,0.5919830893909142,Alms1
ENSMUSG00000085919,0.5854330369591764,0.0,0.0,0.5790075827852333,0.5917857752267124,Gm16019
ENSMUSG00000090965,0.5854193447677801,0.0,0.0,0.5789937347296352,0.5917722388267341,Gm17203
ENSMUSG00000024274,0.5848152043299396,0.0,0.0,0.5783827207875011,0.591174968805581,Zscan30
ENSMUSG00000071037,0.5848046320374803,0.0,0.0,0.5783720282748521,0.5911645166814345,Camkmt
ENSMUSG00000035168,0.584109130851546,0.0,0.0,0.5776686232257405,0.5904769161086905,Tanc1
ENSMUSG00000085532,0.5837897536311394,0.0,0.0,0.5773456197210526,0.590161163787513,B430319H21Rik
ENSMUSG00000042104,0.5835954340675246,0.0,0.0,0.5771490947942006,0.5899690487774638,Uggt2
ENSMUSG00000050266,0.5832881759648819,0.0,0.0,0.5768383510947928,0.5896652750423192,Olfr690
ENSMUSG00000062232,0.5831032407896656,0.0,0.0,0.5766513188782479,0.5894824361986511,Rapgef2
ENSMUSG00000030859,0.5830652774509939,0.0,0.0,0.57661292514434,0.5894449031123101,Fam24a
ENSMUSG00000110230,0.5828290538492579,0.0,0.0,0.5763740240857029,0.5892113560996648,RP23-243D10.3
ENSMUSG00000079416,0.5826253795563349,0.0,0.0,0.5761680421491239,0.589009988731768,Gm11111
ENSMUSG00000101959,0.5821682393985813,0.0,0.0,0.575705725548692,0.5885580235035166,Ldhal6b
ENSMUSG00000051986,0.5821530578973774,0.0,0.0,0.5756903722101153,0.5885430137918005,A530006G24Rik
ENSMUSG00000111281,0.5819085502645207,0.0,0.0,0.575443097655948,0.5883012723299897,RP23-142F22.2
ENSMUSG00000048264,0.5813160531939331,0.0,0.0,0.5748439006145744,0.5877154735756983,Dip2c
ENSMUSG00000070345,0.581233728889524,0.0,0.0,0.5747606459342147,0.5876340794356709,Hsf5
ENSMUSG00000103677,0.5810005706220868,0.0,0.0,0.5745248533902944,0.5874035548697496,Pcdhga4
