,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000037025,-0.06281291795925369,5.472199826894414e-25,1.4857995728738566e-24,-0.07469645971242318,-0.05091153849829429,Foxa2
ENSMUSG00000052331,-0.06281877554977099,5.417432964952681e-25,1.471328887819848e-24,-0.07470230769273724,-0.05091740404874549,Ankrd44
ENSMUSG00000087362,-0.06281946814913918,5.410993361334403e-25,1.46997917993328e-24,-0.07470299915574447,-0.05091809758934765,Gm13710
ENSMUSG00000002233,-0.06282763697213911,5.335611682749318e-25,1.4502885791653487e-24,-0.07471115457513883,-0.05092627751454298,Rhoc
ENSMUSG00000057367,-0.06283731029628331,5.247691145148142e-25,1.4267784516444103e-24,-0.07472081202499921,-0.05093596398770552,Birc2
ENSMUSG00000092260,-0.06284790267706605,5.153063220226818e-25,1.4014313897815658e-24,-0.07473138702073527,-0.05094657076935524,Zfp963
ENSMUSG00000030772,-0.06286050315882936,5.042695479746322e-25,1.3717887594522095e-24,-0.07474396681811807,-0.050959188385594996,Dkk3
ENSMUSG00000024335,-0.06286177946721838,5.03164777154136e-25,1.3691558562017306e-24,-0.07474524103116603,-0.05096046642975464,Brd2
ENSMUSG00000029406,-0.0628712595500382,4.9503354718532795e-25,1.3473966989257702e-24,-0.07475470554912948,-0.05096995940664195,Pitpnm2
ENSMUSG00000039270,-0.0628749081894232,4.919388623676945e-25,1.3393380407505976e-24,-0.07475834819743213,-0.05097361300919413,Megf9
ENSMUSG00000062169,-0.06288458464806032,4.838240531507381e-25,1.3176036305847987e-24,-0.07476800876574463,-0.05098330263205652,Cnih4
ENSMUSG00000021930,-0.0628881880827212,4.808361760458707e-25,1.3098234160879073e-24,-0.07477160628240762,-0.0509869109695406,Spryd7
ENSMUSG00000035314,-0.0629000035891033,4.711667294672927e-25,1.2838330503195986e-24,-0.07478340238176061,-0.05099874255424767,Gdpd5
ENSMUSG00000071573,-0.06291119436053245,4.6218629510586535e-25,1.259706446186605e-24,-0.0747945747692244,-0.051009948556954336,Rnls
ENSMUSG00000030781,-0.06291583821010316,4.5850965513807485e-25,1.2500263226228866e-24,-0.07479921098910026,-0.05101459872794871,Slc5a2
ENSMUSG00000024215,-0.0629174149623608,4.572679069274286e-25,1.2469809297175582e-24,-0.07480078515068803,-0.05101617762667208,Spdef
