,Pharyngeal Mesoderm/Neural Crest_2_corr,Pharyngeal Mesoderm/Neural Crest_2_pval,Pharyngeal Mesoderm/Neural Crest_2_qval,Pharyngeal Mesoderm/Neural Crest_2_ci_low,Pharyngeal Mesoderm/Neural Crest_2_ci_high,gene_annotation
ENSMUSG00000063480,0.20206359532862056,5.829402674250626e-248,5.829402674250626e-244,0.19058382745007282,0.2134881054769127,Nhp2l1
ENSMUSG00000005732,0.2009704021760879,3.1072568344000146e-245,1.5536284172000074e-241,0.18948551134275757,0.21240030898963047,Ranbp1
ENSMUSG00000003970,0.19724483630285525,4.591093351348955e-236,1.5303644504496518e-232,0.18574270246920085,0.20869292198497233,Rpl8
ENSMUSG00000047675,0.19412727633021168,1.546246555238295e-228,3.865616388095737e-225,0.1826109700142953,0.20559032123318907,Rps8
ENSMUSG00000058546,0.19162365847424762,1.3759914395387564e-222,2.7519828790775125e-219,0.18009613984741712,0.20309854983295422,Rpl23a
ENSMUSG00000052146,0.1896572383933707,5.648041834012693e-218,9.413403056687822e-215,0.17812101892313797,0.20114133011456653,Rps10
ENSMUSG00000059291,0.18896406036739313,2.320949147931406e-216,3.3156416399020086e-213,0.17742479594258675,0.20045137342712935,Rpl11
ENSMUSG00000027133,0.18827899898237022,8.998542679829549e-215,1.1248178349786935e-211,0.17673673660543526,0.19976948446545148,Nop10
ENSMUSG00000034892,0.1874781701229977,6.354845615013872e-213,7.060939572237636e-210,0.1759324174761884,0.19897235002235686,Rps29
ENSMUSG00000070493,0.18397040526082056,6.3127940392857865e-205,6.312794039285787e-202,0.1724095462803265,0.1954805881009294,Chchd2
ENSMUSG00000057841,0.18333216710365247,1.7280925218607975e-203,1.570993201691634e-200,0.17176859132366168,0.19484523029949108,Rpl32
ENSMUSG00000025362,0.1811817605414407,1.0973283885334345e-198,9.144403237778622e-196,0.16960910314718222,0.19270445735681574,Rps26
ENSMUSG00000043716,0.18044924332538487,4.5948981971201626e-197,3.534537074707817e-194,0.16887351773354983,0.19197519670218316,Rpl7
ENSMUSG00000059278,0.17780395561879594,2.884337869364816e-191,2.060241335260583e-188,0.16621725741957882,0.18934156320207293,Naa38
ENSMUSG00000028998,0.17584070489438722,5.046070534014169e-187,3.3640470226761126e-184,0.1642459718673903,0.1873868545447653,Tomm7
ENSMUSG00000049751,0.17406465018238726,3.1432409246200787e-183,1.964525577887549e-180,0.16246272823213898,0.1856184486291182,Rpl36al
ENSMUSG00000042660,0.1723883946332735,1.097521354463986e-179,6.456007967435212e-177,0.1607797572325369,0.18394934342425912,Wdr55
ENSMUSG00000033751,0.17109107427758652,5.716315655137984e-177,3.1757309195211025e-174,0.1594772858627527,0.18265751123327392,Gadd45gip1
ENSMUSG00000030224,0.16968642258229727,4.716825756341122e-174,2.4825398717584857e-171,0.15806710258083173,0.18125875672394798,Strap
ENSMUSG00000030744,0.16957818307490297,7.894370300081693e-174,3.9471851500408467e-171,0.15795843878783744,0.1811509696982939,Rps3
ENSMUSG00000007892,0.16947482333098643,1.2905004690356631e-173,6.145240328741253e-171,0.15785467414907892,0.18104804177736433,Rplp1
ENSMUSG00000071415,0.16775616610507565,4.358346773403129e-170,1.98106671518324e-167,0.1561293219750109,0.1793365277109816,Rpl23
ENSMUSG00000028081,0.1656400191384091,8.529269769046051e-166,3.708378160454805e-163,0.15400502911747138,0.17722907967185694,Rps3a1
ENSMUSG00000035960,0.1649947310732194,1.6902168839546021e-164,7.042570349810842e-162,0.15335727848141636,0.17658642307114383,Apex1
