,Endothelium_corr,Endothelium_pval,Endothelium_qval,Endothelium_ci_low,Endothelium_ci_high,gene_annotation
ENSMUSG00000027466,0.7369395680860534,0.0,0.0,0.7339276126822964,0.739922542071411,Rbck1
ENSMUSG00000007836,0.7260934596689096,0.0,0.0,0.7229771259419597,0.729180246867382,Hnrnpa0
ENSMUSG00000020496,0.7236780037635371,0.0,0.0,0.7205386378876014,0.7267877032884306,Rnf187
ENSMUSG00000042305,0.7228810774555534,0.0,0.0,0.719734129665659,0.7259983198403238,Tmem183a
ENSMUSG00000052406,0.721048296685451,0.0,0.0,0.717883943987615,0.7241828550602993,Rexo4
ENSMUSG00000041203,0.7194683047056946,0.0,0.0,0.716288983573372,0.7226177558653204,2310036O22Rik
ENSMUSG00000020740,0.7121312796098335,0.0,0.0,0.7088828846866972,0.7153494653866321,Gga3
ENSMUSG00000021807,0.7049161186346271,0.0,0.0,0.7016004956902754,0.7082012182002002,2700060E02Rik
ENSMUSG00000003923,0.7049022274256156,0.0,0.0,0.7015864757164466,0.7081874551693607,Tfam
ENSMUSG00000029623,0.7001011112665764,0.0,0.0,0.6967410092849831,0.7034304907229698,Pdap1
ENSMUSG00000026275,0.6990594139979617,0.0,0.0,0.695689729827633,0.7023983336638417,Ppp1r7
ENSMUSG00000002477,0.6987345738332635,0.0,0.0,0.6953619045304853,0.7020764656210472,Snrpd1
ENSMUSG00000035278,0.6969452642808271,0.0,0.0,0.6935561772008209,0.7003035028621756,Plekhj1
ENSMUSG00000001082,0.695317666252606,0.0,0.0,0.6919136821624224,0.6986907382766048,Mfsd10
ENSMUSG00000020167,0.6951606425394521,0.0,0.0,0.6917552231129076,0.6985351438174346,Tcf3
ENSMUSG00000061032,0.6939205187196572,0.0,0.0,0.690503774981139,0.6973062965837554,Rrp1
ENSMUSG00000019370,0.6913058419050245,0.0,0.0,0.6878652890157237,0.6947153300994476,Calm3
ENSMUSG00000042606,0.6910134170353787,0.0,0.0,0.6875702069891032,0.6944255514866334,Hirip3
ENSMUSG00000019837,0.6860531223319362,0.0,0.0,0.6825650131703414,0.6895099756418309,Gtf3c6
ENSMUSG00000109511,0.6844834651093613,0.0,0.0,0.6809812160297204,0.687954403114777,Nup62
ENSMUSG00000020610,0.6824116158671726,0.0,0.0,0.6788907531444602,0.6859010959584915,Amz2
ENSMUSG00000020736,0.6819259859217027,0.0,0.0,0.6784007685221016,0.6854198041363206,Nt5c
ENSMUSG00000042688,0.681809805636366,0.0,0.0,0.6782835469050685,0.685304661234775,Mapk6
ENSMUSG00000023944,0.6811716244370932,0.0,0.0,0.6776396488455853,0.6846721752945021,Hsp90ab1
ENSMUSG00000062075,0.680511690121932,0.0,0.0,0.6769738085002031,0.6840181248227226,Lmnb2
ENSMUSG00000004937,0.6802604651420255,0.0,0.0,0.6767203367239614,0.6837691382332555,Sgta
ENSMUSG00000010376,0.6795488309741126,0.0,0.0,0.6760023427083904,0.6830638402223093,Nedd8
ENSMUSG00000030357,0.6793287777904238,0.0,0.0,0.675780324280747,0.6828457449928668,Fkbp4
ENSMUSG00000024067,0.678208845983657,0.0,0.0,0.6746504005995599,0.6817357682236221,Dpy30
ENSMUSG00000053841,0.6778974056363968,0.0,0.0,0.6743361845888578,0.6814270933739764,Txlna
ENSMUSG00000070699,0.6774778870322555,0.0,0.0,0.6739129291293117,0.6810112979852673,Sars2
ENSMUSG00000030802,0.6774015443403151,0.0,0.0,0.6738359066676983,0.6809356325874629,Bckdk
ENSMUSG00000024968,0.6767806514124513,0.0,0.0,0.6732094880704909,0.6803202452711732,Rcor2
ENSMUSG00000050248,0.6753774236290166,0.0,0.0,0.6717937910692754,0.6789294418707956,Evc2
ENSMUSG00000035960,0.6729262471710021,0.0,0.0,0.6693208960259163,0.6764999073269782,Apex1
ENSMUSG00000109324,0.6728863886956641,0.0,0.0,0.6692806850456119,0.6764604001271327,Prmt1
ENSMUSG00000032312,0.6722390755477059,0.0,0.0,0.6686276500720533,0.6758187889150267,Csk
ENSMUSG00000020267,0.6697025654836122,0.0,0.0,0.6660687725964142,0.6733045697245438,Hint1
ENSMUSG00000032171,0.6674411886218375,0.0,0.0,0.6637875266164572,0.6710629956214549,Pin1
ENSMUSG00000021038,0.6671787733490995,0.0,0.0,0.6635228100884248,0.6708028740177554,Vipas39
ENSMUSG00000025465,0.6636794172929661,0.0,0.0,0.6599928538611035,0.6673340192327502,Echs1
ENSMUSG00000031711,0.6617265212493144,0.0,0.0,0.6580229514556454,0.665398076183527,Zfp330
ENSMUSG00000038500,0.6613577387150603,0.0,0.0,0.6576509631507649,0.6650324894884759,Prr3
ENSMUSG00000029416,0.6612793771999441,0.0,0.0,0.6575719206837484,0.6649548068209455,Slc15a4
ENSMUSG00000030224,0.6610610777158682,0.0,0.0,0.6573517246344733,0.6647383980509268,Strap
ENSMUSG00000045598,0.6607544379681405,0.0,0.0,0.6570424218994757,0.6644344130989928,Zfp553
ENSMUSG00000066900,0.6605450454041052,0.0,0.0,0.6568312116013094,0.6642268326938783,Suds3
