,train_loss,val_loss
0,1140.390380859375,1121.2320556640625
1,1122.916259765625,1115.193115234375
2,1117.7989501953125,1109.84619140625
3,1112.842041015625,1105.657958984375
4,1107.3382568359375,1098.3394775390625
5,1097.978759765625,1090.876708984375
6,1084.53466796875,1074.5865478515625
7,1070.81103515625,1066.154541015625
8,1063.95654296875,1059.9581298828125
9,1058.5804443359375,1057.6153564453125
10,1054.781005859375,1053.0733642578125
11,1051.3800048828125,1051.734375
12,1048.56982421875,1048.384033203125
13,1045.940185546875,1046.45556640625
14,1043.4840087890625,1043.268310546875
15,1041.139404296875,1041.92236328125
16,1038.8232421875,1042.1368408203125
17,1036.762939453125,1039.152587890625
18,1034.6552734375,1038.842529296875
19,1032.8531494140625,1039.2503662109375
20,1031.5123291015625,1036.5872802734375
21,1029.739501953125,1034.826904296875
22,1028.2496337890625,1034.185302734375
23,1026.76123046875,1033.5433349609375
24,1025.805908203125,1032.7080078125
25,1024.4827880859375,1031.04443359375
26,1023.3355102539062,1032.079345703125
27,1022.0524291992188,1030.3656005859375
28,1021.3333129882812,1029.387451171875
29,1020.1292724609375,1029.1060791015625
30,1019.5736083984375,1028.0225830078125
31,1018.47802734375,1026.829833984375
32,1017.75,1026.6767578125
33,1016.9873046875,1025.890625
34,1015.973876953125,1025.600341796875
35,1015.2918090820312,1025.775634765625
36,1014.777099609375,1025.1544189453125
37,1014.2459106445312,1024.0294189453125
38,1013.660888671875,1024.3218994140625
39,1012.98291015625,1024.3443603515625
40,1012.4428100585938,1023.322509765625
41,1011.9113159179688,1023.1992797851562
42,1011.3668823242188,1021.9996948242188
43,1010.8383178710938,1021.6925659179688
44,1010.4367065429688,1022.0355834960938
45,1009.9188232421875,1021.2445068359375
46,1009.6119995117188,1021.125732421875
47,1009.3333740234375,1020.9894409179688
48,1008.8483276367188,1020.37158203125
49,1008.5086059570312,1020.1891479492188
50,1008.0252075195312,1019.8643188476562
51,1007.7241821289062,1020.0718994140625
52,1007.4918212890625,1020.0545043945312
53,1007.1948852539062,1019.4650268554688
54,1006.952880859375,1019.4970703125
55,1006.6098022460938,1019.5548095703125
56,1006.431884765625,1018.6002197265625
57,1006.0770263671875,1018.6967163085938
58,1005.8358764648438,1018.8626098632812
59,1005.72607421875,1017.77978515625
60,1005.4097290039062,1018.1619873046875
61,1005.298828125,1018.1959838867188
62,1005.0640869140625,1017.985107421875
63,1004.810302734375,1017.4911499023438
64,1004.625,1017.5584716796875
65,1004.4420166015625,1017.3610229492188
66,1004.4752197265625,1017.0731811523438
67,1004.206298828125,1017.2713623046875
68,1003.9155883789062,1017.1148681640625
69,1003.6608276367188,1017.0482177734375
70,1003.6317749023438,1017.2537841796875
71,1003.489501953125,1016.8079223632812
72,1003.4100952148438,1016.7158203125
73,1003.1875,1016.6508178710938
74,1002.9865112304688,1016.94189453125
75,1002.9102783203125,1016.1832275390625
76,1002.664794921875,1016.7943725585938
77,1002.8096923828125,1016.314453125
78,1002.5228881835938,1016.2716064453125
79,1002.3665161132812,1015.9518432617188
