,n_obs,hgv_overlap,pcr_unintegrated,pcr_integrated,traject_conversation,graph_connectivity_unintegrated,graph_connectivity_integrated,silhouette_unintegrated,silhouette_integrated,silhouette_batch_unintegrated,silhouette_batch_integrated,ASW_unintegrated,iLISI_integrated,iso_labels_unintegrated
0,10000,0.4989727807025937,0.1129845210588165,0.02118935766479245,0.6246691831960579,0.6588977535536535,0.5710629892228279,0.30517051955751284,0.3821863979101181,0.7377199042183759,0.7898058954842812,0.4762452140820673,0.11647525353098626,0.01599113268424453
