,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,10000,0.007291301194586815,0.22650304089675136,0.22013246257087069,0.5162588698133755,0.4607394789630502
