,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000020520,-0.0778813922819005,1.439122796694962e-37,5.158146224713125e-37,-0.08973750910755188,-0.06600320564816077,Galnt10
ENSMUSG00000095432,-0.07788147573234691,1.4388672147995838e-37,5.158146224713125e-37,-0.08973759239114432,-0.0660032892421018,Zfp748
ENSMUSG00000037260,-0.07791928277575486,1.3275963285616623e-37,4.7618232731766945e-37,-0.08977532382466394,-0.06604116131258313,Hgsnat
ENSMUSG00000031486,-0.07792147267045064,1.3214199021589093e-37,4.741370298381447e-37,-0.08977750933877081,-0.066043354974886,Adgra2
ENSMUSG00000002365,-0.07793440416038337,1.28552559276363e-37,4.614234001305204e-37,-0.08979041495867458,-0.06605630871515791,Snx9
ENSMUSG00000006095,-0.07794949208184242,1.2448689764368782e-37,4.469906558121644e-37,-0.08980547269103338,-0.06607142260244274,Tbcb
ENSMUSG00000042148,-0.07795426473396679,1.2322764156315456e-37,4.426280228561586e-37,-0.08981023579253151,-0.06607620346928207,Cox10
ENSMUSG00000044708,-0.07795433938663451,1.2320804549175666e-37,4.426280228561586e-37,-0.08981031029580634,-0.06607627825044671,Kcnj10
ENSMUSG00000035329,-0.07797942072260204,1.1679657871002698e-37,4.198295424515708e-37,-0.08983534143217521,-0.06610140276555568,Fbxo33
ENSMUSG00000028389,-0.07798367857368933,1.1574157438621728e-37,4.161868909968259e-37,-0.08983959075980442,-0.06610566794830436,Zfp37
ENSMUSG00000015224,-0.07800318959671254,1.11027033551783e-37,3.993778185315935e-37,-0.08985906271972048,-0.06612521257321967,Cyp2j9
ENSMUSG00000027340,-0.0780227079935929,1.0650174424641697e-37,3.832376547190248e-37,-0.08987854202966164,-0.06614476459381102,Slc23a2
ENSMUSG00000000301,-0.07802906311878412,1.050682628945736e-37,3.7821548918133045e-37,-0.08988488442631781,-0.06615113066873927,Pemt
ENSMUSG00000011382,-0.07803124098520044,1.0458144218043105e-37,3.7659863946860295e-37,-0.08988705793051403,-0.06615331228779267,Dhdh
ENSMUSG00000026727,-0.07805157204565631,1.0014361638043246e-37,3.6074789762403623e-37,-0.08990734826284034,-0.06617367838576137,Rsu1
ENSMUSG00000025432,-0.07805333283722536,9.976819854908163e-38,3.5952503981651037e-37,-0.08990910552664645,-0.0661754422122545,Avil
ENSMUSG00000092252,-0.07806391865550204,9.7540503613679e-38,3.516240216787275e-37,-0.08991967013457777,-0.06618604627795482,Gm20499
ENSMUSG00000037493,-0.07807413733821059,9.543698675107344e-38,3.441651163039071e-37,-0.08992986834002378,-0.06619628257777799,Cib2
ENSMUSG00000047749,-0.07807540609683182,9.517897960057141e-38,3.4335851226757362e-37,-0.08993113455600062,-0.06619755352392669,Zc3hav1l
ENSMUSG00000078532,-0.07808582657124422,9.308599748370052e-38,3.3592925833165107e-37,-0.0899415341459041,-0.06620799196623588,Nkain1
ENSMUSG00000005470,-0.07809933812971613,9.044013959696962e-38,3.264986989060275e-37,-0.08995501862092807,-0.06622152682639414,Asf1b
ENSMUSG00000058446,-0.07810556657034914,8.924577932120513e-38,3.2230328393356856e-37,-0.08996123457540531,-0.0662277660099076,Znrf2
ENSMUSG00000025880,-0.07812233086216706,8.610839616125208e-38,3.11085246247298e-37,-0.08997796525525649,-0.06624455922156822,Smad7
ENSMUSG00000045216,-0.07812544379468049,8.553800747195253e-38,3.0913627564854545e-37,-0.089981071945685,-0.06624767752489823,Hs6st1
ENSMUSG00000032712,-0.07813737328598382,8.338670379856063e-38,3.0147036803528787e-37,-0.08999297751371109,-0.06625962760058522,2810474O19Rik
ENSMUSG00000018574,-0.07817276094910197,7.73163836157386e-38,2.7962525719977793e-37,-0.09002829419084586,-0.06629507634529909,Acadvl
ENSMUSG00000033389,-0.07818180597518197,7.583663463855826e-38,2.7437277365614423e-37,-0.09003732106824575,-0.06630413698854154,Arhgap44
ENSMUSG00000021185,-0.07818242291183748,7.573673669183351e-38,2.741105200573055e-37,-0.09003793676695812,-0.06630475499047263,9030617O03Rik
ENSMUSG00000029769,-0.07818960458757959,7.458341786008368e-38,2.700340979727867e-37,-0.09004510403130586,-0.06631194906761347,Ccdc136
ENSMUSG00000030834,-0.07822339963661669,6.938627540021911e-38,2.5130849474907317e-37,-0.0900788312476824,-0.06634580249090072,Abcc6
ENSMUSG00000032245,-0.07823100343380804,6.826747225040374e-38,2.4734591395073815e-37,-0.09008641977895605,-0.06635341942591333,Cln6
ENSMUSG00000037999,-0.07824041144365101,6.690799136464577e-38,2.4250812382981435e-37,-0.09009580889871194,-0.06636284369280757,Arap2
ENSMUSG00000028678,-0.07824678151900229,6.600281281681487e-38,2.39314042120431e-37,-0.09010216618256565,-0.06636922477685918,Kif2c
ENSMUSG00000074909,-0.07825129348829715,6.536904299805899e-38,2.37102078338988e-37,-0.0901066690909681,-0.06637374454428194,Ranbp6
ENSMUSG00000020823,-0.07826422112303377,6.358647376536793e-38,2.3072015154342497e-37,-0.09011957076187169,-0.06638669452481039,Sec14l1
