,Pharyngeal Mesoderm/Neural Crest_2_corr,Pharyngeal Mesoderm/Neural Crest_2_pval,Pharyngeal Mesoderm/Neural Crest_2_qval,Pharyngeal Mesoderm/Neural Crest_2_ci_low,Pharyngeal Mesoderm/Neural Crest_2_ci_high,gene_annotation
ENSMUSG00000024608,0.7899485477020916,0.0,0.0,0.7854167538848978,0.7943956557592634,Rps14
ENSMUSG00000025362,0.7814375391679255,0.0,0.0,0.776745025694582,0.7860432995493153,Rps26
ENSMUSG00000032959,0.7634634605520629,0.0,0.0,0.7584373736589926,0.7683987453724681,Pebp1
ENSMUSG00000020460,0.7458167366705765,0.0,0.0,0.7404708646584148,0.7510682419582017,Rps27a
ENSMUSG00000040952,0.7430123330285765,0.0,0.0,0.7376163444354161,0.748313425239057,Rps19
ENSMUSG00000057130,0.7424394209070844,0.0,0.0,0.7370332177137036,0.7477506207448636,Txnl4a
ENSMUSG00000019505,0.7361053463625234,0.0,0.0,0.7305867476710483,0.7415277867268298,Ubb
ENSMUSG00000070493,0.7307598995144767,0.0,0.0,0.7251472134272412,0.7362754919016814,Chchd2
ENSMUSG00000047675,0.7278387987855627,0.0,0.0,0.7221749931660485,0.7334050146676226,Rps8
ENSMUSG00000028044,0.7183193912635326,0.0,0.0,0.7124904462817396,0.7240492035095027,Cks1b
ENSMUSG00000036781,0.7161625021136655,0.0,0.0,0.7102964487171822,0.7219290886923329,Rps27l
ENSMUSG00000039001,0.7150989477773019,0.0,0.0,0.7092146383102504,0.7208836277912258,Rps21
ENSMUSG00000041841,0.7145624007713415,0.0,0.0,0.7086688919101576,0.7203561986576448,Rpl37
ENSMUSG00000062006,0.7072344367404024,0.0,0.0,0.7012159917420674,0.713152092483989,Rpl34
ENSMUSG00000060938,0.7059023087810263,0.0,0.0,0.699861293306023,0.7118423459829722,Rpl26
ENSMUSG00000059534,0.704175020134738,0.0,0.0,0.6981048036141456,0.7101440164841538,Uqcr10
ENSMUSG00000020267,0.7016951554422326,0.0,0.0,0.6955831427852467,0.7077056069176009,Hint1
ENSMUSG00000071415,0.6978384986816145,0.0,0.0,0.6916617843457793,0.7039131361589989,Rpl23
ENSMUSG00000004032,0.6891880718390705,0.0,0.0,0.6828675568771737,0.6954054177212186,Gstm5
ENSMUSG00000035960,0.6802758331779394,0.0,0.0,0.6738090807892021,0.6866383834709654,Apex1
ENSMUSG00000042380,0.6777270011932608,0.0,0.0,0.6712187834182715,0.684130738489507,Smim12
ENSMUSG00000042462,0.6712344084579781,0.0,0.0,0.6646212847051186,0.6777423765767734,Dctpp1
ENSMUSG00000008683,0.6695492758347968,0.0,0.0,0.6629090925952164,0.6760841361369557,Rps15a
ENSMUSG00000053565,0.6570056863196514,0.0,0.0,0.6501662631968927,0.663738642817719,Eif3k
ENSMUSG00000033307,0.6557168425631427,0.0,0.0,0.6488571656461718,0.6624699454186777,Mif
ENSMUSG00000035530,0.6555765738436592,0.0,0.0,0.6487146950959,0.6623318669498203,Eif1
ENSMUSG00000006941,0.652892749695289,0.0,0.0,0.6459888349712077,0.6596898614540663,Eif1b
ENSMUSG00000067288,0.6481581517093179,0.0,0.0,0.6411805095662532,0.6550286270957169,Rps28
ENSMUSG00000057863,0.6393869917895658,0.0,0.0,0.6322742121129595,0.6463919963017066,Rpl36
ENSMUSG00000002043,0.6386924682379324,0.0,0.0,0.6315690683295093,0.6457080484171518,Trappc6a
ENSMUSG00000034566,0.6361857464304178,0.0,0.0,0.6290241132766285,0.6432394033887262,Atp5h
ENSMUSG00000090733,0.6311316785108714,0.0,0.0,0.6238934259718036,0.6382616601526011,Rps27
ENSMUSG00000028998,0.6307659832427011,0.0,0.0,0.6235222109889713,0.637901464348074,Tomm7
ENSMUSG00000030432,0.6285474032631102,0.0,0.0,0.6212702143206406,0.6357161812897825,Rpl28
ENSMUSG00000044018,0.6262718380933833,0.0,0.0,0.6189604990154399,0.633474648909862,Mrpl50
ENSMUSG00000030652,0.621673217256652,0.0,0.0,0.6142932511623835,0.6289444348621696,Coq7
ENSMUSG00000045128,0.6199633619643561,0.0,0.0,0.6125580107149061,0.6272598885849908,Rpl18a
ENSMUSG00000005732,0.6155060442168825,0.0,0.0,0.6080348534963792,0.6228682263792273,Ranbp1
ENSMUSG00000001948,0.6131552048269108,0.0,0.0,0.6056494849746636,0.6205518275503642,Spa17
ENSMUSG00000073702,0.6128352613652803,0.0,0.0,0.6053248526115963,0.6202365613845725,Rpl31
ENSMUSG00000057322,0.6119699458251691,0.0,0.0,0.6044468680370343,0.6193838840279998,Rpl38
ENSMUSG00000028234,0.6115419332531014,0.0,0.0,0.6040125957131768,0.6189621162377094,Rps20
ENSMUSG00000044627,0.6094917512023605,0.0,0.0,0.6019324914248873,0.6169417873733891,Swi5
ENSMUSG00000030591,0.6088855929978176,0.0,0.0,0.6013175060395107,0.6163444367740618,Psmd8
ENSMUSG00000041453,0.6088297310170108,0.0,0.0,0.6012608310196822,0.6162893860475043,Rpl21
ENSMUSG00000024844,0.6081067454471885,0.0,0.0,0.6005273296813066,0.6155768934402092,Banf1
ENSMUSG00000090862,0.607371640264108,0.0,0.0,0.5997815455292442,0.6148524445952914,Rps13
ENSMUSG00000004945,0.603830927661882,0.0,0.0,0.5961895812486073,0.6113628825207472,Tmem242
ENSMUSG00000027613,0.6013956169076603,0.0,0.0,0.5937191970172928,0.6089625831931211,Eif6
ENSMUSG00000015943,0.5988246561834182,0.0,0.0,0.5911113661867591,0.6064284336886875,Bola1
ENSMUSG00000055839,0.5930807726112657,0.0,0.0,0.5852856922029386,0.6007662333868187,Tceb2
