,Pharyngeal Mesoderm/Neural Crest_corr,Pharyngeal Mesoderm/Neural Crest_pval,Pharyngeal Mesoderm/Neural Crest_qval,Pharyngeal Mesoderm/Neural Crest_ci_low,Pharyngeal Mesoderm/Neural Crest_ci_high,gene_annotation
ENSMUSG00000028669,0.28742718326346955,0.0,0.0,0.2764362836832652,0.29834290470081276,Pithd1
ENSMUSG00000005732,0.2871887573888303,0.0,0.0,0.27619624781655144,0.2981061399634317,Ranbp1
ENSMUSG00000042842,0.28650455975925815,0.0,0.0,0.27550743769506925,0.2974267017492565,Serpinb6b
ENSMUSG00000040466,0.28646123602512136,0.0,0.0,0.27546382227581057,0.29738367901123863,Blvrb
ENSMUSG00000027562,0.28527017010764805,0.0,0.0,0.27426475501745756,0.29620087077439855,Car2
ENSMUSG00000020481,0.2823341911121851,0.0,0.0,0.2713091988417437,0.29328510378715883,Ankrd36
ENSMUSG00000075227,0.28151165536051487,0.0,0.0,0.270481215684166,0.2924681940413851,Znhit2
ENSMUSG00000061787,0.27771814727452976,0.0,0.0,0.2666627954980748,0.2887004259538982,Rps17
ENSMUSG00000074483,0.2771750653463545,0.0,0.0,0.2661161755296879,0.2881610011501444,Bglap
ENSMUSG00000000740,0.2740010917636063,0.0,0.0,0.2629216665627889,0.28500826171193966,Rpl13
ENSMUSG00000027079,0.2703224528135607,0.0,0.0,0.25921953098346767,0.28135393515876217,Clp1
ENSMUSG00000054161,0.2702321095338755,0.0,0.0,0.2591286147573681,0.28126418493890387,Fam83e
ENSMUSG00000000552,0.26929546825506423,0.0,0.0,0.2581860450051132,0.28033368088304667,Zfp385a
ENSMUSG00000064326,0.2687943375119527,0.0,0.0,0.25768175103855867,0.27983582521656014,Siva1
ENSMUSG00000049643,0.2685790223773961,0.0,0.0,0.2574650786572441,0.27962191542291753,2310022A10Rik
ENSMUSG00000025362,0.2672597552638799,0.0,0.0,0.25613751989780303,0.27831123509959543,Rps26
ENSMUSG00000034245,0.26695057917585,0.0,0.0,0.2558264066942478,0.27800406541068007,Hdac11
ENSMUSG00000020372,0.26573928612102526,0.0,0.0,0.2546075465872589,0.27680061126793165,Rack1
ENSMUSG00000043716,0.2642259477635111,0.0,0.0,0.2530848039691118,0.2752970177580696,Rpl7
ENSMUSG00000022890,0.26202063851975893,0.0,0.0,0.25086588921689107,0.27310581219405855,Atp5j
ENSMUSG00000074129,0.2601760425281115,0.0,0.0,0.2490100031368396,0.2712729246530795,Rpl13a
ENSMUSG00000032518,0.2593475217167764,0.0,0.0,0.24817643794411573,0.27044963662863797,Rpsa
ENSMUSG00000025290,0.25867017990549573,0.0,0.0,0.2474949844827194,0.269776560721173,Rps24
ENSMUSG00000068101,0.2585771981259273,0.0,0.0,0.24740143914134843,0.26968416369436854,Cenpm
ENSMUSG00000020029,0.25649627066598746,0.0,0.0,0.24530795370300368,0.2676162694632889,Nudt4
ENSMUSG00000045008,0.2554697617889704,0.0,0.0,0.24427528848351607,0.26659615206758647,9030612E09Rik
ENSMUSG00000003429,0.25496151049221377,0.0,0.0,0.2437639984190075,0.2660910561324935,Rps11
ENSMUSG00000030663,0.253531155950612,0.0,0.0,0.2423251253816562,0.26466954881686594,1110004F10Rik
ENSMUSG00000028964,0.2526234377338025,0.0,0.0,0.24141202680426413,0.26376742003682646,Park7
ENSMUSG00000062328,0.25221698267478515,0.0,0.0,0.24100316897991556,0.2633634614780631,Rpl17
ENSMUSG00000041571,0.2520088863655585,0.0,0.0,0.24079384404671994,0.2631566418106764,Selenow
ENSMUSG00000022956,0.25195182340313915,0.0,0.0,0.2407364443604347,0.2630999287425665,Atp5o
ENSMUSG00000033307,0.2510240800233943,0.0,0.0,0.2398032374489266,0.26217786321946934,Mif
ENSMUSG00000028234,0.25092993743181913,0.0,0.0,0.23970854160531216,0.26208429564918817,Rps20
ENSMUSG00000009927,0.2502446221568777,0.0,0.0,0.23901920534151447,0.26140315994792657,Rps25
ENSMUSG00000057863,0.25022049025605186,0.0,0.0,0.23899493205645408,0.26137917501922536,Rpl36
ENSMUSG00000090137,0.2499854991447694,0.0,0.0,0.23875856491024336,0.26114561436953543,Uba52
ENSMUSG00000044468,0.2491121602997651,0.0,0.0,0.23788012372355852,0.2602775803483724,Fam46c
