,Mesenchyme_2_corr,Mesenchyme_2_pval,Mesenchyme_2_qval,Mesenchyme_2_ci_low,Mesenchyme_2_ci_high,gene_annotation
ENSMUSG00000018446,0.49702442179306533,0.0,0.0,0.4920688041037973,0.5019478291279218,C1qbp
ENSMUSG00000028410,0.4938827485630137,0.0,0.0,0.48890674498650677,0.4988266130594271,Dnaja1
ENSMUSG00000038354,0.4498463845724916,0.0,0.0,0.4445983928142699,0.4550634939088289,Ankrd35
ENSMUSG00000099170,0.4492196045813837,0.0,0.0,0.44396792687170716,0.4544404211115647,5730403I07Rik
ENSMUSG00000027400,0.4477658497086125,0.0,0.0,0.4425056428118923,0.4529952450460793,Pdyn
ENSMUSG00000039032,0.43302407242483637,0.0,0.0,0.4276789553300827,0.4383389084630236,Tsga13
ENSMUSG00000038167,0.43065204068062485,0.0,0.0,0.425293529667946,0.43598036057940365,Plekhg6
ENSMUSG00000039013,0.429354052834639,0.0,0.0,0.42398824411657504,0.43468972018601243,Siglecf
ENSMUSG00000049796,0.42731091411166644,0.0,0.0,0.42193366336961763,0.43265810254951087,Crh
ENSMUSG00000097109,0.4258148851448396,0.0,0.0,0.42042929133872886,0.43117047512236983,Gm26580
ENSMUSG00000097379,0.4254774988103861,0.0,0.0,0.420090027557837,0.4308349794899208,Gm26873
ENSMUSG00000043702,0.42144613625217037,0.0,0.0,0.41603634826333213,0.4268260939853333,Pde12
ENSMUSG00000054517,0.41737213552817826,0.0,0.0,0.41194001318408147,0.42277459322267597,Trim65
ENSMUSG00000098923,0.4169780186200972,0.0,0.0,0.41154374730809595,0.4223826414934791,Tmem185b
ENSMUSG00000036557,0.41680985901590617,0.0,0.0,0.41137467141961925,0.4222154051005657,Stpg4
ENSMUSG00000053338,0.4123680878386553,0.0,0.0,0.40690883291322205,0.4177978864182696,Tarm1
ENSMUSG00000038028,0.41136233617515466,0.0,0.0,0.40589766791051135,0.4167975906060971,Tigar
ENSMUSG00000034652,0.4088609723206471,0.0,0.0,0.40338289877470945,0.4143097386936617,Cd300a
ENSMUSG00000029344,0.4084726044649058,0.0,0.0,0.4029924570037723,0.41392346143220804,Tpst2
ENSMUSG00000038172,0.40611445327079065,0.0,0.0,0.400621755923152,0.41157796208122754,Ttc39b
ENSMUSG00000029530,0.40545399684506067,0.0,0.0,0.3999577977857639,0.41092103613187975,Ccr9
ENSMUSG00000064345,0.3969997582609778,0.0,0.0,0.39145924469719184,0.4025114882732586,mt-Nd2
ENSMUSG00000064194,0.3958719256811616,0.0,0.0,0.3903255718186009,0.4013895472963187,Zfp936
ENSMUSG00000029672,0.3925008921871424,0.0,0.0,0.3869371822334715,0.39803602478593736,Fam3c
ENSMUSG00000029644,0.3914583253753735,0.0,0.0,0.38588927808509027,0.3969988436819729,Pdx1
ENSMUSG00000025613,0.39119779247605774,0.0,0.0,0.38562741365291525,0.39673965443760345,Cct8
ENSMUSG00000028668,0.39072288391470883,0.0,0.0,0.3851500802353109,0.39626719286434964,Tceb3
ENSMUSG00000050022,0.3889554457414723,0.0,0.0,0.38337364382095773,0.3945088356983248,Amz1
ENSMUSG00000062867,0.3873482672464487,0.0,0.0,0.3817583188372991,0.3929098794980959,Impdh2
ENSMUSG00000100838,0.38698503186416244,0.0,0.0,0.38139324701342875,0.3925484977618584,Gm29094
ENSMUSG00000095432,0.3848339380889735,0.0,0.0,0.3792313135109579,0.39040834613902653,Zfp748
ENSMUSG00000028441,0.3843376096895263,0.0,0.0,0.37873249271342624,0.3899145339012611,1110017D15Rik
ENSMUSG00000090527,0.3836347954535215,0.0,0.0,0.3780261547457156,0.3892152771304659,Gm5538
ENSMUSG00000053581,0.38237127958695843,0.0,0.0,0.37675632035332496,0.38795814068162854,Zfand2a
ENSMUSG00000051316,0.38115270915986244,0.0,0.0,0.3755316761518215,0.38674570305342804,Taf7
