,Cardiomyocytes_2_corr,Cardiomyocytes_2_pval,Cardiomyocytes_2_qval,Cardiomyocytes_2_ci_low,Cardiomyocytes_2_ci_high,gene_annotation
ENSMUSG00000024049,0.7396664603045708,0.0,0.0,0.7366809936801253,0.7426230946056965,Myom1
ENSMUSG00000030470,0.7343586310676953,0.0,0.0,0.7313216958587117,0.7373664463503464,Csrp3
ENSMUSG00000079243,0.7245509999533275,0.0,0.0,0.7214199494166011,0.7276524271933874,Xirp1
ENSMUSG00000050503,0.7171232946279578,0.0,0.0,0.7139218187174177,0.7202947899964592,Fbxl22
ENSMUSG00000040752,0.7131009804901919,0.0,0.0,0.7098616736549423,0.7163101218663689,Myh6
ENSMUSG00000068614,0.7130828674092127,0.0,0.0,0.7098433907025457,0.7162921778375987,Actc1
ENSMUSG00000021798,0.7114470517519204,0.0,0.0,0.7081922517375727,0.7146716120020016,Ldb3
ENSMUSG00000032845,0.710051217038118,0.0,0.0,0.706783369859891,0.7132887625242486,Alpk2
ENSMUSG00000021200,0.7100321685443814,0.0,0.0,0.7067641434951218,0.7132698910613806,Asb2
ENSMUSG00000026208,0.7077287661002746,0.0,0.0,0.7044392679245959,0.7109878611281847,Des
ENSMUSG00000091898,0.7076422593311751,0.0,0.0,0.7043519560842814,0.7109021556893961,Tnnc1
ENSMUSG00000015968,0.7012283728685456,0.0,0.0,0.6978786564118437,0.7045474126694473,Cacna1d
ENSMUSG00000015579,0.6992738835214247,0.0,0.0,0.6959061709971309,0.7026108401521116,Nkx2-5
ENSMUSG00000006542,0.6961267994130794,0.0,0.0,0.6927302167183431,0.699492501524128,Prkag3
ENSMUSG00000015365,0.6930424178314811,0.0,0.0,0.6896176679981543,0.6964361683302206,Mov10l1
ENSMUSG00000040666,0.6889657938034437,0.0,0.0,0.6855040096219007,0.6923964269189757,Sh3bgr
ENSMUSG00000039103,0.6874283692209623,0.0,0.0,0.683952675602477,0.6908728560880326,Nexn
ENSMUSG00000061086,0.6859870052893215,0.0,0.0,0.6824982998656536,0.6894444525176124,Myl4
ENSMUSG00000067279,0.6831698673949118,0.0,0.0,0.6796558102362465,0.6866525679347945,Ppp1r3c
ENSMUSG00000054640,0.6806514197765214,0.0,0.0,0.6771147881710821,0.6841566091459239,Slc8a1
ENSMUSG00000031448,0.6796761531698657,0.0,0.0,0.6761308022831904,0.683190029264582,Adprhl1
ENSMUSG00000007122,0.6770529226855406,0.0,0.0,0.6734841818051118,0.6805901028617827,Casq1
ENSMUSG00000048070,0.6754891082199656,0.0,0.0,0.6719064671413921,0.6790401385238529,Pirt
ENSMUSG00000042717,0.6745920038274268,0.0,0.0,0.6710014033788344,0.6781509651628652,Ppp1r3a
ENSMUSG00000006221,0.6741519608076922,0.0,0.0,0.6705574600814321,0.677714808622873,Hspb7
ENSMUSG00000004951,0.671588435436341,0.0,0.0,0.6679712643405252,0.6751738745784357,Hspb1
ENSMUSG00000024803,0.6707642834332024,0.0,0.0,0.6671398425617485,0.6743569674239547,Ankrd1
ENSMUSG00000038763,0.670132497363043,0.0,0.0,0.6665024896739611,0.6737307292219961,Alpk3
ENSMUSG00000002930,0.6700561734132279,0.0,0.0,0.666425493574878,0.6736550751415865,Ppp1r17
ENSMUSG00000108322,0.6693153670683029,0.0,0.0,0.66567816731918,0.6729207666836057,Gm45123
ENSMUSG00000022358,0.6686828374107492,0.0,0.0,0.6650400764788059,0.6722937795541933,Fbxo32
ENSMUSG00000019528,0.6682314919494052,0.0,0.0,0.6645847660525925,0.6718463858310293,Gyg
ENSMUSG00000026414,0.6648681066520311,0.0,0.0,0.661191919476689,0.6685123654586665,Tnnt2
ENSMUSG00000020469,0.6599757420616912,0.0,0.0,0.6562569690901088,0.6636624534377843,Myl7
ENSMUSG00000019787,0.6588553741653245,0.0,0.0,0.6551268936730094,0.6625517637029198,Trdn
ENSMUSG00000053093,0.6570509228302507,0.0,0.0,0.6533068425922212,0.6607628657254637,Myh7
ENSMUSG00000032648,0.6570393897273676,0.0,0.0,0.6532952099231567,0.6607514318958302,Pygm
ENSMUSG00000005583,0.6531783363494955,0.0,0.0,0.6494009231280894,0.65692351639913,Mef2c
ENSMUSG00000013936,0.6524600226574924,0.0,0.0,0.6486764485204517,0.6562113464048237,Myl2
ENSMUSG00000057123,0.6520767325552537,0.0,0.0,0.6482898737771142,0.6558313318273876,Gja5
ENSMUSG00000028834,0.6493409354003937,0.0,0.0,0.6455306886464608,0.6531188590142409,Trim63
ENSMUSG00000060187,0.64903274883588,0.0,0.0,0.6452198736680748,0.6528132938527272,Lrrc10
ENSMUSG00000067818,0.6468773969709696,0.0,0.0,0.6430461748507725,0.6506762407975472,Myl9
ENSMUSG00000005640,0.644758689350437,0.0,0.0,0.6409094923678895,0.6485754622277451,Insrr
ENSMUSG00000038663,0.6442962450159789,0.0,0.0,0.6404431326411604,0.6481169234852727,Fsd2
ENSMUSG00000030785,0.6424936294837715,0.0,0.0,0.6386252819720287,0.6463295055671039,Cox6a2
ENSMUSG00000018845,0.6423872116040799,0.0,0.0,0.638517966031691,0.6462239835666171,Unc45b
ENSMUSG00000021313,0.6418712033586493,0.0,0.0,0.6379976053255894,0.6457123172575582,Ryr2
ENSMUSG00000078815,0.6413552061765911,0.0,0.0,0.6374772593138042,0.6452006584694088,Cacng6
ENSMUSG00000056900,0.6409668602175829,0.0,0.0,0.6370856427040167,0.6448155753652147,Usp13
ENSMUSG00000026163,0.6378951011524051,0.0,0.0,0.6339880838815146,0.641769556149024,Sphkap
ENSMUSG00000059741,0.6374453384815342,0.0,0.0,0.6335345541675288,0.6413235520108029,Myl3
ENSMUSG00000032060,0.6348797902724205,0.0,0.0,0.630947569277435,0.6387793932089088,Cryab
ENSMUSG00000031880,0.6346786127099665,0.0,0.0,0.630744714454027,0.6385798892917918,Rrad
ENSMUSG00000053702,0.6345274567049604,0.0,0.0,0.6305922985823895,0.638429990445529,Nebl
ENSMUSG00000026347,0.6342096926931505,0.0,0.0,0.6302718870365336,0.6381148682995841,Tmem163
ENSMUSG00000042895,0.6322771811337808,0.0,0.0,0.6283233031360742,0.6361983953212508,Abra
ENSMUSG00000030249,0.6230617444386637,0.0,0.0,0.6190319056824172,0.6270587751029321,Abcc9
ENSMUSG00000006356,0.6220409118566267,0.0,0.0,0.6180027280055186,0.6260462733215254,Crip2
ENSMUSG00000044033,0.6216762011584002,0.0,0.0,0.6176350392285932,0.6256845356763184,Ccdc141
ENSMUSG00000024063,0.6214894720454258,0.0,0.0,0.6174467860456845,0.625499328076699,Lbh
ENSMUSG00000027022,0.6214850918355779,0.0,0.0,0.6174423700904296,0.6254949835524212,Xirp2
ENSMUSG00000020067,0.6191851104769128,0.0,0.0,0.6151236545585603,0.6232137057970237,Mypn
ENSMUSG00000038403,0.6187565883943281,0.0,0.0,0.6146916497739929,0.6227886609078898,Hfe2
ENSMUSG00000032010,0.6173329546782195,0.0,0.0,0.6132564633532601,0.6213765620170331,Usp2
ENSMUSG00000049134,0.6170117132185045,0.0,0.0,0.6129326187597792,0.6210579197460223,Nrap
ENSMUSG00000051456,0.6153762161303882,0.0,0.0,0.6112838899067231,0.619435634847324,Hspb3
ENSMUSG00000020475,0.6146798367754404,0.0,0.0,0.6105818873723364,0.6187448705948937,Pgam2
ENSMUSG00000001349,0.6142127136646306,0.0,0.0,0.6101109959073355,0.618281510506642,Cnn1
ENSMUSG00000061462,0.6139013391011222,0.0,0.0,0.6097971110466742,0.6179726427247775,Obscn
ENSMUSG00000011148,0.6121094652988176,0.0,0.0,0.6079908162069432,0.6161951703260365,Adssl1
ENSMUSG00000060600,0.6114383302173614,0.0,0.0,0.6073142907915136,0.6155294184862303,Eno3
ENSMUSG00000035783,0.6100725769858587,0.0,0.0,0.6059375867535194,0.6141746020674383,Acta2
ENSMUSG00000031936,0.6070157519117287,0.0,0.0,0.6028563413682526,0.6111421681112,Hephl1
ENSMUSG00000027318,0.6068189837357659,0.0,0.0,0.6026580055043022,0.6109469658445515,Adam33
ENSMUSG00000038239,0.606561863491909,0.0,0.0,0.6023988375112721,0.6106918910439307,Hrc
ENSMUSG00000055027,0.6059451312630482,0.0,0.0,0.6017771971002557,0.6100800615505617,Smyd1
ENSMUSG00000026564,0.6051510090043813,0.0,0.0,0.6009767623620426,0.6092922449334358,Dusp27
ENSMUSG00000028518,0.6045351319253747,0.0,0.0,0.6003559954395629,0.6086812525304259,Prkaa2
ENSMUSG00000068699,0.6040805158213582,0.0,0.0,0.599897773077131,0.60823023894637,Flnc
ENSMUSG00000034898,0.6039358249316777,0.0,0.0,0.59975193499746,0.6080866940703679,Filip1
ENSMUSG00000034413,0.6022516271084773,0.0,0.0,0.5980544043626964,0.6064158158464054,Neurl1b
ENSMUSG00000062694,0.6021614462330698,0.0,0.0,0.597963510640116,0.6063263471356176,Cav3
ENSMUSG00000109419,0.6005355567865369,0.0,0.0,0.5963247876470722,0.6047132793631504,Gm45163
ENSMUSG00000039376,0.5922171577253643,0.0,0.0,0.5879412784729582,0.5964599424519815,Synpo2l
ENSMUSG00000032366,0.5922039379785285,0.0,0.0,0.5879279559830058,0.5964468253889597,Tpm1
ENSMUSG00000042604,0.5897378532037851,0.0,0.0,0.5854427455160757,0.593999856177362,Kcna4
ENSMUSG00000042613,0.587813877207348,0.0,0.0,0.5835039041999076,0.5920907388847796,Pbxip1
ENSMUSG00000026418,0.5877588476539071,0.0,0.0,0.5834484501913686,0.592036133613756,Tnni1
ENSMUSG00000026817,0.5857725433682646,0.0,0.0,0.5814468520095761,0.5900651176059831,Ak1
ENSMUSG00000041616,0.5837992673482852,0.0,0.0,0.5794584342555914,0.5881069789203428,Nppa
ENSMUSG00000068697,0.5836172837415243,0.0,0.0,0.5792750568187086,0.5879263887971319,Myoz1
ENSMUSG00000002100,0.5828517810657863,0.0,0.0,0.5785036958964488,0.5871667430193438,Mybpc3
ENSMUSG00000044938,0.581986334316716,0.0,0.0,0.577631635413909,0.5863079086915117,Klhl31
ENSMUSG00000029683,0.5812418101194108,0.0,0.0,0.5768814295254352,0.5855690652366284,Lmod2
ENSMUSG00000090066,0.5805342006444476,0.0,0.0,0.5761684268848946,0.5848668481797518,1110002E22Rik
ENSMUSG00000022212,0.579701623249382,0.0,0.0,0.5753295123685799,0.5840406072186337,Cpne6
ENSMUSG00000044086,0.5784050095993264,0.0,0.0,0.5740230479262893,0.5827538437035636,Lmod3
ENSMUSG00000035458,0.5774812626807235,0.0,0.0,0.5730922966129769,0.5818371010178076,Tnni3
ENSMUSG00000033022,0.5762390795830528,0.0,0.0,0.5718407124002771,0.5806043192186016,Cdo1
ENSMUSG00000061816,0.5756649037314904,0.0,0.0,0.5712621979789128,0.5800344821768617,Myl1
ENSMUSG00000033342,0.5750377132935004,0.0,0.0,0.5706302733830129,0.5794120262709568,Plppr5
ENSMUSG00000102761,0.5739755211067556,0.0,0.0,0.5695600754640826,0.578357840716456,Gm37184
ENSMUSG00000071317,0.5721895192857086,0.0,0.0,0.5677606463127762,0.5765852684926221,Bves
ENSMUSG00000062209,0.5718843136266202,0.0,0.0,0.5674531503230069,0.5762823536459857,Erbb4
ENSMUSG00000026308,0.5699005212486198,0.0,0.0,0.5654545012532461,0.5743134217610486,Klhl30
ENSMUSG00000028977,0.5692545587513724,0.0,0.0,0.5648037123890113,0.5736722871187312,Casz1
ENSMUSG00000051747,0.569239152126232,0.0,0.0,0.564788190719478,0.5736569955749702,Ttn
ENSMUSG00000097487,0.5675644058825452,0.0,0.0,0.5631009575832616,0.5719947406600004,Ptges3l
ENSMUSG00000018821,0.5667348832786341,0.0,0.0,0.5622652638467082,0.5711713916906094,Avpi1
ENSMUSG00000072720,0.5647901645248109,0.0,0.0,0.5603061133818169,0.5692411113021757,Myo18b
ENSMUSG00000030046,0.564710526238741,0.0,0.0,0.5602258851713312,0.569162063236559,Bmp10
ENSMUSG00000029883,0.5622523433853458,0.0,0.0,0.5577495345906437,0.5667220581565467,1700074P13Rik
ENSMUSG00000022442,0.561523533404582,0.0,0.0,0.5570153535898454,0.5659986225118596,Ttll1
ENSMUSG00000047419,0.5606488822062426,0.0,0.0,0.5561342658858451,0.5651304120021136,Cmya5
ENSMUSG00000021622,0.560360638394222,0.0,0.0,0.5558439031281635,0.5648442885627917,Ckmt2
ENSMUSG00000107585,0.5598584347280781,0.0,0.0,0.5553380102818326,0.5643457766205728,3300002P13Rik
ENSMUSG00000031461,0.5597277044090699,0.0,0.0,0.5552063201687699,0.5642160067697523,Myom2
ENSMUSG00000046793,0.5584559357119212,0.0,0.0,0.5539252262477375,0.5629535701121797,Gpr61
ENSMUSG00000062077,0.558132042814834,0.0,0.0,0.5535989618388691,0.5626320505372532,Trim54
ENSMUSG00000038132,0.5566472436509061,0.0,0.0,0.5521033089334064,0.5611581138008018,Rbm24
ENSMUSG00000036381,0.5536308495764088,0.0,0.0,0.549064955348993,0.5581636988315042,P2ry14
