,Forebrain/Midbrain/Hindbrain_2_corr,Forebrain/Midbrain/Hindbrain_2_pval,Forebrain/Midbrain/Hindbrain_2_qval,Forebrain/Midbrain/Hindbrain_2_ci_low,Forebrain/Midbrain/Hindbrain_2_ci_high,gene_annotation
ENSMUSG00000039523,0.5887407913426033,0.0,0.0,0.5844379738687262,0.5930105005333067,Cep104
ENSMUSG00000089824,0.5884304886596472,0.0,0.0,0.5841252744608386,0.5927025935262288,Rbm12
ENSMUSG00000018547,0.5883732371338972,0.0,0.0,0.5840675808737283,0.5926457838714841,Pip4k2b
ENSMUSG00000109554,0.5881683755700162,0.0,0.0,0.583861137850156,0.5924425030943091,RP24-274B19.1
ENSMUSG00000020288,0.5870425178458756,0.0,0.0,0.5827265988401285,0.591325323184939,Ahsa2
ENSMUSG00000063455,0.5866368291172175,0.0,0.0,0.5823177860420679,0.5909227573691275,D630045J12Rik
ENSMUSG00000004561,0.5846802352738925,0.0,0.0,0.5803461558139533,0.5889811950321333,Mettl17
ENSMUSG00000006728,0.5844841777892384,0.0,0.0,0.5801485944320459,0.5887866410196724,Cdk4
ENSMUSG00000054766,0.5836123303478691,0.0,0.0,0.5792700654926746,0.5879214733265616,Set
ENSMUSG00000041459,0.583158988037573,0.0,0.0,0.5788132529305825,0.5874716004487832,Tardbp
ENSMUSG00000015937,0.5823189122266621,0.0,0.0,0.5779667537042328,0.5866379466987014,H2afy
ENSMUSG00000030614,0.5812042644337001,0.0,0.0,0.5768435975119849,0.5855318058352216,Tmem126b
ENSMUSG00000047342,0.5808973628378525,0.0,0.0,0.5765343561505162,0.5852272436658084,Zfp286
ENSMUSG00000020642,0.580769779125489,0.0,0.0,0.576405800129423,0.5851006321294846,Rnf144a
ENSMUSG00000037172,0.5807486223168457,0.0,0.0,0.5763844821067393,0.5850796365133498,E330009J07Rik
ENSMUSG00000037907,0.5800863388807981,0.0,0.0,0.5757171551005678,0.584422396041257,Ankrd13b
ENSMUSG00000048142,0.5798626524269289,0.0,0.0,0.5754917664941477,0.5842004115648957,Nat8l
ENSMUSG00000058571,0.5788993363574082,0.0,0.0,0.5745211276128401,0.5832444177244589,Gpc6
ENSMUSG00000019432,0.5784023306040427,0.0,0.0,0.5740203486009092,0.5827511850375386,Ddx39b
ENSMUSG00000024654,0.5782910320987154,0.0,0.0,0.5739082055685804,0.5826407310263033,Asrgl1
ENSMUSG00000055629,0.5778967192142452,0.0,0.0,0.5735109019822007,0.5822494087569136,B4galnt4
ENSMUSG00000021500,0.576601997380925,0.0,0.0,0.5722063747227519,0.5809644923907563,Ddx46
ENSMUSG00000061393,0.5764513708439843,0.0,0.0,0.572054608877588,0.5808150051992467,Acvr2b
ENSMUSG00000001017,0.5762399674962433,0.0,0.0,0.5718416070260776,0.580605200418887,Chtop
ENSMUSG00000025646,0.5755798428891784,0.0,0.0,0.5711764947745339,0.5799500637405115,Atrip
ENSMUSG00000059474,0.5754798039612775,0.0,0.0,0.571075700495984,0.5798507802176357,Mbtd1
ENSMUSG00000040459,0.5751119588004798,0.0,0.0,0.5707050790374427,0.5794857115800937,Arglu1
