,n_obs,iso_labels_integrated,ari_unintegrated,ari_integrated,nmi_unintegrated,nmi_integrated
0,100000,0.0004735924442100306,0.2637733434118581,0.19885806103138617,0.5642306370278002,0.46299926992774015
