,Erythroid3_4_corr,Erythroid3_4_pval,Erythroid3_4_qval,Erythroid3_4_ci_low,Erythroid3_4_ci_high,gene_annotation
ENSMUSG00000031848,0.7399286507349686,0.0,0.0,0.7369457362205518,0.7428827474110573,Lsm4
ENSMUSG00000069919,0.7309789110188655,0.0,0.0,0.7279093989946919,0.7340191255600349,Hba-a1
ENSMUSG00000023904,0.7303178270088482,0.0,0.0,0.7272419606337029,0.7333643616751634,Hcfc1r1
ENSMUSG00000027765,0.7201333201895276,0.0,0.0,0.7169602951930029,0.723276506941012,P2ry1
ENSMUSG00000069917,0.6965716215520359,0.0,0.0,0.6931791114947804,0.6999332684333949,Hba-a2
ENSMUSG00000036751,0.6896183028018074,0.0,0.0,0.6861624315222915,0.6930430469032361,Cox6b1
ENSMUSG00000053769,0.687546426966802,0.0,0.0,0.6840718003299262,0.6909898510985387,Lysmd1
ENSMUSG00000045316,0.682738262495639,0.0,0.0,0.6792203305996091,0.6862248229413744,Fahd1
ENSMUSG00000020287,0.6753496024840218,0.0,0.0,0.671765722967565,0.6789018668005468,Mpg
ENSMUSG00000043190,0.6540453119944929,0.0,0.0,0.6502753438823105,0.6577830679480776,Rfesd
ENSMUSG00000063856,0.6514338726278515,0.0,0.0,0.6476415091834867,0.6551939613872758,Gpx1
ENSMUSG00000068264,0.6511328187972738,0.0,0.0,0.6473378793842557,0.6548954764648034,Ap5s1
ENSMUSG00000052187,0.6491707355703913,0.0,0.0,0.6453590370864485,0.652950107038471,Hbb-y
ENSMUSG00000038695,0.6466578505690872,0.0,0.0,0.6428247630732699,0.6504585549545983,Josd2
ENSMUSG00000022313,0.6460908656467614,0.0,0.0,0.642252963727395,0.6498963720910359,Utp23
ENSMUSG00000005951,0.6395319452323172,0.0,0.0,0.6356386602405174,0.6433926994853129,Shpk
ENSMUSG00000024588,0.6337586739096165,0.0,0.0,0.6298171127750509,0.6376675970056344,Fech
ENSMUSG00000052305,0.6319389421056191,0.0,0.0,0.6279822561379964,0.6358629584796269,Hbb-bs
ENSMUSG00000026895,0.6301546383405334,0.0,0.0,0.626183164715104,0.6340934124809362,Ndufa8
ENSMUSG00000027078,0.6298244629290239,0.0,0.0,0.625850257567366,0.6337659633880994,Ube2l6
ENSMUSG00000060032,0.6246178331183008,0.0,0.0,0.6206007416938232,0.628602138885257,H2afj
ENSMUSG00000020163,0.6244159485026829,0.0,0.0,0.6203972014428801,0.6284019069503002,Uqcr11
ENSMUSG00000043445,0.6230651815875956,0.0,0.0,0.6190353709527087,0.6270621841791991,Pgp
ENSMUSG00000034932,0.6209145448453174,0.0,0.0,0.6168671692379522,0.624929082682922,Mrpl54
ENSMUSG00000021361,0.6170266509118676,0.0,0.0,0.6129476774682016,0.6210727366070421,Tmem14c
ENSMUSG00000028318,0.6130717982250912,0.0,0.0,0.608960888708241,0.6171497740953704,Polr1e
ENSMUSG00000108546,0.612222117570337,0.0,0.0,0.6081043738503001,0.6163069184301392,Gm44662
ENSMUSG00000073940,0.6121469872559456,0.0,0.0,0.6080286397045049,0.6162323911434512,Hbb-bt
ENSMUSG00000029752,0.6093360591015984,0.0,0.0,0.6051951736423548,0.6134439721075593,Asns
ENSMUSG00000068523,0.6087680149704098,0.0,0.0,0.6046225876995291,0.6128804642724921,Gng5
ENSMUSG00000027327,0.6081284771339365,0.0,0.0,0.6039779415488481,0.612246028661921,1700037H04Rik
ENSMUSG00000024587,0.606248009444557,0.0,0.0,0.6020824850667886,0.6103805326070315,Nars
ENSMUSG00000022426,0.605167841921437,0.0,0.0,0.6009937289971338,0.609308944275355,Josd1
ENSMUSG00000024661,0.6048720049128201,0.0,0.0,0.6006955424539623,0.6090154543027494,Fth1
ENSMUSG00000033916,0.6044364940679589,0.0,0.0,0.6002565749007425,0.6085833965378046,Chmp2a
ENSMUSG00000024309,0.6035172439787472,0.0,0.0,0.5993300368666565,0.6076714269290794,Pfdn6
ENSMUSG00000074476,0.6020516661727677,0.0,0.0,0.5978528629538967,0.6062174338737522,Spc24
ENSMUSG00000002379,0.5971409505980675,0.0,0.0,0.5929035001195555,0.6013453323659356,Ndufa11
ENSMUSG00000055609,0.5927582630841847,0.0,0.0,0.5884865912623825,0.5969968428534336,Hba-x
ENSMUSG00000064284,0.5905216217489319,0.0,0.0,0.586232583818542,0.5947775579832436,Cdpf1
ENSMUSG00000005667,0.590377565346796,0.0,0.0,0.5860874111854124,0.5946346172433401,Mthfd2
ENSMUSG00000039018,0.5882995136667353,0.0,0.0,0.5839932882230011,0.592572629344232,Mtg1
ENSMUSG00000038121,0.5868821122274297,0.0,0.0,0.5825649577320763,0.591166152592846,Fam210a
ENSMUSG00000005354,0.585864897389348,0.0,0.0,0.5815399159658156,0.590156761926648,Txn2
ENSMUSG00000027163,0.5835539186758765,0.0,0.0,0.5792112065370291,0.5878635088291855,Commd9
ENSMUSG00000039910,0.5832316579322012,0.0,0.0,0.5788864789162914,0.5875437143794928,Cited2
ENSMUSG00000004069,0.5825804099122315,0.0,0.0,0.5782302498581181,0.586897446314853,Dnaja3
ENSMUSG00000025209,0.5813157161509773,0.0,0.0,0.5769558992275973,0.5856424076843361,Twnk
ENSMUSG00000027495,0.5667602555577095,0.0,0.0,0.5622908247444282,0.5711965752715291,Fam210b
ENSMUSG00000038217,0.565907091019892,0.0,0.0,0.5614313224284954,0.570349751288752,Tlcd2
ENSMUSG00000034248,0.565598681416431,0.0,0.0,0.5611206241642351,0.5700436314022805,Slc25a37
ENSMUSG00000004032,0.5641628122106015,0.0,0.0,0.5596741162045246,0.568618406233179,Gstm5
ENSMUSG00000028708,0.562503903462228,0.0,0.0,0.558002950194254,0.5669717615979105,Mknk1
ENSMUSG00000049516,0.562125754332278,0.0,0.0,0.557622012124368,0.5665964030815978,Spty2d1
ENSMUSG00000024942,0.5607246172754817,0.0,0.0,0.556210557883596,0.5652055897718815,Capn1
ENSMUSG00000012848,0.5601933659672971,0.0,0.0,0.5556754015490488,0.5646782461272141,Rps5
ENSMUSG00000022427,0.5587980587007499,0.0,0.0,0.5542698557385184,0.5632931847196371,Tomm22
ENSMUSG00000050732,0.5568791099312854,0.0,0.0,0.5523368682076443,0.5613882856891281,Vamp8
ENSMUSG00000006333,0.5551768595085544,0.0,0.0,0.5506222052401483,0.5596984584355088,Rps9
ENSMUSG00000046806,0.5550218717333503,0.0,0.0,0.550466089227254,0.559544599906629,3110062M04Rik
ENSMUSG00000002416,0.5519866800621404,0.0,0.0,0.5474088670105031,0.5565314599186956,Ndufb2
ENSMUSG00000026688,0.5519762774968348,0.0,0.0,0.5473983891496279,0.5565211327259288,Mgst3
ENSMUSG00000020133,0.5466600334179373,0.0,0.0,0.5420438529576538,0.5512432241183717,2310011J03Rik
ENSMUSG00000040767,0.5463434133117431,0.0,0.0,0.5417249641103328,0.5509288755880992,Snrnp25
ENSMUSG00000087385,0.5436704898866778,0.0,0.0,0.5390329408388755,0.5482750770665317,AA415398
ENSMUSG00000069814,0.543300071589368,0.0,0.0,0.5386598831268344,0.5479073018148808,Ccdc92b
