,Cardiomyocytes_1_corr,Cardiomyocytes_1_pval,Cardiomyocytes_1_qval,Cardiomyocytes_1_ci_low,Cardiomyocytes_1_ci_high,gene_annotation
ENSMUSG00000002100,0.9412666377929536,0.0,0.0,0.9405140386880029,0.9420099997764881,Mybpc3
ENSMUSG00000020469,0.9008746676764725,0.0,0.0,0.8996312529462069,0.9021034722439097,Myl7
ENSMUSG00000059741,0.8746015878864362,0.0,0.0,0.8730506171749504,0.8761348630934063,Myl3
ENSMUSG00000026414,0.8732086136597103,0.0,0.0,0.8716415938592998,0.8747577831595936,Tnnt2
ENSMUSG00000006221,0.8527999030229726,0.0,0.0,0.8510007142679324,0.8545790731308994,Hspb7
ENSMUSG00000053093,0.8492752691827812,0.0,0.0,0.8474365470937344,0.8510936168445125,Myh7
ENSMUSG00000061086,0.8473625924196737,0.0,0.0,0.8455024865568357,0.8492021330697117,Myl4
ENSMUSG00000030785,0.8433143069951339,0.0,0.0,0.841409102164602,0.8451985480805638,Cox6a2
ENSMUSG00000027022,0.8410027869007627,0.0,0.0,0.8390719291791539,0.84291245652375,Xirp2
ENSMUSG00000026163,0.8366526034058106,0.0,0.0,0.8346736613001523,0.8386099414771241,Sphkap
ENSMUSG00000032648,0.8347975786411936,0.0,0.0,0.8327982089427055,0.8367751694293972,Pygm
ENSMUSG00000024803,0.827364266423887,0.0,0.0,0.8252835012594563,0.8294225667783021,Ankrd1
ENSMUSG00000079243,0.8221689134852159,0.0,0.0,0.8200316961951944,0.8242832005999635,Xirp1
ENSMUSG00000004951,0.8211995109710534,0.0,0.0,0.8190518001054488,0.8233242060996229,Hspb1
ENSMUSG00000038663,0.816965274823074,0.0,0.0,0.8147718761448368,0.8191352887064822,Fsd2
ENSMUSG00000031448,0.8155498444976415,0.0,0.0,0.813341226500576,0.8177349560192467,Adprhl1
ENSMUSG00000015579,0.8138900854564939,0.0,0.0,0.8116636550370023,0.8160928677903748,Nkx2-5
ENSMUSG00000013936,0.8116953378831638,0.0,0.0,0.8094454099715421,0.813921432231443,Myl2
ENSMUSG00000049134,0.8046624562561253,0.0,0.0,0.8023376651969727,0.8069628329791492,Nrap
ENSMUSG00000021798,0.8042754934405514,0.0,0.0,0.8019466024020754,0.8065799387858592,Ldb3
