,Mesenchyme_1_corr,Mesenchyme_1_pval,Mesenchyme_1_qval,Mesenchyme_1_ci_low,Mesenchyme_1_ci_high,gene_annotation
ENSMUSG00000052911,0.6626476726571734,0.0,0.0,0.658952118189791,0.6663112372750598,Lamb2
ENSMUSG00000018217,0.6593672950792356,0.0,0.0,0.6556432480982718,0.6630592644673301,Pmp22
ENSMUSG00000032231,0.6474822270609186,0.0,0.0,0.6436561471912521,0.6512759419897917,Anxa2
ENSMUSG00000034744,0.644433478099923,0.0,0.0,0.6405815273443523,0.6482529978508345,Nagk
ENSMUSG00000019539,0.6440822171041841,0.0,0.0,0.6402272935742717,0.6479047022169053,Rcn3
ENSMUSG00000025510,0.6358312770096225,0.0,0.0,0.6319069960508625,0.6397229571901187,Cd151
ENSMUSG00000043895,0.6356737332471311,0.0,0.0,0.6317481367747996,0.6395667260594764,S1pr2
ENSMUSG00000050069,0.6349766132423175,0.0,0.0,0.6310451996730774,0.6388754104979182,Grem2
ENSMUSG00000032436,0.6321826358048155,0.0,0.0,0.6282279727640508,0.636104633415,Cmtm7
ENSMUSG00000002602,0.631278907285847,0.0,0.0,0.6273167462621022,0.6352083875378692,Axl
ENSMUSG00000025105,0.6234074932484812,0.0,0.0,0.6193804840548515,0.6274016992674744,Bnc1
ENSMUSG00000022892,0.6213801271996731,0.0,0.0,0.6173365489499476,0.6253908739890437,App
ENSMUSG00000024529,0.6212378973728022,0.0,0.0,0.6171931587704466,0.6252498025799789,Lox
ENSMUSG00000101791,0.6147758799807387,0.0,0.0,0.610678705732117,0.6188401397505072,2210011K15Rik
ENSMUSG00000056481,0.6135684525558194,0.0,0.0,0.6094615421989068,0.6176424347575485,Cd248
ENSMUSG00000063160,0.6119332562911627,0.0,0.0,0.607813191368069,0.6160203752737079,Numbl
ENSMUSG00000048126,0.6116033337634104,0.0,0.0,0.6074806190367449,0.6156930990636067,Col6a3
ENSMUSG00000012017,0.6096999983077764,0.0,0.0,0.6055620249857807,0.6138050027635745,Scarf2
ENSMUSG00000024012,0.6078982092236425,0.0,0.0,0.6037458357012426,0.6120175965282786,Mtch1
ENSMUSG00000026837,0.6074203913843702,0.0,0.0,0.6032642062930126,0.6115435858275815,Col5a1
ENSMUSG00000019909,0.6055200345189329,0.0,0.0,0.6013487202198112,0.6096583412578375,Fam162b
ENSMUSG00000072623,0.602799028303363,0.0,0.0,0.5986061348826428,0.6069588919136384,Zfp9
ENSMUSG00000026468,0.6019083907968095,0.0,0.0,0.5977084554688105,0.6060752895326023,Lhx4
ENSMUSG00000034659,0.5968096644549157,0.0,0.0,0.5925696182862028,0.6010166399421794,Tmem109
ENSMUSG00000053475,0.5952186295594807,0.0,0.0,0.5909661376285922,0.5994380418149047,Tnfaip6
ENSMUSG00000024594,0.593869792800577,0.0,0.0,0.5896067760050302,0.5980997229052901,Prrc1
