,train_elbo,val_elbo
0,8162.666015625,9487.7109375
1,5674.40283203125,5359.72509765625
2,5209.96826171875,5170.9228515625
3,5118.46533203125,5096.97314453125
4,5073.08349609375,5068.33154296875
5,5046.7978515625,5052.84765625
6,5030.1689453125,5040.42138671875
7,5018.73388671875,5028.3291015625
8,5010.4033203125,5023.857421875
9,5003.90234375,5023.4970703125
10,4998.50732421875,5017.49365234375
11,4993.880859375,5014.98681640625
12,4989.81396484375,5012.80859375
13,4986.28271484375,5010.95361328125
14,4982.93408203125,5006.515625
15,4979.9501953125,5007.91455078125
16,4977.25,5003.05126953125
17,4974.71533203125,5001.40869140625
18,4972.26953125,5000.462890625
19,4970.046875,4999.53662109375
20,4967.9755859375,4997.57275390625
21,4965.9462890625,4996.9228515625
22,4963.9931640625,4995.5185546875
23,4962.18701171875,4997.70751953125
24,4960.48681640625,4993.7587890625
25,4958.82763671875,4992.35205078125
26,4957.29248046875,4993.208984375
27,4955.84619140625,4993.05908203125
28,4954.3544921875,4991.54248046875
29,4952.9453125,4989.6796875
30,4951.58740234375,4990.109375
31,4950.34033203125,4988.66845703125
32,4949.1181640625,4987.67724609375
33,4947.85546875,4988.322265625
34,4946.73291015625,4988.2265625
35,4945.5751953125,4985.8662109375
36,4944.50537109375,4985.70556640625
37,4943.42236328125,4985.99951171875
38,4942.39501953125,4983.8349609375
39,4941.38671875,4983.07470703125
40,4940.4638671875,4983.31103515625
41,4939.39453125,4982.32080078125
42,4938.5283203125,4982.5751953125
43,4937.69775390625,4982.0
44,4936.7880859375,4982.0869140625
45,4935.93408203125,4981.4755859375
46,4935.0224609375,4980.560546875
47,4934.26025390625,4981.52294921875
48,4933.482421875,4979.86572265625
49,4932.66162109375,4979.67236328125
50,4931.86669921875,4979.39990234375
51,4931.19482421875,4979.2119140625
52,4930.396484375,4978.86328125
53,4929.6572265625,4978.294921875
54,4928.9873046875,4977.8642578125
55,4928.263671875,4976.5927734375
56,4927.595703125,4976.044921875
57,4926.94091796875,4976.6416015625
58,4926.2294921875,4975.451171875
59,4925.646484375,4975.88671875
60,4924.9921875,4975.318359375
61,4924.34375,4976.1533203125
62,4923.837890625,4975.1005859375
63,4923.14501953125,4974.64697265625
64,4922.60546875,4974.236328125
65,4922.03369140625,4973.7158203125
66,4921.47314453125,4973.091796875
67,4920.89404296875,4974.39990234375
68,4920.3466796875,4973.1376953125
69,4919.80224609375,4973.17529296875
70,4919.25732421875,4972.466796875
71,4918.73193359375,4972.29443359375
72,4918.23828125,4971.4482421875
73,4917.720703125,4972.017578125
74,4917.19677734375,4971.08740234375
75,4916.7001953125,4971.501953125
76,4916.2412109375,4971.005859375
77,4915.748046875,4970.7744140625
78,4915.3017578125,4970.7470703125
79,4914.78857421875,4969.44921875
80,4914.365234375,4969.87744140625
81,4913.92138671875,4969.75341796875
82,4913.45361328125,4969.619140625
83,4913.03662109375,4970.45947265625
84,4912.6142578125,4969.34521484375
85,4912.12890625,4968.64697265625
86,4911.734375,4968.30908203125
87,4911.31201171875,4968.17626953125
88,4910.93310546875,4967.7158203125
89,4910.5185546875,4968.078125
90,4910.13134765625,4967.83837890625
91,4909.70166015625,4967.53564453125
92,4909.349609375,4967.4169921875
93,4908.974609375,4967.1015625
94,4908.52783203125,4966.22119140625
95,4908.177734375,4966.0986328125
96,4907.81494140625,4967.2041015625
97,4907.4169921875,4965.7119140625
98,4907.07080078125,4966.90478515625
99,4906.69970703125,4966.88037109375
100,4906.3095703125,4965.64697265625
101,4905.9873046875,4965.65087890625
102,4905.6396484375,4965.1875
103,4905.31103515625,4965.38037109375
104,4904.9609375,4965.86767578125
105,4904.65478515625,4964.6298828125
106,4904.2900390625,4964.45947265625
107,4903.96044921875,4964.8359375
108,4903.6435546875,4964.80224609375
109,4903.34814453125,4964.20068359375
110,4903.056640625,4964.38916015625
111,4902.6923828125,4963.82470703125
112,4902.4453125,4963.85693359375
113,4902.07861328125,4964.51025390625
114,4901.7978515625,4963.51025390625
