,train_loss,val_loss
0,4967.71484375,4895.08984375
1,4881.7841796875,4872.1806640625
2,4864.27001953125,4864.537109375
3,4854.74560546875,4860.07373046875
4,4848.4443359375,4856.515625
5,4843.84521484375,4854.22998046875
6,4840.345703125,4853.55517578125
7,4837.45068359375,4852.966796875
8,4835.16943359375,4852.70751953125
9,4833.26416015625,4852.5537109375
10,4831.64306640625,4852.18359375
11,4830.201171875,4852.27587890625
12,4828.99560546875,4852.52490234375
13,4827.9453125,4853.0517578125
14,4826.9677734375,4853.21826171875
15,4826.14013671875,4853.58251953125
16,4825.40185546875,4853.39208984375
17,4824.7236328125,4853.873046875
18,4824.09814453125,4854.15576171875
19,4823.54296875,4854.28759765625
20,4823.10791015625,4855.34228515625
21,4822.67138671875,4855.5546875
22,4822.2373046875,4855.58837890625
23,4821.8505859375,4856.40087890625
24,4821.54248046875,4856.55810546875
25,4821.20751953125,4856.876953125
26,4820.93603515625,4857.609375
27,4820.7509765625,4858.20849609375
28,4820.4970703125,4858.08740234375
29,4820.2998046875,4858.70654296875
30,4820.10693359375,4859.0302734375
31,4819.98046875,4859.38818359375
32,4819.80419921875,4860.07958984375
33,4819.64794921875,4860.70947265625
34,4819.58837890625,4861.2353515625
35,4819.46044921875,4861.0322265625
36,4819.3515625,4861.43359375
37,4819.27099609375,4862.24853515625
38,4819.220703125,4862.2919921875
39,4819.15185546875,4862.46435546875
40,4819.15576171875,4863.24755859375
41,4819.04833984375,4863.55859375
42,4819.01806640625,4864.15576171875
43,4819.08056640625,4864.76171875
44,4819.04833984375,4864.88232421875
45,4819.03662109375,4865.52685546875
46,4818.9814453125,4865.560546875
47,4819.0126953125,4866.6904296875
48,4819.05810546875,4866.3564453125
49,4819.0498046875,4867.68603515625
50,4819.07470703125,4867.46826171875
51,4819.16552734375,4868.09619140625
52,4819.14892578125,4868.84130859375
53,4819.2080078125,4868.8564453125
54,4819.27001953125,4869.1162109375
55,4819.26806640625,4869.4990234375
56,4819.30322265625,4869.78515625
57,4819.3955078125,4870.3232421875
58,4819.39794921875,4870.35400390625
59,4819.50146484375,4871.15380859375
60,4819.5771484375,4871.1328125
61,4819.62158203125,4871.96630859375
62,4819.74951171875,4871.86474609375
63,4819.7822265625,4872.580078125
64,4819.88623046875,4872.6494140625
65,4819.97216796875,4872.87060546875
66,4820.08984375,4873.6650390625
67,4820.1611328125,4874.34765625
68,4820.2333984375,4873.8994140625
69,4820.330078125,4874.6201171875
70,4820.431640625,4875.13427734375
71,4820.509765625,4875.26513671875
72,4820.6474609375,4875.572265625
73,4820.71533203125,4876.013671875
74,4820.8369140625,4876.26611328125
75,4820.921875,4876.62451171875
76,4821.06689453125,4877.23876953125
77,4821.1435546875,4877.10009765625
78,4821.2724609375,4877.73291015625
79,4821.37646484375,4877.46923828125
80,4821.4736328125,4878.33203125
81,4821.646484375,4878.517578125
